Id,Label,timeset,index,nationalpokedexnumber,species,variant,generation,rarity,type1,type2,total,hp,attack,defense,spatk,spdef,speed,image_url,vgc2022rules,monthlyusagemarch2022,usagepercentmarch2022,monthlyrankmarch2022,introductedin,type,power,acc,pp,damageclass,effect,probpercentage,increases,decreases,likesberrie,dislikesberrie,alternativeeffect,usageattributes,specificcategory,generalcategory,description,indegree,outdegree,degree,clustering
Item Drop,Item Drop,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/item-drop.png,,,,,,,,,,,"When used, it causes an ally Pokémon to drop a held item.",,,,,,Forces a friendly Pokémon to drop its held item.,,Miracle Shooter,Battle items,,0,0,0,0
Item Urge,Item Urge,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/item-urge.png,,,,,,,,,,,"When used, it causes an ally Pokémon to use its held item.",,,,,,Forcibly activates a friendly Pokémon's held item.,,Miracle Shooter,Battle items,,0,0,0,0
Jaboca Berry,Jaboca Berry,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/jaboca-berry.png,,,,,,,,,,,"If held by a Pokémon and a physical attack lands, the attacker also takes damage.",,,,,,Held: Consumed to deal 1/8 attacker's max HP when holder is struck by a physical attack.,holdable-active,Other,Berries,,0,0,0,0
Jolly Mint,Jolly Mint,,,,,,,,,,,,,,,,,https://img.pokemondb.net/s.png,,,,,,,,,,,Changes the Pokémon's stats to match the Jolly nature.,,,,,,,,Nature Mints,Battle items,,0,0,0,0
Kangaskhanite,Kangaskhanite,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/kangaskhanite.png,,,,,,,,,,,Enables Kangaskhan to Mega Evolve during battle.,,,,,,Held: Allows Kangaskhan to Mega Evolve into Mega Kangaskhan.,,Mega Stones,Hold items,,0,0,0,0
Kasib Berry,Kasib Berry,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/kasib-berry.png,,,,,,,,,,,Weakens a supereffective Ghost-type attack against the holding Pokémon.,,,,,,Held: Consumed when struck by a super-effective Ghost-type attack to halve the damage.,holdable-active,Type Protection,Berries,,4,0,4,0
Kebia Berry,Kebia Berry,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/kebia-berry.png,,,,,,,,,,,Weakens a supereffective Poison-type attack against the holding Pokémon.,,,,,,Held: Consumed when struck by a super-effective Poison-type attack to halve the damage.,holdable-active,Type Protection,Berries,,0,0,0,0
Kee Berry,Kee Berry,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/kee-berry.png,,,,,,,,,,,"If held by a Pokémon, this Berry will increase the holder's Defense if it's hit with a physical move.",,,,,,"Held: When the holder is hit by a physical move, increases its Defense by one stage.",,Other,Berries,,2,0,2,0
Kelpsy Berry,Kelpsy Berry,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/kelpsy-berry.png,,,,,,,,,,,Increases Friendship but lowers Attack EVs.,,,,,,Drops Attack Effort Values by 10 and raises happiness.,,Effort Drop,Berries,,0,0,0,0
Lagging Tail,Lagging Tail,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/lagging-tail.png,,,,,,,,,,,Holder always attacks last.,,,,,,Held: Holder moves last in its priority bracket.,holdable; holdable-active,Bad Held Items,Hold items,,2,0,2,0
Lansat Berry,Lansat Berry,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/lansat-berry.png,,,,,,,,,,,Increases critical-hit ratio when HP is low.,,,,,,Held: Consumed at 1/4 max HP to boost critical hit ratio by two stages.,holdable-active,In A Pinch,Berries,,1,0,1,0
Large Leek,Large Leek,,,,,,,,,,,,,,,,,https://img.pokemondb.net/s.png,,,,,,,,,,,One of the many ingredients that can be used for cooking at your camp. Whether this is the kind of vegetable stalk that Farfetch’d like is unknown.,,,,,,,,Curry Ingredients,General items,,0,0,0,0
Latiasite,Latiasite,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/latiasite.png,,,,,,,,,,,Enables Latias to Mega Evolve during battle.,,,,,,Held: Allows Latias to Mega Evolve into Mega Latias.,,Mega Stones,Hold items,,0,0,0,0
Latiosite,Latiosite,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/latiosite.png,,,,,,,,,,,Enables Latios to Mega Evolve during battle.,,,,,,Held: Allows Latios to Mega Evolve into Mega Latios.,,Mega Stones,Hold items,,0,0,0,0
Lava Cookie,Lava Cookie,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/lava-cookie.png,,,,,,,,,,,Heals all major status conditions.,,,,,,Cures any status ailment and confusion.,countable; consumable; usable-overworld; usable-in-battle; holdable,Status Cures,Medicine,,0,0,0,0
Lax Incense,Lax Incense,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/lax-incense.png,,,,,,,,,,,Lowers the opponent's accuracy. Breeding Wobbuffet produces Wynaut when held.,,,,,,Held: Holder's evasion is increased by 5%. Breeding: Wobbuffet begets a Wynaut Egg.,holdable; holdable-active,Held Items,Hold items,,0,0,0,0
Lax Mint,Lax Mint,,,,,,,,,,,,,,,,,https://img.pokemondb.net/s.png,,,,,,,,,,,Changes the Pokémon's stats to match the Lax nature.,,,,,,,,Nature Mints,Battle items,,0,0,0,0
Leaf Stone,Leaf Stone,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/leaf-stone.png,,,,,,,,,,,Evolves certain species of Pokémon.,,,,,,"Evolves an Exeggcute into Exeggutor, a Gloom into Vileplume, a Nuzleaf into Shiftry, a Pansage into Simisage, or a Weepinbell into Victreebel.",underground,Evolution,General items,,0,0,0,0
Leftovers,Leftovers,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/leftovers.png,,,,,,,,,,,An item to be held by a Pokémon. The holder's HP is gradually restored during battle.,,,,,,Held: Restores 1/16 (6.25%) holder's max HP at the end of each turn.,holdable; holdable-active,Held Items,Hold items,,76,0,76,0.021754
Lemonade,Lemonade,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/lemonade.png,,,,,,,,,,,Restores 70 HP.,,,,,,Restores 80 HP.,countable; consumable; usable-overworld; usable-in-battle; holdable,Healing,Medicine,,0,0,0,0
Leppa Berry,Leppa Berry,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/leppa-berry.png,,,,,,,,,,,"If held by a Pokémon, it restores a move's PP by 10.",,,,,,Held: Consumed when a move runs out of PP to restore its PP by 10.,holdable-active,Medicine,Berries,,0,0,0,0
Level Ball,Level Ball,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/level-ball.png,,,,,,,,,,,A Poké Ball for catching Pokémon that are a lower level than your own.,,,,,,Success rate based off of fraction target Pokémon is of user's Pokémon. Made from Red Apricorn.,,Apricorn Balls,Pokeballs,,0,0,0,0
Liechi Berry,Liechi Berry,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/liechi-berry.png,,,,,,,,,,,Raises Attack when HP is low.,,,,,,Held: Consumed at 1/4 max HP to boost Attack.,holdable-active,In A Pinch,Berries,,2,0,2,0
Life Orb,Life Orb,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/life-orb.png,,,,,,,,,,,"Increases the power of moves, but loses HP each turn.",,,,,,"Held: Holder's moves inflict 30% extra damage, but cost 10% max HP.",holdable; holdable-active,Held Items,Hold items,,175,0,175,0.029622
Light Ball,Light Ball,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/light-ball.png,,,,,,,,,,,An item to be held by PIKACHU. It is a puzzling orb that raises the Attack and Sp. Atk stat.,,,,,,Doubles Pikachu's Attack and Special Attack. Breed on Pikachu or Raichu: Pichu Egg will have Volt Tackle.,holdable,Species Specific,Hold items,,2,0,2,0
Light Clay,Light Clay,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/light-clay.png,,,,,,,,,,,A Pokémon held item that extends the duration of barrier moves like Light Screen and Reflect used by the holder.,,,,,,Held: Light Screen and Reflect used by the holder last 8 rounds instead of 5.,holdable; holdable-active; underground,Held Items,Hold items,,14,0,14,0.005495
Lone Earring,Lone Earring,,,,,,,,,,,,,,,,,https://img.pokemondb.net/s.png,,,,,,,,,,,,,,,,,,,Loot,General items,,0,0,0,0
Lonely Mint,Lonely Mint,,,,,,,,,,,,,,,,,https://img.pokemondb.net/s.png,,,,,,,,,,,Changes the Pokémon's stats to match the Lonely nature.,,,,,,,,Nature Mints,Battle items,,0,0,0,0
Looker Ticket,Looker Ticket,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/looker-ticket.png,,,,,,,,,,,A ticket that was handmade by Looker. It's decorated with a liberal amount of glittery paint.,,,,,,Advances the Looker postgame plot.,,Plot Advancement,Hold items,,0,0,0,0
Lopunnite,Lopunnite,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/lopunnite.png,,,,,,,,,,,Enables Lopunny to Mega Evolve during battle.,,,,,,Held: Allows Lopunny to Mega Evolve into Mega Lopunny.,,Mega Stones,Hold items,,0,0,0,0
Love Ball,Love Ball,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/love-ball.png,,,,,,,,,,,Poké Ball for catching Pokémon that are the opposite gender of your Pokémon.,,,,,,"8× effectiveness on opposite sex, same species targets of the Active Pokémon. Made from Pnk Apricorn.",,Apricorn Balls,Pokeballs,,0,0,0,0
Love Sweet,Love Sweet,,,,,,,,,,,,,,,,,https://img.pokemondb.net/s.png,,,,,,,,,,,Evolves Milcery into Heart Flavor Alcremie.,,,,,,,,Evolution,Hold items,,0,0,0,0
Lucarionite,Lucarionite,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/lucarionite.png,,,,,,,,,,,Enables Lucario to Mega Evolve during battle.,,,,,,Held: Allows Lucario to Mega Evolve into Mega Lucario.,,Mega Stones,Hold items,,0,0,0,0
Luck Incense,Luck Incense,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/luck-incense.png,,,,,,,,,,,Doubles prize money if held. Breeding Chansey or Blissey produces Happiny when held.,,,,,,Held: Doubles the money earned from a battle. Does not stack with Amulet Coin. Breeding: Chansey and Blissey beget a Happiny Egg.,holdable; holdable-active,Training,Hold items,,0,0,0,0
Lucky Egg,Lucky Egg,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/lucky-egg.png,,,,,,,,,,,An item to be held by a Pokémon. It is an egg filled with happiness that earns extra Exp. Points in battle.,,,,,,Held: Increases EXP earned in battle by 50%.,holdable; holdable-active,Training,Hold items,,0,0,0,0
Lucky Punch,Lucky Punch,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/lucky-punch.png,,,,,,,,,,,Increases critical-hit ratio when held by Chansey.,,,,,,Raises Chansey's critical hit ratio by two stages.,holdable,Species Specific,Hold items,,0,0,0,0
Lum Berry,Lum Berry,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/lum-berry.png,,,,,,,,,,,"If held by a Pokémon, it recovers from any status problem.",,,,,,Held: Consumed to cure any status condition or confusion.,holdable-active,Medicine,Berries,,34,0,34,0.016043
Luminous Moss,Luminous Moss,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/luminous-moss.png,,,,,,,,,,,Raises Special Defense if hit by a Water-type move.,,,,,,"Held: If the holder is hit by a damaging Water move, raises its Special Defense by one stage.",,Held Items,Hold items,,0,0,0,0
Lumiose Galette,Lumiose Galette,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/lumiose-galette.png,,,,,,,,,,,Heals all major status conditions.,,,,,,Cures all major status ailments and confusion.,,Status Cures,Medicine,,0,0,0,0
Lure,Lure,,,,,,,,,,,,,,,,,https://img.pokemondb.net/s.png,,,,,,,,,,,Attracts Pokémon in the wild.,,,,,,,,Spelunking,General items,,0,0,0,0
Lure Ball,Lure Ball,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/lure-ball.png,,,,,,,,,,,A Poké Ball for catching Pokémon hooked by a Rod when fishing.,,,,,,3× effectiveness while fishing. Made from Blu Apricorn.,,Apricorn Balls,Pokeballs,,0,0,0,0
Lustrous Orb,Lustrous Orb,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/lustrous-orb.png,,,,,,,,,,,Increases the power of Dragon- and Water-type moves when held by Palkia.,,,,,,Boosts the damage from Palkia's Dragon-type and Water-type moves by 20%.,holdable,Species Specific,Hold items,,1,0,1,0
Luxury Ball,Luxury Ball,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/luxury-ball.png,,,,,,,,,,,A comfortable Poké Ball that makes a caught wild Pokémon quickly grow friendly.,,,,,,Tries to catch a wild Pokémon.  Caught Pokémon start with 200 happiness.,countable; consumable; usable-in-battle; holdable,Special Balls,Pokeballs,,0,0,0,0
Macho Brace,Macho Brace,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/macho-brace.png,,,,,,,,,,,An item to be held by a Pokémon. It is a stiff and heavy brace that promotes strong growth but lowers Speed.,,,,,,"Held: Holder gains double effort values from battles, but has halved Speed in battle.",holdable; holdable-active,Effort Training,Hold items,,0,0,0,0
Magmarizer,Magmarizer,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/magmarizer.png,,,,,,,,,,,Evolves Magmar when traded holding the item.,,,,,,Traded on a Magmar: Holder evolves into Magmortar.,,Evolution,General items,,0,0,0,0
Magnet,Magnet,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/magnet.png,,,,,,,,,,,Increases the power of Electric-type moves.,,,,,,Held: Electric-Type moves from holder do 20% more damage.,holdable; holdable-active,Type Enhancement,Hold items,,9,0,9,0.013889
Mago Berry,Mago Berry,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/mago-berry.png,,,,,,,,,,,"Restores HP if it's low, but may cause confusion.",,,,,,Held: Consumed at 1/2 max HP to restore 1/8 max HP. Confuses Pokémon that dislike sweet flavor.,holdable-active,Picky Healing,Berries,,4,0,4,0
Magost Berry,Magost Berry,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/magost-berry.png,,,,,,,,,,,A Berry which is very rare in the Unova region. A maniac will buy it for a high price.,,,,,,Used for creating PokéBlocks and Poffins.,,Baking Only,Berries,,0,0,0,0
Manectite,Manectite,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/manectite.png,,,,,,,,,,,Enables Manectric to Mega Evolve during battle.,,,,,,Held: Allows Manectric to Mega Evolve into Mega Manectric.,,Mega Stones,Hold items,,0,0,0,0
Maranga Berry,Maranga Berry,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/maranga-berry.png,,,,,,,,,,,"If held by a Pokémon, this Berry will increase the holder's Sp. Def if it's hit with a special move.",,,,,,"Held: When the holder is hit by a special move, increases its Special Defense by one stage.",,Other,Berries,,0,0,0,0
Marble,Marble,,,,,,,,,,,,,,,,,https://img.pokemondb.net/s.png,,,,,,,,,,,,,,,,,,,Loot,General items,,0,0,0,0
Master Ball,Master Ball,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/master-ball.png,,,,,,,,,,,The best Ball with the ultimate level of performance. It will catch any wild Pokémon without fail.,,,,,,Catches a wild Pokémon every time.,countable; consumable; usable-in-battle; holdable,Standard Balls,Pokeballs,,0,0,0,0
Mawilite,Mawilite,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/mawilite.png,,,,,,,,,,,Enables Mawile to Mega Evolve during battle.,,,,,,Held: Allows Mawile to Mega Evolve into Mega Mawile.,,Mega Stones,Hold items,,0,0,0,0
Max Elixir,Max Elixir,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/max-elixir.png,,,,,,,,,,,It fully restores the PP of all the moves learned by the targeted Pokémon.,,,,,,Restores PP to full for each move.,countable; consumable; usable-overworld; usable-in-battle; holdable,Pp Recovery,Medicine,,0,0,0,0
Max Ether,Max Ether,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/max-ether.png,,,,,,,,,,,It fully restores the PP of a single selected move that has been learned by the target Pokémon.,,,,,,Restores PP to full for one move.,countable; consumable; usable-overworld; usable-in-battle; holdable,Pp Recovery,Medicine,,0,0,0,0
Max Honey,Max Honey,,,,,,,,,,,,,,,,,https://img.pokemondb.net/s.png,,,,,,,,,,,,,,,,,,,Revival,General items,,0,0,0,0
Max Lure,Max Lure,,,,,,,,,,,,,,,,,https://img.pokemondb.net/s.png,,,,,,,,,,,Attracts Pokémon in the wild.,,,,,,,,Spelunking,General items,,0,0,0,0
Max Mushrooms,Max Mushrooms,,,,,,,,,,,,,,,,,https://img.pokemondb.net/s.png,,,,,,,,,,,,,,,,,,,Stat Boosts,General items,,0,0,0,0
Max Potion,Max Potion,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/max-potion.png,,,,,,,,,,,Fully restores HP.,,,,,,Restores HP to full.,countable; consumable; usable-overworld; usable-in-battle; holdable,Healing,Medicine,,0,0,0,0
Max Repel,Max Repel,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/max-repel.png,,,,,,,,,,,An item that prevents weak wild Pokémon from appearing for 250 steps after its use.,,,,,,"For 250 steps, prevents wild encounters of level lower than your party's lead Pokémon.",,Spelunking,General items,,0,0,0,0
Max Revive,Max Revive,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/max-revive.png,,,,,,,,,,,A medicine that revives a fainted Pokémon. It fully restores the Pokémon's HP.,,,,,,Revives with full HP.,countable; consumable; usable-overworld; usable-in-battle; holdable; underground,Revival,Medicine,,0,0,0,0
Meadow Plate,Meadow Plate,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/meadow-plate.png,,,,,,,,,,,Increases power of Grass-type moves. Changes Arceus' type to Grass.,,,,,,Held: Grass-Type moves from holder do 20% more damage. Changes Arceus's and Judgment's type to Grass.,holdable; holdable-active; underground,Plates,Hold items,,0,0,0,0
Medichamite,Medichamite,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/medichamite.png,,,,,,,,,,,Enables Medicham to Mega Evolve during battle.,,,,,,Held: Allows Medicham to Mega Evolve into Mega Medicham.,,Mega Stones,Hold items,,0,0,0,0
Mental Herb,Mental Herb,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/mental-herb.png,,,,,,,,,,,An item to be held by a Pokémon. It snaps the holder out of infatuation. It can be used only once.,,,,,,"Held: Consumed to cure infatuation. Gen V: Also removes Taunt, Encore, Torment, Disable, and Cursed Body.",holdable; holdable-active,Held Items,Hold items,,24,0,24,0.03442
Metagrossite,Metagrossite,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/metagrossite.png,,,,,,,,,,,Enables Metagross to Mega Evolve during battle.,,,,,,Held: Allows Metagross to Mega Evolve into Mega Metagross.,,Mega Stones,Hold items,,0,0,0,0
Metal Coat,Metal Coat,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/metal-coat.png,,,,,,,,,,,Increases the power of Steel-type moves. Evolves Onix and Scyther when traded holding the item.,,,,,,Held: Steel-Type moves from holder do 20% more damage.,holdable; holdable-active,Type Enhancement,Hold items,,1,0,1,0
Metal Powder,Metal Powder,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/metal-powder.png,,,,,,,,,,,Increases Defense when held by Ditto.,,,,,,Raises Ditto's Defense and Special Defense by 50%. The boost is lost after transforming.,holdable,Species Specific,Hold items,,0,0,0,0
Mewtwonite X,Mewtwonite X,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/mewtwonite-x.png,,,,,,,,,,,Enables Mewtwo to Mega Evolve during battle.,,,,,,Held: Allows Mewtwo to Mega Evolve into Mega Mewtwo X.,,Mega Stones,Hold items,,0,0,0,0
Mewtwonite Y,Mewtwonite Y,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/mewtwonite-y.png,,,,,,,,,,,Enables Mewtwo to Mega Evolve during battle.,,,,,,Held: Allows Mewtwo to Mega Evolve into Mega Mewtwo Y.,,Mega Stones,Hold items,,0,0,0,0
Micle Berry,Micle Berry,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/micle-berry.png,,,,,,,,,,,Increases a move's accuracy when HP is low.,,,,,,Held: Consumed at 1/4 max HP to boost accuracy of next move by 20%. (Gen IV: Perfect accuracy),holdable-active,In A Pinch,Berries,,0,0,0,0
Mighty Candy,Mighty Candy,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/mighty-candy.png,,,,,,,,,,,Increases a Pokémon's Attack stat by 1.,,,,,,,,Vitamins,Medicine,,0,0,0,0
Mighty Candy L,Mighty Candy L,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/mighty-candy-l.png,,,,,,,,,,,Increases a Pokémon's Attack stat.,,,,,,,,Vitamins,Medicine,,0,0,0,0
Mighty Candy Xl,Mighty Candy Xl,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/mighty-candy-xl.png,,,,,,,,,,,Increases a Pokémon's Attack stat.,,,,,,,,Vitamins,Medicine,,0,0,0,0
Mild Mint,Mild Mint,,,,,,,,,,,,,,,,,https://img.pokemondb.net/s.png,,,,,,,,,,,Changes the Pokémon's stats to match the Mild nature.,,,,,,,,Nature Mints,Battle items,,0,0,0,0
Mind Plate,Mind Plate,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/mind-plate.png,,,,,,,,,,,Increases power of Psychic-type moves. Changes Arceus' type to Psychic.,,,,,,Held: Psychic-Type moves from holder do 20% more damage. Changes Arceus's and Judgment's type to Psychic.,holdable; holdable-active; underground,Plates,Hold items,,0,0,0,0
Miracle Seed,Miracle Seed,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/miracle-seed.png,,,,,,,,,,,Increases the power of Grass-type moves.,,,,,,Held: Grass-Type moves from holder do 20% more damage.,holdable; holdable-active,Type Enhancement,Hold items,,3,0,3,0
Misty Seed,Misty Seed,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/misty-seed.png,,,,,,,,,,,An item to be held by a Pokémon. It boosts Sp. Def on Misty Terrain. It can only be used once.,,,,,,Held: Consumed on Misty Terrain and raises the holder's Special Defense by one stage.,,Held Items,Hold items,,3,0,3,0.333333
Mixed Mushrooms,Mixed Mushrooms,,,,,,,,,,,,,,,,,https://img.pokemondb.net/s.png,,,,,,,,,,,One of the many ingredients that can be used for cooking at your camp. The chewy texture of the mushrooms transforms any dish they’re added to.,,,,,,,,Curry Ingredients,General items,,0,0,0,0
Modest Mint,Modest Mint,,,,,,,,,,,,,,,,,https://img.pokemondb.net/s.png,,,,,,,,,,,Changes the Pokémon's stats to match the Modest nature.,,,,,,,,Nature Mints,Battle items,,0,0,0,0
Moomoo Cheese,Moomoo Cheese,,,,,,,,,,,,,,,,,https://img.pokemondb.net/s.png,,,,,,,,,,,One of the many ingredients that can be used for cooking at your camp. Melted cheese can really give a curry some richness.,,,,,,,,Curry Ingredients,General items,,0,0,0,0
Moomoo Milk,Moomoo Milk,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/moomoo-milk.png,,,,,,,,,,,Milk with a very high nutrition content. It restores the HP of one Pokémon by 100 points.,,,,,,Restores 100 HP.,countable; consumable; usable-overworld; usable-in-battle; holdable,Healing,Medicine,,0,0,0,0
Moon Ball,Moon Ball,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/moon-ball.png,,,,,,,,,,,A Poké Ball for catching Pokémon that evolve using the Moon Stone.,,,,,,4× effectiveness on familes of Pokémon with a Moon Stone evolution. Made from Ylw Apricorn.,,Apricorn Balls,Pokeballs,,0,0,0,0
Moon Stone,Moon Stone,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/moon-stone.png,,,,,,,,,,,Evolves certain species of Pokémon.,,,,,,"Evolves a Clefairy into Clefable, a Jigglypuff into Wigglytuff, a Munna into Musharna, a Nidorina into Nidoqueen, a Nidorino into Nidoking, or a Skitty into Delcatty.",underground,Evolution,General items,,0,0,0,0
Muscle Band,Muscle Band,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/muscle-band.png,,,,,,,,,,,Increases the power of Physical-category moves.,,,,,,Held: Boosts the damage of physical moves used by the holder by 10%.,holdable; holdable-active,Held Items,Hold items,,3,0,3,0
Muscle Wing,Muscle Wing,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/muscle-wing.png,,,,,,,,,,,Increases Attack EVs by 1.,,,,,,Increases Attack effort by 1.,,Vitamins,Medicine,,0,0,0,0
Mystic Water,Mystic Water,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/mystic-water.png,,,,,,,,,,,Increases the power of Water-type moves.,,,,,,Held: Water-Type moves from holder do 20% more damage.,holdable; holdable-active,Type Enhancement,Hold items,,9,0,9,0.013889
Naive Mint,Naive Mint,,,,,,,,,,,,,,,,,https://img.pokemondb.net/s.png,,,,,,,,,,,Changes the Pokémon's stats to match the Naive nature.,,,,,,,,Nature Mints,Battle items,,0,0,0,0
Nanab Berry,Nanab Berry,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/nanab-berry.png,,,,,,,,,,,"A Berry to be used in cooking. Calms a Pokémon in battle, in Let's Go Pikachu/Eevee.",,,,,,Used for creating PokéBlocks and Poffins.,,Baking Only,Berries,,0,0,0,0
Naughty Mint,Naughty Mint,,,,,,,,,,,,,,,,,https://img.pokemondb.net/s.png,,,,,,,,,,,Changes the Pokémon's stats to match the Naughty nature.,,,,,,,,Nature Mints,Battle items,,0,0,0,0
Nest Ball,Nest Ball,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/nest-ball.png,,,,,,,,,,,A somewhat different Poké Ball that works especially well on weaker Pokémon in the wild.,,,,,,"Tries to catch a wild Pokémon.  Success rate is 3.9× for level 1 Pokémon, and drops steadily to 1× at level 30.",countable; consumable; usable-in-battle; holdable,Special Balls,Pokeballs,,0,0,0,0
Net Ball,Net Ball,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/net-ball.png,,,,,,,,,,,A somewhat different Poké Ball that works especially well on Water- and Bug-type Pokémon.,,,,,,Tries to catch a wild Pokémon.  Success rate is 3× for water and bug Pokémon.,countable; consumable; usable-in-battle; holdable,Special Balls,Pokeballs,,0,0,0,0
Never Melt Ice,Never Melt Ice,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/never-melt-ice.png,,,,,,,,,,,Increases the power of Ice-type moves.,,,,,,Held: Ice-Type moves from holder do 20% more damage.,holdable; holdable-active,Type Enhancement,Hold items,,0,0,0,0
Nomel Berry,Nomel Berry,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/nomel-berry.png,,,,,,,,,,,A Berry which is very rare in the Unova region. A maniac will buy it for a high price.,,,,,,Used for creating PokéBlocks and Poffins.,,Baking Only,Berries,,0,0,0,0
Normal Gem,Normal Gem,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/normal-gem.png,,,,,,,,,,,Increases the power of a Normal-type move only once.,,,,,,"Held: When the holder uses a damaging normal-type move, the move has 1.5× power and this item is consumed.",,Jewels,Hold items,,4,0,4,0
Nugget,Nugget,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/nugget.png,,,,,,,,,,,A nugget of pure gold that gives off a lustrous gleam. It can be sold at a high price to shops.,,,,,,"Sell for 5000 Pokédollars, or to Ore Collector for 10000 Pokédollars.",,Loot,General items,,0,0,0,0
