#,Name,Species,Variant,Generation,Rarity,Evolves_from,Has_gender_diff,Type1,Type2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,image_url,VGC2022_rules,Monthly Usage (k),Usage Percent (%),Monthly Rank
382,Primal Kyogre,Kyogre,Primal,6,Legendary,Kyogre,False,Water,,770,100,150,90,180,160,90,https://img.pokemondb.net/sprites/sword-shield/icon/kyogre-primal.png,,,,
382,Kyogre,Kyogre,,3,Legendary,,False,Water,,670,100,100,90,150,140,90,https://img.pokemondb.net/sprites/sword-shield/icon/kyogre.png,Restricted (players can include two Restricted Pokémon in their team),744,35,3
383,Primal Groudon,Groudon,Primal,6,Legendary,Groudon,False,Ground,Fire,770,100,180,160,150,90,90,https://img.pokemondb.net/sprites/sword-shield/icon/groudon-primal.png,,,,
383,Groudon,Groudon,,3,Legendary,,False,Ground,,670,100,150,140,100,90,90,https://img.pokemondb.net/sprites/sword-shield/icon/groudon.png,Restricted (players can include two Restricted Pokémon in their team),501,23,7
384,Mega Rayquaza,Rayquaza,Mega,6,Legendary,Rayquaza,False,Dragon,Flying,780,105,180,100,180,100,115,https://img.pokemondb.net/sprites/sword-shield/icon/rayquaza-mega.png,Banned,,,
384,Rayquaza,Rayquaza,,3,Legendary,,False,Dragon,Flying,680,105,150,90,150,90,95,https://img.pokemondb.net/sprites/sword-shield/icon/rayquaza.png,Restricted (players can include two Restricted Pokémon in their team),44,1,60
385,Jirachi,Jirachi,,3,Mythical,,False,Steel,Psychic,600,100,100,100,100,100,100,https://img.pokemondb.net/sprites/sword-shield/icon/jirachi.png,Banned,,,
386,Deoxys Defense Forme,Deoxys,Defense Forme,3,Mythical,,False,Psychic,,600,50,70,160,70,160,90,https://img.pokemondb.net/sprites/sword-shield/icon/deoxys-defense.png,,,,
386,Deoxys Attack Forme,Deoxys,Attack Forme,3,Mythical,,False,Psychic,,600,50,180,20,180,20,150,https://img.pokemondb.net/sprites/sword-shield/icon/deoxys-attack.png,,,,
386,Deoxys Normal Forme,Deoxys,Normal Forme,3,Mythical,,False,Psychic,,600,50,150,50,150,50,150,https://img.pokemondb.net/sprites/sword-shield/icon/deoxys-normal.png,,,,
386,Deoxys Speed Forme,Deoxys,Speed Forme,3,Mythical,,False,Psychic,,600,50,95,90,95,90,180,https://img.pokemondb.net/sprites/sword-shield/icon/deoxys-speed.png,,,,
387,Turtwig,Turtwig,,4,Common,,False,Grass,,318,55,68,64,45,55,31,https://img.pokemondb.net/sprites/sword-shield/icon/turtwig.png,,,,
388,Grotle,Grotle,,4,Common,Turtwig,False,Grass,,405,75,89,85,55,65,36,https://img.pokemondb.net/sprites/sword-shield/icon/grotle.png,,,,
389,Torterra,Torterra,,4,Common,Grotle,False,Grass,Ground,525,95,109,105,75,85,56,https://img.pokemondb.net/sprites/sword-shield/icon/torterra.png,,,,
390,Chimchar,Chimchar,,4,Common,,False,Fire,,309,44,58,44,58,44,61,https://img.pokemondb.net/sprites/sword-shield/icon/chimchar.png,,,,
391,Monferno,Monferno,,4,Common,Chimchar,False,Fire,Fighting,405,64,78,52,78,52,81,https://img.pokemondb.net/sprites/sword-shield/icon/monferno.png,,,,
392,Infernape,Infernape,,4,Common,Monferno,False,Fire,Fighting,534,76,104,71,104,71,108,https://img.pokemondb.net/sprites/sword-shield/icon/infernape.png,,,,
393,Piplup,Piplup,,4,Common,,False,Water,,314,53,51,53,61,56,40,https://img.pokemondb.net/sprites/sword-shield/icon/piplup.png,,,,
394,Prinplup,Prinplup,,4,Common,Piplup,False,Water,,405,64,66,68,81,76,50,https://img.pokemondb.net/sprites/sword-shield/icon/prinplup.png,,,,
395,Empoleon,Empoleon,,4,Common,Prinplup,False,Water,Steel,530,84,86,88,111,101,60,https://img.pokemondb.net/sprites/sword-shield/icon/empoleon.png,,,,
396,Starly,Starly,,4,Common,,True,Normal,Flying,245,40,55,30,30,30,60,https://img.pokemondb.net/sprites/sword-shield/icon/starly.png,,,,
397,Staravia,Staravia,,4,Common,Starly,True,Normal,Flying,340,55,75,50,40,40,80,https://img.pokemondb.net/sprites/sword-shield/icon/staravia.png,,,,
398,Staraptor,Staraptor,,4,Common,Staravia,True,Normal,Flying,485,85,120,70,50,60,100,https://img.pokemondb.net/sprites/sword-shield/icon/staraptor.png,,,,
399,Bidoof,Bidoof,,4,Common,,True,Normal,,250,59,45,40,35,40,31,https://img.pokemondb.net/sprites/sword-shield/icon/bidoof.png,,,,
400,Bibarel,Bibarel,,4,Common,Bidoof,True,Normal,Water,410,79,85,60,55,60,71,https://img.pokemondb.net/sprites/sword-shield/icon/bibarel.png,,,,
401,Kricketot,Kricketot,,4,Common,,True,Bug,,194,37,25,41,25,41,25,https://img.pokemondb.net/sprites/sword-shield/icon/kricketot.png,,,,
402,Kricketune,Kricketune,,4,Common,Kricketot,True,Bug,,384,77,85,51,55,51,65,https://img.pokemondb.net/sprites/sword-shield/icon/kricketune.png,,,,
403,Shinx,Shinx,,4,Common,,True,Electric,,263,45,65,34,40,34,45,https://img.pokemondb.net/sprites/sword-shield/icon/shinx.png,Permitted,,,
404,Luxio,Luxio,,4,Common,Shinx,True,Electric,,363,60,85,49,60,49,60,https://img.pokemondb.net/sprites/sword-shield/icon/luxio.png,Permitted,,,
405,Luxray,Luxray,,4,Common,Luxio,True,Electric,,523,80,120,79,95,79,70,https://img.pokemondb.net/sprites/sword-shield/icon/luxray.png,Permitted,2,0,211
406,Budew,Budew,,4,Baby,,False,Grass,Poison,280,40,30,35,50,70,55,https://img.pokemondb.net/sprites/sword-shield/icon/budew.png,Permitted,,,
407,Roserade,Roserade,,4,Common,Roselia,True,Grass,Poison,515,60,70,65,125,105,90,https://img.pokemondb.net/sprites/sword-shield/icon/roserade.png,Permitted,-,-,-
408,Cranidos,Cranidos,,4,Common,,False,Rock,,350,67,125,40,30,30,58,https://img.pokemondb.net/sprites/sword-shield/icon/cranidos.png,,,,
409,Rampardos,Rampardos,,4,Common,Cranidos,False,Rock,,495,97,165,60,65,50,58,https://img.pokemondb.net/sprites/sword-shield/icon/rampardos.png,,,,
410,Shieldon,Shieldon,,4,Common,,False,Rock,Steel,350,30,42,118,42,88,30,https://img.pokemondb.net/sprites/sword-shield/icon/shieldon.png,,,,
411,Bastiodon,Bastiodon,,4,Common,Shieldon,False,Rock,Steel,495,60,52,168,47,138,30,https://img.pokemondb.net/sprites/sword-shield/icon/bastiodon.png,,,,
412,Burmy Plant Cloak,Burmy,Plant Cloak,4,Common,,False,Bug,,224,40,29,45,29,45,36,https://img.pokemondb.net/sprites/sword-shield/icon/burmy-plant.png,,,,
412,Burmy Sandy Cloak,Burmy,Sandy Cloak,4,Common,,False,Bug,,224,40,29,45,29,45,36,https://img.pokemondb.net/sprites/sword-shield/icon/burmy-sandy.png,,,,
412,Burmy Trash Cloak,Burmy,Trash Cloak,4,Common,,False,Bug,,224,40,29,45,29,45,36,https://img.pokemondb.net/sprites/sword-shield/icon/burmy-trash.png,,,,
413,Wormadam Plant Cloak,Wormadam,Plant Cloak,4,Common,Burmy,False,Bug,Grass,424,60,59,85,79,105,36,https://img.pokemondb.net/sprites/sword-shield/icon/wormadam-plant.png,,,,
413,Wormadam Sandy Cloak,Wormadam,Sandy Cloak,4,Common,Burmy,False,Bug,Ground,424,60,79,105,59,85,36,https://img.pokemondb.net/sprites/sword-shield/icon/wormadam-sandy.png,,,,
413,Wormadam Trash Cloak,Wormadam,Trash Cloak,4,Common,Burmy,False,Bug,Steel,424,60,69,95,69,95,36,https://img.pokemondb.net/sprites/sword-shield/icon/wormadam-trash.png,,,,
414,Mothim,Mothim,,4,Common,Burmy,False,Bug,Flying,424,70,94,50,94,50,66,https://img.pokemondb.net/sprites/sword-shield/icon/mothim.png,,,,
415,Combee,Combee,,4,Common,,True,Bug,Flying,244,30,30,42,30,42,70,https://img.pokemondb.net/sprites/sword-shield/icon/combee.png,Permitted,,,
416,Vespiquen,Vespiquen,,4,Common,Combee,False,Bug,Flying,474,70,80,102,80,102,40,https://img.pokemondb.net/sprites/sword-shield/icon/vespiquen.png,Permitted,,,
417,Pachirisu,Pachirisu,,4,Common,,True,Electric,,405,60,45,70,45,90,95,https://img.pokemondb.net/sprites/sword-shield/icon/pachirisu.png,,,,
418,Buizel,Buizel,,4,Common,,True,Water,,330,55,65,35,60,30,85,https://img.pokemondb.net/sprites/sword-shield/icon/buizel.png,,,,
419,Floatzel,Floatzel,,4,Common,Buizel,True,Water,,495,85,105,55,85,50,115,https://img.pokemondb.net/sprites/sword-shield/icon/floatzel.png,,,,
420,Cherubi,Cherubi,,4,Common,,False,Grass,,275,45,35,45,62,53,35,https://img.pokemondb.net/sprites/sword-shield/icon/cherubi.png,Permitted,,,
421,Cherrim,Cherrim,,4,Common,Cherubi,False,Grass,,450,70,60,70,87,78,85,https://img.pokemondb.net/sprites/sword-shield/icon/cherrim.png,Permitted,8,0,155
422,Shellos,Shellos,,4,Common,,False,Water,,325,76,48,48,57,62,34,https://img.pokemondb.net/sprites/sword-shield/icon/shellos.png,Permitted,,,
423,Gastrodon,Gastrodon,,4,Common,Shellos,False,Water,Ground,475,111,83,68,92,82,39,https://img.pokemondb.net/sprites/sword-shield/icon/gastrodon.png,Permitted,396,20,11
424,Ambipom,Ambipom,,4,Common,Aipom,True,Normal,,482,75,100,66,60,66,115,https://img.pokemondb.net/sprites/sword-shield/icon/ambipom.png,,,,
425,Drifloon,Drifloon,,4,Common,,False,Ghost,Flying,348,90,50,34,60,44,70,https://img.pokemondb.net/sprites/sword-shield/icon/drifloon.png,Permitted,,,
426,Drifblim,Drifblim,,4,Common,Drifloon,False,Ghost,Flying,498,150,80,44,90,54,80,https://img.pokemondb.net/sprites/sword-shield/icon/drifblim.png,Permitted,3,0,139
427,Buneary,Buneary,,4,Common,,False,Normal,,350,55,66,44,44,56,85,https://img.pokemondb.net/sprites/sword-shield/icon/buneary.png,Permitted,,,
428,Mega Lopunny,Lopunny,Mega,6,Common,Lopunny,False,Normal,Fighting,580,65,136,94,54,96,135,https://img.pokemondb.net/sprites/sword-shield/icon/lopunny-mega.png,Banned,,,
428,Lopunny,Lopunny,,4,Common,Buneary,False,Normal,,480,65,76,84,54,96,105,https://img.pokemondb.net/sprites/sword-shield/icon/lopunny.png,Permitted,-,-,-
429,Mismagius,Mismagius,,4,Common,Misdreavus,False,Ghost,,495,60,60,60,105,105,105,https://img.pokemondb.net/sprites/sword-shield/icon/mismagius.png,,,,
430,Honchkrow,Honchkrow,,4,Common,Murkrow,False,Dark,Flying,505,100,125,52,105,52,71,https://img.pokemondb.net/sprites/sword-shield/icon/honchkrow.png,,,,
431,Glameow,Glameow,,4,Common,,False,Normal,,310,49,55,42,42,37,85,https://img.pokemondb.net/sprites/sword-shield/icon/glameow.png,,,,
432,Purugly,Purugly,,4,Common,Glameow,False,Normal,,452,71,82,64,64,59,112,https://img.pokemondb.net/sprites/sword-shield/icon/purugly.png,,,,
433,Chingling,Chingling,,4,Baby,,False,Psychic,,285,45,30,50,65,50,45,https://img.pokemondb.net/sprites/sword-shield/icon/chingling.png,,,,
434,Stunky,Stunky,,4,Common,,False,Poison,Dark,329,63,63,47,41,41,74,https://img.pokemondb.net/sprites/sword-shield/icon/stunky.png,Permitted,,,
435,Skuntank,Skuntank,,4,Common,Stunky,False,Poison,Dark,479,103,93,67,71,61,84,https://img.pokemondb.net/sprites/sword-shield/icon/skuntank.png,Permitted,,,
436,Bronzor,Bronzor,,4,Common,,False,Steel,Psychic,300,57,24,86,24,86,23,https://img.pokemondb.net/sprites/sword-shield/icon/bronzor.png,Permitted,,,
437,Bronzong,Bronzong,,4,Common,Bronzor,False,Steel,Psychic,500,67,89,116,79,116,33,https://img.pokemondb.net/sprites/sword-shield/icon/bronzong.png,Permitted,27,1,52
438,Bonsly,Bonsly,,4,Baby,,False,Rock,,290,50,80,95,10,45,10,https://img.pokemondb.net/sprites/sword-shield/icon/bonsly.png,Permitted,,,
439,Mime Jr.,Mime,Jr.,4,Baby,,False,Psychic,Fairy,310,20,25,45,70,90,60,https://img.pokemondb.net/sprites/sword-shield/icon/mime-jr.png,Permitted,-,-,-
440,Happiny,Happiny,,4,Baby,,False,Normal,,220,100,5,5,15,65,30,https://img.pokemondb.net/sprites/sword-shield/icon/happiny.png,Permitted,,,
441,Chatot,Chatot,,4,Common,,False,Normal,Flying,411,76,65,45,92,42,91,https://img.pokemondb.net/sprites/sword-shield/icon/chatot.png,,,,
442,Spiritomb,Spiritomb,,4,Common,,False,Ghost,Dark,485,50,92,108,92,108,35,https://img.pokemondb.net/sprites/sword-shield/icon/spiritomb.png,Permitted,,,
443,Gible,Gible,,4,Common,,True,Dragon,Ground,300,58,70,45,40,45,42,https://img.pokemondb.net/sprites/sword-shield/icon/gible.png,Permitted,,,
444,Gabite,Gabite,,4,Common,Gible,True,Dragon,Ground,410,68,90,65,50,55,82,https://img.pokemondb.net/sprites/sword-shield/icon/gabite.png,Permitted,,,
445,Garchomp,Garchomp,,4,Common,Gabite,True,Dragon,Ground,600,108,130,95,80,85,102,https://img.pokemondb.net/sprites/sword-shield/icon/garchomp.png,Permitted,15,0,133
445,Mega Garchomp,Garchomp,Mega,6,Common,Garchomp,True,Dragon,Ground,700,108,170,115,120,95,92,https://img.pokemondb.net/sprites/sword-shield/icon/garchomp-mega.png,Banned,,,
446,Munchlax,Munchlax,,4,Baby,,False,Normal,,390,135,85,40,40,85,5,https://img.pokemondb.net/sprites/sword-shield/icon/munchlax.png,Permitted,,,
447,Riolu,Riolu,,4,Baby,,False,Fighting,,285,40,70,40,35,40,60,https://img.pokemondb.net/sprites/sword-shield/icon/riolu.png,Permitted,13,0,162
448,Mega Lucario,Lucario,Mega,6,Common,Lucario,False,Fighting,Steel,625,70,145,88,140,70,112,https://img.pokemondb.net/sprites/sword-shield/icon/lucario-mega.png,Banned,,,
448,Lucario,Lucario,,4,Common,Riolu,False,Fighting,Steel,525,70,110,70,115,70,90,https://img.pokemondb.net/sprites/sword-shield/icon/lucario.png,Permitted,9,0,153
449,Hippopotas,Hippopotas,,4,Common,,True,Ground,,330,68,72,78,38,42,32,https://img.pokemondb.net/sprites/sword-shield/icon/hippopotas.png,Permitted,,,
450,Hippowdon,Hippowdon,,4,Common,Hippopotas,True,Ground,,525,108,112,118,68,72,47,https://img.pokemondb.net/sprites/sword-shield/icon/hippowdon.png,Permitted,-,-,-
451,Skorupi,Skorupi,,4,Common,,False,Poison,Bug,330,40,50,90,30,55,65,https://img.pokemondb.net/sprites/sword-shield/icon/skorupi.png,Permitted,,,
452,Drapion,Drapion,,4,Common,Skorupi,False,Poison,Dark,500,70,90,110,60,75,95,https://img.pokemondb.net/sprites/sword-shield/icon/drapion.png,Permitted,-,-,-
453,Croagunk,Croagunk,,4,Common,,True,Poison,Fighting,300,48,61,40,61,40,50,https://img.pokemondb.net/sprites/sword-shield/icon/croagunk.png,Permitted,,,
454,Toxicroak,Toxicroak,,4,Common,Croagunk,True,Poison,Fighting,490,83,106,65,86,65,85,https://img.pokemondb.net/sprites/sword-shield/icon/toxicroak.png,Permitted,2,0,144
455,Carnivine,Carnivine,,4,Common,,False,Grass,,454,74,100,72,90,72,46,https://img.pokemondb.net/sprites/sword-shield/icon/carnivine.png,,,,
456,Finneon,Finneon,,4,Common,,True,Water,,330,49,49,56,49,61,66,https://img.pokemondb.net/sprites/sword-shield/icon/finneon.png,,,,
457,Lumineon,Lumineon,,4,Common,Finneon,True,Water,,460,69,69,76,69,86,91,https://img.pokemondb.net/sprites/sword-shield/icon/lumineon.png,,,,
458,Mantyke,Mantyke,,4,Baby,,False,Water,Flying,345,45,20,50,60,120,50,https://img.pokemondb.net/sprites/sword-shield/icon/mantyke.png,Permitted,,,
459,Snover,Snover,,4,Common,,True,Grass,Ice,334,60,62,50,62,60,40,https://img.pokemondb.net/sprites/sword-shield/icon/snover.png,Permitted,,,
460,Abomasnow,Abomasnow,,4,Common,Snover,True,Grass,Ice,494,90,92,75,92,85,60,https://img.pokemondb.net/sprites/sword-shield/icon/abomasnow.png,Permitted,5,0,188
460,Mega Abomasnow,Abomasnow,Mega,6,Common,Abomasnow,True,Grass,Ice,594,90,132,105,132,105,30,https://img.pokemondb.net/sprites/sword-shield/icon/abomasnow-mega.png,Banned,,,
461,Weavile,Weavile,,4,Common,Sneasel,True,Dark,Ice,510,70,120,65,45,85,125,https://img.pokemondb.net/sprites/sword-shield/icon/weavile.png,Permitted,14,0,84
462,Magnezone,Magnezone,,4,Common,Magneton,False,Electric,Steel,535,70,70,115,130,90,60,https://img.pokemondb.net/sprites/sword-shield/icon/magnezone.png,Permitted,-,-,-
463,Lickilicky,Lickilicky,,4,Common,Lickitung,False,Normal,,515,110,85,95,80,95,50,https://img.pokemondb.net/sprites/sword-shield/icon/lickilicky.png,Permitted,-,-,-
464,Rhyperior,Rhyperior,,4,Common,Rhydon,True,Ground,Rock,535,115,140,130,55,55,40,https://img.pokemondb.net/sprites/sword-shield/icon/rhyperior.png,Permitted,9,0,184
465,Tangrowth,Tangrowth,,4,Common,Tangela,True,Grass,,535,100,100,125,110,50,50,https://img.pokemondb.net/sprites/sword-shield/icon/tangrowth.png,Permitted,-,-,-
466,Electivire,Electivire,,4,Common,Electabuzz,False,Electric,,540,75,123,67,95,85,95,https://img.pokemondb.net/sprites/sword-shield/icon/electivire.png,Permitted,3,0,186
467,Magmortar,Magmortar,,4,Common,Magmar,False,Fire,,540,75,95,67,125,95,83,https://img.pokemondb.net/sprites/sword-shield/icon/magmortar.png,Permitted,,,
468,Togekiss,Togekiss,,4,Common,Togetic,False,Fairy,Flying,545,85,50,95,120,115,80,https://img.pokemondb.net/sprites/sword-shield/icon/togekiss.png,Permitted,39,1,53
469,Yanmega,Yanmega,,4,Common,Yanma,False,Bug,Flying,515,86,76,86,116,56,95,https://img.pokemondb.net/sprites/sword-shield/icon/yanmega.png,,,,
470,Leafeon,Leafeon,,4,Common,Eevee,False,Grass,,525,65,110,130,60,65,95,https://img.pokemondb.net/sprites/sword-shield/icon/leafeon.png,Permitted,5,0,187
471,Glaceon,Glaceon,,4,Common,Eevee,False,Ice,,525,65,60,110,130,95,65,https://img.pokemondb.net/sprites/sword-shield/icon/glaceon.png,Permitted,1,0,215
472,Gliscor,Gliscor,,4,Common,Gligar,False,Ground,Flying,510,75,95,125,45,75,95,https://img.pokemondb.net/sprites/sword-shield/icon/gliscor.png,,,,
473,Mamoswine,Mamoswine,,4,Common,Piloswine,True,Ice,Ground,530,110,130,80,70,60,80,https://img.pokemondb.net/sprites/sword-shield/icon/mamoswine.png,Permitted,16,1,64
474,Porygon-Z,Porygon-Z,,4,Common,Porygon2,False,Normal,,535,85,80,70,135,75,90,https://img.pokemondb.net/sprites/sword-shield/icon/porygon-z.png,Permitted,7,0,151
475,Gallade,Gallade,,4,Common,Kirlia,False,Psychic,Fighting,518,68,125,65,65,115,80,https://img.pokemondb.net/sprites/sword-shield/icon/gallade.png,Permitted,-,-,-
475,Mega Gallade,Gallade,Mega,6,Common,Gallade,False,Psychic,Fighting,618,68,165,95,65,115,110,https://img.pokemondb.net/sprites/sword-shield/icon/gallade-mega.png,Banned,,,
476,Probopass,Probopass,,4,Common,Nosepass,False,Rock,Steel,525,60,55,145,75,150,40,https://img.pokemondb.net/sprites/sword-shield/icon/probopass.png,,,,
477,Dusknoir,Dusknoir,,4,Common,Dusclops,False,Ghost,,525,45,100,135,65,135,45,https://img.pokemondb.net/sprites/sword-shield/icon/dusknoir.png,Permitted,-,-,-
478,Froslass,Froslass,,4,Common,Snorunt,False,Ice,Ghost,480,70,80,70,80,70,110,https://img.pokemondb.net/sprites/sword-shield/icon/froslass.png,Permitted,4,0,159
479,Fan Rotom,Rotom,Fan,4,Common,,False,Electric,Flying,520,50,65,107,105,107,86,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-fan.png,,-,-,-
479,Frost Rotom,Rotom,Frost,4,Common,,False,Electric,Ice,520,50,65,107,105,107,86,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-frost.png,,-,-,-
479,Wash Rotom,Rotom,Wash,4,Common,,False,Electric,Water,520,50,65,107,105,107,86,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-wash.png,,16,0,110
479,Heat Rotom,Rotom,Heat,4,Common,,False,Electric,Fire,520,50,65,107,105,107,86,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-heat.png,,43,1,48
479,Rotom,Rotom,,4,Common,,False,Electric,Ghost,440,50,50,77,95,77,91,https://img.pokemondb.net/sprites/sword-shield/icon/rotom.png,Permitted,,,
479,Mow Rotom,Rotom,Mow,4,Common,,False,Electric,Grass,520,50,65,107,105,107,86,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-mow.png,,3,0,213
480,Uxie,Uxie,,4,Legendary,,False,Psychic,,580,75,75,130,75,130,95,https://img.pokemondb.net/sprites/sword-shield/icon/uxie.png,Permitted,,,
481,Mesprit,Mesprit,,4,Legendary,,False,Psychic,,580,80,105,105,105,105,80,https://img.pokemondb.net/sprites/sword-shield/icon/mesprit.png,Permitted,,,
482,Azelf,Azelf,,4,Legendary,,False,Psychic,,580,75,125,70,125,70,115,https://img.pokemondb.net/sprites/sword-shield/icon/azelf.png,Permitted,,,
483,Dialga,Dialga,,4,Legendary,,False,Steel,Dragon,680,100,120,120,150,100,90,https://img.pokemondb.net/sprites/sword-shield/icon/dialga.png,Restricted (players can include two Restricted Pokémon in their team),130,4,29
483,Dialga Origin Forme,Dialga,Origin Forme,4,Legendary,,False,Steel,Dragon,680,100,100,120,150,120,90,https://img.pokemondb.net/s.png,,,,
484,Palkia Origin Forme,Palkia,Origin Forme,4,Legendary,,False,Water,Dragon,680,90,100,100,150,120,120,https://img.pokemondb.net/s.png,,,,
484,Palkia,Palkia,,4,Legendary,,False,Water,Dragon,680,90,120,100,150,120,100,https://img.pokemondb.net/sprites/sword-shield/icon/palkia.png,Restricted (players can include two Restricted Pokémon in their team),195,9,18
485,Heatran,Heatran,,4,Legendary,,False,Fire,Steel,600,91,90,106,130,106,77,https://img.pokemondb.net/sprites/sword-shield/icon/heatran.png,Permitted,9,0,179
486,Regigigas,Regigigas,,4,Legendary,,False,Normal,,670,110,160,110,80,110,100,https://img.pokemondb.net/sprites/sword-shield/icon/regigigas.png,,37,1,50
487,Giratina Origin Forme,Giratina,Origin Forme,4,Legendary,,False,Ghost,Dragon,680,150,120,100,120,100,90,https://img.pokemondb.net/sprites/sword-shield/icon/giratina-origin.png,,16,0,123
487,Giratina Altered Forme,Giratina,Altered Forme,4,Legendary,,False,Ghost,Dragon,680,150,100,120,100,120,90,https://img.pokemondb.net/sprites/sword-shield/icon/giratina-altered.png,,9,0,190
488,Cresselia,Cresselia,,4,Legendary,,False,Psychic,,600,120,70,120,75,130,85,https://img.pokemondb.net/sprites/sword-shield/icon/cresselia.png,Permitted,10,0,195
489,Phione,Phione,,4,Mythical,,False,Water,,480,80,80,80,80,80,80,https://img.pokemondb.net/sprites/sword-shield/icon/phione.png,,,,
490,Manaphy,Manaphy,,4,Mythical,,False,Water,,600,100,100,100,100,100,100,https://img.pokemondb.net/sprites/sword-shield/icon/manaphy.png,,,,
491,Darkrai,Darkrai,,4,Mythical,,False,Dark,,600,70,90,90,135,90,125,https://img.pokemondb.net/sprites/sword-shield/icon/darkrai.png,,,,
492,Shaymin Land Forme,Shaymin,Land Forme,4,Mythical,,False,Grass,,600,100,100,100,100,100,100,https://img.pokemondb.net/sprites/sword-shield/icon/shaymin-land.png,,,,
492,Shaymin Sky Forme,Shaymin,Sky Forme,4,Mythical,,False,Grass,Flying,600,100,103,75,120,75,127,https://img.pokemondb.net/sprites/sword-shield/icon/shaymin-sky.png,,,,
493,Arceus,Arceus,,4,Mythical,,False,Normal,,720,120,120,120,120,120,120,https://img.pokemondb.net/sprites/sword-shield/icon/arceus.png,,,,
494,Victini,Victini,,5,Mythical,,False,Psychic,Fire,600,100,100,100,100,100,100,https://img.pokemondb.net/sprites/sword-shield/icon/victini.png,Banned,,,
495,Snivy,Snivy,,5,Common,,False,Grass,,308,45,45,55,45,55,63,https://img.pokemondb.net/sprites/sword-shield/icon/snivy.png,,,,
496,Servine,Servine,,5,Common,Snivy,False,Grass,,413,60,60,75,60,75,83,https://img.pokemondb.net/sprites/sword-shield/icon/servine.png,,,,
497,Serperior,Serperior,,5,Common,Servine,False,Grass,,528,75,75,95,75,95,113,https://img.pokemondb.net/sprites/sword-shield/icon/serperior.png,,,,
498,Tepig,Tepig,,5,Common,,False,Fire,,308,65,63,45,45,45,45,https://img.pokemondb.net/sprites/sword-shield/icon/tepig.png,,,,
499,Pignite,Pignite,,5,Common,Tepig,False,Fire,Fighting,418,90,93,55,70,55,55,https://img.pokemondb.net/sprites/sword-shield/icon/pignite.png,,,,
500,Emboar,Emboar,,5,Common,Pignite,False,Fire,Fighting,528,110,123,65,100,65,65,https://img.pokemondb.net/sprites/sword-shield/icon/emboar.png,,,,
501,Oshawott,Oshawott,,5,Common,,False,Water,,308,55,55,45,63,45,45,https://img.pokemondb.net/sprites/sword-shield/icon/oshawott.png,,,,
502,Dewott,Dewott,,5,Common,Oshawott,False,Water,,413,75,75,60,83,60,60,https://img.pokemondb.net/sprites/sword-shield/icon/dewott.png,,,,
503,Samurott,Samurott,,5,Common,Dewott,False,Water,,528,95,100,85,108,70,70,https://img.pokemondb.net/sprites/sword-shield/icon/samurott.png,,,,
503,Hisuian Samurott,Samurott,Hisuian,5,Common,Dewott,False,Water,Dark,528,90,108,80,100,65,85,https://img.pokemondb.net/s.png,,,,
504,Patrat,Patrat,,5,Common,,False,Normal,,255,45,55,39,35,39,42,https://img.pokemondb.net/sprites/sword-shield/icon/patrat.png,,,,
505,Watchog,Watchog,,5,Common,Patrat,False,Normal,,420,60,85,69,60,69,77,https://img.pokemondb.net/sprites/sword-shield/icon/watchog.png,,,,
506,Lillipup,Lillipup,,5,Common,,False,Normal,,275,45,60,45,25,45,55,https://img.pokemondb.net/sprites/sword-shield/icon/lillipup.png,Permitted,,,
507,Herdier,Herdier,,5,Common,Lillipup,False,Normal,,370,65,80,65,35,65,60,https://img.pokemondb.net/sprites/sword-shield/icon/herdier.png,Permitted,,,
508,Stoutland,Stoutland,,5,Common,Herdier,False,Normal,,500,85,110,90,45,90,80,https://img.pokemondb.net/sprites/sword-shield/icon/stoutland.png,Permitted,-,-,-
509,Purrloin,Purrloin,,5,Common,,False,Dark,,281,41,50,37,50,37,66,https://img.pokemondb.net/sprites/sword-shield/icon/purrloin.png,Permitted,,,
510,Liepard,Liepard,,5,Common,Purrloin,False,Dark,,446,64,88,50,88,50,106,https://img.pokemondb.net/sprites/sword-shield/icon/liepard.png,Permitted,16,0,82
511,Pansage,Pansage,,5,Common,,False,Grass,,316,50,53,48,53,48,64,https://img.pokemondb.net/sprites/sword-shield/icon/pansage.png,,,,
512,Simisage,Simisage,,5,Common,Pansage,False,Grass,,498,75,98,63,98,63,101,https://img.pokemondb.net/sprites/sword-shield/icon/simisage.png,,,,
513,Pansear,Pansear,,5,Common,,False,Fire,,316,50,53,48,53,48,64,https://img.pokemondb.net/sprites/sword-shield/icon/pansear.png,,,,
514,Simisear,Simisear,,5,Common,Pansear,False,Fire,,498,75,98,63,98,63,101,https://img.pokemondb.net/sprites/sword-shield/icon/simisear.png,,,,
515,Panpour,Panpour,,5,Common,,False,Water,,316,50,53,48,53,48,64,https://img.pokemondb.net/sprites/sword-shield/icon/panpour.png,,,,
516,Simipour,Simipour,,5,Common,Panpour,False,Water,,498,75,98,63,98,63,101,https://img.pokemondb.net/sprites/sword-shield/icon/simipour.png,,,,
