Move,Use_Percentage (%),Pokemon,Name
Switcheroo,6.156%,Klefki,Switcheroo
Switcheroo,51.275%,Lopunny,Switcheroo
Cotton Spore,18.727%,Whimsicott,Cotton Spore
Cotton Spore,4.323%,Eldegoss,Cotton Spore
Dazzling Gleam,10.298%,Whimsicott,Dazzling Gleam
Dazzling Gleam,88.556%,Xerneas,Dazzling Gleam
Dazzling Gleam,12.954%,Tapu Fini,Dazzling Gleam
Dazzling Gleam,74.918%,Tapu Lele,Dazzling Gleam
Dazzling Gleam,88.140%,Togekiss,Dazzling Gleam
Dazzling Gleam,19.882%,Indeedee Male,Dazzling Gleam
Dazzling Gleam,31.825%,Alcremie,Dazzling Gleam
Dazzling Gleam,21.802%,Tapu Koko,Dazzling Gleam
Dazzling Gleam,98.520%,Hatterene,Dazzling Gleam
Dazzling Gleam,44.600%,Alolan Ninetales,Dazzling Gleam
Dazzling Gleam,16.839%,Klefki,Dazzling Gleam
Dazzling Gleam,6.203%,Clefable,Dazzling Gleam
Dazzling Gleam,72.009%,Xurkitree,Dazzling Gleam
Dazzling Gleam,37.986%,Gengar,Dazzling Gleam
Dazzling Gleam,6.114%,Espeon,Dazzling Gleam
Dazzling Gleam,53.208%,Togetic,Dazzling Gleam
Dazzling Gleam,81.682%,Slurpuff,Dazzling Gleam
Dazzling Gleam,75.536%,Alakazam,Dazzling Gleam
Dazzling Gleam,23.355%,Starmie,Dazzling Gleam
Dazzling Gleam,13.230%,Ribombee,Dazzling Gleam
Dazzling Gleam,34.592%,Mr. Mime,Dazzling Gleam
Dazzling Gleam,7.838%,Shiinotic,Dazzling Gleam
Dazzling Gleam,82.277%,Aromatisse,Dazzling Gleam
Dazzling Gleam,97.582%,Wigglytuff,Dazzling Gleam
Dazzling Gleam,73.770%,Gardevoir,Dazzling Gleam
Dazzling Gleam,7.203%,Tentacruel,Dazzling Gleam
Encore,6.480%,Whimsicott,Encore
Encore,51.536%,Accelgor,Encore
Encore,7.814%,Togetic,Encore
Encore,5.499%,Alolan Raichu,Encore
Encore,9.376%,Ninetales,Encore
Encore,4.925%,Emolga,Encore
Encore,7.980%,Lopunny,Encore
Oblivion Wing,94.879%,Yveltal,Oblivion Wing
Dark Pulse,55.426%,Yveltal,Dark Pulse
Dark Pulse,5.633%,Tornadus Incarnate Forme,Dark Pulse
Dark Pulse,31.218%,Blastoise,Dark Pulse
Dark Pulse,83.482%,Hydreigon,Dark Pulse
Dark Pulse,13.354%,Thundurus Therian Forme,Dark Pulse
Dark Pulse,10.092%,Inteleon,Dark Pulse
Dark Pulse,11.828%,Hatterene,Dark Pulse
Dark Pulse,45.551%,Porygon-Z,Dark Pulse
Dark Pulse,44.908%,Duraludon,Dark Pulse
Dark Pulse,22.436%,Mow Rotom,Dark Pulse
Dark Pulse,48.631%,Zoroark,Dark Pulse
Dark Pulse,51.133%,Clawitzer,Dark Pulse
Dark Pulse,16.804%,Thievul,Dark Pulse
Dark Pulse,20.054%,Ninetales,Dark Pulse
Dark Pulse,18.340%,Frost Rotom,Dark Pulse
Dark Pulse,13.210%,Polteageist,Dark Pulse
Dark Pulse,19.873%,Noivern,Dark Pulse
Dark Pulse,8.061%,Beheeyem,Dark Pulse
Sucker Punch,46.599%,Yveltal,Sucker Punch
Sucker Punch,98.103%,Urshifu Single Strike Style,Sucker Punch
Sucker Punch,22.290%,Sableye,Sucker Punch
Sucker Punch,92.159%,Cinderace,Sucker Punch
Sucker Punch,7.116%,Dragapult,Sucker Punch
Sucker Punch,13.306%,Liepard,Sucker Punch
Sucker Punch,6.390%,Hitmontop,Sucker Punch
Sucker Punch,6.971%,Meowstic Male,Sucker Punch
Sucker Punch,16.920%,Galarian Moltres,Sucker Punch
Sucker Punch,98.244%,Kangaskhan,Sucker Punch
Sucker Punch,78.223%,Shiftry,Sucker Punch
Sucker Punch,61.556%,Pincurchin,Sucker Punch
Sucker Punch,96.162%,Bisharp,Sucker Punch
Sucker Punch,95.402%,Dugtrio,Sucker Punch
Sucker Punch,27.508%,Grapploct,Sucker Punch
Sucker Punch,6.893%,Zoroark,Sucker Punch
Sucker Punch,27.786%,Golisopod,Sucker Punch
Sucker Punch,4.620%,Lycanroc Dusk Form,Sucker Punch
Sucker Punch,4.659%,Decidueye,Sucker Punch
Sucker Punch,29.126%,Maractus,Sucker Punch
Sucker Punch,26.135%,Lycanroc Midday Form,Sucker Punch
Glacial Lance,99.987%,Calyrex Ice Rider,Glacial Lance
Body Press,16.525%,Calyrex Ice Rider,Body Press
Body Press,74.990%,Ferrothorn,Body Press
Body Press,44.194%,Torkoal,Body Press
Body Press,90.996%,Bronzong,Body Press
Body Press,13.137%,Glastrier,Body Press
Body Press,53.526%,Stakataka,Body Press
Body Press,25.692%,Slowbro,Body Press
Body Press,52.708%,Mudsdale,Body Press
Body Press,44.864%,Gigalith,Body Press
Body Press,26.619%,Appletun,Body Press
Body Press,97.884%,Registeel,Body Press
Body Press,64.218%,Stonjourner,Body Press
Body Press,30.903%,Corviknight,Body Press
Body Press,45.465%,Kommo-o,Body Press
Body Press,71.581%,Runerigus,Body Press
Body Press,12.098%,Copperajah,Body Press
Body Press,30.477%,Hippowdon,Body Press
Body Press,52.355%,Cofagrigus,Body Press
Body Press,7.151%,Turtonator,Body Press
Body Press,62.438%,Magnezone,Body Press
Body Press,12.081%,Sandaconda,Body Press
Body Press,70.578%,Miltank,Body Press
Body Press,49.779%,Claydol,Body Press
Body Press,8.182%,Lickilicky,Body Press
Body Press,92.580%,Steelix,Body Press
Iron Defense,15.771%,Calyrex Ice Rider,Iron Defense
Iron Defense,64.478%,Ferrothorn,Iron Defense
Iron Defense,82.208%,Bronzong,Iron Defense
Iron Defense,13.671%,Slowking,Iron Defense
Iron Defense,25.560%,Slowbro,Iron Defense
Iron Defense,12.545%,Gigalith,Iron Defense
Iron Defense,27.015%,Appletun,Iron Defense
Iron Defense,96.185%,Registeel,Iron Defense
Iron Defense,10.606%,Corviknight,Iron Defense
Iron Defense,45.465%,Kommo-o,Iron Defense
Iron Defense,6.993%,Turtonator,Iron Defense
Spacial Rend,95.295%,Palkia,Spacial Rend
Hydro Pump,87.339%,Palkia,Hydro Pump
Hydro Pump,57.369%,Kingdra,Hydro Pump
Hydro Pump,5.338%,Tapu Fini,Hydro Pump
Hydro Pump,6.112%,Seismitoad,Hydro Pump
Hydro Pump,93.473%,Lapras,Hydro Pump
Hydro Pump,9.451%,Milotic,Hydro Pump
Hydro Pump,84.000%,Wash Rotom,Hydro Pump
Hydro Pump,28.990%,Ludicolo,Hydro Pump
Hydro Pump,70.102%,Slowbro,Hydro Pump
Hydro Pump,24.024%,Pincurchin,Hydro Pump
Hydro Pump,4.717%,Jellicent,Hydro Pump
Hydro Pump,93.180%,Wishiwashi Solo Form,Hydro Pump
Hydro Pump,82.963%,Mantine,Hydro Pump
Hydro Pump,39.352%,Starmie,Hydro Pump
Hydro Pump,4.913%,Golduck,Hydro Pump
Hydro Pump,8.816%,Galarian Slowbro,Hydro Pump
Hydro Pump,17.140%,Crawdaunt,Hydro Pump
Hydro Pump,15.887%,Cursola,Hydro Pump
Hydro Pump,12.163%,Exploud,Hydro Pump
Hydro Pump,50.962%,Tentacruel,Hydro Pump
Hydro Pump,26.033%,Dragalge,Hydro Pump
Flamethrower,21.259%,Palkia,Flamethrower
Flamethrower,7.400%,Dialga,Flamethrower
Flamethrower,15.511%,Torkoal,Flamethrower
Flamethrower,72.593%,Eternatus,Flamethrower
Flamethrower,8.867%,Dragapult,Flamethrower
Flamethrower,13.641%,Celesteela,Flamethrower
Flamethrower,29.263%,Arcanine,Flamethrower
Flamethrower,44.143%,Mewtwo,Flamethrower
Flamethrower,68.506%,Salamence,Flamethrower
Flamethrower,12.189%,Slowking,Flamethrower
Flamethrower,32.402%,Alolan Exeggutor,Flamethrower
Flamethrower,22.748%,Blacephalon,Flamethrower
Flamethrower,27.349%,Heatran,Flamethrower
Flamethrower,32.067%,Goodra,Flamethrower
Flamethrower,38.335%,Silvally,Flamethrower
Flamethrower,95.415%,Manectric,Flamethrower
Flamethrower,37.546%,Kommo-o,Flamethrower
Flamethrower,9.896%,Blissey,Flamethrower
Flamethrower,87.070%,Drampa,Flamethrower
Flamethrower,16.792%,Zoroark,Flamethrower
Flamethrower,13.071%,Slurpuff,Flamethrower
Flamethrower,14.868%,Turtonator,Flamethrower
Flamethrower,14.108%,Salazzle,Flamethrower
Flamethrower,7.063%,Galarian Slowbro,Flamethrower
Flamethrower,15.157%,Noivern,Flamethrower
Flamethrower,73.147%,Flygon,Flamethrower
Flamethrower,64.579%,Exploud,Flamethrower
Flamethrower,58.700%,Wigglytuff,Flamethrower
Flamethrower,4.816%,Lickilicky,Flamethrower
Recover,67.506%,Porygon2,Recover
Recover,37.963%,Ho-oh,Recover
Recover,34.977%,Eternatus,Recover
Recover,81.559%,Lugia,Recover
Recover,74.765%,Alcremie,Recover
Recover,32.260%,Milotic,Recover
Recover,99.921%,Toxapex,Recover
Recover,6.340%,Jellicent,Recover
Recover,13.820%,Latias,Recover
Recover,20.241%,Cradily,Recover
Recover,27.734%,Reuniclus,Recover
Recover,4.317%,Orbeetle,Recover
Tri Attack,22.802%,Porygon2,Tri Attack
Tri Attack,53.847%,Porygon-Z,Tri Attack
Tri Attack,10.716%,Blissey,Tri Attack
Ally Switch,16.619%,Porygon2,Ally Switch
Ally Switch,96.977%,Shedinja,Ally Switch
Ally Switch,26.309%,Sableye,Ally Switch
Ally Switch,74.335%,Gothitelle,Ally Switch
Ally Switch,82.713%,Bronzong,Ally Switch
Ally Switch,11.747%,Togekiss,Ally Switch
Ally Switch,6.317%,Dragapult,Ally Switch
Ally Switch,53.806%,Comfey,Ally Switch
Ally Switch,15.681%,Metagross,Ally Switch
Ally Switch,5.648%,Clefairy,Ally Switch
Ally Switch,68.447%,Mienshao,Ally Switch
Ally Switch,34.467%,Chansey,Ally Switch
Ally Switch,5.418%,Dusk Mane Necrozma,Ally Switch
Ally Switch,4.952%,Meowstic Male,Ally Switch
Ally Switch,37.051%,Wash Rotom,Ally Switch
Ally Switch,16.236%,Alolan Marowak,Ally Switch
Ally Switch,59.192%,Kingler,Ally Switch
Ally Switch,77.416%,Oranguru,Ally Switch
Ally Switch,6.418%,Nihilego,Ally Switch
Ally Switch,9.186%,Heliolisk,Ally Switch
Ally Switch,31.462%,Chandelure,Ally Switch
Ally Switch,89.322%,Froslass,Ally Switch
Ally Switch,23.795%,Latias,Ally Switch
Ally Switch,96.007%,Trevenant,Ally Switch
Ally Switch,94.644%,Swoobat,Ally Switch
Ally Switch,34.486%,Cresselia,Ally Switch
Ally Switch,86.068%,Dugtrio,Ally Switch
Ally Switch,16.552%,Gengar,Ally Switch
Ally Switch,80.589%,Espeon,Ally Switch
Ally Switch,51.218%,Hawlucha,Ally Switch
Ally Switch,6.024%,Mime Galarian Mr. Mime,Ally Switch
Ally Switch,12.476%,Dhelmise,Ally Switch
Ally Switch,9.592%,Runerigus,Ally Switch
Ally Switch,71.905%,Cofagrigus,Ally Switch
Ally Switch,45.570%,Ribombee,Ally Switch
Ally Switch,13.044%,Mr. Mime,Ally Switch
Ally Switch,9.986%,Magnezone,Ally Switch
Ally Switch,3.867%,Gallade,Ally Switch
Ally Switch,33.341%,Gourgeist Small Size,Ally Switch
Ally Switch,11.027%,Malamar,Ally Switch
Ally Switch,13.432%,Frost Rotom,Ally Switch
Ally Switch,4.862%,Polteageist,Ally Switch
Ally Switch,14.567%,Aromatisse,Ally Switch
Ally Switch,67.222%,Claydol,Ally Switch
Ally Switch,43.420%,Dedenne,Ally Switch
Ally Switch,10.640%,Dusknoir,Ally Switch
Ally Switch,12.638%,Wigglytuff,Ally Switch
Brutal Swing,9.282%,Tornadus Incarnate Forme,Brutal Swing
Brutal Swing,3.672%,Raichu,Brutal Swing
Brutal Swing,19.036%,Oranguru,Brutal Swing
Brutal Swing,41.955%,Krookodile,Brutal Swing
Brutal Swing,19.264%,Dracozolt,Brutal Swing
Brutal Swing,38.672%,Alolan Exeggutor,Brutal Swing
Brutal Swing,10.415%,Goodra,Brutal Swing
Brutal Swing,9.288%,Scyther,Brutal Swing
Detect,28.526%,Zapdos,Detect
Detect,22.811%,Urshifu Single Strike Style,Detect
Detect,21.076%,Urshifu Rapid Strike Style,Detect
Detect,8.120%,Galarian Zapdos,Detect
Detect,26.106%,Alolan Marowak,Detect
Detect,38.050%,Riolu,Detect
Detect,9.855%,Conkeldurr,Detect
Detect,17.947%,Blaziken,Detect
Detect,54.959%,Grapploct,Detect
Detect,3.882%,Zoroark,Detect
Detect,29.659%,Sirfetch'd,Detect
Detect,10.533%,Unfezant,Detect
Detect,27.258%,Jolteon,Detect
Detect,43.440%,Marowak,Detect
Detect,23.342%,Flareon,Detect
Roost,15.034%,Zapdos,Roost
Roost,25.813%,Mandibuzz,Roost
Roost,10.686%,Dragonite,Roost
Roost,81.883%,Corviknight,Roost
Roost,46.221%,Dunsparce,Roost
Roost,91.575%,Noctowl,Roost
Weather Ball,13.405%,Zapdos,Weather Ball
Weather Ball,74.341%,Venusaur,Weather Ball
Weather Ball,20.378%,Thundurus Therian Forme,Weather Ball
Weather Ball,8.603%,Ludicolo,Weather Ball
Weather Ball,83.581%,Heliolisk,Weather Ball
Weather Ball,51.643%,Moltres,Weather Ball
Weather Ball,92.090%,Drifblim,Weather Ball
Weather Ball,47.691%,Articuno,Weather Ball
Weather Ball,19.464%,Leafeon,Weather Ball
Weather Ball,37.488%,Glaceon,Weather Ball
Weather Ball,48.143%,Espeon,Weather Ball
Weather Ball,24.207%,Jolteon,Weather Ball
Weather Ball,84.609%,Maractus,Weather Ball
Leaf Blade,99.828%,Kartana,Leaf Blade
Leaf Blade,26.859%,Shiftry,Leaf Blade
Leaf Blade,7.619%,Sceptile,Leaf Blade
Leaf Blade,76.994%,Lurantis,Leaf Blade
Leaf Blade,51.141%,Leafeon,Leaf Blade
Leaf Blade,73.099%,Virizion,Leaf Blade
Leaf Blade,51.716%,Sirfetch'd,Leaf Blade
Leaf Blade,22.641%,Gallade,Leaf Blade
Leaf Blade,50.742%,Decidueye,Leaf Blade
Smart Strike,98.388%,Kartana,Smart Strike
Smart Strike,9.785%,Cobalion,Smart Strike
Smart Strike,6.010%,Seaking,Smart Strike
Aerial Ace,90.580%,Kartana,Aerial Ace
Aerial Ace,29.688%,Dracozolt,Aerial Ace
Aerial Ace,10.724%,Gallade,Aerial Ace
Aerial Ace,23.487%,Heracross,Aerial Ace
Hydro Cannon,85.941%,Blastoise,Hydro Cannon
Terrain Pulse,7.782%,Blastoise,Terrain Pulse
Terrain Pulse,79.634%,Clawitzer,Terrain Pulse
Sleep Powder,87.975%,Venusaur,Sleep Powder
Sleep Powder,96.230%,Butterfree,Sleep Powder
Sleep Powder,83.252%,Alolan Exeggutor,Sleep Powder
Sleep Powder,93.858%,Lilligant,Sleep Powder
Sleep Powder,92.891%,Roserade,Sleep Powder
Sleep Powder,72.667%,Tangrowth,Sleep Powder
Sleep Powder,99.799%,Tangela,Sleep Powder
Sleep Powder,88.358%,Eldegoss,Sleep Powder
Sleep Powder,94.007%,Vileplume,Sleep Powder
Sludge Bomb,41.102%,Venusaur,Sludge Bomb
Sludge Bomb,83.793%,Weezing,Sludge Bomb
Sludge Bomb,55.993%,Eternatus,Sludge Bomb
Sludge Bomb,18.408%,Landorus Incarnate Forme,Sludge Bomb
Sludge Bomb,10.883%,Thundurus Therian Forme,Sludge Bomb
Sludge Bomb,27.757%,Galarian Weezing,Sludge Bomb
Sludge Bomb,87.910%,Nihilego,Sludge Bomb
Sludge Bomb,20.438%,Jellicent,Sludge Bomb
Sludge Bomb,29.745%,Cradily,Sludge Bomb
Sludge Bomb,32.545%,Goodra,Sludge Bomb
Sludge Bomb,64.906%,Gengar,Sludge Bomb
Sludge Bomb,30.638%,Zoroark,Sludge Bomb
Sludge Bomb,27.498%,Salazzle,Sludge Bomb
Sludge Bomb,93.605%,Toxtricity Low Key Form,Sludge Bomb
Sludge Bomb,16.924%,Galarian Slowbro,Sludge Bomb
Sludge Bomb,99.818%,Roserade,Sludge Bomb
Sludge Bomb,16.585%,Tangrowth,Sludge Bomb
Sludge Bomb,19.632%,Tangela,Sludge Bomb
Sludge Bomb,80.150%,Vileplume,Sludge Bomb
Sludge Bomb,92.384%,Tentacruel,Sludge Bomb
Sludge Bomb,86.902%,Dragalge,Sludge Bomb
Frenzy Plant,29.596%,Venusaur,Frenzy Plant
Leech Seed,71.176%,Ferrothorn,Leech Seed
Leech Seed,37.948%,Celesteela,Leech Seed
Leech Seed,8.532%,Tapu Bulu,Leech Seed
Leech Seed,4.862%,Cherrim,Leech Seed
Leech Seed,82.452%,Exeggutor,Leech Seed
Leech Seed,26.518%,Alolan Exeggutor,Leech Seed
Leech Seed,50.409%,Cradily,Leech Seed
Leech Seed,74.628%,Appletun,Leech Seed
Leech Seed,5.314%,Tangrowth,Leech Seed
Leech Seed,90.805%,Tangela,Leech Seed
Leech Seed,33.642%,Maractus,Leech Seed
Power Whip,54.295%,Ferrothorn,Power Whip
Power Whip,90.577%,Seismitoad,Power Whip
Power Whip,80.680%,Tsareena,Power Whip
Power Whip,72.523%,Gyarados,Power Whip
Power Whip,93.600%,Centiskorch,Power Whip
Power Whip,19.181%,Goodra,Power Whip
Power Whip,72.612%,Dhelmise,Power Whip
Power Whip,41.499%,Copperajah,Power Whip
Power Whip,40.912%,Gourgeist Small Size,Power Whip
Power Whip,17.602%,Gourgeist Super Size,Power Whip
Power Whip,15.788%,Lickilicky,Power Whip
Power Whip,100.000%,Gourgeist Large Size,Power Whip
Gyro Ball,33.770%,Ferrothorn,Gyro Ball
Gyro Ball,76.334%,Stakataka,Gyro Ball
Gyro Ball,86.833%,Greedent,Gyro Ball
Gyro Ball,9.427%,Perrserker,Gyro Ball
Gyro Ball,3.126%,Lickilicky,Gyro Ball
Transform,100.000%,Ditto,Transform
Wicked Blow,99.409%,Urshifu Single Strike Style,Wicked Blow
Close Combat,98.953%,Urshifu Single Strike Style,Close Combat
Close Combat,98.438%,Urshifu Rapid Strike Style,Close Combat
Close Combat,13.412%,Barraskewda,Close Combat
Close Combat,93.054%,Pheromosa,Close Combat
Close Combat,52.680%,Zamazenta Crowned Shield,Close Combat
Close Combat,99.302%,Mienshao,Close Combat
Close Combat,19.604%,Glastrier,Close Combat
Close Combat,77.873%,Hitmontop,Close Combat
Close Combat,34.009%,Galarian Zapdos,Close Combat
Close Combat,47.328%,Escavalier,Close Combat
Close Combat,14.788%,Lucario,Close Combat
Close Combat,42.491%,Mudsdale,Close Combat
Close Combat,30.294%,Obstagoon,Close Combat
Close Combat,61.933%,Scrafty,Close Combat
Close Combat,48.927%,Conkeldurr,Close Combat
Close Combat,64.670%,Terrakion,Close Combat
Close Combat,88.937%,Cobalion,Close Combat
Close Combat,5.209%,Machamp,Close Combat
Close Combat,11.669%,Tyrantrum,Close Combat
Close Combat,30.935%,Blaziken,Close Combat
Close Combat,45.632%,Hawlucha,Close Combat
Close Combat,10.076%,Haxorus,Close Combat
Close Combat,97.334%,Braviary,Close Combat
Close Combat,65.522%,Virizion,Close Combat
Close Combat,23.175%,Sharpedo,Close Combat
Close Combat,79.028%,Sirfetch'd,Close Combat
Close Combat,74.369%,Gallade,Close Combat
Close Combat,2.553%,Lopunny,Close Combat
Close Combat,34.831%,Golisopod,Close Combat
Close Combat,89.490%,Lycanroc Dusk Form,Close Combat
Close Combat,71.445%,Perrserker,Close Combat
Close Combat,81.375%,Bouffalant,Close Combat
Close Combat,9.528%,Crawdaunt,Close Combat
Close Combat,97.664%,Heracross,Close Combat
Close Combat,93.997%,Falinks,Close Combat
Close Combat,94.732%,Passimian,Close Combat
Close Combat,46.490%,Lycanroc Midday Form,Close Combat
Close Combat,28.473%,Poliwrath,Close Combat
Close Combat,28.055%,Lycanroc Midnight Form,Close Combat
Close Combat,63.549%,Hitmonlee,Close Combat
Poison Jab,7.804%,Urshifu Single Strike Style,Poison Jab
Poison Jab,5.298%,Urshifu Rapid Strike Style,Poison Jab
Poison Jab,4.799%,Pheromosa,Poison Jab
Poison Jab,11.245%,Toxicroak,Poison Jab
Poison Jab,24.121%,Bisharp,Poison Jab
Poison Jab,19.973%,Conkeldurr,Poison Jab
Poison Jab,8.238%,Hawlucha,Poison Jab
Poison Jab,3.347%,Haxorus,Poison Jab
Poison Jab,19.311%,Sirfetch'd,Poison Jab
Poison Jab,20.833%,Gallade,Poison Jab
Poison Jab,8.534%,Golisopod,Poison Jab
Poison Jab,23.912%,Drapion,Poison Jab
Poison Jab,7.903%,Poliwrath,Poison Jab
Poison Jab,9.603%,Hitmonlee,Poison Jab
Poison Jab,90.139%,Scolipede,Poison Jab
Poison Jab,6.758%,Dunsparce,Poison Jab
Geomancy,99.830%,Xerneas,Geomancy
Roar Of Time,83.577%,Dialga,Roar Of Time
Flash Cannon,81.213%,Dialga,Flash Cannon
Flash Cannon,11.624%,White Kyurem,Flash Cannon
Flash Cannon,58.062%,Celesteela,Flash Cannon
Flash Cannon,12.506%,Dusk Mane Necrozma,Flash Cannon
Flash Cannon,46.602%,Hydreigon,Flash Cannon
Flash Cannon,57.482%,Aegislash Shield Forme,Flash Cannon
Flash Cannon,92.256%,Duraludon,Flash Cannon
Flash Cannon,70.739%,Heatran,Flash Cannon
Flash Cannon,13.838%,Vikavolt,Flash Cannon
Flash Cannon,13.816%,Kommo-o,Flash Cannon
Flash Cannon,83.459%,Turtonator,Flash Cannon
Flash Cannon,96.756%,Magnezone,Flash Cannon
Flash Cannon,91.962%,Magneton,Flash Cannon
Flash Cannon,11.082%,Reuniclus,Flash Cannon
Flash Cannon,7.316%,Sigilyph,Flash Cannon
Flash Cannon,73.532%,Beheeyem,Flash Cannon
Overheat,16.215%,Dialga,Overheat
Overheat,99.979%,Heat Rotom,Overheat
Overheat,4.594%,Rayquaza,Overheat
Overheat,8.209%,Volcarona,Overheat
Overheat,20.404%,Talonflame,Overheat
Overheat,9.951%,Chandelure,Overheat
Overheat,6.108%,Manectric,Overheat
Overheat,10.983%,Blaziken,Overheat
Overheat,93.984%,Torracat,Overheat
Overheat,21.689%,Salazzle,Overheat
Overheat,48.736%,Ninetales,Overheat
Overheat,11.474%,Exploud,Overheat
Steel Beam,14.880%,Dialga,Steel Beam
Steel Beam,75.212%,Lucario,Steel Beam
Steel Beam,8.738%,Duraludon,Steel Beam
Steel Beam,6.840%,Heatran,Steel Beam
Steel Beam,8.127%,Magnezone,Steel Beam
Steel Beam,8.100%,Magneton,Steel Beam
Power Gem,9.049%,Dialga,Power Gem
Power Gem,5.125%,Dusk Mane Necrozma,Power Gem
Power Gem,87.349%,Nihilego,Power Gem
Power Gem,8.939%,Cursola,Power Gem
Dragon Pulse,7.895%,Dialga,Dragon Pulse
Dragon Pulse,93.750%,Regidrago,Dragon Pulse
Dragon Pulse,4.689%,Heliolisk,Dragon Pulse
Dragon Pulse,15.512%,Sceptile,Dragon Pulse
Dragon Pulse,20.966%,Duraludon,Dragon Pulse
Dragon Pulse,24.042%,Appletun,Dragon Pulse
Dragon Pulse,17.419%,Giratina Altered Forme,Dragon Pulse
Dragon Pulse,28.146%,Goodra,Dragon Pulse
Dragon Pulse,27.603%,Clawitzer,Dragon Pulse
Dragon Pulse,10.923%,Turtonator,Dragon Pulse
Dragon Pulse,61.955%,Flygon,Dragon Pulse
Dragon Pulse,12.992%,Dragalge,Dragon Pulse
Shadow Sneak,98.581%,Shedinja,Shadow Sneak
Shadow Sneak,62.111%,Dusclops,Shadow Sneak
Shadow Sneak,36.811%,Sableye,Shadow Sneak
Shadow Sneak,92.864%,Mimikyu,Shadow Sneak
Shadow Sneak,95.597%,Giratina Origin Forme,Shadow Sneak
Shadow Sneak,67.253%,Aegislash Shield Forme,Shadow Sneak
Shadow Sneak,23.608%,Giratina Altered Forme,Shadow Sneak
Shadow Sneak,8.972%,Gallade,Shadow Sneak
Shadow Sneak,31.459%,Gourgeist Small Size,Shadow Sneak
Shadow Sneak,19.472%,Gourgeist Super Size,Shadow Sneak
Shadow Sneak,16.285%,Dusknoir,Shadow Sneak
Shadow Sneak,27.431%,Decidueye,Shadow Sneak
Shadow Sneak,99.986%,Gourgeist Large Size,Shadow Sneak
Poltergeist,91.871%,Shedinja,Poltergeist
Poltergeist,41.903%,Alolan Marowak,Poltergeist
Poltergeist,82.311%,Giratina Origin Forme,Poltergeist
Poltergeist,94.698%,Trevenant,Poltergeist
Poltergeist,83.651%,Dhelmise,Poltergeist
Poltergeist,32.135%,Runerigus,Poltergeist
Poltergeist,6.768%,Gourgeist Small Size,Poltergeist
Poltergeist,92.839%,Dusknoir,Poltergeist
Poltergeist,48.827%,Decidueye,Poltergeist
Poltergeist,75.387%,Golurk,Poltergeist
Endure,82.904%,Shedinja,Endure
Endure,19.246%,Shuckle,Endure
Endure,24.724%,Rhyperior,Endure
Endure,32.885%,Ninjask,Endure
Endure,15.593%,Lycanroc Midday Form,Endure
Sunsteel Strike,99.911%,Solgaleo,Sunsteel Strike
Sunsteel Strike,85.426%,Dusk Mane Necrozma,Sunsteel Strike
Psychic Fangs,35.657%,Solgaleo,Psychic Fangs
Psychic Fangs,24.367%,Dusk Mane Necrozma,Psychic Fangs
Psychic Fangs,62.715%,Dracovish,Psychic Fangs
Psychic Fangs,10.582%,Luxray,Psychic Fangs
Psychic Fangs,6.225%,Sharpedo,Psychic Fangs
Psychic Fangs,18.472%,Lycanroc Dusk Form,Psychic Fangs
Psychic Fangs,9.602%,Lycanroc Midday Form,Psychic Fangs
Psychic Fangs,12.226%,Lycanroc Midnight Form,Psychic Fangs
Wide Guard,11.218%,Solgaleo,Wide Guard
Wide Guard,25.756%,Lunala,Wide Guard
Wide Guard,60.199%,Regigigas,Wide Guard
Wide Guard,30.339%,Celesteela,Wide Guard
Wide Guard,97.829%,Araquanid,Wide Guard
Wide Guard,52.704%,Zamazenta Crowned Shield,Wide Guard
Wide Guard,48.488%,Mienshao,Wide Guard
Wide Guard,78.786%,Hitmontop,Wide Guard
Wide Guard,46.740%,Stakataka,Wide Guard
Wide Guard,12.209%,Swampert,Wide Guard
Wide Guard,20.130%,Pelipper,Wide Guard
Wide Guard,61.137%,Kingler,Wide Guard
Wide Guard,33.461%,Aegislash Shield Forme,Wide Guard
Wide Guard,31.987%,Gigalith,Wide Guard
Wide Guard,85.889%,Aerodactyl,Wide Guard
Wide Guard,41.110%,Stonjourner,Wide Guard
Wide Guard,12.818%,Conkeldurr,Wide Guard
Wide Guard,94.773%,Mantine,Wide Guard
Wide Guard,94.075%,Machamp,Wide Guard
Wide Guard,9.545%,Turtonator,Wide Guard
Wide Guard,7.525%,Gallade,Wide Guard
Night Shade,67.739%,Dusclops,Night Shade
Night Shade,9.682%,Jellicent,Night Shade
Night Shade,4.317%,Runerigus,Night Shade
Night Shade,14.732%,Cofagrigus,Night Shade
Night Shade,52.400%,Galarian Corsola,Night Shade
Pain Split,22.982%,Dusclops,Pain Split
Pain Split,13.078%,Giratina Altered Forme,Pain Split
Pain Split,3.745%,Dusknoir,Pain Split
Haze,9.145%,Dusclops,Haze
Haze,61.551%,Altaria,Haze
Haze,83.127%,Crobat,Haze
Haze,52.481%,Vaporeon,Haze
Haze,54.890%,Galarian Corsola,Haze
Eruption,60.986%,Torkoal,Eruption
Burning Jealousy,36.362%,Torkoal,Burning Jealousy
Burning Jealousy,33.404%,Zoroark,Burning Jealousy
Burning Jealousy,5.734%,Thievul,Burning Jealousy
Burning Jealousy,14.324%,Turtonator,Burning Jealousy
Burning Jealousy,15.740%,Ninetales,Burning Jealousy
Burning Jealousy,46.833%,Cursola,Burning Jealousy
Draco Meteor,67.739%,Kingdra,Draco Meteor
