,index,Name,Generation,Description,Pokemon
210,207,Speed Boost,3,Its Speed stat is gradually boosted.,"[{'is_hidden': False, 'pokemon': {'name': 'yanma', 'url': 'https://pokeapi.co/api/v2/pokemon/193/'}, 'slot': 1}, {'is_hidden': True, 'pokemon': {'name': 'torchic', 'url': 'https://pokeapi.co/api/v2/pokemon/255/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'combusken', 'url': 'https://pokeapi.co/api/v2/pokemon/256/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'blaziken', 'url': 'https://pokeapi.co/api/v2/pokemon/257/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'ninjask', 'url': 'https://pokeapi.co/api/v2/pokemon/291/'}, 'slot': 1}, {'is_hidden': True, 'pokemon': {'name': 'carvanha', 'url': 'https://pokeapi.co/api/v2/pokemon/318/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'sharpedo', 'url': 'https://pokeapi.co/api/v2/pokemon/319/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'yanmega', 'url': 'https://pokeapi.co/api/v2/pokemon/469/'}, 'slot': 1}, {'is_hidden': True, 'pokemon': {'name': 'venipede', 'url': 'https://pokeapi.co/api/v2/pokemon/543/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'whirlipede', 'url': 'https://pokeapi.co/api/v2/pokemon/544/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'scolipede', 'url': 'https://pokeapi.co/api/v2/pokemon/545/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'blaziken-mega', 'url': 'https://pokeapi.co/api/v2/pokemon/10050/'}, 'slot': 1}]"
211,208,Stakeout,7,Deals double damage to Pokémon switching in.,"[{'is_hidden': False, 'pokemon': {'name': 'yungoos', 'url': 'https://pokeapi.co/api/v2/pokemon/734/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'gumshoos', 'url': 'https://pokeapi.co/api/v2/pokemon/735/'}, 'slot': 1}, {'is_hidden': True, 'pokemon': {'name': 'nickit', 'url': 'https://pokeapi.co/api/v2/pokemon/827/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'thievul', 'url': 'https://pokeapi.co/api/v2/pokemon/828/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'gumshoos-totem', 'url': 'https://pokeapi.co/api/v2/pokemon/10121/'}, 'slot': 1}]"
212,209,Stall,4,The Pokémon moves after all other Pokémon do.,"[{'is_hidden': False, 'pokemon': {'name': 'sableye', 'url': 'https://pokeapi.co/api/v2/pokemon/302/'}, 'slot': 2}]"
213,210,Stalwart,8,Ignores moves and abilities that draw in moves.,"[{'is_hidden': True, 'pokemon': {'name': 'duraludon', 'url': 'https://pokeapi.co/api/v2/pokemon/884/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'duraludon-gmax', 'url': 'https://pokeapi.co/api/v2/pokemon/10225/'}, 'slot': 3}]"
214,211,Stamina,7,Raises Defense when attacked.,"[{'is_hidden': False, 'pokemon': {'name': 'mudbray', 'url': 'https://pokeapi.co/api/v2/pokemon/749/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'mudsdale', 'url': 'https://pokeapi.co/api/v2/pokemon/750/'}, 'slot': 2}]"
215,212,Stance Change,6,Changes form depending on moves used.,"[{'is_hidden': False, 'pokemon': {'name': 'aegislash-shield', 'url': 'https://pokeapi.co/api/v2/pokemon/681/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'aegislash-blade', 'url': 'https://pokeapi.co/api/v2/pokemon/10026/'}, 'slot': 1}]"
216,213,Static,3,Contact with the Pokémon may cause paralysis.,"[{'is_hidden': False, 'pokemon': {'name': 'pikachu', 'url': 'https://pokeapi.co/api/v2/pokemon/25/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'raichu', 'url': 'https://pokeapi.co/api/v2/pokemon/26/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'voltorb', 'url': 'https://pokeapi.co/api/v2/pokemon/100/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'electrode', 'url': 'https://pokeapi.co/api/v2/pokemon/101/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'electabuzz', 'url': 'https://pokeapi.co/api/v2/pokemon/125/'}, 'slot': 1}, {'is_hidden': True, 'pokemon': {'name': 'zapdos', 'url': 'https://pokeapi.co/api/v2/pokemon/145/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'pichu', 'url': 'https://pokeapi.co/api/v2/pokemon/172/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'mareep', 'url': 'https://pokeapi.co/api/v2/pokemon/179/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'flaaffy', 'url': 'https://pokeapi.co/api/v2/pokemon/180/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'ampharos', 'url': 'https://pokeapi.co/api/v2/pokemon/181/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'elekid', 'url': 'https://pokeapi.co/api/v2/pokemon/239/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'electrike', 'url': 'https://pokeapi.co/api/v2/pokemon/309/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'manectric', 'url': 'https://pokeapi.co/api/v2/pokemon/310/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'emolga', 'url': 'https://pokeapi.co/api/v2/pokemon/587/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'stunfisk', 'url': 'https://pokeapi.co/api/v2/pokemon/618/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'toxel', 'url': 'https://pokeapi.co/api/v2/pokemon/848/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'arctozolt', 'url': 'https://pokeapi.co/api/v2/pokemon/881/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'pikachu-rock-star', 'url': 'https://pokeapi.co/api/v2/pokemon/10080/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'pikachu-belle', 'url': 'https://pokeapi.co/api/v2/pokemon/10081/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'pikachu-pop-star', 'url': 'https://pokeapi.co/api/v2/pokemon/10082/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'pikachu-phd', 'url': 'https://pokeapi.co/api/v2/pokemon/10083/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'pikachu-libre', 'url': 'https://pokeapi.co/api/v2/pokemon/10084/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'pikachu-cosplay', 'url': 'https://pokeapi.co/api/v2/pokemon/10085/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'pikachu-original-cap', 'url': 'https://pokeapi.co/api/v2/pokemon/10094/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'pikachu-hoenn-cap', 'url': 'https://pokeapi.co/api/v2/pokemon/10095/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'pikachu-sinnoh-cap', 'url': 'https://pokeapi.co/api/v2/pokemon/10096/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'pikachu-unova-cap', 'url': 'https://pokeapi.co/api/v2/pokemon/10097/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'pikachu-kalos-cap', 'url': 'https://pokeapi.co/api/v2/pokemon/10098/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'pikachu-alola-cap', 'url': 'https://pokeapi.co/api/v2/pokemon/10099/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'pikachu-partner-cap', 'url': 'https://pokeapi.co/api/v2/pokemon/10148/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'pikachu-starter', 'url': 'https://pokeapi.co/api/v2/pokemon/10158/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'pikachu-world-cap', 'url': 'https://pokeapi.co/api/v2/pokemon/10160/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'pikachu-gmax', 'url': 'https://pokeapi.co/api/v2/pokemon/10199/'}, 'slot': 1}]"
217,214,Steadfast,4,Raises Speed each time the Pokémon flinches.,"[{'is_hidden': True, 'pokemon': {'name': 'machop', 'url': 'https://pokeapi.co/api/v2/pokemon/66/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'machoke', 'url': 'https://pokeapi.co/api/v2/pokemon/67/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'machamp', 'url': 'https://pokeapi.co/api/v2/pokemon/68/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'scyther', 'url': 'https://pokeapi.co/api/v2/pokemon/123/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'tyrogue', 'url': 'https://pokeapi.co/api/v2/pokemon/236/'}, 'slot': 2}, {'is_hidden': True, 'pokemon': {'name': 'hitmontop', 'url': 'https://pokeapi.co/api/v2/pokemon/237/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'riolu', 'url': 'https://pokeapi.co/api/v2/pokemon/447/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'lucario', 'url': 'https://pokeapi.co/api/v2/pokemon/448/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'gallade', 'url': 'https://pokeapi.co/api/v2/pokemon/475/'}, 'slot': 1}, {'is_hidden': True, 'pokemon': {'name': 'rockruff', 'url': 'https://pokeapi.co/api/v2/pokemon/744/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'lycanroc-midday', 'url': 'https://pokeapi.co/api/v2/pokemon/745/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'dubwool', 'url': 'https://pokeapi.co/api/v2/pokemon/832/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'sirfetchd', 'url': 'https://pokeapi.co/api/v2/pokemon/865/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'mewtwo-mega-x', 'url': 'https://pokeapi.co/api/v2/pokemon/10043/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'farfetchd-galar', 'url': 'https://pokeapi.co/api/v2/pokemon/10166/'}, 'slot': 1}, {'is_hidden': True, 'pokemon': {'name': 'machamp-gmax', 'url': 'https://pokeapi.co/api/v2/pokemon/10201/'}, 'slot': 3}]"
218,215,Steam Engine,8,Drastically raises Speed when hit by a Fire- or Water-type move.,"[{'is_hidden': False, 'pokemon': {'name': 'rolycoly', 'url': 'https://pokeapi.co/api/v2/pokemon/837/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'carkol', 'url': 'https://pokeapi.co/api/v2/pokemon/838/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'coalossal', 'url': 'https://pokeapi.co/api/v2/pokemon/839/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'coalossal-gmax', 'url': 'https://pokeapi.co/api/v2/pokemon/10215/'}, 'slot': 1}]"
219,216,Steelworker,7,Powers up Steel-type moves.,"[{'is_hidden': False, 'pokemon': {'name': 'dhelmise', 'url': 'https://pokeapi.co/api/v2/pokemon/781/'}, 'slot': 1}]"
220,217,Steely Spirit,8,Powers up ally Pokémon's Steel-type moves.,"[{'is_hidden': True, 'pokemon': {'name': 'perrserker', 'url': 'https://pokeapi.co/api/v2/pokemon/863/'}, 'slot': 3}]"
221,218,Stench,3,The stench may cause the target to flinch.,"[{'is_hidden': True, 'pokemon': {'name': 'gloom', 'url': 'https://pokeapi.co/api/v2/pokemon/44/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'grimer', 'url': 'https://pokeapi.co/api/v2/pokemon/88/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'muk', 'url': 'https://pokeapi.co/api/v2/pokemon/89/'}, 'slot': 1}, {'is_hidden': True, 'pokemon': {'name': 'koffing', 'url': 'https://pokeapi.co/api/v2/pokemon/109/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'weezing', 'url': 'https://pokeapi.co/api/v2/pokemon/110/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'stunky', 'url': 'https://pokeapi.co/api/v2/pokemon/434/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'skuntank', 'url': 'https://pokeapi.co/api/v2/pokemon/435/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'trubbish', 'url': 'https://pokeapi.co/api/v2/pokemon/568/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'garbodor', 'url': 'https://pokeapi.co/api/v2/pokemon/569/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'garbodor-gmax', 'url': 'https://pokeapi.co/api/v2/pokemon/10207/'}, 'slot': 1}]"
222,219,Sticky Hold,3,Protects the Pokémon from item theft.,"[{'is_hidden': False, 'pokemon': {'name': 'grimer', 'url': 'https://pokeapi.co/api/v2/pokemon/88/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'muk', 'url': 'https://pokeapi.co/api/v2/pokemon/89/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'gulpin', 'url': 'https://pokeapi.co/api/v2/pokemon/316/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'swalot', 'url': 'https://pokeapi.co/api/v2/pokemon/317/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'shellos', 'url': 'https://pokeapi.co/api/v2/pokemon/422/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'gastrodon', 'url': 'https://pokeapi.co/api/v2/pokemon/423/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'trubbish', 'url': 'https://pokeapi.co/api/v2/pokemon/568/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'accelgor', 'url': 'https://pokeapi.co/api/v2/pokemon/617/'}, 'slot': 2}]"
223,220,Storm Drain,4,Draws in all Water-type moves to up Sp. Attack.,"[{'is_hidden': True, 'pokemon': {'name': 'lileep', 'url': 'https://pokeapi.co/api/v2/pokemon/345/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'cradily', 'url': 'https://pokeapi.co/api/v2/pokemon/346/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'shellos', 'url': 'https://pokeapi.co/api/v2/pokemon/422/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'gastrodon', 'url': 'https://pokeapi.co/api/v2/pokemon/423/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'finneon', 'url': 'https://pokeapi.co/api/v2/pokemon/456/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'lumineon', 'url': 'https://pokeapi.co/api/v2/pokemon/457/'}, 'slot': 2}, {'is_hidden': True, 'pokemon': {'name': 'maractus', 'url': 'https://pokeapi.co/api/v2/pokemon/556/'}, 'slot': 3}]"
224,221,Strong Jaw,6,Boosts the power of biting moves.,"[{'is_hidden': False, 'pokemon': {'name': 'tyrunt', 'url': 'https://pokeapi.co/api/v2/pokemon/696/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'tyrantrum', 'url': 'https://pokeapi.co/api/v2/pokemon/697/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'yungoos', 'url': 'https://pokeapi.co/api/v2/pokemon/734/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'gumshoos', 'url': 'https://pokeapi.co/api/v2/pokemon/735/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'bruxish', 'url': 'https://pokeapi.co/api/v2/pokemon/779/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'chewtle', 'url': 'https://pokeapi.co/api/v2/pokemon/833/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'drednaw', 'url': 'https://pokeapi.co/api/v2/pokemon/834/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'boltund', 'url': 'https://pokeapi.co/api/v2/pokemon/836/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'dracovish', 'url': 'https://pokeapi.co/api/v2/pokemon/882/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'sharpedo-mega', 'url': 'https://pokeapi.co/api/v2/pokemon/10070/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'gumshoos-totem', 'url': 'https://pokeapi.co/api/v2/pokemon/10121/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'drednaw-gmax', 'url': 'https://pokeapi.co/api/v2/pokemon/10214/'}, 'slot': 1}]"
225,222,Sturdy,3,It cannot be knocked out with one hit.,"[{'is_hidden': False, 'pokemon': {'name': 'geodude', 'url': 'https://pokeapi.co/api/v2/pokemon/74/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'graveler', 'url': 'https://pokeapi.co/api/v2/pokemon/75/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'golem', 'url': 'https://pokeapi.co/api/v2/pokemon/76/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'magnemite', 'url': 'https://pokeapi.co/api/v2/pokemon/81/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'magneton', 'url': 'https://pokeapi.co/api/v2/pokemon/82/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'onix', 'url': 'https://pokeapi.co/api/v2/pokemon/95/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'sudowoodo', 'url': 'https://pokeapi.co/api/v2/pokemon/185/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'pineco', 'url': 'https://pokeapi.co/api/v2/pokemon/204/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'forretress', 'url': 'https://pokeapi.co/api/v2/pokemon/205/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'steelix', 'url': 'https://pokeapi.co/api/v2/pokemon/208/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'shuckle', 'url': 'https://pokeapi.co/api/v2/pokemon/213/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'skarmory', 'url': 'https://pokeapi.co/api/v2/pokemon/227/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'donphan', 'url': 'https://pokeapi.co/api/v2/pokemon/232/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'nosepass', 'url': 'https://pokeapi.co/api/v2/pokemon/299/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'aron', 'url': 'https://pokeapi.co/api/v2/pokemon/304/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'lairon', 'url': 'https://pokeapi.co/api/v2/pokemon/305/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'aggron', 'url': 'https://pokeapi.co/api/v2/pokemon/306/'}, 'slot': 1}, {'is_hidden': True, 'pokemon': {'name': 'relicanth', 'url': 'https://pokeapi.co/api/v2/pokemon/369/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'regirock', 'url': 'https://pokeapi.co/api/v2/pokemon/377/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'shieldon', 'url': 'https://pokeapi.co/api/v2/pokemon/410/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'bastiodon', 'url': 'https://pokeapi.co/api/v2/pokemon/411/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'bonsly', 'url': 'https://pokeapi.co/api/v2/pokemon/438/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'magnezone', 'url': 'https://pokeapi.co/api/v2/pokemon/462/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'probopass', 'url': 'https://pokeapi.co/api/v2/pokemon/476/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'roggenrola', 'url': 'https://pokeapi.co/api/v2/pokemon/524/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'boldore', 'url': 'https://pokeapi.co/api/v2/pokemon/525/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'gigalith', 'url': 'https://pokeapi.co/api/v2/pokemon/526/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'sawk', 'url': 'https://pokeapi.co/api/v2/pokemon/539/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'dwebble', 'url': 'https://pokeapi.co/api/v2/pokemon/557/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'crustle', 'url': 'https://pokeapi.co/api/v2/pokemon/558/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'tirtouga', 'url': 'https://pokeapi.co/api/v2/pokemon/564/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'carracosta', 'url': 'https://pokeapi.co/api/v2/pokemon/565/'}, 'slot': 2}, {'is_hidden': True, 'pokemon': {'name': 'tyrunt', 'url': 'https://pokeapi.co/api/v2/pokemon/696/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'carbink', 'url': 'https://pokeapi.co/api/v2/pokemon/703/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'bergmite', 'url': 'https://pokeapi.co/api/v2/pokemon/712/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'avalugg', 'url': 'https://pokeapi.co/api/v2/pokemon/713/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'togedemaru', 'url': 'https://pokeapi.co/api/v2/pokemon/777/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'cosmoem', 'url': 'https://pokeapi.co/api/v2/pokemon/790/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'geodude-alola', 'url': 'https://pokeapi.co/api/v2/pokemon/10109/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'graveler-alola', 'url': 'https://pokeapi.co/api/v2/pokemon/10110/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'golem-alola', 'url': 'https://pokeapi.co/api/v2/pokemon/10111/'}, 'slot': 2}, {'is_hidden': True, 'pokemon': {'name': 'togedemaru-totem', 'url': 'https://pokeapi.co/api/v2/pokemon/10154/'}, 'slot': 3}]"
226,223,Suction Cups,3,Negates all moves that force switching out.,"[{'is_hidden': False, 'pokemon': {'name': 'octillery', 'url': 'https://pokeapi.co/api/v2/pokemon/224/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'lileep', 'url': 'https://pokeapi.co/api/v2/pokemon/345/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'cradily', 'url': 'https://pokeapi.co/api/v2/pokemon/346/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'inkay', 'url': 'https://pokeapi.co/api/v2/pokemon/686/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'malamar', 'url': 'https://pokeapi.co/api/v2/pokemon/687/'}, 'slot': 2}]"
227,224,Super Luck,4,Heightens the critical-hit ratios of moves.,"[{'is_hidden': True, 'pokemon': {'name': 'togepi', 'url': 'https://pokeapi.co/api/v2/pokemon/175/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'togetic', 'url': 'https://pokeapi.co/api/v2/pokemon/176/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'murkrow', 'url': 'https://pokeapi.co/api/v2/pokemon/198/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'absol', 'url': 'https://pokeapi.co/api/v2/pokemon/359/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'honchkrow', 'url': 'https://pokeapi.co/api/v2/pokemon/430/'}, 'slot': 2}, {'is_hidden': True, 'pokemon': {'name': 'togekiss', 'url': 'https://pokeapi.co/api/v2/pokemon/468/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'pidove', 'url': 'https://pokeapi.co/api/v2/pokemon/519/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'tranquill', 'url': 'https://pokeapi.co/api/v2/pokemon/520/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'unfezant', 'url': 'https://pokeapi.co/api/v2/pokemon/521/'}, 'slot': 2}]"
228,225,Surge Surfer,7,Doubles Speed during Electric Terrain.,"[{'is_hidden': False, 'pokemon': {'name': 'raichu-alola', 'url': 'https://pokeapi.co/api/v2/pokemon/10100/'}, 'slot': 1}]"
