,level_0,level_1,Name_x,Exact,Score,Name_y,Attributes,Category_x,Effect_x,Name,Category_y,Effect_y,sprite_url
600,1321,700,1.0,1,2.0,Tm10,[],All Machines,Teaches Hidden Power to a compatible Pokémon. (Gen I: Double-Edge),Tm10,Machines,Teaches the move Double-Edge/Hidden Power/Dig/Magical Leaf/Work Up.,https://img.pokemondb.net/sprites/items/tm-normal.png
601,1322,701,1.0,1,2.0,Tm100,[],All Machines,Teaches a Pokémon TM100.,Tm100,Machines,Teaches the move Confide/Rock Climb.,https://img.pokemondb.net/sprites/items/tm-normal.png
602,1323,702,1.0,1,2.0,Tm11,[],All Machines,Teaches Sunny Day to a compatible Pokémon. (Gen I: BubbleBeam),Tm11,Machines,Teaches the move BubbleBeam/Sunny Day/Will-O-Wisp/Solar Beam.,https://img.pokemondb.net/sprites/items/tm-fire.png
603,1324,703,1.0,1,2.0,Tm12,[],All Machines,Teaches Taunt to a compatible Pokémon. (Gen II: Sweet Scent Gen I: Water Gun),Tm12,Machines,Teaches the move Water Gun/Sweet Scent/Taunt/Facade/Solar Blade.,https://img.pokemondb.net/sprites/items/tm-dark.png
604,1325,704,1.0,1,2.0,Tm13,[],All Machines,Teaches Ice Beam to a compatible Pokémon. (Gen II: Snore),Tm13,Machines,Teaches the move Ice Beam/Snore/Brick Break/Fire Spin.,https://img.pokemondb.net/sprites/items/tm-ice.png
605,1326,705,1.0,1,2.0,Tm14,[],All Machines,Teaches Blizzard to a compatible Pokémon.,Tm14,Machines,Teaches the move Blizzard/Fly/Thunder Wave.,https://img.pokemondb.net/sprites/items/tm-ice.png
606,1327,706,1.0,1,2.0,Tm15,[],All Machines,Teaches Hyper Beam to a compatible Pokémon.,Tm15,Machines,Teaches the move Hyper Beam/Seismic Toss/Dig.,https://img.pokemondb.net/sprites/items/tm-normal.png
607,1328,707,1.0,1,2.0,Tm16,[],All Machines,Teaches Light Screen to a compatible Pokémon. (Gen II: Icy Wind Gen I: Pay Day),Tm16,Machines,Teaches the move Pay Day/Icy Wind/Light Screen/Thunder Wave/Screech.,https://img.pokemondb.net/sprites/items/tm-psychic.png
608,1329,708,1.0,1,2.0,Tm17,[],All Machines,Teaches Protect to a compatible Pokémon. (Gen I: Submission),Tm17,Machines,Teaches the move Submission/Protect/Dragon Tail/Light Screen.,https://img.pokemondb.net/sprites/items/tm-normal.png
609,1330,709,1.0,1,2.0,Tm18,[],All Machines,Teaches Rain Dance to a compatible Pokémon. (Gen I: Counter),Tm18,Machines,Teaches the move Counter/Rain Dance/U-turn/Reflect.,https://img.pokemondb.net/sprites/items/tm-water.png
610,1331,710,1.0,1,2.0,Tm19,[],All Machines,Teaches Telekinesis to a compatible Pokémon. (Gen IV & III & II: Giga Drain Gen I: Seismic Toss),Tm19,Machines,Teaches the move Seismic Toss/Giga Drain/Telekinesis/Roost/Iron Tail/Safeguard.,https://img.pokemondb.net/sprites/items/tm-flying.png
611,1332,711,1.0,1,2.0,Tm20,[],All Machines,Teaches Safeguard to a compatible Pokémon. (Gen II: Endure Gen I: Rage),Tm20,Machines,Teaches the move Rage/Endure/Safeguard/Dark Pulse/Self-Destruct.,https://img.pokemondb.net/sprites/items/tm-normal.png
612,1333,712,1.0,1,2.0,Tm21,[],All Machines,Teaches Frustration to a compatible Pokémon. (Gen I: Mega Drain),Tm21,Machines,Teaches the move Mega Drain/Frustration/Foul Play/Rest/Dazzling Gleam.,https://img.pokemondb.net/sprites/items/tm-normal.png
613,1334,713,1.0,1,2.0,Tm22,[],All Machines,Teaches SolarBeam to a compatible Pokémon.,Tm22,Machines,Teaches the move SolarBeam/Rock Slide.,https://img.pokemondb.net/sprites/items/tm-grass.png
614,1335,714,1.0,1,2.0,Tm23,[],All Machines,Teaches Smack Down to a compatible Pokémon. (Gen IV & III & II: Iron Tail Gen I: Dragon Rage),Tm23,Machines,Teaches the move Dragon Rage/Iron Tail/Smack Down/Thunder Punch/Thief.,https://img.pokemondb.net/sprites/items/tm-rock.png
615,1336,715,1.0,1,2.0,Tm24,[],All Machines,Teaches Thunderbolt to a compatible Pokémon. (Gen II: DragonBreath),Tm24,Machines,Teaches the move Thunderbolt/DragonBreath/X-Scissor/Snore.,https://img.pokemondb.net/sprites/items/tm-electric.png
616,1337,716,1.0,1,2.0,Tm25,[],All Machines,Teaches Thunder to a compatible Pokémon.,Tm25,Machines,Teaches the move Thunder/Waterfall/Protect.,https://img.pokemondb.net/sprites/items/tm-electric.png
617,1338,717,1.0,1,2.0,Tm26,[],All Machines,Teaches Earthquake to a compatible Pokémon.,Tm26,Machines,Teaches the move Earthquake/Poison Jab/Scary Face.,https://img.pokemondb.net/sprites/items/tm-ground.png
618,1339,718,1.0,1,2.0,Tm27,[],All Machines,Teaches Return to a compatible Pokémon. (Gen I: Fissure),Tm27,Machines,Teaches the move Fissure/Return/Toxic/Icy Wind/Low Sweep.,https://img.pokemondb.net/sprites/items/tm-normal.png
619,1340,719,1.0,1,2.0,Tm28,[],All Machines,Teaches Dig to a compatible Pokémon.,Tm28,Machines,Teaches the move Dig/Leech Life/Tri Attack/Giga Drain.,https://img.pokemondb.net/sprites/items/tm-bug.png
620,1341,720,1.0,1,2.0,Tm29,[],All Machines,Teaches Psychic to a compatible Pokémon.,Tm29,Machines,Teaches the move Psychic/Scald/Charm.,https://img.pokemondb.net/sprites/items/tm-psychic.png
621,1342,721,1.0,1,2.0,Tm30,[],All Machines,Teaches Shadow Ball to a compatible Pokémon. (Gen I: Teleport),Tm30,Machines,Teaches the move Teleport/Shadow Ball/Bulk Up/Steel Wing.,https://img.pokemondb.net/sprites/items/tm-ghost.png
622,1343,722,1.0,1,2.0,Tm31,[],All Machines,Teaches Brick Break to a compatible Pokémon. (Gen II: Mud-Slap Gen I: Mimic),Tm31,Machines,Teaches the move Mimic/Mud-Slap/Brick Break/Fire Punch/Attract.,https://img.pokemondb.net/sprites/items/tm-fighting.png
623,1344,723,1.0,1,2.0,Tm32,[],All Machines,Teaches Double Team to a compatible Pokémon.,Tm32,Machines,Teaches the move Double Team/Dazzling Gleam/Sandstorm.,https://img.pokemondb.net/sprites/items/tm-normal.png
624,1345,724,1.0,1,2.0,Tm33,[],All Machines,Teaches Reflect to a compatible Pokémon. (Gen II: Ice Punch),Tm33,Machines,Teaches the move Ice Punch/Reflect/Calm Mind/Rain Dance.,https://img.pokemondb.net/sprites/items/tm-psychic.png
625,1346,725,1.0,1,2.0,Tm34,[],All Machines,Teaches Sludge Wave to a compatible Pokémon. (Gen IV & III: Shock Wave Gen II: Swagger Gen I: Bide),Tm34,Machines,Teaches the move Bide/Swagger/Shock Wave/Sludge Wave/Dragon Pulse/Sunny Day.,https://img.pokemondb.net/sprites/items/tm-poison.png
626,1347,726,1.0,1,2.0,Tm35,[],All Machines,Teaches Flamethrower to a compatible Pokémon. (Gen II: Sleep Talk Gen I: Metronome),Tm35,Machines,Teaches the move Metronome/Sleep Talk/Flamethrower/Ice Punch/Hail.,https://img.pokemondb.net/sprites/items/tm-fire.png
627,1348,727,1.0,1,2.0,Tm36,[],All Machines,Teaches Sludge Bomb to a compatible Pokémon. (Gen I: Selfdestruct),Tm36,Machines,Teaches the move Self-Destruct/Sludge Bomb/Thunderbolt/Whirlpool.,https://img.pokemondb.net/sprites/items/tm-poison.png
628,1349,728,1.0,1,2.0,Tm37,[],All Machines,Teaches Sandstorm to a compatible Pokémon. (Gen I: Egg Bomb),Tm37,Machines,Teaches the move Egg Bomb/Sandstorm/Flamethrower/Beat Up.,https://img.pokemondb.net/sprites/items/tm-rock.png
629,1350,729,1.0,1,2.0,Tm38,[],All Machines,Teaches Fire Blast to a compatible Pokémon.,Tm38,Machines,Teaches the move Fire Blast/Thunder/Will-O-Wisp.,https://img.pokemondb.net/sprites/items/tm-fire.png
630,1351,730,1.0,1,2.0,Tm39,[],All Machines,Teaches Rock Tomb to a compatible Pokémon. (Gen II & I: Swift),Tm39,Machines,Teaches the move Swift/Rock Tomb/Outrage/Facade.,https://img.pokemondb.net/sprites/items/tm-rock.png
631,1352,731,1.0,1,2.0,Tm40,[],All Machines,Teaches Aerial Ace to a compatible Pokémon. (Gen II: Defense Curl Gen I: Skull Bash),Tm40,Machines,Teaches the move Skull Bash/Defense Curl/Aerial Ace/Psychic/Swift.,https://img.pokemondb.net/sprites/items/tm-flying.png
632,1353,732,1.0,1,2.0,Tm41,[],All Machines,Teaches Torment to a compatible Pokémon. (Gen II: ThunderPunch Gen I: Softboiled),Tm41,Machines,Teaches the move Softboiled/Thunder Punch/Torment/Earthquake/Helping Hand.,https://img.pokemondb.net/sprites/items/tm-dark.png
633,1354,733,1.0,1,2.0,Tm42,[],All Machines,Teaches Facade to a compatible Pokémon. (Gen II & I: Dream Eater),Tm42,Machines,Teaches the move Dream Eater/Facade/Self-Destruct/Revenge.,https://img.pokemondb.net/sprites/items/tm-normal.png
634,1355,734,1.0,1,2.0,Tm43,[],All Machines,Teaches Flame Charge to a compatible Pokémon. (Gen IV & III: Secret Power Gen II: Detect Gen I: Sky Attack),Tm43,Machines,Teaches the move Sky Attack/Detect/Secret Power/Flame Charge/Shadow Ball/Brick Break/Volt Switch.,https://img.pokemondb.net/sprites/items/tm-fire.png
635,1356,735,1.0,1,2.0,Tm44,[],All Machines,Teaches Rest to a compatible Pokémon.,Tm44,Machines,Teaches the move Rest/Play Rough/Imprison.,https://img.pokemondb.net/sprites/items/tm-psychic.png
636,1357,736,1.0,1,2.0,Tm45,[],All Machines,Teaches Attract to a compatible Pokémon. (Gen I: Thunder Wave),Tm45,Machines,Teaches the move Thunder Wave/Attract/Solar Beam/Dive.,https://img.pokemondb.net/sprites/items/tm-normal.png
637,1358,737,1.0,1,2.0,Tm46,[],All Machines,Teaches Thief to a compatible Pokémon. (Gen I: Psywave),Tm46,Machines,Teaches the move Psywave/Thief/Fire Blast/Weather Ball.,https://img.pokemondb.net/sprites/items/tm-dark.png
638,1359,738,1.0,1,2.0,Tm47,[],All Machines,Teaches Low Sweep to a compatible Pokémon. (Gen IV & III & II: Steel Wing Gen I: Explosion),Tm47,Machines,Teaches the move Explosion/Steel Wing/Low Sweep/Surf/Fake Tears.,https://img.pokemondb.net/sprites/items/tm-fighting.png
639,1360,739,1.0,1,2.0,Tm48,[],All Machines,Teaches Round to a compatible Pokémon. (Gen IV & III: Skill Swap Gen II: Fire Punch Gen I: Rock Slide),Tm48,Machines,Teaches the move Rock Slide/Fire Punch/Skill Swap/Round/Hyper Beam/Rock Tomb.,https://img.pokemondb.net/sprites/items/tm-normal.png
640,1361,740,1.0,1,2.0,Tm49,[],All Machines,Teaches Echoed Voice to a compatible Pokémon. (Gen IV & III: Snatch Gen II: Fury Cutter Gen I: Tri Attack),Tm49,Machines,Teaches the move Tri Attack/Fury Cutter/Snatch/Echoed Voice/Superpower/Sand Tomb/Scald.,https://img.pokemondb.net/sprites/items/tm-normal.png
641,1362,741,1.0,1,2.0,Tm50,[],All Machines,Teaches Overheat to a compatible Pokémon. (Gen II: Nightmare Gen I: Substitute),Tm50,Machines,Teaches the move Substitute/Nightmare/Overheat/Roost/Bullet Seed.,https://img.pokemondb.net/sprites/items/tm-fire.png
642,1363,742,1.0,1,2.0,Tm51,[],All Machines,Teaches Ally Switch to a compatible Pokémon. (Gen IV: Roost),Tm51,Machines,Teaches the move Roost/Ally Switch/Steel Wing/Blizzard/Icicle Spear.,https://img.pokemondb.net/sprites/items/tm-steel.png
643,1364,743,1.0,1,2.0,Tm52,[],All Machines,Teaches Focus Blast to a compatible Pokémon.,Tm52,Machines,Teaches the move Focus Blast/Sludge Bomb/Bounce.,https://img.pokemondb.net/sprites/items/tm-fighting.png
644,1365,744,1.0,1,2.0,Tm53,[],All Machines,Teaches Energy Ball to a compatible Pokémon.,Tm53,Machines,Teaches the move Energy Ball/Mega Drain/Mud Shot.,https://img.pokemondb.net/sprites/items/tm-grass.png
645,1366,745,1.0,1,2.0,Tm54,[],All Machines,Teaches False Swipe to a compatible Pokémon.,Tm54,Machines,Teaches the move False Swipe/Flash Cannon/Rock Blast.,https://img.pokemondb.net/sprites/items/tm-normal.png
646,1367,746,1.0,1,2.0,Tm55,[],All Machines,Teaches Scald to a compatible Pokémon. (Gen IV: Brine),Tm55,Machines,Teaches the move Brine/Scald/Ice Beam.,https://img.pokemondb.net/sprites/items/tm-water.png
647,1368,747,1.0,1,2.0,Tm56,[],All Machines,Teaches Fling to a compatible Pokémon.,Tm56,Machines,Teaches the move Fling/Stealth Rock/U-turn.,https://img.pokemondb.net/sprites/items/tm-dark.png
648,1369,748,1.0,1,2.0,Tm57,[],All Machines,Teaches Charge Beam to a compatible Pokémon.,Tm57,Machines,Teaches the move Charge Beam/Pay Day/Payback.,https://img.pokemondb.net/sprites/items/tm-electric.png
649,1370,749,1.0,1,2.0,Tm58,[],All Machines,Teaches Sky Drop to a compatible Pokémon. (Gen IV: Endure),Tm58,Machines,Teaches the move Endure/Sky Drop/Drill Run/Assurance.,https://img.pokemondb.net/sprites/items/tm-flying.png
650,1371,750,1.0,1,2.0,Tm59,[],All Machines,Teaches Incinerate to a compatible Pokémon. (Gen IV: Dragon Pulse),Tm59,Machines,Teaches the move Dragon Pulse/Incinerate/Brutal Swing/Dream Eater/Fling.,https://img.pokemondb.net/sprites/items/tm-dark.png
651,1372,751,1.0,1,2.0,Tm60,[],All Machines,Teaches Quash to a compatible Pokémon. (Gen IV: Drain Punch),Tm60,Machines,Teaches the move Drain Punch/Quash/Megahorn/Power Swap.,https://img.pokemondb.net/sprites/items/tm-dark.png
652,1373,752,1.0,1,2.0,Tm61,[],All Machines,Teaches Will-O-Wisp to a compatible Pokémon.,Tm61,Machines,Teaches the move Will-O-Wisp/Guard Swap.,https://img.pokemondb.net/sprites/items/tm-fire.png
653,1374,753,1.0,1,2.0,Tm62,[],All Machines,Teaches Acrobatics to a compatible Pokémon. (Gen IV: Silver Wind),Tm62,Machines,Teaches the move Silver Wind/Acrobatics/Speed Swap/Bug Buzz.,https://img.pokemondb.net/sprites/items/tm-flying.png
654,1375,754,1.0,1,2.0,Tm63,[],All Machines,Teaches Embargo to a compatible Pokémon.,Tm63,Machines,Teaches the move Embargo/Drain Punch/Nasty Plot.,https://img.pokemondb.net/sprites/items/tm-dark.png
655,1376,755,1.0,1,2.0,Tm64,[],All Machines,Teaches Explosion to a compatible Pokémon.,Tm64,Machines,Teaches the move Explosion/Avalanche.,https://img.pokemondb.net/sprites/items/tm-normal.png
656,1377,756,1.0,1,2.0,Tm65,[],All Machines,Teaches Shadow Claw to a compatible Pokémon.,Tm65,Machines,Teaches the move Shadow Claw.,https://img.pokemondb.net/sprites/items/tm-ghost.png
657,1378,757,1.0,1,2.0,Tm66,[],All Machines,Teaches Payback to a compatible Pokémon.,Tm66,Machines,Teaches the move Payback/Thunder Fang.,https://img.pokemondb.net/sprites/items/tm-dark.png
658,1379,758,1.0,1,2.0,Tm67,[],All Machines,Teaches Retaliate to a compatible Pokémon. (Gen IV: Recycle),Tm67,Machines,Teaches the move Recycle/Retaliate/Smart Strike/Ice Fang.,https://img.pokemondb.net/sprites/items/tm-steel.png
659,1380,759,1.0,1,2.0,Tm68,[],All Machines,Teaches Giga Impact to a compatible Pokémon.,Tm68,Machines,Teaches the move Giga Impact/Fire Fang.,https://img.pokemondb.net/sprites/items/tm-normal.png
660,1381,760,1.0,1,2.0,Tm69,[],All Machines,Teaches Rock Polish to a compatible Pokémon.,Tm69,Machines,Teaches the move Rock Polish/Psycho Cut.,https://img.pokemondb.net/sprites/items/tm-rock.png
661,1382,761,1.0,1,2.0,Tm70,[],All Machines,Teaches Flash to a compatible Pokémon.,Tm70,Machines,Teaches the move Flash/Aurora Veil/Trick Room.,https://img.pokemondb.net/sprites/items/tm-ice.png
662,1383,762,1.0,1,2.0,Tm71,[],All Machines,Teaches Stone Edge to a compatible Pokémon.,Tm71,Machines,Teaches the move Stone Edge/Wonder Room.,https://img.pokemondb.net/sprites/items/tm-rock.png
663,1384,763,1.0,1,2.0,Tm72,[],All Machines,Teaches Volt Switch to a compatible Pokémon. (Gen IV: Avalanche),Tm72,Machines,Teaches the move Avalanche/Volt Switch/Magic Room.,https://img.pokemondb.net/sprites/items/tm-electric.png
664,1385,764,1.0,1,2.0,Tm73,[],All Machines,Teaches Thunder Wave to a compatible Pokémon.,Tm73,Machines,Teaches the move Thunder Wave/Cross Poison.,https://img.pokemondb.net/sprites/items/tm-electric.png
665,1386,765,1.0,1,2.0,Tm74,[],All Machines,Teaches Gyro Ball to a compatible Pokémon.,Tm74,Machines,Teaches the move Gyro Ball/Venoshock.,https://img.pokemondb.net/sprites/items/tm-steel.png
666,1387,766,1.0,1,2.0,Tm75,[],All Machines,Teaches Swords Dance to a compatible Pokémon.,Tm75,Machines,Teaches the move Swords Dance/Low Sweep.,https://img.pokemondb.net/sprites/items/tm-normal.png
667,1388,767,1.0,1,2.0,Tm76,[],All Machines,Teaches Struggle Bug to a compatible Pokémon. (Gen IV: Stealth Rock),Tm76,Machines,Teaches the move Stealth Rock/Struggle Bug/Fly/Round.,https://img.pokemondb.net/sprites/items/tm-flying.png
668,1389,768,1.0,1,2.0,Tm77,[],All Machines,Teaches Psych Up to a compatible Pokémon.,Tm77,Machines,Teaches the move Psych Up/Hex.,https://img.pokemondb.net/sprites/items/tm-normal.png
669,1390,769,1.0,1,2.0,Tm78,[],All Machines,Teaches Bulldoze to a compatible Pokémon. (Gen IV: Captivate),Tm78,Machines,Teaches the move Captivate/Bulldoze/Acrobatics/Snarl.,https://img.pokemondb.net/sprites/items/tm-ground.png
670,1391,770,1.0,1,2.0,Tm79,[],All Machines,Teaches Frost Breath to a compatible Pokémon. (Gen IV: Dark Pulse),Tm79,Machines,Teaches the move Dark Pulse/Frost Breath/Retaliate.,https://img.pokemondb.net/sprites/items/tm-ice.png
671,1392,771,1.0,1,2.0,Tm80,[],All Machines,Teaches Rock Slide to a compatible Pokémon.,Tm80,Machines,Teaches the move Rock Slide/Volt Switch.,https://img.pokemondb.net/sprites/items/tm-rock.png
672,1393,772,1.0,1,2.0,Tm81,[],All Machines,Teaches X-Scissor to a compatible Pokémon.,Tm81,Machines,Teaches the move X-Scissor/Bulldoze.,https://img.pokemondb.net/sprites/items/tm-bug.png
673,1394,773,1.0,1,2.0,Tm82,[],All Machines,Teaches Dragon Tail to a compatible Pokémon. (Gen IV: Sleep Talk),Tm82,Machines,Teaches the move Sleep Talk/Dragon Tail/Electroweb.,https://img.pokemondb.net/sprites/items/tm-dragon.png
674,1395,774,1.0,1,2.0,Tm83,[],All Machines,Teaches Work Up to a compatible Pokémon. (Gen IV: Natural Gift),Tm83,Machines,Teaches the move Natural Gift/Work Up/Infestation/Razor Shell/Bulldoze.,https://img.pokemondb.net/sprites/items/tm-bug.png
675,1396,775,1.0,1,2.0,Tm84,[],All Machines,Teaches Poison Jab to a compatible Pokémon.,Tm84,Machines,Teaches the move Poison Jab/Tail Slap.,https://img.pokemondb.net/sprites/items/tm-poison.png
676,1397,776,1.0,1,2.0,Tm85,[],All Machines,Teaches Dream Eater to a compatible Pokémon.,Tm85,Machines,Teaches the move Dream Eater/Snarl.,https://img.pokemondb.net/sprites/items/tm-psychic.png
677,1398,777,1.0,1,2.0,Tm86,[],All Machines,Teaches Grass Knot to a compatible Pokémon.,Tm86,Machines,Teaches the move Grass Knot/Phantom Force.,https://img.pokemondb.net/sprites/items/tm-grass.png
678,1399,778,1.0,1,2.0,Tm87,[],All Machines,Teaches Swagger to a compatible Pokémon.,Tm87,Machines,Teaches the move Swagger/Draining Kiss.,https://img.pokemondb.net/sprites/items/tm-normal.png
679,1400,779,1.0,1,2.0,Tm88,[],All Machines,Teaches Pluck to a compatible Pokémon.,Tm88,Machines,Teaches the move Pluck/Sleep Talk/Grassy Terrain.,https://img.pokemondb.net/sprites/items/tm-normal.png
680,1401,780,1.0,1,2.0,Tm89,[],All Machines,Teaches U-turn to a compatible Pokémon.,Tm89,Machines,Teaches the move U-turn/Misty Terrain.,https://img.pokemondb.net/sprites/items/tm-bug.png
681,1402,781,1.0,1,2.0,Tm90,[],All Machines,Teaches Substitute to a compatible Pokémon.,Tm90,Machines,Teaches the move Substitute/Electric Terrain.,https://img.pokemondb.net/sprites/items/tm-normal.png
682,1403,782,1.0,1,2.0,Tm91,[],All Machines,Teaches Flash Cannon to a compatible Pokémon.,Tm91,Machines,Teaches the move Flash Cannon/Psychic Terrain.,https://img.pokemondb.net/sprites/items/tm-steel.png
683,1404,783,1.0,1,2.0,Tm92,[],All Machines,Teaches Trick Room to a compatible Pokémon.,Tm92,Machines,Teaches the move Trick Room/Mystical Fire.,https://img.pokemondb.net/sprites/items/tm-psychic.png
684,1405,784,1.0,1,2.0,Tm93,[],All Machines,Teaches Wild Charge to a compatible Pokémon.,Tm93,Machines,Teaches the move Wild Charge/Eerie Impulse/Cut.,https://img.pokemondb.net/sprites/items/tm-electric.png
685,1406,785,1.0,1,2.0,Tm94,[],All Machines,Teaches Rock Smash to a compatible Pokémon.,Tm94,Machines,Teaches the move Rock Smash/Surf/False Swipe/Fly.,https://img.pokemondb.net/sprites/items/tm-fighting.png
686,1407,786,1.0,1,2.0,Tm95,[],All Machines,Teaches Snarl to a compatible Pokémon.,Tm95,Machines,Teaches the move Snarl/Air Slash/Surf.,https://img.pokemondb.net/sprites/items/tm-dark.png
687,1408,787,1.0,1,2.0,Tm96,[],All Machines,Teaches a Pokémon TM96.,Tm96,Machines,Teaches the move Nature Power/Smart Strike/Strength.,https://img.pokemondb.net/sprites/items/tm-normal.png
688,1409,788,1.0,1,2.0,Tm97,[],All Machines,Teaches a Pokémon TM97.,Tm97,Machines,Teaches the move Dark Pulse/Brutal Swing/Defog.,https://img.pokemondb.net/sprites/items/tm-dark.png
689,1410,789,1.0,1,2.0,Tm98,[],All Machines,Teaches a Pokémon TM98.,Tm98,Machines,Teaches the move Power-Up Punch/Waterfall/Stomping Tantrum/Rock Smash.,https://img.pokemondb.net/sprites/items/tm-water.png
690,1411,790,1.0,1,2.0,Tm99,[],All Machines,Teaches a Pokémon TM99.,Tm99,Machines,Teaches the move Dazzling Gleam/Breaking Swipe/Waterfall.,https://img.pokemondb.net/sprites/items/tm-fairy.png
691,1412,791,1.0,1,2.0,Tmv Pass,[],Gameplay,Permits access to Kiloude City.,Tmv Pass,General items,A commuter pass that allows the holder to ride the TMV between Lumiose City and Kiloude City at any time.,https://img.pokemondb.net/sprites/items/tmv-pass.png
692,1413,792,1.0,1,2.0,Tough Candy,[],Vitamins,,Tough Candy,Medicine,Increases a Pokémon's Defense stat by 1.,https://img.pokemondb.net/sprites/items/tough-candy.png
693,1414,793,1.0,1,2.0,Tough Candy L,[],Vitamins,,Tough Candy L,Medicine,Increases a Pokémon's Defense stat.,https://img.pokemondb.net/sprites/items/tough-candy-l.png
694,1415,794,1.0,1,2.0,Tough Candy Xl,[],Vitamins,,Tough Candy Xl,Medicine,Increases a Pokémon's Defense stat.,https://img.pokemondb.net/sprites/items/tough-candy-xl.png
695,1417,795,1.0,1,2.0,Toxic Orb,"['holdable', 'holdable-active']",Bad Held Items,Held: Inflicts Toxic on the holder at the end of the turn. Activates after Poison damage would occur.,Toxic Orb,Hold items,An item to be held by a Pokémon. It is a bizarre orb that badly poisons the holder in battle.,https://img.pokemondb.net/sprites/items/toxic-orb.png
696,1418,796,1.0,1,2.0,Toxic Plate,"['holdable', 'holdable-active', 'underground']",Plates,Held: Posion-Type moves from holder do 20% more damage. Changes Arceus's and Judgment's type to Posion.,Toxic Plate,Hold items,Increases power of Poison-type moves. Changes Arceus' type to Poison.,https://img.pokemondb.net/sprites/items/toxic-plate.png
697,1419,797,1.0,1,2.0,Tr00,[],All Machines,,Tr00,Machines,Teaches the move Swords Dance.,https://img.pokemondb.net/s.png
698,1420,798,1.0,1,2.0,Tr01,[],All Machines,,Tr01,Machines,Teaches the move Body Slam.,https://img.pokemondb.net/s.png
699,1421,799,1.0,1,2.0,Tr02,[],All Machines,,Tr02,Machines,Teaches the move Flamethrower.,https://img.pokemondb.net/s.png
700,1422,800,1.0,1,2.0,Tr03,[],All Machines,,Tr03,Machines,Teaches the move Hydro Pump.,https://img.pokemondb.net/s.png
701,1423,801,1.0,1,2.0,Tr04,[],All Machines,,Tr04,Machines,Teaches the move Surf.,https://img.pokemondb.net/s.png
702,1424,802,1.0,1,2.0,Tr05,[],All Machines,,Tr05,Machines,Teaches the move Ice Beam.,https://img.pokemondb.net/s.png
703,1425,803,1.0,1,2.0,Tr06,[],All Machines,,Tr06,Machines,Teaches the move Blizzard.,https://img.pokemondb.net/s.png
704,1426,804,1.0,1,2.0,Tr07,[],All Machines,,Tr07,Machines,Teaches the move Low Kick.,https://img.pokemondb.net/s.png
705,1427,805,1.0,1,2.0,Tr08,[],All Machines,,Tr08,Machines,Teaches the move Thunderbolt.,https://img.pokemondb.net/s.png
706,1428,806,1.0,1,2.0,Tr09,[],All Machines,,Tr09,Machines,Teaches the move Thunder.,https://img.pokemondb.net/s.png
707,1429,807,1.0,1,2.0,Tr10,[],All Machines,,Tr10,Machines,Teaches the move Earthquake.,https://img.pokemondb.net/s.png
708,1430,808,1.0,1,2.0,Tr11,[],All Machines,,Tr11,Machines,Teaches the move Psychic.,https://img.pokemondb.net/s.png
709,1431,809,1.0,1,2.0,Tr12,[],All Machines,,Tr12,Machines,Teaches the move Agility.,https://img.pokemondb.net/s.png
710,1432,810,1.0,1,2.0,Tr13,[],All Machines,,Tr13,Machines,Teaches the move Focus Energy.,https://img.pokemondb.net/s.png
711,1433,811,1.0,1,2.0,Tr14,[],All Machines,,Tr14,Machines,Teaches the move Metronome.,https://img.pokemondb.net/s.png
712,1434,812,1.0,1,2.0,Tr15,[],All Machines,,Tr15,Machines,Teaches the move Fire Blast.,https://img.pokemondb.net/s.png
713,1435,813,1.0,1,2.0,Tr16,[],All Machines,,Tr16,Machines,Teaches the move Waterfall.,https://img.pokemondb.net/s.png
714,1436,814,1.0,1,2.0,Tr17,[],All Machines,,Tr17,Machines,Teaches the move Amnesia.,https://img.pokemondb.net/s.png
715,1437,815,1.0,1,2.0,Tr18,[],All Machines,,Tr18,Machines,Teaches the move Leech Life.,https://img.pokemondb.net/s.png
716,1438,816,1.0,1,2.0,Tr19,[],All Machines,,Tr19,Machines,Teaches the move Tri Attack.,https://img.pokemondb.net/s.png
717,1439,817,1.0,1,2.0,Tr20,[],All Machines,,Tr20,Machines,Teaches the move Substitute.,https://img.pokemondb.net/s.png
718,1440,818,1.0,1,2.0,Tr21,[],All Machines,,Tr21,Machines,Teaches the move Reversal.,https://img.pokemondb.net/s.png
719,1441,819,1.0,1,2.0,Tr22,[],All Machines,,Tr22,Machines,Teaches the move Sludge Bomb.,https://img.pokemondb.net/s.png
720,1442,820,1.0,1,2.0,Tr23,[],All Machines,,Tr23,Machines,Teaches the move Spikes.,https://img.pokemondb.net/s.png
721,1443,821,1.0,1,2.0,Tr24,[],All Machines,,Tr24,Machines,Teaches the move Outrage.,https://img.pokemondb.net/s.png
722,1444,822,1.0,1,2.0,Tr25,[],All Machines,,Tr25,Machines,Teaches the move Psyshock.,https://img.pokemondb.net/s.png
723,1445,823,1.0,1,2.0,Tr26,[],All Machines,,Tr26,Machines,Teaches the move Endure.,https://img.pokemondb.net/s.png
724,1446,824,1.0,1,2.0,Tr27,[],All Machines,,Tr27,Machines,Teaches the move Sleep Talk.,https://img.pokemondb.net/s.png
725,1447,825,1.0,1,2.0,Tr28,[],All Machines,,Tr28,Machines,Teaches the move Megahorn.,https://img.pokemondb.net/s.png
726,1448,826,1.0,1,2.0,Tr29,[],All Machines,,Tr29,Machines,Teaches the move Baton Pass.,https://img.pokemondb.net/s.png
