,Name,Category,Effect,sprite_url
675,Sweet Heart,Medicine,Very sweet chocolate. It restores the HP of one Pokémon by only 20 points.,https://img.pokemondb.net/sprites/items/sweet-heart.png
676,Swift Wing,Medicine,Increases Speed EVs by 1.,https://img.pokemondb.net/sprites/items/swift-wing.png
677,Swordcap,General items,NA,https://img.pokemondb.net/s.png
678,Tamato Berry,Berries,Increases Friendship but lowers Speed EVs.,https://img.pokemondb.net/sprites/items/tamato-berry.png
679,Tanga Berry,Berries,Weakens a supereffective Bug-type attack against the holding Pokémon.,https://img.pokemondb.net/sprites/items/tanga-berry.png
680,Tapunium Z,Hold items,"Allows the Tapus to upgrade Nature's Madness to a Z-Move, Guardian of Alola.",https://img.pokemondb.net/sprites/items/tapunium-z.png
681,Tart Apple,Hold items,Evolves Applin into Flapple.,https://img.pokemondb.net/s.png
682,Terrain Extender,Hold items,An item to be held by a Pokémon. It extends the duration of the terrain caused by the holder's move or Ability.,https://img.pokemondb.net/sprites/items/terrain-extender.png
683,Thick Club,Hold items,Increases Attack when held by Cubone or Marowak.,https://img.pokemondb.net/sprites/items/thick-club.png
684,Throat Spray,Hold items,Raises Sp. Atk when a sound-based move is used.,https://img.pokemondb.net/s.png
685,Thunder Stone,General items,Evolves certain species of Pokémon.,https://img.pokemondb.net/sprites/items/thunder-stone.png
686,Timer Ball,Pokeballs,A somewhat different BALL that becomes progressively better the more turns there are in a battle.,https://img.pokemondb.net/sprites/items/timer-ball.png
687,Timid Mint,Battle items,Changes the Pokémon's stats to match the Timid nature.,https://img.pokemondb.net/s.png
688,Tin of Beans,General items,"One of the many ingredients that can be used for cooking at your camp. When simmered, the beans suffuse a dish with their mild flavor.",https://img.pokemondb.net/s.png
689,Tiny Mushroom,General items,A small and rare mushroom. It is sought after by collectors.,https://img.pokemondb.net/sprites/items/tiny-mushroom.png
690,TM00,Machines,Teaches the move Mega Punch.,https://img.pokemondb.net/s.png
691,TM01,Machines,Teaches the move Mega Punch/Dynamic Punch/Focus Punch/Hone Claws/Work Up/Headbutt/Mega Kick.,https://img.pokemondb.net/sprites/items/tm-normal.png
692,TM02,Machines,Teaches the move Razor Wind/Headbutt/Dragon Claw/Taunt/Pay Day.,https://img.pokemondb.net/sprites/items/tm-dragon.png
693,TM03,Machines,Teaches the move Swords Dance/Curse/Water Pulse/Psyshock/Helping Hand/Fire Punch.,https://img.pokemondb.net/sprites/items/tm-psychic.png
694,TM04,Machines,Teaches the move Whirlwind/Rollout/Calm Mind/Teleport/Ice Punch.,https://img.pokemondb.net/sprites/items/tm-psychic.png
695,TM05,Machines,Teaches the move Mega Kick/Roar/Rest/Thunder Punch.,https://img.pokemondb.net/sprites/items/tm-normal.png
696,TM06,Machines,Teaches the move Toxic/Light Screen/Fly.,https://img.pokemondb.net/sprites/items/tm-poison.png
697,TM07,Machines,Teaches the move Horn Drill/Zap Cannon/Hail/Protect/Pin Missile.,https://img.pokemondb.net/sprites/items/tm-ice.png
698,TM08,Machines,Teaches the move Body Slam/Rock Smash/Bulk Up/Substitute/Hyper Beam.,https://img.pokemondb.net/sprites/items/tm-fighting.png
699,TM09,Machines,Teaches the move Take Down/Psych Up/Bullet Seed/Venoshock/Reflect/Giga Impact.,https://img.pokemondb.net/sprites/items/tm-poison.png
700,TM10,Machines,Teaches the move Double-Edge/Hidden Power/Dig/Magical Leaf/Work Up.,https://img.pokemondb.net/sprites/items/tm-normal.png
701,TM100,Machines,Teaches the move Confide/Rock Climb.,https://img.pokemondb.net/sprites/items/tm-normal.png
702,TM11,Machines,Teaches the move BubbleBeam/Sunny Day/Will-O-Wisp/Solar Beam.,https://img.pokemondb.net/sprites/items/tm-fire.png
703,TM12,Machines,Teaches the move Water Gun/Sweet Scent/Taunt/Facade/Solar Blade.,https://img.pokemondb.net/sprites/items/tm-dark.png
704,TM13,Machines,Teaches the move Ice Beam/Snore/Brick Break/Fire Spin.,https://img.pokemondb.net/sprites/items/tm-ice.png
705,TM14,Machines,Teaches the move Blizzard/Fly/Thunder Wave.,https://img.pokemondb.net/sprites/items/tm-ice.png
706,TM15,Machines,Teaches the move Hyper Beam/Seismic Toss/Dig.,https://img.pokemondb.net/sprites/items/tm-normal.png
707,TM16,Machines,Teaches the move Pay Day/Icy Wind/Light Screen/Thunder Wave/Screech.,https://img.pokemondb.net/sprites/items/tm-psychic.png
708,TM17,Machines,Teaches the move Submission/Protect/Dragon Tail/Light Screen.,https://img.pokemondb.net/sprites/items/tm-normal.png
709,TM18,Machines,Teaches the move Counter/Rain Dance/U-turn/Reflect.,https://img.pokemondb.net/sprites/items/tm-water.png
710,TM19,Machines,Teaches the move Seismic Toss/Giga Drain/Telekinesis/Roost/Iron Tail/Safeguard.,https://img.pokemondb.net/sprites/items/tm-flying.png
711,TM20,Machines,Teaches the move Rage/Endure/Safeguard/Dark Pulse/Self-Destruct.,https://img.pokemondb.net/sprites/items/tm-normal.png
712,TM21,Machines,Teaches the move Mega Drain/Frustration/Foul Play/Rest/Dazzling Gleam.,https://img.pokemondb.net/sprites/items/tm-normal.png
713,TM22,Machines,Teaches the move SolarBeam/Rock Slide.,https://img.pokemondb.net/sprites/items/tm-grass.png
714,TM23,Machines,Teaches the move Dragon Rage/Iron Tail/Smack Down/Thunder Punch/Thief.,https://img.pokemondb.net/sprites/items/tm-rock.png
715,TM24,Machines,Teaches the move Thunderbolt/DragonBreath/X-Scissor/Snore.,https://img.pokemondb.net/sprites/items/tm-electric.png
716,TM25,Machines,Teaches the move Thunder/Waterfall/Protect.,https://img.pokemondb.net/sprites/items/tm-electric.png
717,TM26,Machines,Teaches the move Earthquake/Poison Jab/Scary Face.,https://img.pokemondb.net/sprites/items/tm-ground.png
718,TM27,Machines,Teaches the move Fissure/Return/Toxic/Icy Wind/Low Sweep.,https://img.pokemondb.net/sprites/items/tm-normal.png
719,TM28,Machines,Teaches the move Dig/Leech Life/Tri Attack/Giga Drain.,https://img.pokemondb.net/sprites/items/tm-bug.png
720,TM29,Machines,Teaches the move Psychic/Scald/Charm.,https://img.pokemondb.net/sprites/items/tm-psychic.png
721,TM30,Machines,Teaches the move Teleport/Shadow Ball/Bulk Up/Steel Wing.,https://img.pokemondb.net/sprites/items/tm-ghost.png
722,TM31,Machines,Teaches the move Mimic/Mud-Slap/Brick Break/Fire Punch/Attract.,https://img.pokemondb.net/sprites/items/tm-fighting.png
723,TM32,Machines,Teaches the move Double Team/Dazzling Gleam/Sandstorm.,https://img.pokemondb.net/sprites/items/tm-normal.png
724,TM33,Machines,Teaches the move Ice Punch/Reflect/Calm Mind/Rain Dance.,https://img.pokemondb.net/sprites/items/tm-psychic.png
725,TM34,Machines,Teaches the move Bide/Swagger/Shock Wave/Sludge Wave/Dragon Pulse/Sunny Day.,https://img.pokemondb.net/sprites/items/tm-poison.png
726,TM35,Machines,Teaches the move Metronome/Sleep Talk/Flamethrower/Ice Punch/Hail.,https://img.pokemondb.net/sprites/items/tm-fire.png
727,TM36,Machines,Teaches the move Self-Destruct/Sludge Bomb/Thunderbolt/Whirlpool.,https://img.pokemondb.net/sprites/items/tm-poison.png
728,TM37,Machines,Teaches the move Egg Bomb/Sandstorm/Flamethrower/Beat Up.,https://img.pokemondb.net/sprites/items/tm-rock.png
729,TM38,Machines,Teaches the move Fire Blast/Thunder/Will-O-Wisp.,https://img.pokemondb.net/sprites/items/tm-fire.png
730,TM39,Machines,Teaches the move Swift/Rock Tomb/Outrage/Facade.,https://img.pokemondb.net/sprites/items/tm-rock.png
731,TM40,Machines,Teaches the move Skull Bash/Defense Curl/Aerial Ace/Psychic/Swift.,https://img.pokemondb.net/sprites/items/tm-flying.png
732,TM41,Machines,Teaches the move Softboiled/Thunder Punch/Torment/Earthquake/Helping Hand.,https://img.pokemondb.net/sprites/items/tm-dark.png
733,TM42,Machines,Teaches the move Dream Eater/Facade/Self-Destruct/Revenge.,https://img.pokemondb.net/sprites/items/tm-normal.png
734,TM43,Machines,Teaches the move Sky Attack/Detect/Secret Power/Flame Charge/Shadow Ball/Brick Break/Volt Switch.,https://img.pokemondb.net/sprites/items/tm-fire.png
735,TM44,Machines,Teaches the move Rest/Play Rough/Imprison.,https://img.pokemondb.net/sprites/items/tm-psychic.png
736,TM45,Machines,Teaches the move Thunder Wave/Attract/Solar Beam/Dive.,https://img.pokemondb.net/sprites/items/tm-normal.png
737,TM46,Machines,Teaches the move Psywave/Thief/Fire Blast/Weather Ball.,https://img.pokemondb.net/sprites/items/tm-dark.png
738,TM47,Machines,Teaches the move Explosion/Steel Wing/Low Sweep/Surf/Fake Tears.,https://img.pokemondb.net/sprites/items/tm-fighting.png
739,TM48,Machines,Teaches the move Rock Slide/Fire Punch/Skill Swap/Round/Hyper Beam/Rock Tomb.,https://img.pokemondb.net/sprites/items/tm-normal.png
740,TM49,Machines,Teaches the move Tri Attack/Fury Cutter/Snatch/Echoed Voice/Superpower/Sand Tomb/Scald.,https://img.pokemondb.net/sprites/items/tm-normal.png
741,TM50,Machines,Teaches the move Substitute/Nightmare/Overheat/Roost/Bullet Seed.,https://img.pokemondb.net/sprites/items/tm-fire.png
742,TM51,Machines,Teaches the move Roost/Ally Switch/Steel Wing/Blizzard/Icicle Spear.,https://img.pokemondb.net/sprites/items/tm-steel.png
743,TM52,Machines,Teaches the move Focus Blast/Sludge Bomb/Bounce.,https://img.pokemondb.net/sprites/items/tm-fighting.png
744,TM53,Machines,Teaches the move Energy Ball/Mega Drain/Mud Shot.,https://img.pokemondb.net/sprites/items/tm-grass.png
745,TM54,Machines,Teaches the move False Swipe/Flash Cannon/Rock Blast.,https://img.pokemondb.net/sprites/items/tm-normal.png
746,TM55,Machines,Teaches the move Brine/Scald/Ice Beam.,https://img.pokemondb.net/sprites/items/tm-water.png
747,TM56,Machines,Teaches the move Fling/Stealth Rock/U-turn.,https://img.pokemondb.net/sprites/items/tm-dark.png
748,TM57,Machines,Teaches the move Charge Beam/Pay Day/Payback.,https://img.pokemondb.net/sprites/items/tm-electric.png
749,TM58,Machines,Teaches the move Endure/Sky Drop/Drill Run/Assurance.,https://img.pokemondb.net/sprites/items/tm-flying.png
750,TM59,Machines,Teaches the move Dragon Pulse/Incinerate/Brutal Swing/Dream Eater/Fling.,https://img.pokemondb.net/sprites/items/tm-dark.png
751,TM60,Machines,Teaches the move Drain Punch/Quash/Megahorn/Power Swap.,https://img.pokemondb.net/sprites/items/tm-dark.png
752,TM61,Machines,Teaches the move Will-O-Wisp/Guard Swap.,https://img.pokemondb.net/sprites/items/tm-fire.png
753,TM62,Machines,Teaches the move Silver Wind/Acrobatics/Speed Swap/Bug Buzz.,https://img.pokemondb.net/sprites/items/tm-flying.png
754,TM63,Machines,Teaches the move Embargo/Drain Punch/Nasty Plot.,https://img.pokemondb.net/sprites/items/tm-dark.png
755,TM64,Machines,Teaches the move Explosion/Avalanche.,https://img.pokemondb.net/sprites/items/tm-normal.png
756,TM65,Machines,Teaches the move Shadow Claw.,https://img.pokemondb.net/sprites/items/tm-ghost.png
757,TM66,Machines,Teaches the move Payback/Thunder Fang.,https://img.pokemondb.net/sprites/items/tm-dark.png
758,TM67,Machines,Teaches the move Recycle/Retaliate/Smart Strike/Ice Fang.,https://img.pokemondb.net/sprites/items/tm-steel.png
759,TM68,Machines,Teaches the move Giga Impact/Fire Fang.,https://img.pokemondb.net/sprites/items/tm-normal.png
760,TM69,Machines,Teaches the move Rock Polish/Psycho Cut.,https://img.pokemondb.net/sprites/items/tm-rock.png
761,TM70,Machines,Teaches the move Flash/Aurora Veil/Trick Room.,https://img.pokemondb.net/sprites/items/tm-ice.png
762,TM71,Machines,Teaches the move Stone Edge/Wonder Room.,https://img.pokemondb.net/sprites/items/tm-rock.png
763,TM72,Machines,Teaches the move Avalanche/Volt Switch/Magic Room.,https://img.pokemondb.net/sprites/items/tm-electric.png
764,TM73,Machines,Teaches the move Thunder Wave/Cross Poison.,https://img.pokemondb.net/sprites/items/tm-electric.png
765,TM74,Machines,Teaches the move Gyro Ball/Venoshock.,https://img.pokemondb.net/sprites/items/tm-steel.png
766,TM75,Machines,Teaches the move Swords Dance/Low Sweep.,https://img.pokemondb.net/sprites/items/tm-normal.png
767,TM76,Machines,Teaches the move Stealth Rock/Struggle Bug/Fly/Round.,https://img.pokemondb.net/sprites/items/tm-flying.png
768,TM77,Machines,Teaches the move Psych Up/Hex.,https://img.pokemondb.net/sprites/items/tm-normal.png
769,TM78,Machines,Teaches the move Captivate/Bulldoze/Acrobatics/Snarl.,https://img.pokemondb.net/sprites/items/tm-ground.png
770,TM79,Machines,Teaches the move Dark Pulse/Frost Breath/Retaliate.,https://img.pokemondb.net/sprites/items/tm-ice.png
771,TM80,Machines,Teaches the move Rock Slide/Volt Switch.,https://img.pokemondb.net/sprites/items/tm-rock.png
772,TM81,Machines,Teaches the move X-Scissor/Bulldoze.,https://img.pokemondb.net/sprites/items/tm-bug.png
773,TM82,Machines,Teaches the move Sleep Talk/Dragon Tail/Electroweb.,https://img.pokemondb.net/sprites/items/tm-dragon.png
774,TM83,Machines,Teaches the move Natural Gift/Work Up/Infestation/Razor Shell/Bulldoze.,https://img.pokemondb.net/sprites/items/tm-bug.png
775,TM84,Machines,Teaches the move Poison Jab/Tail Slap.,https://img.pokemondb.net/sprites/items/tm-poison.png
776,TM85,Machines,Teaches the move Dream Eater/Snarl.,https://img.pokemondb.net/sprites/items/tm-psychic.png
777,TM86,Machines,Teaches the move Grass Knot/Phantom Force.,https://img.pokemondb.net/sprites/items/tm-grass.png
778,TM87,Machines,Teaches the move Swagger/Draining Kiss.,https://img.pokemondb.net/sprites/items/tm-normal.png
779,TM88,Machines,Teaches the move Pluck/Sleep Talk/Grassy Terrain.,https://img.pokemondb.net/sprites/items/tm-normal.png
780,TM89,Machines,Teaches the move U-turn/Misty Terrain.,https://img.pokemondb.net/sprites/items/tm-bug.png
781,TM90,Machines,Teaches the move Substitute/Electric Terrain.,https://img.pokemondb.net/sprites/items/tm-normal.png
782,TM91,Machines,Teaches the move Flash Cannon/Psychic Terrain.,https://img.pokemondb.net/sprites/items/tm-steel.png
783,TM92,Machines,Teaches the move Trick Room/Mystical Fire.,https://img.pokemondb.net/sprites/items/tm-psychic.png
784,TM93,Machines,Teaches the move Wild Charge/Eerie Impulse/Cut.,https://img.pokemondb.net/sprites/items/tm-electric.png
785,TM94,Machines,Teaches the move Rock Smash/Surf/False Swipe/Fly.,https://img.pokemondb.net/sprites/items/tm-fighting.png
786,TM95,Machines,Teaches the move Snarl/Air Slash/Surf.,https://img.pokemondb.net/sprites/items/tm-dark.png
787,TM96,Machines,Teaches the move Nature Power/Smart Strike/Strength.,https://img.pokemondb.net/sprites/items/tm-normal.png
788,TM97,Machines,Teaches the move Dark Pulse/Brutal Swing/Defog.,https://img.pokemondb.net/sprites/items/tm-dark.png
789,TM98,Machines,Teaches the move Power-Up Punch/Waterfall/Stomping Tantrum/Rock Smash.,https://img.pokemondb.net/sprites/items/tm-water.png
790,TM99,Machines,Teaches the move Dazzling Gleam/Breaking Swipe/Waterfall.,https://img.pokemondb.net/sprites/items/tm-fairy.png
791,TMV Pass,General items,A commuter pass that allows the holder to ride the TMV between Lumiose City and Kiloude City at any time.,https://img.pokemondb.net/sprites/items/tmv-pass.png
792,Tough Candy,Medicine,Increases a Pokémon's Defense stat by 1.,https://img.pokemondb.net/sprites/items/tough-candy.png
793,Tough Candy L,Medicine,Increases a Pokémon's Defense stat.,https://img.pokemondb.net/sprites/items/tough-candy-l.png
794,Tough Candy XL,Medicine,Increases a Pokémon's Defense stat.,https://img.pokemondb.net/sprites/items/tough-candy-xl.png
795,Toxic Orb,Hold items,An item to be held by a Pokémon. It is a bizarre orb that badly poisons the holder in battle.,https://img.pokemondb.net/sprites/items/toxic-orb.png
796,Toxic Plate,Hold items,Increases power of Poison-type moves. Changes Arceus' type to Poison.,https://img.pokemondb.net/sprites/items/toxic-plate.png
797,TR00,Machines,Teaches the move Swords Dance.,https://img.pokemondb.net/s.png
798,TR01,Machines,Teaches the move Body Slam.,https://img.pokemondb.net/s.png
799,TR02,Machines,Teaches the move Flamethrower.,https://img.pokemondb.net/s.png
800,TR03,Machines,Teaches the move Hydro Pump.,https://img.pokemondb.net/s.png
801,TR04,Machines,Teaches the move Surf.,https://img.pokemondb.net/s.png
802,TR05,Machines,Teaches the move Ice Beam.,https://img.pokemondb.net/s.png
803,TR06,Machines,Teaches the move Blizzard.,https://img.pokemondb.net/s.png
804,TR07,Machines,Teaches the move Low Kick.,https://img.pokemondb.net/s.png
805,TR08,Machines,Teaches the move Thunderbolt.,https://img.pokemondb.net/s.png
806,TR09,Machines,Teaches the move Thunder.,https://img.pokemondb.net/s.png
807,TR10,Machines,Teaches the move Earthquake.,https://img.pokemondb.net/s.png
808,TR11,Machines,Teaches the move Psychic.,https://img.pokemondb.net/s.png
809,TR12,Machines,Teaches the move Agility.,https://img.pokemondb.net/s.png
810,TR13,Machines,Teaches the move Focus Energy.,https://img.pokemondb.net/s.png
811,TR14,Machines,Teaches the move Metronome.,https://img.pokemondb.net/s.png
812,TR15,Machines,Teaches the move Fire Blast.,https://img.pokemondb.net/s.png
813,TR16,Machines,Teaches the move Waterfall.,https://img.pokemondb.net/s.png
814,TR17,Machines,Teaches the move Amnesia.,https://img.pokemondb.net/s.png
815,TR18,Machines,Teaches the move Leech Life.,https://img.pokemondb.net/s.png
816,TR19,Machines,Teaches the move Tri Attack.,https://img.pokemondb.net/s.png
817,TR20,Machines,Teaches the move Substitute.,https://img.pokemondb.net/s.png
818,TR21,Machines,Teaches the move Reversal.,https://img.pokemondb.net/s.png
819,TR22,Machines,Teaches the move Sludge Bomb.,https://img.pokemondb.net/s.png
820,TR23,Machines,Teaches the move Spikes.,https://img.pokemondb.net/s.png
821,TR24,Machines,Teaches the move Outrage.,https://img.pokemondb.net/s.png
822,TR25,Machines,Teaches the move Psyshock.,https://img.pokemondb.net/s.png
823,TR26,Machines,Teaches the move Endure.,https://img.pokemondb.net/s.png
824,TR27,Machines,Teaches the move Sleep Talk.,https://img.pokemondb.net/s.png
825,TR28,Machines,Teaches the move Megahorn.,https://img.pokemondb.net/s.png
826,TR29,Machines,Teaches the move Baton Pass.,https://img.pokemondb.net/s.png
827,TR30,Machines,Teaches the move Encore.,https://img.pokemondb.net/s.png
828,TR31,Machines,Teaches the move Iron Tail.,https://img.pokemondb.net/s.png
829,TR32,Machines,Teaches the move Crunch.,https://img.pokemondb.net/s.png
830,TR33,Machines,Teaches the move Shadow Ball.,https://img.pokemondb.net/s.png
831,TR34,Machines,Teaches the move Future Sight.,https://img.pokemondb.net/s.png
832,TR35,Machines,Teaches the move Uproar.,https://img.pokemondb.net/s.png
833,TR36,Machines,Teaches the move Heat Wave.,https://img.pokemondb.net/s.png
834,TR37,Machines,Teaches the move Taunt.,https://img.pokemondb.net/s.png
835,TR38,Machines,Teaches the move Trick.,https://img.pokemondb.net/s.png
836,TR39,Machines,Teaches the move Superpower.,https://img.pokemondb.net/s.png
837,TR40,Machines,Teaches the move Skill Swap.,https://img.pokemondb.net/s.png
838,TR41,Machines,Teaches the move Blaze Kick.,https://img.pokemondb.net/s.png
839,TR42,Machines,Teaches the move Hyper Voice.,https://img.pokemondb.net/s.png
840,TR43,Machines,Teaches the move Overheat.,https://img.pokemondb.net/s.png
841,TR44,Machines,Teaches the move Cosmic Power.,https://img.pokemondb.net/s.png
842,TR45,Machines,Teaches the move Muddy Water.,https://img.pokemondb.net/s.png
843,TR46,Machines,Teaches the move Iron Defense.,https://img.pokemondb.net/s.png
844,TR47,Machines,Teaches the move Dragon Claw.,https://img.pokemondb.net/s.png
845,TR48,Machines,Teaches the move Bulk Up.,https://img.pokemondb.net/s.png
846,TR49,Machines,Teaches the move Calm Mind.,https://img.pokemondb.net/s.png
847,TR50,Machines,Teaches the move Leaf Blade.,https://img.pokemondb.net/s.png
848,TR51,Machines,Teaches the move Dragon Dance.,https://img.pokemondb.net/s.png
849,TR52,Machines,Teaches the move Gyro Ball.,https://img.pokemondb.net/s.png
850,TR53,Machines,Teaches the move Close Combat.,https://img.pokemondb.net/s.png
851,TR54,Machines,Teaches the move Toxic Spikes.,https://img.pokemondb.net/s.png
852,TR55,Machines,Teaches the move Flare Blitz.,https://img.pokemondb.net/s.png
853,TR56,Machines,Teaches the move Aura Sphere.,https://img.pokemondb.net/s.png
854,TR57,Machines,Teaches the move Poison Jab.,https://img.pokemondb.net/s.png
855,TR58,Machines,Teaches the move Dark Pulse.,https://img.pokemondb.net/s.png
856,TR59,Machines,Teaches the move Seed Bomb.,https://img.pokemondb.net/s.png
857,TR60,Machines,Teaches the move X-Scissor.,https://img.pokemondb.net/s.png
858,TR61,Machines,Teaches the move Bug Buzz.,https://img.pokemondb.net/s.png
859,TR62,Machines,Teaches the move Dragon Pulse.,https://img.pokemondb.net/s.png
860,TR63,Machines,Teaches the move Power Gem.,https://img.pokemondb.net/s.png
861,TR64,Machines,Teaches the move Focus Blast.,https://img.pokemondb.net/s.png
862,TR65,Machines,Teaches the move Energy Ball.,https://img.pokemondb.net/s.png
863,TR66,Machines,Teaches the move Brave Bird.,https://img.pokemondb.net/s.png
864,TR67,Machines,Teaches the move Earth Power.,https://img.pokemondb.net/s.png
865,TR68,Machines,Teaches the move Nasty Plot.,https://img.pokemondb.net/s.png
866,TR69,Machines,Teaches the move Zen Headbutt.,https://img.pokemondb.net/s.png
867,TR70,Machines,Teaches the move Flash Cannon.,https://img.pokemondb.net/s.png
868,TR71,Machines,Teaches the move Leaf Storm.,https://img.pokemondb.net/s.png
869,TR72,Machines,Teaches the move Power Whip.,https://img.pokemondb.net/s.png
870,TR73,Machines,Teaches the move Gunk Shot.,https://img.pokemondb.net/s.png
871,TR74,Machines,Teaches the move Iron Head.,https://img.pokemondb.net/s.png
872,TR75,Machines,Teaches the move Stone Edge.,https://img.pokemondb.net/s.png
873,TR76,Machines,Teaches the move Stealth Rock.,https://img.pokemondb.net/s.png
874,TR77,Machines,Teaches the move Grass Knot.,https://img.pokemondb.net/s.png
875,TR78,Machines,Teaches the move Sludge Wave.,https://img.pokemondb.net/s.png
876,TR79,Machines,Teaches the move Heavy Slam.,https://img.pokemondb.net/s.png
877,TR80,Machines,Teaches the move Electro Ball.,https://img.pokemondb.net/s.png
878,TR81,Machines,Teaches the move Foul Play.,https://img.pokemondb.net/s.png
879,TR82,Machines,Teaches the move Stored Power.,https://img.pokemondb.net/s.png
880,TR83,Machines,Teaches the move Ally Switch.,https://img.pokemondb.net/s.png
881,TR84,Machines,Teaches the move Scald.,https://img.pokemondb.net/s.png
882,TR85,Machines,Teaches the move Work Up.,https://img.pokemondb.net/s.png
883,TR86,Machines,Teaches the move Wild Charge.,https://img.pokemondb.net/s.png
884,TR87,Machines,Teaches the move Drill Run.,https://img.pokemondb.net/s.png
885,TR88,Machines,Teaches the move Heat Crash.,https://img.pokemondb.net/s.png
886,TR89,Machines,Teaches the move Hurricane.,https://img.pokemondb.net/s.png
887,TR90,Machines,Teaches the move Play Rough.,https://img.pokemondb.net/s.png
888,TR91,Machines,Teaches the move Venom Drench.,https://img.pokemondb.net/s.png
889,TR92,Machines,Teaches the move Dazzling Gleam.,https://img.pokemondb.net/s.png
890,TR93,Machines,Teaches the move Darkest Lariat.,https://img.pokemondb.net/s.png
891,TR94,Machines,Teaches the move High Horsepower.,https://img.pokemondb.net/s.png
892,TR95,Machines,Teaches the move Throat Chop.,https://img.pokemondb.net/s.png
893,TR96,Machines,Teaches the move Pollen Puff.,https://img.pokemondb.net/s.png
894,TR97,Machines,Teaches the move Psychic Fangs.,https://img.pokemondb.net/s.png
895,TR98,Machines,Teaches the move Liquidation.,https://img.pokemondb.net/s.png
896,TR99,Machines,Teaches the move Body Press.,https://img.pokemondb.net/s.png
897,Tropical Shell,General items,NA,https://img.pokemondb.net/s.png
898,Tumblestone,General items,NA,https://img.pokemondb.net/s.png
899,Twice-Spiced Radish,General items,NA,https://img.pokemondb.net/s.png
900,Twisted Spoon,Hold items,Increases the power of Psychic-type moves.,https://img.pokemondb.net/sprites/items/twisted-spoon.png
901,Tyranitarite,Hold items,Enables Tyranitar to Mega Evolve during battle.,https://img.pokemondb.net/sprites/items/tyranitarite.png
902,Ultra Ball,Pokeballs,An ultra-performance Ball that provides a higher Pokémon catch rate than a Great Ball.,https://img.pokemondb.net/sprites/items/ultra-ball.png
903,Ultranecrozium Z,Hold items,"Allows Ultra Necrozma to upgrade Photon Geyser to a Z-Move, Light That Burns the Sky.",https://img.pokemondb.net/sprites/items/ultranecrozium-z.png
904,Upgrade,General items,Evolves Porygon when traded holding the item.,https://img.pokemondb.net/sprites/items/upgrade.png
905,Utility Umbrella,Hold items,An item to be held by a Pokémon. This sturdy umbrella protects the holder from the effects of weather.,https://img.pokemondb.net/s.png
906,Venusaurite,Hold items,Enables Venusaur to Mega Evolve during battle.,https://img.pokemondb.net/sprites/items/venusaurite.png
907,Vivichoke,General items,NA,https://img.pokemondb.net/s.png
908,Wacan Berry,Berries,Weakens a supereffective Electric-type attack against the holding Pokémon.,https://img.pokemondb.net/sprites/items/wacan-berry.png
909,Water Gem,Hold items,Increases the power of a Water-type move only once.,https://img.pokemondb.net/sprites/items/water-gem.png
910,Water Memory,Hold items,Changes Silvally and its move Multi-Attack to Water type.,https://img.pokemondb.net/sprites/items/water-memory.png
911,Water Stone,General items,Evolves certain species of Pokémon.,https://img.pokemondb.net/sprites/items/water-stone.png
912,Waterium Z,Hold items,"Allows the use of Hydro Vortex, the Water type Z-Move.",https://img.pokemondb.net/sprites/items/waterium-z.png
913,Watmel Berry,Berries,A Berry which is very rare in the Unova region. A maniac will buy it for a high price.,https://img.pokemondb.net/sprites/items/watmel-berry.png
914,Wave Incense,Hold items,Increases the power of Water-type moves. Breeding Mantine produces Mantyke when held.,https://img.pokemondb.net/sprites/items/wave-incense.png
915,Weakness Policy,Hold items,Sharply raises Attack and Special Attack if hit by a super-effective move.,https://img.pokemondb.net/sprites/items/weakness-policy.png
916,Wepear Berry,Berries,A Berry which is very rare in the Unova region. A maniac will buy it for a high price.,https://img.pokemondb.net/sprites/items/wepear-berry.png
917,Whipped Dream,General items,Evolves Swirlix when traded holding the item.,https://img.pokemondb.net/sprites/items/whipped-dream.png
918,White Apricorn,General items,A white Apricorn. It doesn't smell like anything.,https://img.pokemondb.net/sprites/items/white-apricorn.png
919,White Flute,General items,A toy flute made from white glass. A maniac will buy it for a high price.,https://img.pokemondb.net/sprites/items/white-flute.png
920,White Herb,Hold items,An item to be held by a POKéMON. It restores any lowered stat in battle. It can be used only once.,https://img.pokemondb.net/sprites/items/white-herb.png
921,Wide Lens,Hold items,Increases the accuracy of moves.,https://img.pokemondb.net/sprites/items/wide-lens.png
922,Wiki Berry,Berries,"Restores HP if it's low, but may cause confusion.",https://img.pokemondb.net/sprites/items/wiki-berry.png
923,Wing Ball,Pokeballs,NA,https://img.pokemondb.net/s.png
924,Wise Glasses,Hold items,Increases the power of Special-category moves.,https://img.pokemondb.net/sprites/items/wise-glasses.png
925,Wishing Piece,General items,Activates a Pokémon Den for a Max Raid Battle.,https://img.pokemondb.net/s.png
926,Wood,General items,NA,https://img.pokemondb.net/s.png
927,X Accuracy,Battle items,Raises Accuracy of a Pokémon in battle.,https://img.pokemondb.net/sprites/items/x-accuracy.png
928,X Accuracy 2,Battle items,Sharply raises Accuracy of a Pokémon in battle.,https://img.pokemondb.net/sprites/items/x-accuracy-2.png
929,X Accuracy 3,Battle items,Drastically raises Accuracy of a Pokémon in battle.,https://img.pokemondb.net/sprites/items/x-accuracy-3.png
930,X Accuracy 6,Battle items,Immensely raises Accuracy of a Pokémon in battle.,https://img.pokemondb.net/sprites/items/x-accuracy-6.png
