,#,Name,Type1,Type2,Variant,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,sprite_url
619,510,Liepard,Dark,NA,NA,446,64,88,50,88,50,106,https://img.pokemondb.net/sprites/sword-shield/icon/liepard.png
620,511,Pansage,Grass,NA,NA,316,50,53,48,53,48,64,https://img.pokemondb.net/sprites/sword-shield/icon/pansage.png
621,512,Simisage,Grass,NA,NA,498,75,98,63,98,63,101,https://img.pokemondb.net/sprites/sword-shield/icon/simisage.png
622,513,Pansear,Fire,NA,NA,316,50,53,48,53,48,64,https://img.pokemondb.net/sprites/sword-shield/icon/pansear.png
623,514,Simisear,Fire,NA,NA,498,75,98,63,98,63,101,https://img.pokemondb.net/sprites/sword-shield/icon/simisear.png
624,515,Panpour,Water,NA,NA,316,50,53,48,53,48,64,https://img.pokemondb.net/sprites/sword-shield/icon/panpour.png
625,516,Simipour,Water,NA,NA,498,75,98,63,98,63,101,https://img.pokemondb.net/sprites/sword-shield/icon/simipour.png
626,517,Munna,Psychic,NA,NA,292,76,25,45,67,55,24,https://img.pokemondb.net/sprites/sword-shield/icon/munna.png
627,518,Musharna,Psychic,NA,NA,487,116,55,85,107,95,29,https://img.pokemondb.net/sprites/sword-shield/icon/musharna.png
628,519,Pidove,Normal,Flying,NA,264,50,55,50,36,30,43,https://img.pokemondb.net/sprites/sword-shield/icon/pidove.png
629,520,Tranquill,Normal,Flying,NA,358,62,77,62,50,42,65,https://img.pokemondb.net/sprites/sword-shield/icon/tranquill.png
630,521,Unfezant,Normal,Flying,NA,488,80,115,80,65,55,93,https://img.pokemondb.net/sprites/sword-shield/icon/unfezant.png
631,522,Blitzle,Electric,NA,NA,295,45,60,32,50,32,76,https://img.pokemondb.net/sprites/sword-shield/icon/blitzle.png
632,523,Zebstrika,Electric,NA,NA,497,75,100,63,80,63,116,https://img.pokemondb.net/sprites/sword-shield/icon/zebstrika.png
633,524,Roggenrola,Rock,NA,NA,280,55,75,85,25,25,15,https://img.pokemondb.net/sprites/sword-shield/icon/roggenrola.png
634,525,Boldore,Rock,NA,NA,390,70,105,105,50,40,20,https://img.pokemondb.net/sprites/sword-shield/icon/boldore.png
635,526,Gigalith,Rock,NA,NA,515,85,135,130,60,80,25,https://img.pokemondb.net/sprites/sword-shield/icon/gigalith.png
636,527,Woobat,Psychic,Flying,NA,323,65,45,43,55,43,72,https://img.pokemondb.net/sprites/sword-shield/icon/woobat.png
637,528,Swoobat,Psychic,Flying,NA,425,67,57,55,77,55,114,https://img.pokemondb.net/sprites/sword-shield/icon/swoobat.png
638,529,Drilbur,Ground,NA,NA,328,60,85,40,30,45,68,https://img.pokemondb.net/sprites/sword-shield/icon/drilbur.png
639,530,Excadrill,Ground,Steel,NA,508,110,135,60,50,65,88,https://img.pokemondb.net/sprites/sword-shield/icon/excadrill.png
640,531,Audino,Normal,NA,NA,445,103,60,86,60,86,50,https://img.pokemondb.net/sprites/sword-shield/icon/audino.png
641,531,Audino,Normal,Fairy,Mega Audino,545,103,60,126,80,126,50,https://img.pokemondb.net/sprites/sword-shield/icon/audino-mega.png
642,532,Timburr,Fighting,NA,NA,305,75,80,55,25,35,35,https://img.pokemondb.net/sprites/sword-shield/icon/timburr.png
643,533,Gurdurr,Fighting,NA,NA,405,85,105,85,40,50,40,https://img.pokemondb.net/sprites/sword-shield/icon/gurdurr.png
644,534,Conkeldurr,Fighting,NA,NA,505,105,140,95,55,65,45,https://img.pokemondb.net/sprites/sword-shield/icon/conkeldurr.png
645,535,Tympole,Water,NA,NA,294,50,50,40,50,40,64,https://img.pokemondb.net/sprites/sword-shield/icon/tympole.png
646,536,Palpitoad,Water,Ground,NA,384,75,65,55,65,55,69,https://img.pokemondb.net/sprites/sword-shield/icon/palpitoad.png
647,537,Seismitoad,Water,Ground,NA,509,105,95,75,85,75,74,https://img.pokemondb.net/sprites/sword-shield/icon/seismitoad.png
648,538,Throh,Fighting,NA,NA,465,120,100,85,30,85,45,https://img.pokemondb.net/sprites/sword-shield/icon/throh.png
649,539,Sawk,Fighting,NA,NA,465,75,125,75,30,75,85,https://img.pokemondb.net/sprites/sword-shield/icon/sawk.png
650,540,Sewaddle,Bug,Grass,NA,310,45,53,70,40,60,42,https://img.pokemondb.net/sprites/sword-shield/icon/sewaddle.png
651,541,Swadloon,Bug,Grass,NA,380,55,63,90,50,80,42,https://img.pokemondb.net/sprites/sword-shield/icon/swadloon.png
652,542,Leavanny,Bug,Grass,NA,500,75,103,80,70,80,92,https://img.pokemondb.net/sprites/sword-shield/icon/leavanny.png
653,543,Venipede,Bug,Poison,NA,260,30,45,59,30,39,57,https://img.pokemondb.net/sprites/sword-shield/icon/venipede.png
654,544,Whirlipede,Bug,Poison,NA,360,40,55,99,40,79,47,https://img.pokemondb.net/sprites/sword-shield/icon/whirlipede.png
655,545,Scolipede,Bug,Poison,NA,485,60,100,89,55,69,112,https://img.pokemondb.net/sprites/sword-shield/icon/scolipede.png
656,546,Cottonee,Grass,Fairy,NA,280,40,27,60,37,50,66,https://img.pokemondb.net/sprites/sword-shield/icon/cottonee.png
657,547,Whimsicott,Grass,Fairy,NA,480,60,67,85,77,75,116,https://img.pokemondb.net/sprites/sword-shield/icon/whimsicott.png
658,548,Petilil,Grass,NA,NA,280,45,35,50,70,50,30,https://img.pokemondb.net/sprites/sword-shield/icon/petilil.png
659,549,Lilligant,Grass,NA,NA,480,70,60,75,110,75,90,https://img.pokemondb.net/sprites/sword-shield/icon/lilligant.png
660,549,Lilligant,Grass,Fighting,Hisuian Lilligant,480,70,105,75,50,75,105,https://img.pokemondb.net/s.png
661,550,Basculin,Water,NA,Red-Striped Form,460,70,92,65,80,55,98,https://img.pokemondb.net/sprites/sword-shield/icon/basculin-red-striped.png
662,550,Basculin,Water,NA,Blue-Striped Form,460,70,92,65,80,55,98,https://img.pokemondb.net/sprites/sword-shield/icon/basculin-blue-striped.png
663,550,Basculin,Water,NA,White-Striped Form,460,70,92,65,80,55,98,https://img.pokemondb.net/s.png
664,551,Sandile,Ground,Dark,NA,292,50,72,35,35,35,65,https://img.pokemondb.net/sprites/sword-shield/icon/sandile.png
665,552,Krokorok,Ground,Dark,NA,351,60,82,45,45,45,74,https://img.pokemondb.net/sprites/sword-shield/icon/krokorok.png
666,553,Krookodile,Ground,Dark,NA,519,95,117,80,65,70,92,https://img.pokemondb.net/sprites/sword-shield/icon/krookodile.png
667,554,Darumaka,Fire,NA,NA,315,70,90,45,15,45,50,https://img.pokemondb.net/sprites/sword-shield/icon/darumaka.png
668,554,Darumaka,Ice,NA,Galarian Darumaka,315,70,90,45,15,45,50,https://img.pokemondb.net/sprites/sword-shield/icon/darumaka-galarian.png
669,555,Darmanitan,Fire,NA,Standard Mode,480,105,140,55,30,55,95,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-standard.png
670,555,Darmanitan,Fire,Psychic,Zen Mode,540,105,30,105,140,105,55,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-zen.png
671,555,Darmanitan,Ice,NA,Galarian Standard Mode,480,105,140,55,30,55,95,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-galarian-standard.png
672,555,Darmanitan,Ice,Fire,Galarian Zen Mode,540,105,160,55,30,55,135,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-galarian-zen.png
673,556,Maractus,Grass,NA,NA,461,75,86,67,106,67,60,https://img.pokemondb.net/sprites/sword-shield/icon/maractus.png
674,557,Dwebble,Bug,Rock,NA,325,50,65,85,35,35,55,https://img.pokemondb.net/sprites/sword-shield/icon/dwebble.png
675,558,Crustle,Bug,Rock,NA,485,70,105,125,65,75,45,https://img.pokemondb.net/sprites/sword-shield/icon/crustle.png
676,559,Scraggy,Dark,Fighting,NA,348,50,75,70,35,70,48,https://img.pokemondb.net/sprites/sword-shield/icon/scraggy.png
677,560,Scrafty,Dark,Fighting,NA,488,65,90,115,45,115,58,https://img.pokemondb.net/sprites/sword-shield/icon/scrafty.png
678,561,Sigilyph,Psychic,Flying,NA,490,72,58,80,103,80,97,https://img.pokemondb.net/sprites/sword-shield/icon/sigilyph.png
679,562,Yamask,Ghost,NA,NA,303,38,30,85,55,65,30,https://img.pokemondb.net/sprites/sword-shield/icon/yamask.png
680,562,Yamask,Ground,Ghost,Galarian Yamask,303,38,55,85,30,65,30,https://img.pokemondb.net/sprites/sword-shield/icon/yamask-galarian.png
681,563,Cofagrigus,Ghost,NA,NA,483,58,50,145,95,105,30,https://img.pokemondb.net/sprites/sword-shield/icon/cofagrigus.png
682,564,Tirtouga,Water,Rock,NA,355,54,78,103,53,45,22,https://img.pokemondb.net/sprites/sword-shield/icon/tirtouga.png
683,565,Carracosta,Water,Rock,NA,495,74,108,133,83,65,32,https://img.pokemondb.net/sprites/sword-shield/icon/carracosta.png
684,566,Archen,Rock,Flying,NA,401,55,112,45,74,45,70,https://img.pokemondb.net/sprites/sword-shield/icon/archen.png
685,567,Archeops,Rock,Flying,NA,567,75,140,65,112,65,110,https://img.pokemondb.net/sprites/sword-shield/icon/archeops.png
686,568,Trubbish,Poison,NA,NA,329,50,50,62,40,62,65,https://img.pokemondb.net/sprites/sword-shield/icon/trubbish.png
687,569,Garbodor,Poison,NA,NA,474,80,95,82,60,82,75,https://img.pokemondb.net/sprites/sword-shield/icon/garbodor.png
688,570,Zorua,Dark,NA,NA,330,40,65,40,80,40,65,https://img.pokemondb.net/sprites/sword-shield/icon/zorua.png
689,570,Zorua,Normal,Ghost,Hisuian Zorua,330,35,60,40,85,40,70,https://img.pokemondb.net/s.png
690,571,Zoroark,Dark,NA,NA,510,60,105,60,120,60,105,https://img.pokemondb.net/sprites/sword-shield/icon/zoroark.png
691,571,Zoroark,Normal,Ghost,Hisuian Zoroark,510,55,100,60,125,60,110,https://img.pokemondb.net/s.png
692,572,Minccino,Normal,NA,NA,300,55,50,40,40,40,75,https://img.pokemondb.net/sprites/sword-shield/icon/minccino.png
693,573,Cinccino,Normal,NA,NA,470,75,95,60,65,60,115,https://img.pokemondb.net/sprites/sword-shield/icon/cinccino.png
694,574,Gothita,Psychic,NA,NA,290,45,30,50,55,65,45,https://img.pokemondb.net/sprites/sword-shield/icon/gothita.png
695,575,Gothorita,Psychic,NA,NA,390,60,45,70,75,85,55,https://img.pokemondb.net/sprites/sword-shield/icon/gothorita.png
696,576,Gothitelle,Psychic,NA,NA,490,70,55,95,95,110,65,https://img.pokemondb.net/sprites/sword-shield/icon/gothitelle.png
697,577,Solosis,Psychic,NA,NA,290,45,30,40,105,50,20,https://img.pokemondb.net/sprites/sword-shield/icon/solosis.png
698,578,Duosion,Psychic,NA,NA,370,65,40,50,125,60,30,https://img.pokemondb.net/sprites/sword-shield/icon/duosion.png
699,579,Reuniclus,Psychic,NA,NA,490,110,65,75,125,85,30,https://img.pokemondb.net/sprites/sword-shield/icon/reuniclus.png
700,580,Ducklett,Water,Flying,NA,305,62,44,50,44,50,55,https://img.pokemondb.net/sprites/sword-shield/icon/ducklett.png
701,581,Swanna,Water,Flying,NA,473,75,87,63,87,63,98,https://img.pokemondb.net/sprites/sword-shield/icon/swanna.png
702,582,Vanillite,Ice,NA,NA,305,36,50,50,65,60,44,https://img.pokemondb.net/sprites/sword-shield/icon/vanillite.png
703,583,Vanillish,Ice,NA,NA,395,51,65,65,80,75,59,https://img.pokemondb.net/sprites/sword-shield/icon/vanillish.png
704,584,Vanilluxe,Ice,NA,NA,535,71,95,85,110,95,79,https://img.pokemondb.net/sprites/sword-shield/icon/vanilluxe.png
705,585,Deerling,Normal,Grass,NA,335,60,60,50,40,50,75,https://img.pokemondb.net/sprites/sword-shield/icon/deerling.png
706,586,Sawsbuck,Normal,Grass,NA,475,80,100,70,60,70,95,https://img.pokemondb.net/sprites/sword-shield/icon/sawsbuck.png
707,587,Emolga,Electric,Flying,NA,428,55,75,60,75,60,103,https://img.pokemondb.net/sprites/sword-shield/icon/emolga.png
708,588,Karrablast,Bug,NA,NA,315,50,75,45,40,45,60,https://img.pokemondb.net/sprites/sword-shield/icon/karrablast.png
709,589,Escavalier,Bug,Steel,NA,495,70,135,105,60,105,20,https://img.pokemondb.net/sprites/sword-shield/icon/escavalier.png
710,590,Foongus,Grass,Poison,NA,294,69,55,45,55,55,15,https://img.pokemondb.net/sprites/sword-shield/icon/foongus.png
711,591,Amoonguss,Grass,Poison,NA,464,114,85,70,85,80,30,https://img.pokemondb.net/sprites/sword-shield/icon/amoonguss.png
712,592,Frillish,Water,Ghost,NA,335,55,40,50,65,85,40,https://img.pokemondb.net/sprites/sword-shield/icon/frillish.png
713,593,Jellicent,Water,Ghost,NA,480,100,60,70,85,105,60,https://img.pokemondb.net/sprites/sword-shield/icon/jellicent.png
714,594,Alomomola,Water,NA,NA,470,165,75,80,40,45,65,https://img.pokemondb.net/sprites/sword-shield/icon/alomomola.png
715,595,Joltik,Bug,Electric,NA,319,50,47,50,57,50,65,https://img.pokemondb.net/sprites/sword-shield/icon/joltik.png
716,596,Galvantula,Bug,Electric,NA,472,70,77,60,97,60,108,https://img.pokemondb.net/sprites/sword-shield/icon/galvantula.png
717,597,Ferroseed,Grass,Steel,NA,305,44,50,91,24,86,10,https://img.pokemondb.net/sprites/sword-shield/icon/ferroseed.png
718,598,Ferrothorn,Grass,Steel,NA,489,74,94,131,54,116,20,https://img.pokemondb.net/sprites/sword-shield/icon/ferrothorn.png
719,599,Klink,Steel,NA,NA,300,40,55,70,45,60,30,https://img.pokemondb.net/sprites/sword-shield/icon/klink.png
720,600,Klang,Steel,NA,NA,440,60,80,95,70,85,50,https://img.pokemondb.net/sprites/sword-shield/icon/klang.png
721,601,Klinklang,Steel,NA,NA,520,60,100,115,70,85,90,https://img.pokemondb.net/sprites/sword-shield/icon/klinklang.png
722,602,Tynamo,Electric,NA,NA,275,35,55,40,45,40,60,https://img.pokemondb.net/sprites/sword-shield/icon/tynamo.png
723,603,Eelektrik,Electric,NA,NA,405,65,85,70,75,70,40,https://img.pokemondb.net/sprites/sword-shield/icon/eelektrik.png
724,604,Eelektross,Electric,NA,NA,515,85,115,80,105,80,50,https://img.pokemondb.net/sprites/sword-shield/icon/eelektross.png
725,605,Elgyem,Psychic,NA,NA,335,55,55,55,85,55,30,https://img.pokemondb.net/sprites/sword-shield/icon/elgyem.png
726,606,Beheeyem,Psychic,NA,NA,485,75,75,75,125,95,40,https://img.pokemondb.net/sprites/sword-shield/icon/beheeyem.png
727,607,Litwick,Ghost,Fire,NA,275,50,30,55,65,55,20,https://img.pokemondb.net/sprites/sword-shield/icon/litwick.png
728,608,Lampent,Ghost,Fire,NA,370,60,40,60,95,60,55,https://img.pokemondb.net/sprites/sword-shield/icon/lampent.png
729,609,Chandelure,Ghost,Fire,NA,520,60,55,90,145,90,80,https://img.pokemondb.net/sprites/sword-shield/icon/chandelure.png
730,610,Axew,Dragon,NA,NA,320,46,87,60,30,40,57,https://img.pokemondb.net/sprites/sword-shield/icon/axew.png
731,611,Fraxure,Dragon,NA,NA,410,66,117,70,40,50,67,https://img.pokemondb.net/sprites/sword-shield/icon/fraxure.png
732,612,Haxorus,Dragon,NA,NA,540,76,147,90,60,70,97,https://img.pokemondb.net/sprites/sword-shield/icon/haxorus.png
733,613,Cubchoo,Ice,NA,NA,305,55,70,40,60,40,40,https://img.pokemondb.net/sprites/sword-shield/icon/cubchoo.png
734,614,Beartic,Ice,NA,NA,505,95,130,80,70,80,50,https://img.pokemondb.net/sprites/sword-shield/icon/beartic.png
735,615,Cryogonal,Ice,NA,NA,515,80,50,50,95,135,105,https://img.pokemondb.net/sprites/sword-shield/icon/cryogonal.png
736,616,Shelmet,Bug,NA,NA,305,50,40,85,40,65,25,https://img.pokemondb.net/sprites/sword-shield/icon/shelmet.png
737,617,Accelgor,Bug,NA,NA,495,80,70,40,100,60,145,https://img.pokemondb.net/sprites/sword-shield/icon/accelgor.png
738,618,Stunfisk,Ground,Electric,NA,471,109,66,84,81,99,32,https://img.pokemondb.net/sprites/sword-shield/icon/stunfisk.png
739,618,Stunfisk,Ground,Steel,Galarian Stunfisk,471,109,81,99,66,84,32,https://img.pokemondb.net/sprites/sword-shield/icon/stunfisk-galarian.png
740,619,Mienfoo,Fighting,NA,NA,350,45,85,50,55,50,65,https://img.pokemondb.net/sprites/sword-shield/icon/mienfoo.png
741,620,Mienshao,Fighting,NA,NA,510,65,125,60,95,60,105,https://img.pokemondb.net/sprites/sword-shield/icon/mienshao.png
742,621,Druddigon,Dragon,NA,NA,485,77,120,90,60,90,48,https://img.pokemondb.net/sprites/sword-shield/icon/druddigon.png
743,622,Golett,Ground,Ghost,NA,303,59,74,50,35,50,35,https://img.pokemondb.net/sprites/sword-shield/icon/golett.png
744,623,Golurk,Ground,Ghost,NA,483,89,124,80,55,80,55,https://img.pokemondb.net/sprites/sword-shield/icon/golurk.png
745,624,Pawniard,Dark,Steel,NA,340,45,85,70,40,40,60,https://img.pokemondb.net/sprites/sword-shield/icon/pawniard.png
746,625,Bisharp,Dark,Steel,NA,490,65,125,100,60,70,70,https://img.pokemondb.net/sprites/sword-shield/icon/bisharp.png
747,626,Bouffalant,Normal,NA,NA,490,95,110,95,40,95,55,https://img.pokemondb.net/sprites/sword-shield/icon/bouffalant.png
748,627,Rufflet,Normal,Flying,NA,350,70,83,50,37,50,60,https://img.pokemondb.net/sprites/sword-shield/icon/rufflet.png
749,628,Braviary,Normal,Flying,NA,510,100,123,75,57,75,80,https://img.pokemondb.net/sprites/sword-shield/icon/braviary.png
750,628,Braviary,Psychic,Flying,Hisuian Braviary,510,110,83,70,112,70,65,https://img.pokemondb.net/s.png
751,629,Vullaby,Dark,Flying,NA,370,70,55,75,45,65,60,https://img.pokemondb.net/sprites/sword-shield/icon/vullaby.png
752,630,Mandibuzz,Dark,Flying,NA,510,110,65,105,55,95,80,https://img.pokemondb.net/sprites/sword-shield/icon/mandibuzz.png
753,631,Heatmor,Fire,NA,NA,484,85,97,66,105,66,65,https://img.pokemondb.net/sprites/sword-shield/icon/heatmor.png
754,632,Durant,Bug,Steel,NA,484,58,109,112,48,48,109,https://img.pokemondb.net/sprites/sword-shield/icon/durant.png
755,633,Deino,Dark,Dragon,NA,300,52,65,50,45,50,38,https://img.pokemondb.net/sprites/sword-shield/icon/deino.png
756,634,Zweilous,Dark,Dragon,NA,420,72,85,70,65,70,58,https://img.pokemondb.net/sprites/sword-shield/icon/zweilous.png
757,635,Hydreigon,Dark,Dragon,NA,600,92,105,90,125,90,98,https://img.pokemondb.net/sprites/sword-shield/icon/hydreigon.png
758,636,Larvesta,Bug,Fire,NA,360,55,85,55,50,55,60,https://img.pokemondb.net/sprites/sword-shield/icon/larvesta.png
759,637,Volcarona,Bug,Fire,NA,550,85,60,65,135,105,100,https://img.pokemondb.net/sprites/sword-shield/icon/volcarona.png
760,638,Cobalion,Steel,Fighting,NA,580,91,90,129,90,72,108,https://img.pokemondb.net/sprites/sword-shield/icon/cobalion.png
761,639,Terrakion,Rock,Fighting,NA,580,91,129,90,72,90,108,https://img.pokemondb.net/sprites/sword-shield/icon/terrakion.png
762,640,Virizion,Grass,Fighting,NA,580,91,90,72,90,129,108,https://img.pokemondb.net/sprites/sword-shield/icon/virizion.png
763,641,Tornadus,Flying,NA,Incarnate Forme,580,79,115,70,125,80,111,https://img.pokemondb.net/sprites/sword-shield/icon/tornadus-incarnate.png
764,641,Tornadus,Flying,NA,Therian Forme,580,79,100,80,110,90,121,https://img.pokemondb.net/sprites/sword-shield/icon/tornadus-therian.png
765,642,Thundurus,Electric,Flying,Incarnate Forme,580,79,115,70,125,80,111,https://img.pokemondb.net/sprites/sword-shield/icon/thundurus-incarnate.png
766,642,Thundurus,Electric,Flying,Therian Forme,580,79,105,70,145,80,101,https://img.pokemondb.net/sprites/sword-shield/icon/thundurus-therian.png
767,643,Reshiram,Dragon,Fire,NA,680,100,120,100,150,120,90,https://img.pokemondb.net/sprites/sword-shield/icon/reshiram.png
768,644,Zekrom,Dragon,Electric,NA,680,100,150,120,120,100,90,https://img.pokemondb.net/sprites/sword-shield/icon/zekrom.png
769,645,Landorus,Ground,Flying,Incarnate Forme,600,89,125,90,115,80,101,https://img.pokemondb.net/sprites/sword-shield/icon/landorus-incarnate.png
770,645,Landorus,Ground,Flying,Therian Forme,600,89,145,90,105,80,91,https://img.pokemondb.net/sprites/sword-shield/icon/landorus-therian.png
771,646,Kyurem,Dragon,Ice,NA,660,125,130,90,130,90,95,https://img.pokemondb.net/sprites/sword-shield/icon/kyurem.png
772,646,Kyurem,Dragon,Ice,Black Kyurem,700,125,170,100,120,90,95,https://img.pokemondb.net/sprites/sword-shield/icon/kyurem-black.png
773,646,Kyurem,Dragon,Ice,White Kyurem,700,125,120,90,170,100,95,https://img.pokemondb.net/sprites/sword-shield/icon/kyurem-white.png
774,647,Keldeo,Water,Fighting,Ordinary Form,580,91,72,90,129,90,108,https://img.pokemondb.net/sprites/sword-shield/icon/keldeo-ordinary.png
775,647,Keldeo,Water,Fighting,Resolute Form,580,91,72,90,129,90,108,https://img.pokemondb.net/sprites/sword-shield/icon/keldeo-resolute.png
776,648,Meloetta,Normal,Psychic,Aria Forme,600,100,77,77,128,128,90,https://img.pokemondb.net/sprites/sword-shield/icon/meloetta-aria.png
777,648,Meloetta,Normal,Fighting,Pirouette Forme,600,100,128,90,77,77,128,https://img.pokemondb.net/sprites/sword-shield/icon/meloetta-pirouette.png
778,649,Genesect,Bug,Steel,NA,600,71,120,95,120,95,99,https://img.pokemondb.net/sprites/sword-shield/icon/genesect.png
779,650,Chespin,Grass,NA,NA,313,56,61,65,48,45,38,https://img.pokemondb.net/sprites/sword-shield/icon/chespin.png
780,651,Quilladin,Grass,NA,NA,405,61,78,95,56,58,57,https://img.pokemondb.net/sprites/sword-shield/icon/quilladin.png
781,652,Chesnaught,Grass,Fighting,NA,530,88,107,122,74,75,64,https://img.pokemondb.net/sprites/sword-shield/icon/chesnaught.png
782,653,Fennekin,Fire,NA,NA,307,40,45,40,62,60,60,https://img.pokemondb.net/sprites/sword-shield/icon/fennekin.png
783,654,Braixen,Fire,NA,NA,409,59,59,58,90,70,73,https://img.pokemondb.net/sprites/sword-shield/icon/braixen.png
784,655,Delphox,Fire,Psychic,NA,534,75,69,72,114,100,104,https://img.pokemondb.net/sprites/sword-shield/icon/delphox.png
785,656,Froakie,Water,NA,NA,314,41,56,40,62,44,71,https://img.pokemondb.net/sprites/sword-shield/icon/froakie.png
786,657,Frogadier,Water,NA,NA,405,54,63,52,83,56,97,https://img.pokemondb.net/sprites/sword-shield/icon/frogadier.png
787,658,Greninja,Water,Dark,NA,530,72,95,67,103,71,122,https://img.pokemondb.net/sprites/sword-shield/icon/greninja.png
788,658,Greninja,Water,Dark,Ash-Greninja,640,72,145,67,153,71,132,https://img.pokemondb.net/sprites/sword-shield/icon/greninja-ash.png
789,659,Bunnelby,Normal,NA,NA,237,38,36,38,32,36,57,https://img.pokemondb.net/sprites/sword-shield/icon/bunnelby.png
790,660,Diggersby,Normal,Ground,NA,423,85,56,77,50,77,78,https://img.pokemondb.net/sprites/sword-shield/icon/diggersby.png
791,661,Fletchling,Normal,Flying,NA,278,45,50,43,40,38,62,https://img.pokemondb.net/sprites/sword-shield/icon/fletchling.png
792,662,Fletchinder,Fire,Flying,NA,382,62,73,55,56,52,84,https://img.pokemondb.net/sprites/sword-shield/icon/fletchinder.png
793,663,Talonflame,Fire,Flying,NA,499,78,81,71,74,69,126,https://img.pokemondb.net/sprites/sword-shield/icon/talonflame.png
794,664,Scatterbug,Bug,NA,NA,200,38,35,40,27,25,35,https://img.pokemondb.net/sprites/sword-shield/icon/scatterbug.png
795,665,Spewpa,Bug,NA,NA,213,45,22,60,27,30,29,https://img.pokemondb.net/sprites/sword-shield/icon/spewpa.png
796,666,Vivillon,Bug,Flying,NA,411,80,52,50,90,50,89,https://img.pokemondb.net/sprites/sword-shield/icon/vivillon.png
797,667,Litleo,Fire,Normal,NA,369,62,50,58,73,54,72,https://img.pokemondb.net/sprites/sword-shield/icon/litleo.png
798,668,Pyroar,Fire,Normal,NA,507,86,68,72,109,66,106,https://img.pokemondb.net/sprites/sword-shield/icon/pyroar.png
799,669,Flabébé,Fairy,NA,NA,303,44,38,39,61,79,42,https://img.pokemondb.net/sprites/sword-shield/icon/flabebe.png
800,670,Floette,Fairy,NA,NA,371,54,45,47,75,98,52,https://img.pokemondb.net/sprites/sword-shield/icon/floette.png
801,671,Florges,Fairy,NA,NA,552,78,65,68,112,154,75,https://img.pokemondb.net/sprites/sword-shield/icon/florges.png
802,672,Skiddo,Grass,NA,NA,350,66,65,48,62,57,52,https://img.pokemondb.net/sprites/sword-shield/icon/skiddo.png
803,673,Gogoat,Grass,NA,NA,531,123,100,62,97,81,68,https://img.pokemondb.net/sprites/sword-shield/icon/gogoat.png
804,674,Pancham,Fighting,NA,NA,348,67,82,62,46,48,43,https://img.pokemondb.net/sprites/sword-shield/icon/pancham.png
805,675,Pangoro,Fighting,Dark,NA,495,95,124,78,69,71,58,https://img.pokemondb.net/sprites/sword-shield/icon/pangoro.png
806,676,Furfrou,Normal,NA,NA,472,75,80,60,65,90,102,https://img.pokemondb.net/sprites/sword-shield/icon/furfrou.png
807,677,Espurr,Psychic,NA,NA,355,62,48,54,63,60,68,https://img.pokemondb.net/sprites/sword-shield/icon/espurr.png
808,678,Meowstic,Psychic,NA,Male,466,74,48,76,83,81,104,https://img.pokemondb.net/sprites/sword-shield/icon/meowstic-male.png
809,678,Meowstic,Psychic,NA,Female,466,74,48,76,83,81,104,https://img.pokemondb.net/sprites/sword-shield/icon/meowstic-female.png
810,679,Honedge,Steel,Ghost,NA,325,45,80,100,35,37,28,https://img.pokemondb.net/sprites/sword-shield/icon/honedge.png
811,680,Doublade,Steel,Ghost,NA,448,59,110,150,45,49,35,https://img.pokemondb.net/sprites/sword-shield/icon/doublade.png
812,681,Aegislash,Steel,Ghost,Shield Forme,500,60,50,140,50,140,60,https://img.pokemondb.net/sprites/sword-shield/icon/aegislash-shield.png
813,681,Aegislash,Steel,Ghost,Blade Forme,500,60,140,50,140,50,60,https://img.pokemondb.net/sprites/sword-shield/icon/aegislash-blade.png
814,682,Spritzee,Fairy,NA,NA,341,78,52,60,63,65,23,https://img.pokemondb.net/sprites/sword-shield/icon/spritzee.png
815,683,Aromatisse,Fairy,NA,NA,462,101,72,72,99,89,29,https://img.pokemondb.net/sprites/sword-shield/icon/aromatisse.png
816,684,Swirlix,Fairy,NA,NA,341,62,48,66,59,57,49,https://img.pokemondb.net/sprites/sword-shield/icon/swirlix.png
817,685,Slurpuff,Fairy,NA,NA,480,82,80,86,85,75,72,https://img.pokemondb.net/sprites/sword-shield/icon/slurpuff.png
818,686,Inkay,Dark,Psychic,NA,288,53,54,53,37,46,45,https://img.pokemondb.net/sprites/sword-shield/icon/inkay.png
819,687,Malamar,Dark,Psychic,NA,482,86,92,88,68,75,73,https://img.pokemondb.net/sprites/sword-shield/icon/malamar.png
820,688,Binacle,Rock,Water,NA,306,42,52,67,39,56,50,https://img.pokemondb.net/sprites/sword-shield/icon/binacle.png
821,689,Barbaracle,Rock,Water,NA,500,72,105,115,54,86,68,https://img.pokemondb.net/sprites/sword-shield/icon/barbaracle.png
822,690,Skrelp,Poison,Water,NA,320,50,60,60,60,60,30,https://img.pokemondb.net/sprites/sword-shield/icon/skrelp.png
823,691,Dragalge,Poison,Dragon,NA,494,65,75,90,97,123,44,https://img.pokemondb.net/sprites/sword-shield/icon/dragalge.png
824,692,Clauncher,Water,NA,NA,330,50,53,62,58,63,44,https://img.pokemondb.net/sprites/sword-shield/icon/clauncher.png
825,693,Clawitzer,Water,NA,NA,500,71,73,88,120,89,59,https://img.pokemondb.net/sprites/sword-shield/icon/clawitzer.png
