Name,Effect (alt.),Effect,Usage Attributes,Specific Category,General Category,image_url
Psychic Memory,Held: Changes Silvally to its Psychic form.  Changes Multi-Attack's type to Psychic.,Changes Silvally and its move Multi-Attack to Psychic type.,,Memories,Hold items,https://img.pokemondb.net/sprites/items/psychic-memory.png
Psychic Seed,Held: Consumed on Psychic Terrain and raises the holder's Special Defense by one stage.,An item to be held by a Pokémon. It boosts Sp. Def on Psychic Terrain. It can only be used once.,,Held Items,Hold items,https://img.pokemondb.net/sprites/items/psychic-seed.png
Pungent Root,,"One of the many ingredients that can be used for cooking at your camp. Though carelessly picked, these herbs can add a fragrant accent to a dish.",,Curry Ingredients,General items,https://img.pokemondb.net/s.png
Pure Incense,Prevents wild encounters of level lower than your party's lead Pokémon. Breeding: Chimecho begets a Chingling Egg.,Descreases the likelihood of meeting wild Pokémon. Breeding Chimecho produces Chingling when held.,['holdable'],Training,Hold items,https://img.pokemondb.net/sprites/items/pure-incense.png
Purple Nectar,Changes Oricorio to Sensu Style.,A flower nectar obtained at Poni Meadow. It changes the form of certain species of Pokémon.,,Species Specific,Hold items,https://img.pokemondb.net/sprites/items/purple-nectar.png
Qualot Berry,Drops Defense Effort Values by 10 and raises happiness.,Increases Friendship but lowers Defense EVs.,,Effort Drop,Berries,https://img.pokemondb.net/sprites/items/qualot-berry.png
Quick Ball,"Tries to catch a wild Pokémon. Success rate is 4× (Gen V: 5×), but only on the first turn.",A somewhat different Poké Ball that provides a better catch rate if it is used at the start of a wild encounter.,"['countable', 'consumable', 'usable-in-battle', 'holdable']",Special Balls,Pokeballs,https://img.pokemondb.net/sprites/items/quick-ball.png
Quick Candy,,Increases a Pokémon's Speed stat by 1.,,Vitamins,Medicine,https://img.pokemondb.net/sprites/items/quick-candy.png
Quick Candy L,,Increases a Pokémon's Speed stat.,,Vitamins,Medicine,https://img.pokemondb.net/sprites/items/quick-candy-l.png
Quick Candy Xl,,Increases a Pokémon's Speed stat.,,Vitamins,Medicine,https://img.pokemondb.net/sprites/items/quick-candy-xl.png
Quick Claw,Held: Holder has a 3/16 (18.75%) chance to move first.,"An item to be held by a Pokémon. A light, sharp claw that lets the bearer move first occasionally.","['holdable', 'holdable-active']",Held Items,Hold items,https://img.pokemondb.net/sprites/items/quick-claw.png
Quick Powder,Doubles Ditto's Speed when held. The boost is lost after transforming.,Increases Speed when held by Ditto.,['holdable'],Species Specific,Hold items,https://img.pokemondb.net/sprites/items/quick-powder.png
Quiet Mint,,Changes the Pokémon's stats to match the Quiet nature.,,Nature Mints,Battle items,https://img.pokemondb.net/s.png
Rabuta Berry,Used for creating PokéBlocks and Poffins.,A Berry which is very rare in the Unova region. A maniac will buy it for a high price.,,Baking Only,Berries,https://img.pokemondb.net/sprites/items/rabuta-berry.png
Rage Candy Bar,HS: Traded for TM64. Gen II & Gen V: Acts as a Potion.,Heals all major status conditions.,,Gameplay,Medicine,https://img.pokemondb.net/sprites/items/rage-candy-bar.png
Rare Bone,"Sell for 5000 Pokédollars, or to Bone Man for 10000 Pokédollars.",A bone that is extremely valuable for Pokémon archeology. It can be sold for a high price to shops.,['underground'],Loot,General items,https://img.pokemondb.net/sprites/items/rare-bone.png
Rare Candy,Causes a level-up and raises happiness.,A candy that is packed with energy. It raises the level of a single Pokémon by one.,"['countable', 'consumable', 'usable-overworld', 'usable-in-battle', 'holdable']",Vitamins,Medicine,https://img.pokemondb.net/sprites/items/rare-candy.png
Rash Mint,,Changes the Pokémon's stats to match the Rash nature.,,Nature Mints,Battle items,https://img.pokemondb.net/s.png
Rawst Berry,Held: Consumed when burned to cure a burn.,"If held by a Pokémon, it recovers from a burn.",['holdable-active'],Medicine,Berries,https://img.pokemondb.net/sprites/items/rawst-berry.png
Razor Claw,Held: Raises the holder's critical hit ratio by one stage. Held by a Sneasel while levelling up at night: Holder evolves into Weavile.,Increases critical-hit ratio. Evolves Sneasel when held at night.,"['holdable', 'holdable-active']",Held Items,Hold items,https://img.pokemondb.net/sprites/items/razor-claw.png
Razor Fang,Held: Damaging moves gain a 10% chance to make their target flinch. Held by a Gligar while levelling up: Holder evolves into Gliscor.,May cause opponent to flinch. Evolves Gligar when held at night.,"['holdable', 'holdable-active']",Held Items,Hold items,https://img.pokemondb.net/sprites/items/razor-fang.png
Razz Berry,Used for creating PokéBlocks and Poffins.,A Berry which is very rare in the Unova region. A maniac will buy it for a high price.,,Baking Only,Berries,https://img.pokemondb.net/sprites/items/razz-berry.png
Reaper Cloth,Traded on a Dusclops: Holder evolves into Dusknoir.,Evolves Dusclops when traded holding the item.,,Evolution,General items,https://img.pokemondb.net/sprites/items/reaper-cloth.png
Red Apricorn,Used to make a Level Ball.,A red Apricorn. It assails your nostrils.,,Apricorn Box,General items,https://img.pokemondb.net/sprites/items/red-apricorn.png
Red Card,"Held: When the holder takes damage from a move, the opponent switches out for another random party Pokémon. Consumed after use.","A card with a mysterious power. When the holder is struck by a foe, the attacker is removed from battle.",,Held Items,Hold items,https://img.pokemondb.net/sprites/items/red-card.png
Red Flute,Cures attraction.,A toy flute made from red glass. A maniac will buy it for a high price.,"['countable', 'consumable', 'usable-in-battle', 'holdable']",Flutes,General items,https://img.pokemondb.net/sprites/items/red-flute.png
Red Nectar,Changes Oricorio to Baile Style.,A flower nectar obtained at Ula'ula Meadow. It changes the form of certain species of Pokémon.,,Species Specific,Hold items,https://img.pokemondb.net/sprites/items/red-nectar.png
Red Scarf,Raises the holder's Coolness while in a contest.,Raises holder's Cool aspect in a Contest.,['holdable-active'],Scarves,General items,https://img.pokemondb.net/sprites/items/red-scarf.png
Red Shard,No effect. Can be traded for items or moves.,A small red shard. It appears to be from some sort of implement made long ago.,['underground'],Collectibles,General items,https://img.pokemondb.net/sprites/items/red-shard.png
Relaxed Mint,,Changes the Pokémon's stats to match the Relaxed nature.,,Nature Mints,Battle items,https://img.pokemondb.net/s.png
Relic Band,Sell to Villa Owner for 100000 Pokédollars.,"A bracelet made in a civilization about 3,000 years ago. A maniac will buy it for a high price.",,Loot,General items,https://img.pokemondb.net/sprites/items/relic-band.png
Relic Copper,Sell to Villa Owner for 1000 Pokédollars.,"A copper coin used in a civilization about 3,000 years ago. A maniac will buy it for a high price.",,Loot,General items,https://img.pokemondb.net/sprites/items/relic-copper.png
Relic Crown,Sell to Villa Owner for 300000 Pokédollars.,"A crown made in a civilization about 3,000 years ago. A maniac will buy it for a high price.",,Loot,General items,https://img.pokemondb.net/sprites/items/relic-crown.png
Relic Gold,Sell to Villa Owner 10000 Pokédollars.,"A gold coin used in a civilization about 3,000 years ago. A maniac will buy it for a high price.",,Loot,General items,https://img.pokemondb.net/sprites/items/relic-gold.png
Relic Silver,Sell to Villa Owner 5000 Pokédollars.,"A silver coin used in a civilization about 3,000 years ago. A maniac will buy it for a high price.",,Loot,General items,https://img.pokemondb.net/sprites/items/relic-silver.png
Relic Statue,Sell to Villa Owner 200000 Pokédollars.,"A stone figure made in a civilization about 3,000 years ago. A maniac will buy it for a high price.",,Loot,General items,https://img.pokemondb.net/sprites/items/relic-statue.png
Relic Vase,Sell to Villa Owner 50000 Pokédollars.,"A vase made in a civilization about 3,000 years ago. A maniac will buy it for a high price.",,Loot,General items,https://img.pokemondb.net/sprites/items/relic-vase.png
Repeat Ball,Tries to catch a wild Pokémon.  Success rate is 3× for previously-caught Pokémon.,A somewhat different Poké Ball that works especially well on Pokémon species that were previously caught.,"['countable', 'consumable', 'usable-in-battle', 'holdable']",Special Balls,Pokeballs,https://img.pokemondb.net/sprites/items/repeat-ball.png
Repel,"For 100 steps, prevents wild encounters of level lower than your party's lead Pokémon.",An item that prevents weak wild Pokémon from appearing for 100 steps after its use.,,Spelunking,General items,https://img.pokemondb.net/sprites/items/repel.png
Reset Urge,Resets a friendly Pokémon's stat changes.,"When used, it restores any stat changes of an ally Pokémon.",,Miracle Shooter,Battle items,https://img.pokemondb.net/sprites/items/reset-urge.png
Resist Wing,Increases Defense effort by 1.,Increases Defense EVs by 1.,,Vitamins,Medicine,https://img.pokemondb.net/sprites/items/resist-wing.png
Reveal Glass,"Switches Tornadus, Thundurus, and Landorus between Incarnate and Therian Forme.",A looking glass that reveals the truth. It's a mysterious glass that returns a Pokémon to its original shape.,,Gameplay,General items,https://img.pokemondb.net/sprites/items/reveal-glass.png
Revival Herb,"Revives with full HP, but lowers happiness.","Revives a Pokémon to max HP, but lowers Friendship.","['countable', 'consumable', 'usable-overworld', 'usable-in-battle', 'holdable']",Revival,Medicine,https://img.pokemondb.net/sprites/items/revival-herb.png
Revive,Revives with half HP.,A medicine that revives a fainted Pokémon. It restores half the Pokémon's maximum HP.,"['countable', 'consumable', 'usable-overworld', 'usable-in-battle', 'holdable', 'underground']",Revival,Medicine,https://img.pokemondb.net/sprites/items/revive.png
Ribbon Sweet,,Evolves Milcery into Ribbon Flavor Alcremie.,,Evolution,Hold items,https://img.pokemondb.net/s.png
Rindo Berry,Held: Consumed when struck by a super-effective Grass-type attack to halve the damage.,Weakens a supereffective Grass-type attack against the holding Pokémon.,['holdable-active'],Type Protection,Berries,https://img.pokemondb.net/sprites/items/rindo-berry.png
Ring Target,Held: Negates the holder's type immunities. Ability immunities are not removed.,Moves that would otherwise have no effect will land on the Pokémon that holds it.,,Held Items,Hold items,https://img.pokemondb.net/sprites/items/ring-target.png
Rock Gem,"Held: When the holder uses a damaging rock-type move, the move has 1.5× power and this item is consumed.",Increases the power of a Rock-type move only once.,,Jewels,Hold items,https://img.pokemondb.net/sprites/items/rock-gem.png
Rock Incense,Held: Rock-Type moves from holder do 20% more damage. Breeding: Sudowoodo begets a Bonsly Egg.,Increases the power of Rock-type moves. Breeding Sudowoodo produces Bonsly when held.,"['holdable', 'holdable-active']",Type Enhancement,Hold items,https://img.pokemondb.net/sprites/items/rock-incense.png
Rock Memory,Held: Changes Silvally to its Rock form.  Changes Multi-Attack's type to Rock.,Changes Silvally and its move Multi-Attack to Rock type.,,Memories,Hold items,https://img.pokemondb.net/sprites/items/rock-memory.png
Rocky Helmet,"Held: When the holder is hit by a contact move, the attacking Pokémon takes 1/6 its max HP in damage.","If the holder of this item takes damage, the attacker will also be damaged upon contact.",,Held Items,Hold items,https://img.pokemondb.net/sprites/items/rocky-helmet.png
Roller Skates,Allows the player to move quickly and off the grid.,"Attaches roller skates to the bottom of your shoes, allowing you to glide quickly around and perform tricks.",,Gameplay,General items,https://img.pokemondb.net/sprites/items/roller-skates.png
Room Service,,Lowers the Pokémon's speed during Trick Room.,,Held Items,Hold items,https://img.pokemondb.net/s.png
Root Fossil,Can be revived into a Lileep.,A fossil of an ancient Pokémon that lived in the sea. It appears to be part of a plant root.,['underground'],Dex Completion,General items,https://img.pokemondb.net/sprites/items/root-fossil.png
Rose Incense,Held: Grass-Type moves from holder do 20% more damage. Breeding: Roselia or Roserade beget a Budew Egg.,Increases the power of Grass-type moves. Breeding Roselia or Roserade produces Budew when held.,"['holdable', 'holdable-active']",Type Enhancement,Hold items,https://img.pokemondb.net/sprites/items/rose-incense.png
Roseli Berry,Held: Consumed when struck by a super-effective Fairy-type attack to halve the damage.,"If held by a Pokémon, this Berry will lessen the damage taken from one supereffective Fairy-type attack.",,Type Protection,Berries,https://img.pokemondb.net/sprites/items/roseli-berry.png
Roto Bargain,XXX new effect for roto-bargain,Reduces the prices of products at Poké Marts by half.,,Unused,Battle items,https://img.pokemondb.net/sprites/items/roto-bargain.png
Roto Boost,XXX new effect for roto-boost,Raises all stats of your battling Pokémon.,,Unused,Battle items,https://img.pokemondb.net/sprites/items/roto-boost.png
Roto Catch,XXX new effect for roto-catch,Increases the chance to catch Pokémon a lot.,,Unused,Battle items,https://img.pokemondb.net/sprites/items/roto-catch.png
Roto Encounter,XXX new effect for roto-encounter,Increases the chance of encountering high-level wild Pokémon a lot for a certain period of time.,,Unused,Battle items,https://img.pokemondb.net/sprites/items/roto-encounter.png
Roto Exp. Points,XXX new effect for roto-exp-points,Increases the Exp. Points your Pokémon receive after battle a little.,,Unused,Battle items,https://img.pokemondb.net/sprites/items/roto-exp-points.png
Roto Friendship,XXX new effect for roto-friendship,Helps Pokémon in your party grow friendly faster.,,Unused,Battle items,https://img.pokemondb.net/sprites/items/roto-friendship.png
Roto Hatch,XXX new effect for roto-hatch,Helps Eggs hatch faster.,,Unused,Battle items,https://img.pokemondb.net/sprites/items/roto-hatch.png
Roto Hp Restore,XXX new effect for roto-hp-restore,Fully restores the HP of your battling Pokémon.,,Unused,Battle items,https://img.pokemondb.net/sprites/items/roto-hp-restore.png
Roto Pp Restore,XXX new effect for roto-pp-restore,Fully restores the PP of your battling Pokémon.,,Unused,Battle items,https://img.pokemondb.net/sprites/items/roto-pp-restore.png
Roto Prize Money,XXX new effect for roto-prize-money,Triples the prize money you receive after battle.,,Unused,Battle items,https://img.pokemondb.net/sprites/items/roto-prize-money.png
Roto Stealth,XXX new effect for roto-stealth,Prevents you from encountering wild Pokémon for a certain period of time.,,Unused,Battle items,https://img.pokemondb.net/sprites/items/roto-stealth.png
Rowap Berry,Held: Consumed to deal 1/8 attacker's max HP when holder is struck by a special attack.,"If held by a Pokémon and a special attack lands, the attacker also takes damage.",['holdable-active'],Other,Berries,https://img.pokemondb.net/sprites/items/rowap-berry.png
Sablenite,Held: Allows Sableye to Mega Evolve into Mega Sableye.,Enables Sableye to Mega Evolve during battle.,,Mega Stones,Hold items,https://img.pokemondb.net/sprites/items/sablenite.png
Sachet,Traded on a Spritzee: Holder evolves into Aromatisse.,Evolves Spritzee when traded holding the item.,,Evolution,General items,https://img.pokemondb.net/sprites/items/sachet.png
Sacred Ash,Revives all fainted Pokémon with full HP.,"It revives all fainted Pokémon. In doing so, it also fully restores their HP.","['countable', 'consumable', 'usable-overworld', 'usable-in-battle', 'holdable']",Revival,Medicine,https://img.pokemondb.net/sprites/items/sacred-ash.png
Safari Ball,Tries to catch a wild Pokémon in the Great Marsh or Safari Zone.  Success rate is 1.5×.,A special Poké Ball that is used only in the Great Marsh. It is decorated in a camouflage pattern.,"['countable', 'consumable', 'usable-in-battle', 'holdable']",Standard Balls,Pokeballs,https://img.pokemondb.net/sprites/items/safari-ball.png
Safety Goggles,Held: Prevents damage from powder moves and the damage from Hail and Sandstorm.,Prevents damage from weather and powder.,,Held Items,Hold items,https://img.pokemondb.net/sprites/items/safety-goggles.png
Salac Berry,Held: Consumed at 1/4 max HP to boost Speed.,Raises Speed when HP is low.,['holdable-active'],In A Pinch,Berries,https://img.pokemondb.net/sprites/items/salac-berry.png
Salad Mix,,One of the many ingredients that can be used for cooking at your camp. The assortment of vegetables looks quite appealing and healthy.,,Curry Ingredients,General items,https://img.pokemondb.net/s.png
Salamencite,Held: Allows Salamence to Mega Evolve into Mega Salamence.,Enables Salamence to Mega Evolve during battle.,,Mega Stones,Hold items,https://img.pokemondb.net/sprites/items/salamencite.png
Sassy Mint,,Changes the Pokémon's stats to match the Sassy nature.,,Nature Mints,Battle items,https://img.pokemondb.net/s.png
Sausages,,One of the many ingredients that can be used for cooking at your camp. These sausages should be boiled before eating.,,Curry Ingredients,General items,https://img.pokemondb.net/s.png
Sceptilite,Held: Allows Sceptile to Mega Evolve into Mega Sceptile.,Enables Sceptile to Mega Evolve during battle.,,Mega Stones,Hold items,https://img.pokemondb.net/sprites/items/sceptilite.png
Scizorite,Held: Allows Scizor to Mega Evolve into Mega Scizor.,Enables Scizor to Mega Evolve during battle.,,Mega Stones,Hold items,https://img.pokemondb.net/sprites/items/scizorite.png
Scope Lens,Held: Raises the holder's critical hit ratio by one stage.,Increases critical-hit ratio.,"['holdable', 'holdable-active']",Held Items,Hold items,https://img.pokemondb.net/sprites/items/scope-lens.png
Sea Incense,Held: Water-Type moves from holder do 20% more damage. Breeding: Marill or Azumarill beget an Azurill Egg.,Increases the power of Water-type moves. Breeding Marill or Azumarill produces Azurill when held.,"['holdable', 'holdable-active']",Type Enhancement,Hold items,https://img.pokemondb.net/sprites/items/sea-incense.png
Serious Mint,,Changes the Pokémon's stats to match a neutral nature.,,Nature Mints,Battle items,https://img.pokemondb.net/s.png
Shaderoot Carrot,,Produce that the King of Bountiful Harvests’ beloved steed likes to eat. It grew in a gloomy field.,,Plot Advancement,General items,https://img.pokemondb.net/s.png
Shalour Sable,Cures any major status ailment and confusion.,Heals all major status conditions.,,Status Cures,Medicine,https://img.pokemondb.net/sprites/items/shalour-sable.png
Sharp Beak,Held: Flying-Type moves from holder do 20% more damage.,Increases the power of Flying-type moves.,"['holdable', 'holdable-active']",Type Enhancement,Hold items,https://img.pokemondb.net/sprites/items/sharp-beak.png
Sharpedonite,Held: Allows Sharpedo to Mega Evolve into Mega Sharpedo.,Enables Sharpedo to Mega Evolve during battle.,,Mega Stones,Hold items,https://img.pokemondb.net/sprites/items/sharpedonite.png
Shed Shell,Held: Holder can bypass all trapping effects and switch out. Multi-turn moves still cannot be switched out of.,"A tough, discarded carapace to be held by a Pokémon. It enables the holder to switch with a waiting Pokémon in battle.","['holdable', 'holdable-active']",Held Items,Hold items,https://img.pokemondb.net/sprites/items/shed-shell.png
Shell Bell,Held: Holder receives 1/8 of the damage it deals when attacking.,An item to be held by a Pokémon. The holder's HP is restored a little every time it inflicts damage.,"['holdable', 'holdable-active']",Held Items,Hold items,https://img.pokemondb.net/sprites/items/shell-bell.png
Shiny Charm,Raises the chance of finding a shiny Pokémon.,A shiny charm said to increase the chance of finding a Shiny Pokémon in the wild.,,Gameplay,General items,https://img.pokemondb.net/sprites/items/shiny-charm.png
Shiny Stone,"Evolves a Minccino into Cinccino, a Roselia into Roserade, or a Togetic into Togekiss.",Evolves certain species of Pokémon.,,Evolution,General items,https://img.pokemondb.net/sprites/items/shiny-stone.png
Shoal Salt,No effect. Gen III: Trade four and four Shoal Shells for a Shell Bell.,Pure salt that can be discovered deep inside the Shoal Cave. A maniac will buy it for a high price.,['countable'],Collectibles,General items,https://img.pokemondb.net/sprites/items/shoal-salt.png
Shoal Shell,No effect. Gen III: Trade four and four Shoal Salts for a Shell Bell.,A pretty seashell that can be found deep inside the Shoal Cave. A maniac will buy it for a high price.,['countable'],Collectibles,General items,https://img.pokemondb.net/sprites/items/shoal-shell.png
Shock Drive,"Grants Genesect a yellow, Electric-type Techno Blast.",Changes Techno Blast to an Electric-type move when held by Genesect.,,Species Specific,Hold items,https://img.pokemondb.net/sprites/items/shock-drive.png
Shuca Berry,Held: Consumed when struck by a super-effective Ground-type attack to halve the damage.,Weakens a supereffective Ground-type attack against the holding Pokémon.,['holdable-active'],Type Protection,Berries,https://img.pokemondb.net/sprites/items/shuca-berry.png
Silk Scarf,Held: Normal-Type moves from holder do 20% more damage.,Increases the power of Normal-type moves.,"['holdable', 'holdable-active']",Type Enhancement,Hold items,https://img.pokemondb.net/sprites/items/silk-scarf.png
Silver Leaf,,,,Loot,General items,https://img.pokemondb.net/s.png
Silver Nanab Berry,,"Greatly calms a Pokémon in battle, in Let's Go Pikachu/Eevee.",,Catching Bonus,Berries,https://img.pokemondb.net/sprites/items/silver-nanab-berry.png
Silver Pinap Berry,,"Greatly increases chance of getting items when a Pokémon is caught, in Pokémon Let's Go.",,Catching Bonus,Berries,https://img.pokemondb.net/sprites/items/silver-pinap-berry.png
Silver Powder,Held: Bug-Type moves from holder do 20% more damage.,Increases the power of Bug-type moves.,"['holdable', 'holdable-active']",Type Enhancement,Hold items,https://img.pokemondb.net/sprites/items/silver-powder.png
Silver Razz Berry,,Makes a Pokémon easier to catch in Pokémon Let's Go.,,Catching Bonus,Berries,https://img.pokemondb.net/sprites/items/silver-razz-berry.png
Sitrus Berry,Held: Consumed at 1/2 max HP to recover 1/4 max HP.,"If held by a Pokémon, it heals the user's HP a little.",['holdable-active'],Medicine,Berries,https://img.pokemondb.net/sprites/items/sitrus-berry.png
Skull Fossil,Can be revived into a Cranidos.,A fossil from a prehistoric Pokémon that lived on the land. It appears to be part of a head.,['underground'],Dex Completion,General items,https://img.pokemondb.net/sprites/items/skull-fossil.png
Sky Plate,Held: Flying-Type moves from holder do 20% more damage. Changes Arceus's and Judgment's type to Flying.,Increases power of Flying-type moves. Changes Arceus' type to Flying.,"['holdable', 'holdable-active', 'underground']",Plates,Hold items,https://img.pokemondb.net/sprites/items/sky-plate.png
Slowbronite,Held: Allows Slowbro to Mega Evolve into Mega Slowbro.,Enables Slowbro to Mega Evolve during battle.,,Mega Stones,Hold items,https://img.pokemondb.net/sprites/items/slowbronite.png
Small Bouquet,,,,Loot,General items,https://img.pokemondb.net/s.png
Smart Candy,,Increases a Pokémon's Special Attack stat by 1.,,Vitamins,Medicine,https://img.pokemondb.net/sprites/items/smart-candy.png
Smart Candy L,,Increases a Pokémon's Special Attack stat.,,Vitamins,Medicine,https://img.pokemondb.net/sprites/items/smart-candy-l.png
Smart Candy Xl,,Increases a Pokémon's Special Attack stat.,,Vitamins,Medicine,https://img.pokemondb.net/sprites/items/smart-candy-xl.png
Smoke Ball,Held: Allows the Holder to escape from any wild battle.,An item to be held by a Pokémon. It enables the holder to flee from any wild Pokémon without fail.,"['holdable', 'holdable-active']",Held Items,Hold items,https://img.pokemondb.net/sprites/items/smoke-ball.png
Smoke Poke Tail,,"One of the many ingredients that can be used for cooking at your camp. When a Slowpoke’s tail falls off, it grows back quickly.",,Curry Ingredients,General items,https://img.pokemondb.net/s.png
Smooth Rock,Held: Sandstorm by the holder lasts 8 rounds instead of 5.,A Pokémon held item that extends the duration of the move Sandstorm used by the holder.,"['holdable', 'holdable-active', 'underground']",Held Items,Hold items,https://img.pokemondb.net/sprites/items/smooth-rock.png
Snowball,"Held: If the holder is hit by a damaging Ice move, raises its Attack by one stage.",Raises Attack if hit by an Ice-type move.,,Held Items,Hold items,https://img.pokemondb.net/sprites/items/snowball.png
Soda Pop,Restores 60 HP.,Restores 50 HP.,"['countable', 'consumable', 'usable-overworld', 'usable-in-battle', 'holdable']",Healing,Medicine,https://img.pokemondb.net/sprites/items/soda-pop.png
Soft Sand,Held: Ground-Type moves from holder do 20% more damage.,Increases the power of Ground-type moves.,"['holdable', 'holdable-active']",Type Enhancement,Hold items,https://img.pokemondb.net/sprites/items/soft-sand.png
Soothe Bell,Held: Doubles the happiness earned by the holder.,An item to be held by a Pokémon. It is a bell with a comforting chime that calms the holder and makes it friendly.,"['holdable', 'holdable-active']",Training,Hold items,https://img.pokemondb.net/sprites/items/soothe-bell.png
Soul Dew,Raises Latias and Latios's Special Attack and Special Defense by 50%.,Increases the power of Psychic- and Dragon-type moves when held by Latios or Latias. Increases Sp.Atk/Sp.Def prior to Gen 7.,['holdable'],Species Specific,Hold items,https://img.pokemondb.net/sprites/items/soul-dew.png
Spell Tag,Held: Ghost-Type moves from holder do 20% more damage.,Increases the power of Ghost-type moves.,"['holdable', 'holdable-active']",Type Enhancement,Hold items,https://img.pokemondb.net/sprites/items/spell-tag.png
Spelon Berry,Used for creating PokéBlocks and Poffins.,A Berry which is very rare in the Unova region. A maniac will buy it for a high price.,,Baking Only,Berries,https://img.pokemondb.net/sprites/items/spelon-berry.png
Spice Mix,,One of the many ingredients that can be used for cooking at your camp. There are over fifty spices contained within this ingredient’s hot flavor.,,Curry Ingredients,General items,https://img.pokemondb.net/s.png
Splash Plate,Held: Water-Type moves from holder do 20% more damage. Changes Arceus's and Judgment's type to Water.,Increases power of Water-type moves. Changes Arceus' type to Water.,"['holdable', 'holdable-active', 'underground']",Plates,Hold items,https://img.pokemondb.net/sprites/items/splash-plate.png
Spooky Plate,Held: Ghost-Type moves from holder do 20% more damage. Changes Arceus's and Judgment's type to Ghost.,Increases power of Ghost-type moves. Changes Arceus' type to Ghost.,"['holdable', 'holdable-active', 'underground']",Plates,Hold items,https://img.pokemondb.net/sprites/items/spooky-plate.png
Sport Ball,Tries to catch a Pokémon in the Bug-Catching contest in National Park. (Gen II: Park Ball),A special Poké Ball for the Bug-Catching Contest.,,Standard Balls,Pokeballs,https://img.pokemondb.net/sprites/items/sport-ball.png
Sprinklotad,Waters Berry plants.,"A watering can shaped like a Lotad. It helps promote the healthy growth of any Berries planted in good, soft soil.",,Gameplay,General items,https://img.pokemondb.net/sprites/items/sprinklotad.png
Stable Mulch,Berries stay on the plant for longer than their usual time.,A fertilizer to be spread on soft soil in regions where Berries are grown. A maniac will buy it for a high price.,,Mulch,General items,https://img.pokemondb.net/sprites/items/stable-mulch.png
Star Piece,"Platinum: Trade for one of each color Shard. Black and White: Trade for PP Up. Sell for 4900 Pokédollars, or to Ore Collector for 9800 Pokédollars.",A shard of a pretty gem that sparkles in a red color. It can be sold at a high price to shops.,['underground'],Loot,General items,https://img.pokemondb.net/sprites/items/star-piece.png
Star Sweet,,Evolves Milcery into Star Flavor Alcremie.,,Evolution,Hold items,https://img.pokemondb.net/s.png
Stardust,"Sell for 1000 Pokédollars, or to Ore Collector for 2000 Pokédollars.","Lovely, red-colored sand with a loose, silky feel. It can be sold at a high price to shops.",,Loot,General items,https://img.pokemondb.net/sprites/items/stardust.png
Starf Berry,Held: Consumed at 1/4 max HP to boost a random stat by two stages.,Sharply raises a random stat when HP is low.,['holdable-active'],In A Pinch,Berries,https://img.pokemondb.net/sprites/items/starf-berry.png
Steel Gem,"Held: When the holder uses a damaging steel-type move, the move has 1.5× power and this item is consumed.",Increases the power of a Steel-type move only once.,,Jewels,Hold items,https://img.pokemondb.net/sprites/items/steel-gem.png
Steel Memory,Held: Changes Silvally to its Steel form.  Changes Multi-Attack's type to Steel.,Changes Silvally and its move Multi-Attack to Steel type.,,Memories,Hold items,https://img.pokemondb.net/sprites/items/steel-memory.png
Steelixite,Held: Allows Steelix to Mega Evolve into Mega Steelix.,Enables Steelix to Mega Evolve during battle.,,Mega Stones,Hold items,https://img.pokemondb.net/sprites/items/steelixite.png
Sticky Barb,"Held: Holder takes 1/8 (12.5%) its max HP at the end of each turn. When the holder is hit by a contact move, the attacking Pokémon takes 1/8 its max HP in damage and receive the item if not holding one.",A held item that damages the holder on every turn. It may latch on to foes and allies that touch the holder.,"['holdable', 'holdable-active']",Bad Held Items,Hold items,https://img.pokemondb.net/sprites/items/sticky-barb.png
Stone Plate,Held: Rock-Type moves from holder do 20% more damage. Changes Arceus's and Judgment's type to Rock.,Increases power of Rock-type moves. Changes Arceus' type to Rock.,"['holdable', 'holdable-active', 'underground']",Plates,Hold items,https://img.pokemondb.net/sprites/items/stone-plate.png
Strange Souvenir,Vendor trash.,An ornament depicting a Pokémon that is venerated as a protector in some region far from Kalos.,,Loot,General items,https://img.pokemondb.net/sprites/items/strange-souvenir.png
Strawberry Sweet,,Evolves Milcery into Strawberry Flavor Alcremie.,,Evolution,Hold items,https://img.pokemondb.net/s.png
Stretchy Spring,,,,Loot,General items,https://img.pokemondb.net/s.png
Sun Stone,"Evolves a Cottonee into Whimsicott, a Gloom into Bellossom, a Petilil into Lilligant, or a Sunkern into Sunflora.",Evolves certain species of Pokémon.,['underground'],Evolution,General items,https://img.pokemondb.net/sprites/items/sun-stone.png
Super Lure,,Attracts Pokémon in the wild.,,Spelunking,General items,https://img.pokemondb.net/s.png
Super Potion,Restores 50 HP.,Restores 60 HP.,"['countable', 'consumable', 'usable-overworld', 'usable-in-battle', 'holdable']",Healing,Medicine,https://img.pokemondb.net/sprites/items/super-potion.png
Super Repel,"For 200 steps, prevents wild encounters of level lower than your party's lead Pokémon.",An item that prevents weak wild Pokémon from appearing for 200 steps after its use.,,Spelunking,General items,https://img.pokemondb.net/sprites/items/super-repel.png
Swampertite,Held: Allows Swampert to Mega Evolve into Mega Swampert.,Enables Swampert to Mega Evolve during battle.,,Mega Stones,Hold items,https://img.pokemondb.net/sprites/items/swampertite.png
Sweet Apple,,Evolves Applin into Appletun.,,Evolution,Hold items,https://img.pokemondb.net/s.png
