,Pokemon,Move,Type,Use_Percentage (%)
1811,Appletun,Body Press,fighting,26.619%
1812,Appletun,Dragon Pulse,dragon,24.042%
1813,Appletun,Hyper Beam,normal,19.625%
1814,Appletun,Other,,16.113%
1815,Bisharp,Sucker Punch,dark,96.162%
1816,Bisharp,Iron Head,steel,78.545%
1817,Bisharp,Low Kick,fighting,46.327%
1818,Bisharp,Stone Edge,rock,34.534%
1819,Bisharp,Protect,normal,28.990%
1820,Bisharp,Swords Dance,normal,24.619%
1821,Bisharp,Poison Jab,poison,24.121%
1822,Bisharp,Taunt,dark,23.932%
1823,Bisharp,Psycho Cut,psychic,17.959%
1824,Bisharp,Lash Out,dark,7.240%
1825,Bisharp,Other,,17.571%
1826,Registeel,Protect,normal,98.265%
1827,Registeel,Body Press,fighting,97.884%
1828,Registeel,Iron Defense,steel,96.185%
1829,Registeel,Amnesia,psychic,84.199%
1830,Registeel,Ice Punch,ice,9.611%
1831,Registeel,Other,,13.855%
1832,Rhyperior,Earthquake,ground,60.126%
1833,Rhyperior,Protect,normal,58.950%
1834,Rhyperior,Rock Slide,rock,52.657%
1835,Rhyperior,High Horsepower,ground,38.663%
1836,Rhyperior,Swords Dance,normal,28.332%
1837,Rhyperior,Rock Blast,rock,25.241%
1838,Rhyperior,Endure,normal,24.724%
1839,Rhyperior,Stone Edge,rock,20.304%
1840,Rhyperior,Thunder Punch,electric,17.430%
1841,Rhyperior,Iron Tail,steel,14.640%
1842,Rhyperior,Helping Hand,normal,11.151%
1843,Rhyperior,Ice Punch,ice,7.649%
1844,Rhyperior,Rock Polish,rock,7.173%
1845,Rhyperior,Fire Punch,fire,6.307%
1846,Rhyperior,Superpower,fighting,4.833%
1847,Rhyperior,Stealth Rock,rock,4.488%
1848,Rhyperior,Other,,17.332%
1849,Stonjourner,Protect,normal,99.276%
1850,Stonjourner,Rock Slide,rock,72.119%
1851,Stonjourner,Body Press,fighting,64.218%
1852,Stonjourner,Heavy Slam,steel,56.707%
1853,Stonjourner,Wide Guard,rock,41.110%
1854,Stonjourner,Rock Tomb,rock,24.578%
1855,Stonjourner,Sand Tomb,ground,17.236%
1856,Stonjourner,Ancient Power,rock,7.799%
1857,Stonjourner,Other,,16.957%
1858,Electivire,Darkest Lariat,dark,95.840%
1859,Electivire,Ice Punch,ice,95.004%
1860,Electivire,Wild Charge,electric,93.735%
1861,Electivire,Earthquake,ground,91.903%
1862,Electivire,Thunder Punch,electric,6.206%
1863,Electivire,Other,,17.311%
1864,Leafeon,Dig,ground,73.021%
1865,Leafeon,X-Scissor,bug,69.857%
1866,Leafeon,Leaf Blade,grass,51.141%
1867,Leafeon,Solar Blade,grass,50.024%
1868,Leafeon,Bite,dark,40.109%
1869,Leafeon,Iron Tail,steel,32.068%
1870,Leafeon,Double-Edge,normal,20.350%
1871,Leafeon,Weather Ball,normal,19.464%
1872,Leafeon,Quick Attack,normal,19.387%
1873,Leafeon,Protect,normal,7.591%
1874,Leafeon,Other,,16.987%
1875,Abomasnow,Blizzard,ice,74.712%
1876,Abomasnow,Ice Shard,ice,56.567%
1877,Abomasnow,Aurora Veil,ice,45.985%
1878,Abomasnow,Earth Power,ground,39.411%
1879,Abomasnow,Energy Ball,grass,31.880%
1880,Abomasnow,Wood Hammer,grass,30.949%
1881,Abomasnow,Earthquake,ground,24.515%
1882,Abomasnow,Shadow Ball,ghost,21.757%
1883,Abomasnow,Leaf Storm,grass,20.560%
1884,Abomasnow,Protect,normal,20.232%
1885,Abomasnow,Giga Drain,grass,16.091%
1886,Abomasnow,Other,,17.341%
1887,Diggersby,Foul Play,dark,99.644%
1888,Diggersby,High Horsepower,ground,90.169%
1889,Diggersby,Protect,normal,50.219%
1890,Diggersby,Rock Slide,rock,49.671%
1891,Diggersby,Giga Impact,normal,48.102%
1892,Diggersby,Ice Punch,ice,40.118%
1893,Diggersby,Earthquake,ground,11.244%
1894,Diggersby,Other,,10.833%
1895,Giratina,Protect,normal,71.993%
1896,Giratina,Shadow Force,ghost,52.602%
1897,Giratina,Earth Power,ground,34.199%
1898,Giratina,Earthquake,ground,27.481%
1899,Giratina,Shadow Ball,ghost,25.445%
1900,Giratina,Shadow Sneak,ghost,23.608%
1901,Giratina,Will-O-Wisp,fire,19.273%
1902,Giratina,Dual Wingbeat,flying,17.778%
1903,Giratina,Dragon Pulse,dragon,17.419%
1904,Giratina,Outrage,dragon,17.272%
1905,Giratina,Pain Split,normal,13.078%
1906,Giratina,Calm Mind,psychic,13.065%
1907,Giratina,Breaking Swipe,dragon,12.353%
1908,Giratina,Stone Edge,rock,11.132%
1909,Giratina,Steel Wing,steel,10.233%
1910,Giratina,Draco Meteor,dragon,8.428%
1911,Giratina,Ancient Power,rock,7.294%
1912,Giratina,Other,,17.349%
1913,Swoobat,Baton Pass,normal,96.329%
1914,Swoobat,Ally Switch,psychic,94.644%
1915,Swoobat,Protect,normal,85.271%
1916,Swoobat,Substitute,normal,84.634%
1917,Swoobat,Stored Power,psychic,12.587%
1918,Swoobat,Nasty Plot,dark,10.223%
1919,Swoobat,Other,,16.313%
1920,Corviknight,Brave Bird,flying,89.734%
1921,Corviknight,Roost,flying,81.883%
1922,Corviknight,Tailwind,flying,77.586%
1923,Corviknight,Iron Head,steel,60.238%
1924,Corviknight,Body Press,fighting,30.903%
1925,Corviknight,Bulk Up,fighting,12.557%
1926,Corviknight,U-turn,bug,11.099%
1927,Corviknight,Taunt,dark,10.710%
1928,Corviknight,Iron Defense,steel,10.606%
1929,Corviknight,Other,,14.684%
1930,Vikavolt,Bug Buzz,bug,99.997%
1931,Vikavolt,Thunderbolt,electric,81.457%
1932,Vikavolt,Energy Ball,grass,51.566%
1933,Vikavolt,Volt Switch,electric,50.464%
1934,Vikavolt,Protect,normal,38.000%
1935,Vikavolt,Mud Shot,ground,36.583%
1936,Vikavolt,Thunder,electric,17.204%
1937,Vikavolt,Flash Cannon,steel,13.838%
1938,Vikavolt,Other,,10.891%
1939,Durant,Iron Head,steel,100.000%
1940,Durant,Rock Slide,rock,95.859%
1941,Durant,Stomping Tantrum,ground,83.167%
1942,Durant,Protect,normal,52.899%
1943,Durant,Superpower,fighting,31.615%
1944,Durant,First Impression,bug,18.845%
1945,Durant,Other,,17.615%
1946,Cresselia,Trick Room,psychic,71.706%
1947,Cresselia,Helping Hand,normal,52.563%
1948,Cresselia,Moonlight,fairy,46.023%
1949,Cresselia,Ally Switch,psychic,34.486%
1950,Cresselia,Calm Mind,psychic,34.040%
1951,Cresselia,Icy Wind,ice,29.963%
1952,Cresselia,Psyshock,psychic,23.744%
1953,Cresselia,Protect,normal,17.115%
1954,Cresselia,Psychic,psychic,16.943%
1955,Cresselia,Moonblast,fairy,15.395%
1956,Cresselia,Thunder Wave,electric,13.820%
1957,Cresselia,Lunar Dance,psychic,11.774%
1958,Cresselia,Energy Ball,grass,8.593%
1959,Cresselia,Ice Beam,ice,6.454%
1960,Cresselia,Other,,17.380%
1961,Mr. Rime,Fake Out,normal,98.966%
1962,Mr. Rime,Trick Room,psychic,98.937%
1963,Mr. Rime,Helping Hand,normal,98.721%
1964,Mr. Rime,Freeze-Dry,ice,98.571%
1965,Mr. Rime,Other,,4.806%
1966,Wishiwashi,Protect,normal,93.210%
1967,Wishiwashi,Ice Beam,ice,93.187%
1968,Wishiwashi,Hydro Pump,water,93.180%
1969,Wishiwashi,Helping Hand,normal,93.038%
1970,Wishiwashi,Earthquake,ground,6.812%
1971,Wishiwashi,Liquidation,water,6.812%
1972,Wishiwashi,Other,,13.762%
1973,Conkeldurr,Ice Punch,ice,72.094%
1974,Conkeldurr,Mach Punch,fighting,56.263%
1975,Conkeldurr,Close Combat,fighting,48.927%
1976,Conkeldurr,Protect,normal,45.108%
1977,Conkeldurr,Drain Punch,fighting,42.404%
1978,Conkeldurr,Bulldoze,ground,31.605%
1979,Conkeldurr,Poison Jab,poison,19.973%
1980,Conkeldurr,Rock Slide,rock,16.533%
1981,Conkeldurr,Wide Guard,rock,12.818%
1982,Conkeldurr,Detect,fighting,9.855%
1983,Conkeldurr,Fire Punch,fire,8.860%
1984,Conkeldurr,Hammer Arm,fighting,7.178%
1985,Conkeldurr,Facade,normal,6.160%
1986,Conkeldurr,High Horsepower,ground,5.646%
1987,Conkeldurr,Other,,16.576%
1988,Boltund,Electrify,electric,52.913%
1989,Boltund,Snarl,dark,50.590%
1990,Boltund,Thunderbolt,electric,50.185%
1991,Boltund,Nuzzle,electric,49.070%
1992,Boltund,Protect,normal,49.036%
1993,Boltund,Helping Hand,normal,46.678%
1994,Boltund,Thunder Wave,electric,46.664%
1995,Boltund,Discharge,electric,46.069%
1996,Boltund,Other,,8.795%
1997,Terrakion,Protect,normal,94.208%
1998,Terrakion,Rock Slide,rock,94.024%
1999,Terrakion,Close Combat,fighting,64.670%
2000,Terrakion,Earthquake,ground,39.568%
2001,Terrakion,Sacred Sword,fighting,34.585%
2002,Terrakion,Stomping Tantrum,ground,28.727%
2003,Terrakion,Zen Headbutt,psychic,12.150%
2004,Terrakion,Bulldoze,ground,8.124%
2005,Terrakion,Stone Edge,rock,5.870%
2006,Terrakion,Other,,18.074%
2007,Cobalion,Iron Head,steel,90.211%
2008,Cobalion,Close Combat,fighting,88.937%
2009,Cobalion,Stone Edge,rock,81.122%
2010,Cobalion,Bounce,flying,76.306%
2011,Cobalion,Zen Headbutt,psychic,15.758%
2012,Cobalion,Protect,normal,15.715%
2013,Cobalion,Sacred Sword,fighting,11.150%
2014,Cobalion,Smart Strike,steel,9.785%
2015,Cobalion,Other,,11.017%
2016,Kyurem-Black,Fusion Bolt,electric,92.083%
2017,Kyurem-Black,Protect,normal,87.031%
2018,Kyurem-Black,Icicle Spear,ice,64.503%
2019,Kyurem-Black,Dragon Claw,dragon,39.873%
2020,Kyurem-Black,Rock Slide,rock,25.308%
2021,Kyurem-Black,Freeze Shock,ice,23.721%
2022,Kyurem-Black,Outrage,dragon,21.096%
2023,Kyurem-Black,Breaking Swipe,dragon,6.585%
2024,Kyurem-Black,Dragon Dance,dragon,5.062%
2025,Kyurem-Black,Earth Power,ground,4.834%
2026,Kyurem-Black,Shadow Claw,ghost,4.301%
2027,Kyurem-Black,Icy Wind,ice,3.256%
2028,Kyurem-Black,Noble Roar,normal,3.208%
2029,Kyurem-Black,Other,,19.138%
2030,Mantine,Hurricane,flying,99.147%
2031,Mantine,Wide Guard,rock,94.773%
2032,Mantine,Hydro Pump,water,82.963%
2033,Mantine,Ice Beam,ice,82.954%
2034,Mantine,Tailwind,flying,17.024%
2035,Mantine,Protect,normal,10.292%
2036,Mantine,Other,,12.847%
2037,Machamp,Wide Guard,rock,94.075%
2038,Machamp,Dynamic Punch,fighting,90.146%
2039,Machamp,Stone Edge,rock,85.961%
2040,Machamp,Protect,normal,73.416%
2041,Machamp,Knock Off,dark,15.843%
2042,Machamp,Bullet Punch,steel,11.015%
2043,Machamp,Quick Guard,fighting,7.470%
2044,Machamp,Close Combat,fighting,5.209%
2045,Machamp,Other,,16.864%
2046,Goodra,Breaking Swipe,dragon,54.358%
2047,Goodra,Draco Meteor,dragon,34.108%
2048,Goodra,Sludge Bomb,poison,32.545%
2049,Goodra,Flamethrower,fire,32.067%
2050,Goodra,Dragon Pulse,dragon,28.146%
2051,Goodra,Surf,water,28.050%
2052,Goodra,Superpower,fighting,27.442%
2053,Goodra,Thunderbolt,electric,24.751%
2054,Goodra,Iron Tail,steel,19.472%
2055,Goodra,Power Whip,grass,19.181%
2056,Goodra,Protect,normal,16.916%
2057,Goodra,Fire Punch,fire,11.956%
2058,Goodra,Outrage,dragon,11.452%
2059,Goodra,Brutal Swing,dark,10.415%
2060,Goodra,Counter,fighting,7.244%
2061,Goodra,Skitter Smack,bug,6.558%
2062,Goodra,Ice Beam,ice,5.947%
2063,Goodra,Aqua Tail,water,5.801%
2064,Goodra,Rock Slide,rock,3.591%
2065,Goodra,Other,,20.000%
2066,Silvally,Explosion,normal,99.967%
2067,Silvally,Crunch,dark,56.664%
2068,Silvally,Facade,normal,51.858%
2069,Silvally,,,51.827%
2070,Silvally,Parting Shot,dark,43.151%
2071,Silvally,Ice Beam,ice,38.335%
2072,Silvally,Flamethrower,fire,38.335%
2073,Silvally,Other,,19.864%
2074,Accelgor,Water Shuriken,water,80.733%
2075,Accelgor,Yawn,normal,67.568%
2076,Accelgor,Protect,normal,64.083%
2077,Accelgor,Encore,normal,51.536%
2078,Accelgor,Acid Spray,poison,22.378%
2079,Accelgor,Final Gambit,fighting,19.177%
2080,Accelgor,Toxic Spikes,poison,18.452%
2081,Accelgor,Toxic,poison,16.287%
2082,Accelgor,Bug Buzz,bug,16.122%
2083,Accelgor,Struggle Bug,bug,8.929%
2084,Accelgor,U-turn,bug,8.028%
2085,Accelgor,Substitute,normal,6.055%
2086,Accelgor,Feint,normal,4.838%
2087,Accelgor,Other,,15.815%
2088,Xurkitree,Dazzling Gleam,fairy,72.009%
2089,Xurkitree,Thunderbolt,electric,50.410%
2090,Xurkitree,Energy Ball,grass,49.345%
2091,Xurkitree,Protect,normal,40.282%
2092,Xurkitree,Rising Voltage,electric,39.124%
2093,Xurkitree,Hyper Beam,normal,35.918%
2094,Xurkitree,Grass Knot,grass,31.718%
2095,Xurkitree,Discharge,electric,22.513%
2096,Xurkitree,Electroweb,electric,22.414%
2097,Xurkitree,Thunder,electric,16.446%
2098,Xurkitree,Other,,19.821%
2099,Tauros,Protect,normal,92.519%
2100,Tauros,Body Slam,normal,91.328%
2101,Tauros,High Horsepower,ground,86.164%
2102,Tauros,Lash Out,dark,83.705%
2103,Tauros,Earthquake,ground,9.506%
2104,Tauros,Throat Chop,dark,8.382%
2105,Tauros,Giga Impact,normal,5.547%
2106,Tauros,Rock Slide,rock,2.980%
2107,Tauros,Other,,19.869%
2108,Garbodor,Gunk Shot,poison,99.828%
2109,Garbodor,Protect,normal,99.300%
2110,Garbodor,Stomping Tantrum,ground,97.933%
2111,Garbodor,Rock Blast,rock,88.219%
2112,Garbodor,Other,,14.719%
2113,Luxray,Wild Charge,electric,98.432%
2114,Luxray,Protect,normal,85.223%
2115,Luxray,Throat Chop,dark,84.021%
2116,Luxray,Rain Dance,water,76.317%
2117,Luxray,Helping Hand,normal,12.270%
2118,Luxray,Baby-Doll Eyes,fairy,12.086%
2119,Luxray,Psychic Fangs,psychic,10.582%
2120,Luxray,Ice Fang,ice,10.308%
2121,Luxray,Other,,10.760%
2122,Dugtrio,Sucker Punch,dark,95.402%
2123,Dugtrio,Earthquake,ground,90.913%
2124,Dugtrio,Memento,dark,88.412%
2125,Dugtrio,Ally Switch,psychic,86.068%
2126,Dugtrio,Protect,normal,12.018%
2127,Dugtrio,High Horsepower,ground,8.461%
2128,Dugtrio,Other,,18.726%
2129,Rotom-Mow,Leaf Storm,grass,99.954%
2130,Rotom-Mow,Thunderbolt,electric,82.700%
2131,Rotom-Mow,Protect,normal,54.646%
2132,Rotom-Mow,Will-O-Wisp,fire,43.491%
2133,Rotom-Mow,Electroweb,electric,32.737%
2134,Rotom-Mow,Dark Pulse,dark,22.436%
2135,Rotom-Mow,Volt Switch,electric,13.409%
2136,Rotom-Mow,Thunder,electric,12.932%
2137,Rotom-Mow,Nasty Plot,dark,9.508%
2138,Rotom-Mow,Helping Hand,normal,8.793%
2139,Rotom-Mow,Other,,19.394%
2140,Gengar,Shadow Ball,ghost,85.180%
2141,Gengar,Sludge Bomb,poison,64.906%
2142,Gengar,Dazzling Gleam,fairy,37.986%
2143,Gengar,Trick Room,psychic,31.653%
2144,Gengar,Energy Ball,grass,27.188%
2145,Gengar,Protect,normal,24.122%
2146,Gengar,Icy Wind,ice,20.968%
2147,Gengar,Ally Switch,psychic,16.552%
2148,Gengar,Perish Song,normal,13.655%
2149,Gengar,Sludge Wave,poison,11.926%
2150,Gengar,Nasty Plot,dark,11.469%
2151,Gengar,Destiny Bond,ghost,7.674%
2152,Gengar,Psychic,psychic,7.556%
2153,Gengar,Will-O-Wisp,fire,6.350%
2154,Gengar,Hypnosis,psychic,5.279%
2155,Gengar,Thunderbolt,electric,3.679%
2156,Gengar,Taunt,dark,3.658%
2157,Gengar,Clear Smog,poison,3.314%
2158,Gengar,Other,,16.884%
2159,Glaceon,Freeze-Dry,ice,99.721%
2160,Glaceon,Protect,normal,98.813%
2161,Glaceon,Yawn,normal,50.966%
2162,Glaceon,Copycat,normal,50.875%
2163,Glaceon,Weather Ball,normal,37.488%
2164,Glaceon,Icy Wind,ice,36.281%
2165,Glaceon,Blizzard,ice,11.584%
2166,Glaceon,Other,,14.272%
2167,Manectric,Flamethrower,fire,95.415%
2168,Manectric,Thunder,electric,86.412%
2169,Manectric,Snarl,dark,81.685%
2170,Manectric,Substitute,normal,78.517%
2171,Manectric,Thunderbolt,electric,11.696%
2172,Manectric,Hyper Voice,normal,11.344%
2173,Manectric,Thunder Wave,electric,8.948%
2174,Manectric,Overheat,fire,6.108%
2175,Manectric,Other,,19.876%
2176,Palossand,Earth Power,ground,98.134%
2177,Palossand,Shore Up,ground,95.862%
2178,Palossand,Shadow Ball,ghost,79.464%
2179,Palossand,Energy Ball,grass,48.861%
2180,Palossand,Protect,normal,39.458%
2181,Palossand,Amnesia,psychic,14.285%
2182,Palossand,Giga Drain,grass,7.043%
2183,Palossand,Other,,16.893%
2184,Espeon,Ally Switch,psychic,80.589%
2185,Espeon,Expanding Force,psychic,54.430%
2186,Espeon,Weather Ball,normal,48.143%
2187,Espeon,Trick Room,psychic,46.119%
2188,Espeon,Baton Pass,normal,42.828%
2189,Espeon,Psychic,psychic,37.243%
2190,Espeon,Trick,psychic,22.267%
2191,Espeon,Magic Room,psychic,14.192%
2192,Espeon,Charm,fairy,11.600%
2193,Espeon,Copycat,normal,11.600%
2194,Espeon,Dazzling Gleam,fairy,6.114%
2195,Espeon,Protect,normal,4.883%
2196,Espeon,Other,,19.994%
2197,Crobat,Tailwind,flying,99.060%
2198,Crobat,Haze,ice,83.127%
2199,Crobat,Brave Bird,flying,74.159%
2200,Crobat,Hypnosis,psychic,53.850%
2201,Crobat,Taunt,dark,25.832%
2202,Crobat,U-turn,bug,21.801%
2203,Crobat,Quick Guard,fighting,11.449%
2204,Crobat,Absorb,grass,6.872%
2205,Crobat,Sunny Day,fire,6.856%
2206,Crobat,Other,,16.994%
2207,Tyrantrum,Head Smash,rock,99.923%
2208,Tyrantrum,Earthquake,ground,88.250%
2209,Tyrantrum,Outrage,dragon,87.645%
2210,Tyrantrum,Protect,normal,87.579%
2211,Tyrantrum,Close Combat,fighting,11.669%
2212,Tyrantrum,Stomping Tantrum,ground,11.301%
2213,Tyrantrum,Other,,13.632%
2214,Cinccino,Triple Axel,ice,86.956%
2215,Cinccino,Bullet Seed,grass,85.481%
2216,Cinccino,Rock Blast,rock,85.250%
2217,Cinccino,Tail Slap,normal,72.288%
2218,Cinccino,Helping Hand,normal,14.692%
2219,Cinccino,Thunder Wave,electric,14.468%
2220,Cinccino,Fake Tears,dark,14.467%
2221,Cinccino,Protect,normal,10.940%
2222,Cinccino,Other,,15.458%
2223,Kommo-o,Protect,normal,87.442%
2224,Kommo-o,Clanging Scales,dragon,52.485%
2225,Kommo-o,Body Press,fighting,45.465%
2226,Kommo-o,Iron Defense,steel,45.465%
2227,Kommo-o,Breaking Swipe,dragon,45.295%
2228,Kommo-o,Clangorous Soul,dragon,43.180%
2229,Kommo-o,Flamethrower,fire,37.546%
2230,Kommo-o,Flash Cannon,steel,13.816%
2231,Kommo-o,Aura Sphere,fighting,12.425%
2232,Kommo-o,Other,,16.881%
2233,Blissey,Helping Hand,normal,83.865%
2234,Blissey,Life Dew,water,58.644%
2235,Blissey,Body Slam,normal,58.495%
2236,Blissey,Rock Slide,rock,58.463%
2237,Blissey,Soft-Boiled,normal,40.928%
2238,Blissey,Aromatherapy,grass,25.803%
2239,Blissey,Heal Pulse,psychic,25.216%
2240,Blissey,Tri Attack,normal,10.716%
2241,Blissey,Calm Mind,psychic,10.694%
2242,Blissey,Flamethrower,fire,9.896%
2243,Blissey,Other,,17.280%
2244,Cloyster,Icicle Spear,ice,99.961%
2245,Cloyster,Rock Blast,rock,99.599%
2246,Cloyster,Liquidation,water,68.399%
2247,Cloyster,Protect,normal,60.618%
2248,Cloyster,Shell Smash,normal,38.357%
2249,Cloyster,Ice Shard,ice,25.649%
2250,Cloyster,Other,,7.417%
2251,Blaziken,Protect,normal,78.281%
2252,Blaziken,Heat Wave,fire,65.534%
2253,Blaziken,Close Combat,fighting,30.935%
2254,Blaziken,Coaching,fighting,29.875%
2255,Blaziken,Reversal,fighting,28.154%
2256,Blaziken,Flare Blitz,fire,25.729%
2257,Blaziken,Aura Sphere,fighting,19.976%
2258,Blaziken,Scorching Sands,ground,19.875%
2259,Blaziken,Earthquake,ground,19.388%
2260,Blaziken,Focus Blast,fighting,18.123%
2261,Blaziken,Detect,fighting,17.947%
2262,Blaziken,Brave Bird,flying,17.577%
2263,Blaziken,Overheat,fire,10.983%
2264,Blaziken,Other,,17.624%
2265,Drampa,Hyper Voice,normal,94.163%
2266,Drampa,Flamethrower,fire,87.070%
2267,Drampa,Draco Meteor,dragon,58.197%
2268,Drampa,Snarl,dark,47.343%
2269,Drampa,Hyper Beam,normal,43.523%
2270,Drampa,Energy Ball,grass,39.051%
2271,Drampa,Protect,normal,13.994%
2272,Drampa,Other,,16.660%
2273,Hawlucha,Coaching,fighting,75.565%
2274,Hawlucha,Ally Switch,psychic,51.218%
2275,Hawlucha,Close Combat,fighting,45.632%
2276,Hawlucha,Acrobatics,flying,45.147%
2277,Hawlucha,Brick Break,fighting,29.947%
2278,Hawlucha,Quick Guard,fighting,21.952%
2279,Hawlucha,Rock Tomb,rock,21.944%
2280,Hawlucha,Flying Press,fighting,17.423%
2281,Hawlucha,Entrainment,normal,17.248%
2282,Hawlucha,Swords Dance,normal,13.270%
2283,Hawlucha,Iron Head,steel,13.048%
2284,Hawlucha,Brave Bird,flying,9.564%
2285,Hawlucha,Poison Jab,poison,8.238%
2286,Hawlucha,Fire Punch,fire,8.050%
2287,Hawlucha,U-turn,bug,5.378%
2288,Hawlucha,Other,,16.376%
2289,Mr. Mime-Galar,Icy Wind,ice,95.431%
2290,Mr. Mime-Galar,Fake Out,normal,94.730%
2291,Mr. Mime-Galar,Skill Swap,psychic,52.608%
2292,Mr. Mime-Galar,Hypnosis,psychic,51.111%
2293,Mr. Mime-Galar,Helping Hand,normal,41.362%
2294,Mr. Mime-Galar,Psyshock,psychic,40.793%
2295,Mr. Mime-Galar,Ally Switch,psychic,6.024%
2296,Mr. Mime-Galar,Other,,17.942%
2297,Grapploct,Octolock,fighting,93.923%
2298,Grapploct,Drain Punch,fighting,87.835%
2299,Grapploct,Soak,water,60.977%
2300,Grapploct,Detect,fighting,54.959%
2301,Grapploct,Topsy-Turvy,dark,32.348%
2302,Grapploct,Sucker Punch,dark,27.508%
2303,Grapploct,Protect,normal,12.672%
2304,Grapploct,Coaching,fighting,8.538%
2305,Grapploct,Ice Punch,ice,7.662%
2306,Grapploct,Other,,13.579%
2307,Zoroark,Snarl,dark,55.109%
2308,Zoroark,Dark Pulse,dark,48.631%
2309,Zoroark,Protect,normal,47.421%
2310,Zoroark,Copycat,normal,33.488%
2311,Zoroark,Burning Jealousy,fire,33.404%
2312,Zoroark,Sludge Bomb,poison,30.638%
2313,Zoroark,Night Daze,dark,28.918%
2314,Zoroark,Taunt,dark,20.838%
2315,Zoroark,Flamethrower,fire,16.792%
2316,Zoroark,Fake Tears,dark,16.543%
2317,Zoroark,Knock Off,dark,12.938%
2318,Zoroark,Focus Blast,fighting,12.133%
2319,Zoroark,,,8.887%
2320,Zoroark,Sucker Punch,dark,6.893%
2321,Zoroark,Grass Knot,grass,4.069%
2322,Zoroark,Detect,fighting,3.882%
2323,Zoroark,Other,,19.416%
2324,Lilligant,After You,normal,94.234%
2325,Lilligant,Sleep Powder,grass,93.858%
2326,Lilligant,Leaf Storm,grass,46.244%
2327,Lilligant,Protect,normal,36.674%
2328,Lilligant,Helping Hand,normal,32.767%
2329,Lilligant,Pollen Puff,bug,28.564%
2330,Lilligant,Petal Blizzard,grass,21.531%
2331,Lilligant,Giga Drain,grass,13.245%
2332,Lilligant,Energy Ball,grass,12.871%
2333,Lilligant,Solar Beam,grass,9.170%
2334,Lilligant,Other,,10.842%
2335,Clawitzer,Water Pulse,water,89.989%
2336,Clawitzer,Terrain Pulse,normal,79.634%
2337,Clawitzer,Aura Sphere,fighting,66.612%
2338,Clawitzer,Dark Pulse,dark,51.133%
2339,Clawitzer,Dragon Pulse,dragon,27.603%
2340,Clawitzer,Protect,normal,25.162%
2341,Clawitzer,Heal Pulse,psychic,24.070%
2342,Clawitzer,Aqua Jet,water,19.157%
2343,Clawitzer,Other,,16.640%
2344,Qwilfish,Aqua Jet,water,98.485%
2345,Qwilfish,Surf,water,94.750%
2346,Qwilfish,Icy Wind,ice,94.663%
2347,Qwilfish,Acid Spray,poison,94.512%
2348,Qwilfish,Other,,17.590%
2349,Haxorus,Earthquake,ground,90.029%
2350,Haxorus,Breaking Swipe,dragon,81.479%
2351,Haxorus,Rock Tomb,rock,81.401%
2352,Haxorus,Snarl,dark,81.397%
2353,Haxorus,Dragon Claw,dragon,10.836%
2354,Haxorus,Close Combat,fighting,10.076%
2355,Haxorus,Iron Tail,steel,6.811%
2356,Haxorus,Protect,normal,6.573%
2357,Haxorus,Rock Slide,rock,4.824%
2358,Haxorus,Outrage,dragon,3.995%
2359,Haxorus,Poison Jab,poison,3.347%
2360,Haxorus,Other,,19.233%
2361,Dhelmise,Poltergeist,ghost,83.651%
2362,Dhelmise,Power Whip,grass,72.612%
2363,Dhelmise,Anchor Shot,steel,54.891%
2364,Dhelmise,Grassy Glide,grass,41.392%
2365,Dhelmise,Protect,normal,38.417%
2366,Dhelmise,Steel Roller,steel,36.696%
2367,Dhelmise,Earthquake,ground,18.830%
2368,Dhelmise,Ally Switch,psychic,12.476%
2369,Dhelmise,Iron Head,steel,12.333%
2370,Dhelmise,Phantom Force,ghost,8.301%
2371,Dhelmise,Shadow Claw,ghost,6.501%
2372,Dhelmise,Other,,13.900%
2373,Runerigus,Trick Room,psychic,87.217%
2374,Runerigus,Body Press,fighting,71.581%
2375,Runerigus,Curse,ghost,43.187%
2376,Runerigus,Guard Split,psychic,39.034%
2377,Runerigus,Poltergeist,ghost,32.135%
2378,Runerigus,Earthquake,ground,30.158%
2379,Runerigus,Rock Slide,rock,13.994%
2380,Runerigus,Protect,normal,11.221%
2381,Runerigus,Ally Switch,psychic,9.592%
2382,Runerigus,Will-O-Wisp,fire,8.306%
2383,Runerigus,Phantom Force,ghost,8.011%
2384,Runerigus,Destiny Bond,ghost,6.001%
2385,Runerigus,Bulldoze,ground,5.395%
2386,Runerigus,Imprison,psychic,5.103%
2387,Runerigus,Shadow Claw,ghost,5.010%
2388,Runerigus,Night Shade,ghost,4.317%
2389,Runerigus,Other,,19.738%
2390,Braviary,Brave Bird,flying,99.987%
2391,Braviary,Close Combat,fighting,97.334%
2392,Braviary,Protect,normal,70.320%
2393,Braviary,Rock Slide,rock,46.238%
2394,Braviary,Tailwind,flying,29.340%
2395,Braviary,Giga Impact,normal,21.270%
2396,Braviary,Bulk Up,fighting,16.068%
2397,Braviary,Other,,19.443%
2398,Virizion,Leaf Blade,grass,73.099%
2399,Virizion,Protect,normal,67.304%
2400,Virizion,Close Combat,fighting,65.522%
2401,Virizion,Bounce,flying,63.061%
2402,Virizion,Stone Edge,rock,25.702%
2403,Virizion,Sacred Sword,fighting,23.068%
2404,Virizion,Swords Dance,normal,16.359%
2405,Virizion,Grassy Glide,grass,13.247%
2406,Virizion,Air Slash,flying,10.333%
2407,Virizion,Focus Blast,fighting,10.205%
