,Move,UsePercentage,Pokemon,Name
1644,Hex,13.924,Galarian Corsola,Hex
1645,Follow Me,99.822,Indeedee Female,Follow Me
1646,Follow Me,96.579,Togekiss,Follow Me
1647,Follow Me,98.900,Clefairy,Follow Me
1648,Follow Me,93.001,Clefable,Follow Me
1649,Follow Me,97.204,Togetic,Follow Me
1650,Mystical Fire,6.706,Indeedee Female,Mystical Fire
1651,Mystical Fire,24.637,Eternatus,Mystical Fire
1652,Mystical Fire,8.853,Alcremie,Mystical Fire
1653,Mystical Fire,82.513,Hatterene,Mystical Fire
1654,Mystical Fire,13.225,Blacephalon,Mystical Fire
1655,Mystical Fire,82.886,Clefable,Mystical Fire
1656,Mystical Fire,78.219,Sylveon,Mystical Fire
1657,Mystical Fire,10.513,Gardevoir,Mystical Fire
1658,Safeguard,6.623,Indeedee Female,Safeguard
1659,Safeguard,17.912,Mimikyu,Safeguard
1660,Safeguard,20.675,Araquanid,Safeguard
1661,Safeguard,50.625,Arcanine,Safeguard
1662,Safeguard,12.189,Slowking,Safeguard
1663,Safeguard,9.596,Cherrim,Safeguard
1664,Safeguard,28.664,Altaria,Safeguard
1665,Safeguard,15.124,Klefki,Safeguard
1666,Shadow Ball,5.046,Indeedee Female,Shadow Ball
1667,Shadow Ball,37.299,Porygon2,Shadow Ball
1668,Shadow Ball,58.798,Tapu Lele,Shadow Ball
1669,Shadow Ball,3.444,Dragapult,Shadow Ball
1670,Shadow Ball,21.544,Indeedee Male,Shadow Ball
1671,Shadow Ball,96.691,Spectrier,Shadow Ball
1672,Shadow Ball,33.412,Chansey,Shadow Ball
1673,Shadow Ball,37.892,Mewtwo,Shadow Ball
1674,Shadow Ball,7.617,Wash Rotom,Shadow Ball
1675,Shadow Ball,25.858,Galarian Articuno,Shadow Ball
1676,Shadow Ball,6.399,Drifblim,Shadow Ball
1677,Shadow Ball,83.892,Chandelure,Shadow Ball
1678,Shadow Ball,61.221,Aegislash Shield Forme,Shadow Ball
1679,Shadow Ball,59.488,Jellicent,Shadow Ball
1680,Shadow Ball,83.472,Blacephalon,Shadow Ball
1681,Shadow Ball,21.757,Abomasnow,Shadow Ball
1682,Shadow Ball,25.445,Giratina Altered Forme,Shadow Ball
1683,Shadow Ball,85.180,Gengar,Shadow Ball
1684,Shadow Ball,79.464,Palossand,Shadow Ball
1685,Shadow Ball,6.661,Sylveon,Shadow Ball
1686,Shadow Ball,22.829,Alakazam,Shadow Ball
1687,Shadow Ball,63.942,Cofagrigus,Shadow Ball
1688,Shadow Ball,6.284,Vaporeon,Shadow Ball
1689,Shadow Ball,97.519,Polteageist,Shadow Ball
1690,Shadow Ball,5.630,Noivern,Shadow Ball
1691,Shadow Ball,44.096,Jolteon,Shadow Ball
1692,Shadow Ball,99.079,Cursola,Shadow Ball
1693,Shadow Ball,8.167,Reuniclus,Shadow Ball
1694,Shadow Ball,29.555,Exploud,Shadow Ball
1695,Shadow Ball,26.019,Galarian Corsola,Shadow Ball
1696,Shadow Ball,27.833,Decidueye,Shadow Ball
1697,Tailwind,99.572,Whimsicott,Tailwind
1698,Tailwind,99.854,Tornadus Incarnate Forme,Tailwind
1699,Tailwind,98.844,Suicune,Tailwind
1700,Tailwind,99.903,Talonflame,Tailwind
1701,Tailwind,16.811,Galarian Articuno,Tailwind
1702,Tailwind,78.914,Pelipper,Tailwind
1703,Tailwind,99.749,Drifblim,Tailwind
1704,Tailwind,66.780,Butterfree,Tailwind
1705,Tailwind,99.835,Altaria,Tailwind
1706,Tailwind,62.371,Mandibuzz,Tailwind
1707,Tailwind,77.583,Latias,Tailwind
1708,Tailwind,87.621,Aerodactyl,Tailwind
1709,Tailwind,85.309,Articuno,Tailwind
1710,Tailwind,77.586,Corviknight,Tailwind
1711,Tailwind,17.024,Mantine,Tailwind
1712,Tailwind,99.060,Crobat,Tailwind
1713,Tailwind,29.340,Braviary,Tailwind
1714,Tailwind,94.412,Unfezant,Tailwind
1715,Tailwind,70.608,Noivern,Tailwind
1716,Tailwind,89.620,Sigilyph,Tailwind
1717,Moonblast,55.759,Whimsicott,Moonblast
1718,Moonblast,86.398,Xerneas,Moonblast
1719,Moonblast,6.572,Lunala,Moonblast
1720,Moonblast,80.347,Tapu Fini,Moonblast
1721,Moonblast,91.882,Tapu Lele,Moonblast
1722,Moonblast,31.046,Clefairy,Moonblast
1723,Moonblast,20.629,Alolan Ninetales,Moonblast
1724,Moonblast,85.870,Primarina,Moonblast
1725,Moonblast,5.137,Clefable,Moonblast
1726,Moonblast,15.395,Cresselia,Moonblast
1727,Moonblast,7.977,Sylveon,Moonblast
1728,Moonblast,53.771,Ribombee,Moonblast
1729,Moonblast,83.586,Shiinotic,Moonblast
1730,Moonblast,7.134,Aromatisse,Moonblast
1731,Moonblast,26.089,Gardevoir,Moonblast
1732,Switcheroo,19.612,Whimsicott,Switcheroo
1733,Switcheroo,6.156,Klefki,Switcheroo
1734,Switcheroo,51.275,Lopunny,Switcheroo
1735,Cotton Spore,18.727,Whimsicott,Cotton Spore
1736,Cotton Spore,4.323,Eldegoss,Cotton Spore
1737,Dazzling Gleam,10.298,Whimsicott,Dazzling Gleam
1738,Dazzling Gleam,88.556,Xerneas,Dazzling Gleam
1739,Dazzling Gleam,12.954,Tapu Fini,Dazzling Gleam
1740,Dazzling Gleam,74.918,Tapu Lele,Dazzling Gleam
1741,Dazzling Gleam,88.140,Togekiss,Dazzling Gleam
1742,Dazzling Gleam,19.882,Indeedee Male,Dazzling Gleam
1743,Dazzling Gleam,31.825,Alcremie,Dazzling Gleam
1744,Dazzling Gleam,21.802,Tapu Koko,Dazzling Gleam
1745,Dazzling Gleam,98.520,Hatterene,Dazzling Gleam
1746,Dazzling Gleam,44.600,Alolan Ninetales,Dazzling Gleam
1747,Dazzling Gleam,16.839,Klefki,Dazzling Gleam
1748,Dazzling Gleam,6.203,Clefable,Dazzling Gleam
1749,Dazzling Gleam,72.009,Xurkitree,Dazzling Gleam
1750,Dazzling Gleam,37.986,Gengar,Dazzling Gleam
1751,Dazzling Gleam,6.114,Espeon,Dazzling Gleam
1752,Dazzling Gleam,53.208,Togetic,Dazzling Gleam
1753,Dazzling Gleam,81.682,Slurpuff,Dazzling Gleam
1754,Dazzling Gleam,75.536,Alakazam,Dazzling Gleam
1755,Dazzling Gleam,23.355,Starmie,Dazzling Gleam
1756,Dazzling Gleam,13.230,Ribombee,Dazzling Gleam
1757,Dazzling Gleam,34.592,Mr. Mime,Dazzling Gleam
1758,Dazzling Gleam,7.838,Shiinotic,Dazzling Gleam
1759,Dazzling Gleam,82.277,Aromatisse,Dazzling Gleam
1760,Dazzling Gleam,97.582,Wigglytuff,Dazzling Gleam
1761,Dazzling Gleam,73.770,Gardevoir,Dazzling Gleam
1762,Dazzling Gleam,7.203,Tentacruel,Dazzling Gleam
1763,Encore,6.480,Whimsicott,Encore
1764,Encore,51.536,Accelgor,Encore
1765,Encore,7.814,Togetic,Encore
1766,Encore,5.499,Alolan Raichu,Encore
1767,Encore,9.376,Ninetales,Encore
1768,Encore,4.925,Emolga,Encore
1769,Encore,7.980,Lopunny,Encore
1770,Oblivion Wing,94.879,Yveltal,Oblivion Wing
1771,Dark Pulse,55.426,Yveltal,Dark Pulse
1772,Dark Pulse,5.633,Tornadus Incarnate Forme,Dark Pulse
1773,Dark Pulse,31.218,Blastoise,Dark Pulse
1774,Dark Pulse,83.482,Hydreigon,Dark Pulse
1775,Dark Pulse,13.354,Thundurus Therian Forme,Dark Pulse
1776,Dark Pulse,10.092,Inteleon,Dark Pulse
1777,Dark Pulse,11.828,Hatterene,Dark Pulse
1778,Dark Pulse,45.551,Porygon-Z,Dark Pulse
1779,Dark Pulse,44.908,Duraludon,Dark Pulse
1780,Dark Pulse,22.436,Mow Rotom,Dark Pulse
1781,Dark Pulse,48.631,Zoroark,Dark Pulse
1782,Dark Pulse,51.133,Clawitzer,Dark Pulse
1783,Dark Pulse,16.804,Thievul,Dark Pulse
1784,Dark Pulse,20.054,Ninetales,Dark Pulse
1785,Dark Pulse,18.340,Frost Rotom,Dark Pulse
1786,Dark Pulse,13.210,Polteageist,Dark Pulse
1787,Dark Pulse,19.873,Noivern,Dark Pulse
1788,Dark Pulse,8.061,Beheeyem,Dark Pulse
1789,Sucker Punch,46.599,Yveltal,Sucker Punch
1790,Sucker Punch,98.103,Urshifu Single Strike Style,Sucker Punch
1791,Sucker Punch,22.290,Sableye,Sucker Punch
1792,Sucker Punch,92.159,Cinderace,Sucker Punch
1793,Sucker Punch,7.116,Dragapult,Sucker Punch
1794,Sucker Punch,13.306,Liepard,Sucker Punch
1795,Sucker Punch,6.390,Hitmontop,Sucker Punch
1796,Sucker Punch,6.971,Meowstic Male,Sucker Punch
1797,Sucker Punch,16.920,Galarian Moltres,Sucker Punch
1798,Sucker Punch,98.244,Kangaskhan,Sucker Punch
1799,Sucker Punch,78.223,Shiftry,Sucker Punch
1800,Sucker Punch,61.556,Pincurchin,Sucker Punch
1801,Sucker Punch,96.162,Bisharp,Sucker Punch
1802,Sucker Punch,95.402,Dugtrio,Sucker Punch
1803,Sucker Punch,27.508,Grapploct,Sucker Punch
1804,Sucker Punch,6.893,Zoroark,Sucker Punch
1805,Sucker Punch,27.786,Golisopod,Sucker Punch
1806,Sucker Punch,4.620,Lycanroc Dusk Form,Sucker Punch
1807,Sucker Punch,4.659,Decidueye,Sucker Punch
1808,Sucker Punch,29.126,Maractus,Sucker Punch
1809,Sucker Punch,26.135,Lycanroc Midday Form,Sucker Punch
1810,Glacial Lance,99.987,Calyrex Ice Rider,Glacial Lance
1811,Body Press,16.525,Calyrex Ice Rider,Body Press
1812,Body Press,74.990,Ferrothorn,Body Press
1813,Body Press,44.194,Torkoal,Body Press
1814,Body Press,90.996,Bronzong,Body Press
1815,Body Press,13.137,Glastrier,Body Press
1816,Body Press,53.526,Stakataka,Body Press
1817,Body Press,25.692,Slowbro,Body Press
1818,Body Press,52.708,Mudsdale,Body Press
1819,Body Press,44.864,Gigalith,Body Press
1820,Body Press,26.619,Appletun,Body Press
1821,Body Press,97.884,Registeel,Body Press
1822,Body Press,64.218,Stonjourner,Body Press
1823,Body Press,30.903,Corviknight,Body Press
1824,Body Press,45.465,Kommo-o,Body Press
1825,Body Press,71.581,Runerigus,Body Press
1826,Body Press,12.098,Copperajah,Body Press
1827,Body Press,30.477,Hippowdon,Body Press
1828,Body Press,52.355,Cofagrigus,Body Press
1829,Body Press,7.151,Turtonator,Body Press
1830,Body Press,62.438,Magnezone,Body Press
1831,Body Press,12.081,Sandaconda,Body Press
1832,Body Press,70.578,Miltank,Body Press
1833,Body Press,49.779,Claydol,Body Press
1834,Body Press,8.182,Lickilicky,Body Press
1835,Body Press,92.580,Steelix,Body Press
1836,Iron Defense,15.771,Calyrex Ice Rider,Iron Defense
1837,Iron Defense,64.478,Ferrothorn,Iron Defense
1838,Iron Defense,82.208,Bronzong,Iron Defense
1839,Iron Defense,13.671,Slowking,Iron Defense
1840,Iron Defense,25.560,Slowbro,Iron Defense
1841,Iron Defense,12.545,Gigalith,Iron Defense
1842,Iron Defense,27.015,Appletun,Iron Defense
1843,Iron Defense,96.185,Registeel,Iron Defense
1844,Iron Defense,10.606,Corviknight,Iron Defense
1845,Iron Defense,45.465,Kommo-o,Iron Defense
1846,Iron Defense,6.993,Turtonator,Iron Defense
1847,Spacial Rend,95.295,Palkia,Spacial Rend
1848,Hydro Pump,87.339,Palkia,Hydro Pump
1849,Hydro Pump,57.369,Kingdra,Hydro Pump
1850,Hydro Pump,5.338,Tapu Fini,Hydro Pump
1851,Hydro Pump,6.112,Seismitoad,Hydro Pump
1852,Hydro Pump,93.473,Lapras,Hydro Pump
1853,Hydro Pump,9.451,Milotic,Hydro Pump
1854,Hydro Pump,84.000,Wash Rotom,Hydro Pump
1855,Hydro Pump,28.990,Ludicolo,Hydro Pump
1856,Hydro Pump,70.102,Slowbro,Hydro Pump
1857,Hydro Pump,24.024,Pincurchin,Hydro Pump
1858,Hydro Pump,4.717,Jellicent,Hydro Pump
1859,Hydro Pump,93.180,Wishiwashi Solo Form,Hydro Pump
1860,Hydro Pump,82.963,Mantine,Hydro Pump
1861,Hydro Pump,39.352,Starmie,Hydro Pump
1862,Hydro Pump,4.913,Golduck,Hydro Pump
1863,Hydro Pump,8.816,Galarian Slowbro,Hydro Pump
1864,Hydro Pump,17.140,Crawdaunt,Hydro Pump
1865,Hydro Pump,15.887,Cursola,Hydro Pump
1866,Hydro Pump,12.163,Exploud,Hydro Pump
1867,Hydro Pump,50.962,Tentacruel,Hydro Pump
1868,Hydro Pump,26.033,Dragalge,Hydro Pump
1869,Flamethrower,21.259,Palkia,Flamethrower
1870,Flamethrower,7.400,Dialga,Flamethrower
1871,Flamethrower,15.511,Torkoal,Flamethrower
1872,Flamethrower,72.593,Eternatus,Flamethrower
1873,Flamethrower,8.867,Dragapult,Flamethrower
1874,Flamethrower,13.641,Celesteela,Flamethrower
1875,Flamethrower,29.263,Arcanine,Flamethrower
1876,Flamethrower,44.143,Mewtwo,Flamethrower
1877,Flamethrower,68.506,Salamence,Flamethrower
1878,Flamethrower,12.189,Slowking,Flamethrower
1879,Flamethrower,32.402,Alolan Exeggutor,Flamethrower
1880,Flamethrower,22.748,Blacephalon,Flamethrower
1881,Flamethrower,27.349,Heatran,Flamethrower
1882,Flamethrower,32.067,Goodra,Flamethrower
1883,Flamethrower,38.335,Silvally,Flamethrower
1884,Flamethrower,95.415,Manectric,Flamethrower
1885,Flamethrower,37.546,Kommo-o,Flamethrower
1886,Flamethrower,9.896,Blissey,Flamethrower
1887,Flamethrower,87.070,Drampa,Flamethrower
1888,Flamethrower,16.792,Zoroark,Flamethrower
1889,Flamethrower,13.071,Slurpuff,Flamethrower
1890,Flamethrower,14.868,Turtonator,Flamethrower
1891,Flamethrower,14.108,Salazzle,Flamethrower
1892,Flamethrower,7.063,Galarian Slowbro,Flamethrower
1893,Flamethrower,15.157,Noivern,Flamethrower
1894,Flamethrower,73.147,Flygon,Flamethrower
1895,Flamethrower,64.579,Exploud,Flamethrower
1896,Flamethrower,58.700,Wigglytuff,Flamethrower
1897,Flamethrower,4.816,Lickilicky,Flamethrower
1898,Recover,67.506,Porygon2,Recover
1899,Recover,37.963,Ho-oh,Recover
1900,Recover,34.977,Eternatus,Recover
1901,Recover,81.559,Lugia,Recover
1902,Recover,74.765,Alcremie,Recover
1903,Recover,32.260,Milotic,Recover
1904,Recover,99.921,Toxapex,Recover
1905,Recover,6.340,Jellicent,Recover
1906,Recover,13.820,Latias,Recover
1907,Recover,20.241,Cradily,Recover
1908,Recover,27.734,Reuniclus,Recover
1909,Recover,4.317,Orbeetle,Recover
1910,Tri Attack,22.802,Porygon2,Tri Attack
1911,Tri Attack,53.847,Porygon-Z,Tri Attack
1912,Tri Attack,10.716,Blissey,Tri Attack
1913,Ally Switch,16.619,Porygon2,Ally Switch
1914,Ally Switch,96.977,Shedinja,Ally Switch
1915,Ally Switch,26.309,Sableye,Ally Switch
1916,Ally Switch,74.335,Gothitelle,Ally Switch
1917,Ally Switch,82.713,Bronzong,Ally Switch
1918,Ally Switch,11.747,Togekiss,Ally Switch
1919,Ally Switch,6.317,Dragapult,Ally Switch
1920,Ally Switch,53.806,Comfey,Ally Switch
1921,Ally Switch,15.681,Metagross,Ally Switch
1922,Ally Switch,5.648,Clefairy,Ally Switch
1923,Ally Switch,68.447,Mienshao,Ally Switch
1924,Ally Switch,34.467,Chansey,Ally Switch
1925,Ally Switch,5.418,Dusk Mane Necrozma,Ally Switch
1926,Ally Switch,4.952,Meowstic Male,Ally Switch
1927,Ally Switch,37.051,Wash Rotom,Ally Switch
1928,Ally Switch,16.236,Alolan Marowak,Ally Switch
1929,Ally Switch,59.192,Kingler,Ally Switch
1930,Ally Switch,77.416,Oranguru,Ally Switch
1931,Ally Switch,6.418,Nihilego,Ally Switch
1932,Ally Switch,9.186,Heliolisk,Ally Switch
1933,Ally Switch,31.462,Chandelure,Ally Switch
1934,Ally Switch,89.322,Froslass,Ally Switch
1935,Ally Switch,23.795,Latias,Ally Switch
1936,Ally Switch,96.007,Trevenant,Ally Switch
1937,Ally Switch,94.644,Swoobat,Ally Switch
1938,Ally Switch,34.486,Cresselia,Ally Switch
1939,Ally Switch,86.068,Dugtrio,Ally Switch
1940,Ally Switch,16.552,Gengar,Ally Switch
1941,Ally Switch,80.589,Espeon,Ally Switch
1942,Ally Switch,51.218,Hawlucha,Ally Switch
1943,Ally Switch,6.024,Mime Galarian Mr. Mime,Ally Switch
1944,Ally Switch,12.476,Dhelmise,Ally Switch
1945,Ally Switch,9.592,Runerigus,Ally Switch
1946,Ally Switch,71.905,Cofagrigus,Ally Switch
1947,Ally Switch,45.570,Ribombee,Ally Switch
1948,Ally Switch,13.044,Mr. Mime,Ally Switch
1949,Ally Switch,9.986,Magnezone,Ally Switch
1950,Ally Switch,3.867,Gallade,Ally Switch
1951,Ally Switch,33.341,Gourgeist Small Size,Ally Switch
1952,Ally Switch,11.027,Malamar,Ally Switch
1953,Ally Switch,13.432,Frost Rotom,Ally Switch
1954,Ally Switch,4.862,Polteageist,Ally Switch
1955,Ally Switch,14.567,Aromatisse,Ally Switch
1956,Ally Switch,67.222,Claydol,Ally Switch
1957,Ally Switch,43.420,Dedenne,Ally Switch
1958,Ally Switch,10.640,Dusknoir,Ally Switch
1959,Ally Switch,12.638,Wigglytuff,Ally Switch
1960,Brutal Swing,9.282,Tornadus Incarnate Forme,Brutal Swing
1961,Brutal Swing,3.672,Raichu,Brutal Swing
1962,Brutal Swing,19.036,Oranguru,Brutal Swing
1963,Brutal Swing,41.955,Krookodile,Brutal Swing
1964,Brutal Swing,19.264,Dracozolt,Brutal Swing
1965,Brutal Swing,38.672,Alolan Exeggutor,Brutal Swing
1966,Brutal Swing,10.415,Goodra,Brutal Swing
1967,Brutal Swing,9.288,Scyther,Brutal Swing
1968,Detect,28.526,Zapdos,Detect
1969,Detect,22.811,Urshifu Single Strike Style,Detect
1970,Detect,21.076,Urshifu Rapid Strike Style,Detect
1971,Detect,8.120,Galarian Zapdos,Detect
1972,Detect,26.106,Alolan Marowak,Detect
1973,Detect,38.050,Riolu,Detect
1974,Detect,9.855,Conkeldurr,Detect
1975,Detect,17.947,Blaziken,Detect
1976,Detect,54.959,Grapploct,Detect
1977,Detect,3.882,Zoroark,Detect
1978,Detect,29.659,Sirfetch'd,Detect
1979,Detect,10.533,Unfezant,Detect
1980,Detect,27.258,Jolteon,Detect
1981,Detect,43.440,Marowak,Detect
1982,Detect,23.342,Flareon,Detect
1983,Roost,15.034,Zapdos,Roost
1984,Roost,25.813,Mandibuzz,Roost
1985,Roost,10.686,Dragonite,Roost
1986,Roost,81.883,Corviknight,Roost
1987,Roost,46.221,Dunsparce,Roost
1988,Roost,91.575,Noctowl,Roost
1989,Weather Ball,13.405,Zapdos,Weather Ball
1990,Weather Ball,74.341,Venusaur,Weather Ball
1991,Weather Ball,20.378,Thundurus Therian Forme,Weather Ball
1992,Weather Ball,8.603,Ludicolo,Weather Ball
1993,Weather Ball,83.581,Heliolisk,Weather Ball
1994,Weather Ball,51.643,Moltres,Weather Ball
1995,Weather Ball,92.090,Drifblim,Weather Ball
1996,Weather Ball,47.691,Articuno,Weather Ball
1997,Weather Ball,19.464,Leafeon,Weather Ball
1998,Weather Ball,37.488,Glaceon,Weather Ball
1999,Weather Ball,48.143,Espeon,Weather Ball
2000,Weather Ball,24.207,Jolteon,Weather Ball
2001,Weather Ball,84.609,Maractus,Weather Ball
2002,Leaf Blade,99.828,Kartana,Leaf Blade
2003,Leaf Blade,26.859,Shiftry,Leaf Blade
2004,Leaf Blade,7.619,Sceptile,Leaf Blade
2005,Leaf Blade,76.994,Lurantis,Leaf Blade
2006,Leaf Blade,51.141,Leafeon,Leaf Blade
2007,Leaf Blade,73.099,Virizion,Leaf Blade
2008,Leaf Blade,51.716,Sirfetch'd,Leaf Blade
2009,Leaf Blade,22.641,Gallade,Leaf Blade
2010,Leaf Blade,50.742,Decidueye,Leaf Blade
2011,Smart Strike,98.388,Kartana,Smart Strike
2012,Smart Strike,9.785,Cobalion,Smart Strike
2013,Smart Strike,6.010,Seaking,Smart Strike
2014,Aerial Ace,90.580,Kartana,Aerial Ace
2015,Aerial Ace,29.688,Dracozolt,Aerial Ace
2016,Aerial Ace,10.724,Gallade,Aerial Ace
2017,Aerial Ace,23.487,Heracross,Aerial Ace
2018,Hydro Cannon,85.941,Blastoise,Hydro Cannon
2019,Terrain Pulse,7.782,Blastoise,Terrain Pulse
2020,Terrain Pulse,79.634,Clawitzer,Terrain Pulse
2021,Sleep Powder,87.975,Venusaur,Sleep Powder
2022,Sleep Powder,96.230,Butterfree,Sleep Powder
2023,Sleep Powder,83.252,Alolan Exeggutor,Sleep Powder
2024,Sleep Powder,93.858,Lilligant,Sleep Powder
2025,Sleep Powder,92.891,Roserade,Sleep Powder
2026,Sleep Powder,72.667,Tangrowth,Sleep Powder
2027,Sleep Powder,99.799,Tangela,Sleep Powder
2028,Sleep Powder,88.358,Eldegoss,Sleep Powder
2029,Sleep Powder,94.007,Vileplume,Sleep Powder
2030,Sludge Bomb,41.102,Venusaur,Sludge Bomb
2031,Sludge Bomb,83.793,Weezing,Sludge Bomb
2032,Sludge Bomb,55.993,Eternatus,Sludge Bomb
2033,Sludge Bomb,18.408,Landorus Incarnate Forme,Sludge Bomb
2034,Sludge Bomb,10.883,Thundurus Therian Forme,Sludge Bomb
2035,Sludge Bomb,27.757,Galarian Weezing,Sludge Bomb
2036,Sludge Bomb,87.910,Nihilego,Sludge Bomb
2037,Sludge Bomb,20.438,Jellicent,Sludge Bomb
2038,Sludge Bomb,29.745,Cradily,Sludge Bomb
2039,Sludge Bomb,32.545,Goodra,Sludge Bomb
2040,Sludge Bomb,64.906,Gengar,Sludge Bomb
2041,Sludge Bomb,30.638,Zoroark,Sludge Bomb
2042,Sludge Bomb,27.498,Salazzle,Sludge Bomb
2043,Sludge Bomb,93.605,Toxtricity Low Key Form,Sludge Bomb
2044,Sludge Bomb,16.924,Galarian Slowbro,Sludge Bomb
2045,Sludge Bomb,99.818,Roserade,Sludge Bomb
2046,Sludge Bomb,16.585,Tangrowth,Sludge Bomb
2047,Sludge Bomb,19.632,Tangela,Sludge Bomb
2048,Sludge Bomb,80.150,Vileplume,Sludge Bomb
2049,Sludge Bomb,92.384,Tentacruel,Sludge Bomb
2050,Sludge Bomb,86.902,Dragalge,Sludge Bomb
2051,Frenzy Plant,29.596,Venusaur,Frenzy Plant
2052,Leech Seed,71.176,Ferrothorn,Leech Seed
2053,Leech Seed,37.948,Celesteela,Leech Seed
2054,Leech Seed,8.532,Tapu Bulu,Leech Seed
2055,Leech Seed,4.862,Cherrim,Leech Seed
2056,Leech Seed,82.452,Exeggutor,Leech Seed
2057,Leech Seed,26.518,Alolan Exeggutor,Leech Seed
2058,Leech Seed,50.409,Cradily,Leech Seed
2059,Leech Seed,74.628,Appletun,Leech Seed
2060,Leech Seed,5.314,Tangrowth,Leech Seed
2061,Leech Seed,90.805,Tangela,Leech Seed
2062,Leech Seed,33.642,Maractus,Leech Seed
2063,Power Whip,54.295,Ferrothorn,Power Whip
2064,Power Whip,90.577,Seismitoad,Power Whip
2065,Power Whip,80.680,Tsareena,Power Whip
2066,Power Whip,72.523,Gyarados,Power Whip
2067,Power Whip,93.600,Centiskorch,Power Whip
2068,Power Whip,19.181,Goodra,Power Whip
2069,Power Whip,72.612,Dhelmise,Power Whip
2070,Power Whip,41.499,Copperajah,Power Whip
2071,Power Whip,40.912,Gourgeist Small Size,Power Whip
2072,Power Whip,17.602,Gourgeist Super Size,Power Whip
2073,Power Whip,15.788,Lickilicky,Power Whip
2074,Power Whip,100.000,Gourgeist Large Size,Power Whip
2075,Gyro Ball,33.770,Ferrothorn,Gyro Ball
2076,Gyro Ball,76.334,Stakataka,Gyro Ball
2077,Gyro Ball,86.833,Greedent,Gyro Ball
2078,Gyro Ball,9.427,Perrserker,Gyro Ball
2079,Gyro Ball,3.126,Lickilicky,Gyro Ball
2080,Transform,100.000,Ditto,Transform
2081,Wicked Blow,99.409,Urshifu Single Strike Style,Wicked Blow
2082,Close Combat,98.953,Urshifu Single Strike Style,Close Combat
2083,Close Combat,98.438,Urshifu Rapid Strike Style,Close Combat
2084,Close Combat,13.412,Barraskewda,Close Combat
2085,Close Combat,93.054,Pheromosa,Close Combat
2086,Close Combat,52.680,Zamazenta Crowned Shield,Close Combat
2087,Close Combat,99.302,Mienshao,Close Combat
2088,Close Combat,19.604,Glastrier,Close Combat
2089,Close Combat,77.873,Hitmontop,Close Combat
2090,Close Combat,34.009,Galarian Zapdos,Close Combat
2091,Close Combat,47.328,Escavalier,Close Combat
2092,Close Combat,14.788,Lucario,Close Combat
2093,Close Combat,42.491,Mudsdale,Close Combat
2094,Close Combat,30.294,Obstagoon,Close Combat
2095,Close Combat,61.933,Scrafty,Close Combat
2096,Close Combat,48.927,Conkeldurr,Close Combat
2097,Close Combat,64.670,Terrakion,Close Combat
2098,Close Combat,88.937,Cobalion,Close Combat
2099,Close Combat,5.209,Machamp,Close Combat
2100,Close Combat,11.669,Tyrantrum,Close Combat
2101,Close Combat,30.935,Blaziken,Close Combat
2102,Close Combat,45.632,Hawlucha,Close Combat
2103,Close Combat,10.076,Haxorus,Close Combat
2104,Close Combat,97.334,Braviary,Close Combat
2105,Close Combat,65.522,Virizion,Close Combat
2106,Close Combat,23.175,Sharpedo,Close Combat
2107,Close Combat,79.028,Sirfetch'd,Close Combat
2108,Close Combat,74.369,Gallade,Close Combat
2109,Close Combat,2.553,Lopunny,Close Combat
2110,Close Combat,34.831,Golisopod,Close Combat
2111,Close Combat,89.490,Lycanroc Dusk Form,Close Combat
2112,Close Combat,71.445,Perrserker,Close Combat
2113,Close Combat,81.375,Bouffalant,Close Combat
2114,Close Combat,9.528,Crawdaunt,Close Combat
2115,Close Combat,97.664,Heracross,Close Combat
2116,Close Combat,93.997,Falinks,Close Combat
2117,Close Combat,94.732,Passimian,Close Combat
2118,Close Combat,46.490,Lycanroc Midday Form,Close Combat
2119,Close Combat,28.473,Poliwrath,Close Combat
2120,Close Combat,28.055,Lycanroc Midnight Form,Close Combat
2121,Close Combat,63.549,Hitmonlee,Close Combat
2122,Poison Jab,7.804,Urshifu Single Strike Style,Poison Jab
2123,Poison Jab,5.298,Urshifu Rapid Strike Style,Poison Jab
2124,Poison Jab,4.799,Pheromosa,Poison Jab
2125,Poison Jab,11.245,Toxicroak,Poison Jab
2126,Poison Jab,24.121,Bisharp,Poison Jab
2127,Poison Jab,19.973,Conkeldurr,Poison Jab
2128,Poison Jab,8.238,Hawlucha,Poison Jab
2129,Poison Jab,3.347,Haxorus,Poison Jab
2130,Poison Jab,19.311,Sirfetch'd,Poison Jab
2131,Poison Jab,20.833,Gallade,Poison Jab
2132,Poison Jab,8.534,Golisopod,Poison Jab
2133,Poison Jab,23.912,Drapion,Poison Jab
2134,Poison Jab,7.903,Poliwrath,Poison Jab
2135,Poison Jab,9.603,Hitmonlee,Poison Jab
2136,Poison Jab,90.139,Scolipede,Poison Jab
2137,Poison Jab,6.758,Dunsparce,Poison Jab
2138,Geomancy,99.830,Xerneas,Geomancy
2139,Roar Of Time,83.577,Dialga,Roar Of Time
2140,Flash Cannon,81.213,Dialga,Flash Cannon
2141,Flash Cannon,11.624,White Kyurem,Flash Cannon
2142,Flash Cannon,58.062,Celesteela,Flash Cannon
2143,Flash Cannon,12.506,Dusk Mane Necrozma,Flash Cannon
2144,Flash Cannon,46.602,Hydreigon,Flash Cannon
2145,Flash Cannon,57.482,Aegislash Shield Forme,Flash Cannon
2146,Flash Cannon,92.256,Duraludon,Flash Cannon
