ID,Name,Attributes,Category,Effect
808,cameruptite,[],"{'name': 'mega-stones', 'url': 'https://pokeapi.co/api/v2/item-category/44/'}","[{'effect': 'Held: Allows Camerupt to Mega Evolve into Mega Camerupt.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Held: Allows Camerupt to Mega Evolve into Mega Camerupt.'}]"
809,lopunnite,[],"{'name': 'mega-stones', 'url': 'https://pokeapi.co/api/v2/item-category/44/'}","[{'effect': 'Held: Allows Lopunny to Mega Evolve into Mega Lopunny.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Held: Allows Lopunny to Mega Evolve into Mega Lopunny.'}]"
810,salamencite,[],"{'name': 'mega-stones', 'url': 'https://pokeapi.co/api/v2/item-category/44/'}","[{'effect': 'Held: Allows Salamence to Mega Evolve into Mega Salamence.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Held: Allows Salamence to Mega Evolve into Mega Salamence.'}]"
811,beedrillite,[],"{'name': 'mega-stones', 'url': 'https://pokeapi.co/api/v2/item-category/44/'}","[{'effect': 'Held: Allows Beedrill to Mega Evolve into Mega Beedrill.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Held: Allows Beedrill to Mega Evolve into Mega Beedrill.'}]"
814,key-stone,[],"{'name': 'gameplay', 'url': 'https://pokeapi.co/api/v2/item-category/21/'}","[{'effect': ""Allows the player's Pokémon to Mega Evolve."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': ""Allows the player's Pokémon to Mega Evolve.""}]"
815,meteorite-shard,[],"{'name': 'plot-advancement', 'url': 'https://pokeapi.co/api/v2/item-category/22/'}","[{'effect': 'Causes the Meteorite to transform to its final form, allowing Rayquaza to Mega Evolve.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Causes the Meteorite to transform to its final form, allowing Rayquaza to Mega Evolve.'}]"
816,eon-flute,[],"{'name': 'gameplay', 'url': 'https://pokeapi.co/api/v2/item-category/21/'}","[{'effect': 'Summons Latias or Latios for a ride.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Summons Latias or Latios for a ride.'}]"
817,normalium-z--held,[],"{'name': 'z-crystals', 'url': 'https://pokeapi.co/api/v2/item-category/46/'}","[{'effect': 'Held: Allows a Pokémon to use the Z-move equivalents of its Normal moves.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Held: Allows a Pokémon to use the Z-move equivalents of its Normal moves.'}]"
818,firium-z--held,[],"{'name': 'z-crystals', 'url': 'https://pokeapi.co/api/v2/item-category/46/'}","[{'effect': 'Held: Allows a Pokémon to use the Z-move equivalents of its Fire moves.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Held: Allows a Pokémon to use the Z-move equivalents of its Fire moves.'}]"
819,waterium-z--held,[],"{'name': 'z-crystals', 'url': 'https://pokeapi.co/api/v2/item-category/46/'}","[{'effect': 'Held: Allows a Pokémon to use the Z-move equivalents of its Water moves.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Held: Allows a Pokémon to use the Z-move equivalents of its Water moves.'}]"
820,electrium-z--held,[],"{'name': 'z-crystals', 'url': 'https://pokeapi.co/api/v2/item-category/46/'}","[{'effect': 'Held: Allows a Pokémon to use the Z-move equivalents of its Electric moves.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Held: Allows a Pokémon to use the Z-move equivalents of its Electric moves.'}]"
821,grassium-z--held,[],"{'name': 'z-crystals', 'url': 'https://pokeapi.co/api/v2/item-category/46/'}","[{'effect': 'Held: Allows a Pokémon to use the Z-move equivalents of its Grass moves.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Held: Allows a Pokémon to use the Z-move equivalents of its Grass moves.'}]"
822,icium-z--held,[],"{'name': 'z-crystals', 'url': 'https://pokeapi.co/api/v2/item-category/46/'}","[{'effect': 'Held: Allows a Pokémon to use the Z-move equivalents of its Ice moves.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Held: Allows a Pokémon to use the Z-move equivalents of its Ice moves.'}]"
823,fightinium-z--held,[],"{'name': 'z-crystals', 'url': 'https://pokeapi.co/api/v2/item-category/46/'}","[{'effect': 'Held: Allows a Pokémon to use the Z-move equivalents of its Fighting moves.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Held: Allows a Pokémon to use the Z-move equivalents of its Fighting moves.'}]"
824,poisonium-z--held,[],"{'name': 'z-crystals', 'url': 'https://pokeapi.co/api/v2/item-category/46/'}","[{'effect': 'Held: Allows a Pokémon to use the Z-move equivalents of its Poison moves.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Held: Allows a Pokémon to use the Z-move equivalents of its Poison moves.'}]"
825,groundium-z--held,[],"{'name': 'z-crystals', 'url': 'https://pokeapi.co/api/v2/item-category/46/'}","[{'effect': 'Held: Allows a Pokémon to use the Z-move equivalents of its Ground moves.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Held: Allows a Pokémon to use the Z-move equivalents of its Ground moves.'}]"
826,flyinium-z--held,[],"{'name': 'z-crystals', 'url': 'https://pokeapi.co/api/v2/item-category/46/'}","[{'effect': 'Held: Allows a Pokémon to use the Z-move equivalents of its Flying moves.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Held: Allows a Pokémon to use the Z-move equivalents of its Flying moves.'}]"
827,psychium-z--held,[],"{'name': 'z-crystals', 'url': 'https://pokeapi.co/api/v2/item-category/46/'}","[{'effect': 'Held: Allows a Pokémon to use the Z-move equivalents of its Psychic moves.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Held: Allows a Pokémon to use the Z-move equivalents of its Psychic moves.'}]"
828,buginium-z--held,[],"{'name': 'z-crystals', 'url': 'https://pokeapi.co/api/v2/item-category/46/'}","[{'effect': 'Held: Allows a Pokémon to use the Z-move equivalents of its Bug moves.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Held: Allows a Pokémon to use the Z-move equivalents of its Bug moves.'}]"
829,rockium-z--held,[],"{'name': 'z-crystals', 'url': 'https://pokeapi.co/api/v2/item-category/46/'}","[{'effect': 'Held: Allows a Pokémon to use the Z-move equivalents of its Rock moves.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Held: Allows a Pokémon to use the Z-move equivalents of its Rock moves.'}]"
830,ghostium-z--held,[],"{'name': 'z-crystals', 'url': 'https://pokeapi.co/api/v2/item-category/46/'}","[{'effect': 'Held: Allows a Pokémon to use the Z-move equivalents of its Ghost moves.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Held: Allows a Pokémon to use the Z-move equivalents of its Ghost moves.'}]"
831,dragonium-z--held,[],"{'name': 'z-crystals', 'url': 'https://pokeapi.co/api/v2/item-category/46/'}","[{'effect': 'Held: Allows a Pokémon to use the Z-move equivalents of its Dragon moves.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Held: Allows a Pokémon to use the Z-move equivalents of its Dragon moves.'}]"
832,darkinium-z--held,[],"{'name': 'z-crystals', 'url': 'https://pokeapi.co/api/v2/item-category/46/'}","[{'effect': 'Held: Allows a Pokémon to use the Z-move equivalents of its Dark moves.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Held: Allows a Pokémon to use the Z-move equivalents of its Dark moves.'}]"
833,steelium-z--held,[],"{'name': 'z-crystals', 'url': 'https://pokeapi.co/api/v2/item-category/46/'}","[{'effect': 'Held: Allows a Pokémon to use the Z-move equivalents of its Steel moves.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Held: Allows a Pokémon to use the Z-move equivalents of its Steel moves.'}]"
834,fairium-z--held,[],"{'name': 'z-crystals', 'url': 'https://pokeapi.co/api/v2/item-category/46/'}","[{'effect': 'Held: Allows a Pokémon to use the Z-move equivalents of its Fairy moves.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Held: Allows a Pokémon to use the Z-move equivalents of its Fairy moves.'}]"
835,pikanium-z--held,[],"{'name': 'z-crystals', 'url': 'https://pokeapi.co/api/v2/item-category/46/'}","[{'effect': 'Held: Allows pikachu to upgrade volt tackle into catastropika.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Held: Allows Pikachu to upgrade Volt Tackle into Catastropika.'}]"
836,bottle-cap,[],"{'name': 'loot', 'url': 'https://pokeapi.co/api/v2/item-category/24/'}","[{'effect': ""Trade to Mr. Hyper to set one of a Pokémon's genes to 31."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': ""Trade to Mr. Hyper to maximize one of a Pokémon's genes.""}]"
837,gold-bottle-cap,[],"{'name': 'loot', 'url': 'https://pokeapi.co/api/v2/item-category/24/'}","[{'effect': ""Trade to Mr. Hyper to set all of a Pokémon's genes to 31."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': ""Trade to Mr. Hyper to maximize all of a Pokémon's genes.""}]"
838,z-ring,[],"{'name': 'gameplay', 'url': 'https://pokeapi.co/api/v2/item-category/21/'}","[{'effect': ""Allows the player's Pokémon to use Z-moves."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': ""Allows the player's Pokémon to use Z-moves.""}]"
839,decidium-z--held,[],"{'name': 'z-crystals', 'url': 'https://pokeapi.co/api/v2/item-category/46/'}","[{'effect': 'Held: Allows decidueye to upgrade spirit shackle into sinister arrow raid.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Held: Allows Decidueye to upgrade Spirit Shackle into Sinister Arrow Raid.'}]"
840,incinium-z--held,[],"{'name': 'z-crystals', 'url': 'https://pokeapi.co/api/v2/item-category/46/'}","[{'effect': 'Held: Allows incineroar to upgrade darkest lariat into malicious moonsault.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Held: Allows Incineroar to upgrade Darkest Lariat into Malicious Moonsault.'}]"
841,primarium-z--held,[],"{'name': 'z-crystals', 'url': 'https://pokeapi.co/api/v2/item-category/46/'}","[{'effect': 'Held: Allows primarina to upgrade sparkling aria into oceanic operetta.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Held: Allows Primarina to upgrade Sparkling Aria into Oceanic Operetta.'}]"
842,tapunium-z--held,[],"{'name': 'z-crystals', 'url': 'https://pokeapi.co/api/v2/item-category/46/'}","[{'effect': 'Held: Allows tapu koko, tapu lele, tapu bulu, and tapu fini to upgrade natures madness into guardian of alola.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': ""Held: Allows the Tapus to upgrade Nature's Madness into Guardian of Alola.""}]"
843,marshadium-z--held,[],"{'name': 'z-crystals', 'url': 'https://pokeapi.co/api/v2/item-category/46/'}","[{'effect': 'Held: Allows marshadow to upgrade spectral thief into soul stealing 7 star strike.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Held: Allows Marshadow to upgrade Spectral Thief into Soul-Stealing 7 Star Strike.'}]"
844,aloraichium-z--held,[],"{'name': 'z-crystals', 'url': 'https://pokeapi.co/api/v2/item-category/46/'}","[{'effect': 'Held: Allows Alola raichu to upgrade thunderbolt into stoked sparksurfer.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Held: Allows Alola Raichu to upgrade Thunderbolt into Stoked Sparksurfer.'}]"
845,snorlium-z--held,[],"{'name': 'z-crystals', 'url': 'https://pokeapi.co/api/v2/item-category/46/'}","[{'effect': 'Held: Allows snorlax to upgrade giga impact into pulverizing pancake.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Held: Allows Snorlax to upgrade Giga Impact into Pulverizing Pancake.'}]"
846,eevium-z--held,[],"{'name': 'z-crystals', 'url': 'https://pokeapi.co/api/v2/item-category/46/'}","[{'effect': 'Held: Allows eevee to upgrade last resort into extreme evoboost.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Held: Allows Eevee to upgrade Last Resort into Extreme Evoboost.'}]"
847,mewnium-z--held,[],"{'name': 'z-crystals', 'url': 'https://pokeapi.co/api/v2/item-category/46/'}","[{'effect': 'Held: Allows mew to upgrade psychic into genesis supernova.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Held: Allows Mew to upgrade Psychic into Genesis Supernova.'}]"
877,pikashunium-z--held,[],"{'name': 'z-crystals', 'url': 'https://pokeapi.co/api/v2/item-category/46/'}","[{'effect': 'Held: Allows cap-wearing pikachu to upgrade thunderbolt into 10 000 000 volt thunderbolt.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Held: Allows cap-wearing Pikachu to upgrade Thunderbolt into 10,000,000 Volt Thunderbolt.'}]"
878,forage-bag,[],"{'name': 'gameplay', 'url': 'https://pokeapi.co/api/v2/item-category/21/'}","[{'effect': ""Holds ingredients during Mallow's trial."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': ""Holds ingredients during Mallow's trial.""}]"
879,fishing-rod,[],"{'name': 'gameplay', 'url': 'https://pokeapi.co/api/v2/item-category/21/'}","[{'effect': 'Allows the player to fish for Pokémon.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Allows the player to fish for Pokémon.'}]"
880,professors-mask,[],"{'name': 'plot-advancement', 'url': 'https://pokeapi.co/api/v2/item-category/22/'}","[{'effect': 'Lost by Professor Kukui.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Lost by Professor Kukui.'}]"
881,festival-ticket,[],"{'name': 'gameplay', 'url': 'https://pokeapi.co/api/v2/item-category/21/'}","[{'effect': 'Hosts a mission in Festival Plaza.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Hosts a mission in Festival Plaza.'}]"
882,sparkling-stone,[],"{'name': 'plot-advancement', 'url': 'https://pokeapi.co/api/v2/item-category/22/'}","[{'effect': 'Required to obtain a Z-Ring.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Required to obtain a Z-Ring.'}]"
883,adrenaline-orb,[],"{'name': 'held-items', 'url': 'https://pokeapi.co/api/v2/item-category/12/'}","[{'effect': ""Makes wild Pokémon more likely to summon allies.  Held: increases the holder's Speed by one stage when affected by Intimidate."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': ""Makes wild Pokémon more likely to summon allies.  Held: increases the holder's Speed by one stage when affected by Intimidate.""}]"
884,zygarde-cube,[],"{'name': 'gameplay', 'url': 'https://pokeapi.co/api/v2/item-category/21/'}","[{'effect': 'Contains collected Zygarde cells/cores.  Can teach Zygarde moves.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Contains collected Zygarde cells/cores.  Can teach Zygarde moves.'}]"
885,ice-stone,[],"{'name': 'evolution', 'url': 'https://pokeapi.co/api/v2/item-category/10/'}","[{'effect': 'Used on a party Pokémon\n:   Evolves an Alola sandshrew into Alola sandslash or an Alola vulpix into Alola ninetales.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Evolves an Alola Sandshrew into Alola Sandslash or an Alola Vulpix into Alola Ninetales.'}]"
886,ride-pager,[],"{'name': 'unused', 'url': 'https://pokeapi.co/api/v2/item-category/23/'}","[{'effect': 'Allows the player to summon a Ride Pokémon.  Unused, as this can be done simply by pressing Y.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Allows the player to summon a Ride Pokémon.'}]"
887,beast-ball,[],"{'name': 'special-balls', 'url': 'https://pokeapi.co/api/v2/item-category/33/'}","[{'effect': 'Used in battle\n:   Attempts to catch a wild Pokémon.  If the wild Pokémon is an Ultra Beast, this ball has a catch rate of 5×.  Otherwise, it has a catch rate of 0.1×.\n\n    If used in a trainer battle, nothing happens and the ball is lost.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Tries to catch a wild Pokémon.  Success rate is 5× for Ultra Beasts and 0.1× for all other Pokémon.'}]"
888,big-malasada,[],"{'name': 'status-cures', 'url': 'https://pokeapi.co/api/v2/item-category/30/'}","[{'effect': 'Cures major status ailments and confusion.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Cures major status ailments and confusion.'}]"
889,red-nectar,[],"{'name': 'species-specific', 'url': 'https://pokeapi.co/api/v2/item-category/18/'}","[{'effect': 'Changes Oricorio to Baile Style.  Single-use and cannot be used in battle.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Changes Oricorio to Baile Style.'}]"
890,yellow-nectar,[],"{'name': 'species-specific', 'url': 'https://pokeapi.co/api/v2/item-category/18/'}","[{'effect': 'Changes Oricorio to Pom-Pom Style.  Single-use and cannot be used in battle.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Changes Oricorio to Pom-Pom Style.'}]"
891,pink-nectar,[],"{'name': 'species-specific', 'url': 'https://pokeapi.co/api/v2/item-category/18/'}","[{'effect': 'Changes Oricorio to Pa’u Style.  Single-use and cannot be used in battle.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Changes Oricorio to Pa’u Style.'}]"
892,purple-nectar,[],"{'name': 'species-specific', 'url': 'https://pokeapi.co/api/v2/item-category/18/'}","[{'effect': 'Changes Oricorio to Sensu Style.  Single-use and cannot be used in battle.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Changes Oricorio to Sensu Style.'}]"
893,sun-flute,[],"{'name': 'plot-advancement', 'url': 'https://pokeapi.co/api/v2/item-category/22/'}","[{'effect': 'Evolves Nebby into Solgaleo when used at the Altar of the Sunne.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Evolves Nebby into Solgaleo when used at the Altar of the Sunne.'}]"
894,moon-flute,[],"{'name': 'plot-advancement', 'url': 'https://pokeapi.co/api/v2/item-category/22/'}","[{'effect': 'Evolves Nebby into Lunala when used at the Altar of the Moone.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Evolves Nebby into Lunala when used at the Altar of the Moone.'}]"
895,enigmatic-card,[],"{'name': 'plot-advancement', 'url': 'https://pokeapi.co/api/v2/item-category/22/'}","[{'effect': ""Unlocks Looker's motel room on Route 8."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': ""Unlocks Looker's motel room on Route 8.""}]"
896,terrain-extender,[],"{'name': 'held-items', 'url': 'https://pokeapi.co/api/v2/item-category/12/'}","[{'effect': 'Held: When the holder changes the Terrain (whether by move or ability), it will last  8 turns instead of 5.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': ""Held: Extends the holder's Terrain effects to 8 turns.""}]"
897,protective-pads,[],"{'name': 'held-items', 'url': 'https://pokeapi.co/api/v2/item-category/12/'}","[{'effect': 'Held: Prevents side effects of contact moves used on the holder.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Held: Prevents side effects of contact moves used on the holder.'}]"
898,electric-seed,[],"{'name': 'held-items', 'url': 'https://pokeapi.co/api/v2/item-category/12/'}","[{'effect': ""Held: If the holder enters battle during Electric Terrain, or if Electric Terrain is activated while the holder is in battle, this item is consumed and the holder's Defense raises by one stage."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': ""Held: Consumed on Electric Terrain and raises the holder's Defense by one stage.""}]"
899,psychic-seed,[],"{'name': 'held-items', 'url': 'https://pokeapi.co/api/v2/item-category/12/'}","[{'effect': ""Held: If the holder enters battle during Psychic Terrain, or if Psychic Terrain is activated while the holder is in battle, this item is consumed and the holder's Special Defense raises by one stage."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': ""Held: Consumed on Psychic Terrain and raises the holder's Special Defense by one stage.""}]"
900,misty-seed,[],"{'name': 'held-items', 'url': 'https://pokeapi.co/api/v2/item-category/12/'}","[{'effect': ""Held: If the holder enters battle during Misty Terrain, or if Misty Terrain is activated while the holder is in battle, this item is consumed and the holder's Special Defense raises by one stage."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': ""Held: Consumed on Misty Terrain and raises the holder's Special Defense by one stage.""}]"
901,grassy-seed,[],"{'name': 'held-items', 'url': 'https://pokeapi.co/api/v2/item-category/12/'}","[{'effect': ""Held: If the holder enters battle during Grassy Terrain, or if Grassy Terrain is activated while the holder is in battle, this item is consumed and the holder's Defense raises by one stage."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': ""Held: Consumed on Grassy Terrain and raises the holder's Defense by one stage.""}]"
902,fighting-memory,[],"{'name': 'memories', 'url': 'https://pokeapi.co/api/v2/item-category/45/'}","[{'effect': ""Held: Changes Silvally to its Fighting form.  Changes Multi-Attack's type to Fighting."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': ""Held: Changes Silvally to its Fighting form.  Changes Multi-Attack's type to Fighting.""}]"
903,flying-memory,[],"{'name': 'memories', 'url': 'https://pokeapi.co/api/v2/item-category/45/'}","[{'effect': ""Held: Changes Silvally to its Flying form.  Changes Multi-Attack's type to Flying."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': ""Held: Changes Silvally to its Flying form.  Changes Multi-Attack's type to Flying.""}]"
904,poison-memory,[],"{'name': 'memories', 'url': 'https://pokeapi.co/api/v2/item-category/45/'}","[{'effect': ""Held: Changes Silvally to its Poison form.  Changes Multi-Attack's type to Poison."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': ""Held: Changes Silvally to its Poison form.  Changes Multi-Attack's type to Poison.""}]"
905,ground-memory,[],"{'name': 'memories', 'url': 'https://pokeapi.co/api/v2/item-category/45/'}","[{'effect': ""Held: Changes Silvally to its Ground form.  Changes Multi-Attack's type to Ground."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': ""Held: Changes Silvally to its Ground form.  Changes Multi-Attack's type to Ground.""}]"
906,rock-memory,[],"{'name': 'memories', 'url': 'https://pokeapi.co/api/v2/item-category/45/'}","[{'effect': ""Held: Changes Silvally to its Rock form.  Changes Multi-Attack's type to Rock."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': ""Held: Changes Silvally to its Rock form.  Changes Multi-Attack's type to Rock.""}]"
907,bug-memory,[],"{'name': 'memories', 'url': 'https://pokeapi.co/api/v2/item-category/45/'}","[{'effect': ""Held: Changes Silvally to its Bug form.  Changes Multi-Attack's type to Bug."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': ""Held: Changes Silvally to its Bug form.  Changes Multi-Attack's type to Bug.""}]"
908,ghost-memory,[],"{'name': 'memories', 'url': 'https://pokeapi.co/api/v2/item-category/45/'}","[{'effect': ""Held: Changes Silvally to its Ghost form.  Changes Multi-Attack's type to Ghost."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': ""Held: Changes Silvally to its Ghost form.  Changes Multi-Attack's type to Ghost.""}]"
909,steel-memory,[],"{'name': 'memories', 'url': 'https://pokeapi.co/api/v2/item-category/45/'}","[{'effect': ""Held: Changes Silvally to its Steel form.  Changes Multi-Attack's type to Steel."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': ""Held: Changes Silvally to its Steel form.  Changes Multi-Attack's type to Steel.""}]"
910,fire-memory,[],"{'name': 'memories', 'url': 'https://pokeapi.co/api/v2/item-category/45/'}","[{'effect': ""Held: Changes Silvally to its Fire form.  Changes Multi-Attack's type to Fire."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': ""Held: Changes Silvally to its Fire form.  Changes Multi-Attack's type to Fire.""}]"
911,water-memory,[],"{'name': 'memories', 'url': 'https://pokeapi.co/api/v2/item-category/45/'}","[{'effect': ""Held: Changes Silvally to its Water form.  Changes Multi-Attack's type to Water."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': ""Held: Changes Silvally to its Water form.  Changes Multi-Attack's type to Water.""}]"
912,grass-memory,[],"{'name': 'memories', 'url': 'https://pokeapi.co/api/v2/item-category/45/'}","[{'effect': ""Held: Changes Silvally to its Grass form.  Changes Multi-Attack's type to Grass."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': ""Held: Changes Silvally to its Grass form.  Changes Multi-Attack's type to Grass.""}]"
913,electric-memory,[],"{'name': 'memories', 'url': 'https://pokeapi.co/api/v2/item-category/45/'}","[{'effect': ""Held: Changes Silvally to its Electric form.  Changes Multi-Attack's type to Electric."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': ""Held: Changes Silvally to its Electric form.  Changes Multi-Attack's type to Electric.""}]"
914,psychic-memory,[],"{'name': 'memories', 'url': 'https://pokeapi.co/api/v2/item-category/45/'}","[{'effect': ""Held: Changes Silvally to its Psychic form.  Changes Multi-Attack's type to Psychic."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': ""Held: Changes Silvally to its Psychic form.  Changes Multi-Attack's type to Psychic.""}]"
915,ice-memory,[],"{'name': 'memories', 'url': 'https://pokeapi.co/api/v2/item-category/45/'}","[{'effect': ""Held: Changes Silvally to its Ice form.  Changes Multi-Attack's type to Ice."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': ""Held: Changes Silvally to its Ice form.  Changes Multi-Attack's type to Ice.""}]"
916,dragon-memory,[],"{'name': 'memories', 'url': 'https://pokeapi.co/api/v2/item-category/45/'}","[{'effect': ""Held: Changes Silvally to its Dragon form.  Changes Multi-Attack's type to Dragon."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': ""Held: Changes Silvally to its Dragon form.  Changes Multi-Attack's type to Dragon.""}]"
