ID,Name,Varieties,Generation,Evolves_from,Has_gender_diff,Is_baby,Is_legendary,Is_mythical
735,gumshoos,"[{'is_default': True, 'pokemon': {'name': 'gumshoos', 'url': 'https://pokeapi.co/api/v2/pokemon/735/'}}, {'is_default': False, 'pokemon': {'name': 'gumshoos-totem', 'url': 'https://pokeapi.co/api/v2/pokemon/10121/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}","{'name': 'yungoos', 'url': 'https://pokeapi.co/api/v2/pokemon-species/734/'}",False,False,False,False
736,grubbin,"[{'is_default': True, 'pokemon': {'name': 'grubbin', 'url': 'https://pokeapi.co/api/v2/pokemon/736/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}",,False,False,False,False
737,charjabug,"[{'is_default': True, 'pokemon': {'name': 'charjabug', 'url': 'https://pokeapi.co/api/v2/pokemon/737/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}","{'name': 'grubbin', 'url': 'https://pokeapi.co/api/v2/pokemon-species/736/'}",False,False,False,False
738,vikavolt,"[{'is_default': True, 'pokemon': {'name': 'vikavolt', 'url': 'https://pokeapi.co/api/v2/pokemon/738/'}}, {'is_default': False, 'pokemon': {'name': 'vikavolt-totem', 'url': 'https://pokeapi.co/api/v2/pokemon/10122/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}","{'name': 'charjabug', 'url': 'https://pokeapi.co/api/v2/pokemon-species/737/'}",False,False,False,False
739,crabrawler,"[{'is_default': True, 'pokemon': {'name': 'crabrawler', 'url': 'https://pokeapi.co/api/v2/pokemon/739/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}",,False,False,False,False
740,crabominable,"[{'is_default': True, 'pokemon': {'name': 'crabominable', 'url': 'https://pokeapi.co/api/v2/pokemon/740/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}","{'name': 'crabrawler', 'url': 'https://pokeapi.co/api/v2/pokemon-species/739/'}",False,False,False,False
741,oricorio,"[{'is_default': True, 'pokemon': {'name': 'oricorio-baile', 'url': 'https://pokeapi.co/api/v2/pokemon/741/'}}, {'is_default': False, 'pokemon': {'name': 'oricorio-pom-pom', 'url': 'https://pokeapi.co/api/v2/pokemon/10123/'}}, {'is_default': False, 'pokemon': {'name': 'oricorio-pau', 'url': 'https://pokeapi.co/api/v2/pokemon/10124/'}}, {'is_default': False, 'pokemon': {'name': 'oricorio-sensu', 'url': 'https://pokeapi.co/api/v2/pokemon/10125/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}",,False,False,False,False
742,cutiefly,"[{'is_default': True, 'pokemon': {'name': 'cutiefly', 'url': 'https://pokeapi.co/api/v2/pokemon/742/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}",,False,False,False,False
743,ribombee,"[{'is_default': True, 'pokemon': {'name': 'ribombee', 'url': 'https://pokeapi.co/api/v2/pokemon/743/'}}, {'is_default': False, 'pokemon': {'name': 'ribombee-totem', 'url': 'https://pokeapi.co/api/v2/pokemon/10150/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}","{'name': 'cutiefly', 'url': 'https://pokeapi.co/api/v2/pokemon-species/742/'}",False,False,False,False
744,rockruff,"[{'is_default': True, 'pokemon': {'name': 'rockruff', 'url': 'https://pokeapi.co/api/v2/pokemon/744/'}}, {'is_default': False, 'pokemon': {'name': 'rockruff-own-tempo', 'url': 'https://pokeapi.co/api/v2/pokemon/10151/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}",,False,False,False,False
745,lycanroc,"[{'is_default': True, 'pokemon': {'name': 'lycanroc-midday', 'url': 'https://pokeapi.co/api/v2/pokemon/745/'}}, {'is_default': False, 'pokemon': {'name': 'lycanroc-midnight', 'url': 'https://pokeapi.co/api/v2/pokemon/10126/'}}, {'is_default': False, 'pokemon': {'name': 'lycanroc-dusk', 'url': 'https://pokeapi.co/api/v2/pokemon/10152/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}","{'name': 'rockruff', 'url': 'https://pokeapi.co/api/v2/pokemon-species/744/'}",False,False,False,False
746,wishiwashi,"[{'is_default': True, 'pokemon': {'name': 'wishiwashi-solo', 'url': 'https://pokeapi.co/api/v2/pokemon/746/'}}, {'is_default': False, 'pokemon': {'name': 'wishiwashi-school', 'url': 'https://pokeapi.co/api/v2/pokemon/10127/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}",,False,False,False,False
747,mareanie,"[{'is_default': True, 'pokemon': {'name': 'mareanie', 'url': 'https://pokeapi.co/api/v2/pokemon/747/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}",,False,False,False,False
748,toxapex,"[{'is_default': True, 'pokemon': {'name': 'toxapex', 'url': 'https://pokeapi.co/api/v2/pokemon/748/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}","{'name': 'mareanie', 'url': 'https://pokeapi.co/api/v2/pokemon-species/747/'}",False,False,False,False
749,mudbray,"[{'is_default': True, 'pokemon': {'name': 'mudbray', 'url': 'https://pokeapi.co/api/v2/pokemon/749/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}",,False,False,False,False
750,mudsdale,"[{'is_default': True, 'pokemon': {'name': 'mudsdale', 'url': 'https://pokeapi.co/api/v2/pokemon/750/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}","{'name': 'mudbray', 'url': 'https://pokeapi.co/api/v2/pokemon-species/749/'}",False,False,False,False
751,dewpider,"[{'is_default': True, 'pokemon': {'name': 'dewpider', 'url': 'https://pokeapi.co/api/v2/pokemon/751/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}",,False,False,False,False
752,araquanid,"[{'is_default': True, 'pokemon': {'name': 'araquanid', 'url': 'https://pokeapi.co/api/v2/pokemon/752/'}}, {'is_default': False, 'pokemon': {'name': 'araquanid-totem', 'url': 'https://pokeapi.co/api/v2/pokemon/10153/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}","{'name': 'dewpider', 'url': 'https://pokeapi.co/api/v2/pokemon-species/751/'}",False,False,False,False
753,fomantis,"[{'is_default': True, 'pokemon': {'name': 'fomantis', 'url': 'https://pokeapi.co/api/v2/pokemon/753/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}",,False,False,False,False
754,lurantis,"[{'is_default': True, 'pokemon': {'name': 'lurantis', 'url': 'https://pokeapi.co/api/v2/pokemon/754/'}}, {'is_default': False, 'pokemon': {'name': 'lurantis-totem', 'url': 'https://pokeapi.co/api/v2/pokemon/10128/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}","{'name': 'fomantis', 'url': 'https://pokeapi.co/api/v2/pokemon-species/753/'}",False,False,False,False
755,morelull,"[{'is_default': True, 'pokemon': {'name': 'morelull', 'url': 'https://pokeapi.co/api/v2/pokemon/755/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}",,False,False,False,False
756,shiinotic,"[{'is_default': True, 'pokemon': {'name': 'shiinotic', 'url': 'https://pokeapi.co/api/v2/pokemon/756/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}","{'name': 'morelull', 'url': 'https://pokeapi.co/api/v2/pokemon-species/755/'}",False,False,False,False
757,salandit,"[{'is_default': True, 'pokemon': {'name': 'salandit', 'url': 'https://pokeapi.co/api/v2/pokemon/757/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}",,False,False,False,False
758,salazzle,"[{'is_default': True, 'pokemon': {'name': 'salazzle', 'url': 'https://pokeapi.co/api/v2/pokemon/758/'}}, {'is_default': False, 'pokemon': {'name': 'salazzle-totem', 'url': 'https://pokeapi.co/api/v2/pokemon/10129/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}","{'name': 'salandit', 'url': 'https://pokeapi.co/api/v2/pokemon-species/757/'}",False,False,False,False
759,stufful,"[{'is_default': True, 'pokemon': {'name': 'stufful', 'url': 'https://pokeapi.co/api/v2/pokemon/759/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}",,False,False,False,False
760,bewear,"[{'is_default': True, 'pokemon': {'name': 'bewear', 'url': 'https://pokeapi.co/api/v2/pokemon/760/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}","{'name': 'stufful', 'url': 'https://pokeapi.co/api/v2/pokemon-species/759/'}",False,False,False,False
761,bounsweet,"[{'is_default': True, 'pokemon': {'name': 'bounsweet', 'url': 'https://pokeapi.co/api/v2/pokemon/761/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}",,False,False,False,False
762,steenee,"[{'is_default': True, 'pokemon': {'name': 'steenee', 'url': 'https://pokeapi.co/api/v2/pokemon/762/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}","{'name': 'bounsweet', 'url': 'https://pokeapi.co/api/v2/pokemon-species/761/'}",False,False,False,False
763,tsareena,"[{'is_default': True, 'pokemon': {'name': 'tsareena', 'url': 'https://pokeapi.co/api/v2/pokemon/763/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}","{'name': 'steenee', 'url': 'https://pokeapi.co/api/v2/pokemon-species/762/'}",False,False,False,False
764,comfey,"[{'is_default': True, 'pokemon': {'name': 'comfey', 'url': 'https://pokeapi.co/api/v2/pokemon/764/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}",,False,False,False,False
765,oranguru,"[{'is_default': True, 'pokemon': {'name': 'oranguru', 'url': 'https://pokeapi.co/api/v2/pokemon/765/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}",,False,False,False,False
766,passimian,"[{'is_default': True, 'pokemon': {'name': 'passimian', 'url': 'https://pokeapi.co/api/v2/pokemon/766/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}",,False,False,False,False
767,wimpod,"[{'is_default': True, 'pokemon': {'name': 'wimpod', 'url': 'https://pokeapi.co/api/v2/pokemon/767/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}",,False,False,False,False
768,golisopod,"[{'is_default': True, 'pokemon': {'name': 'golisopod', 'url': 'https://pokeapi.co/api/v2/pokemon/768/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}","{'name': 'wimpod', 'url': 'https://pokeapi.co/api/v2/pokemon-species/767/'}",False,False,False,False
769,sandygast,"[{'is_default': True, 'pokemon': {'name': 'sandygast', 'url': 'https://pokeapi.co/api/v2/pokemon/769/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}",,False,False,False,False
770,palossand,"[{'is_default': True, 'pokemon': {'name': 'palossand', 'url': 'https://pokeapi.co/api/v2/pokemon/770/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}","{'name': 'sandygast', 'url': 'https://pokeapi.co/api/v2/pokemon-species/769/'}",False,False,False,False
771,pyukumuku,"[{'is_default': True, 'pokemon': {'name': 'pyukumuku', 'url': 'https://pokeapi.co/api/v2/pokemon/771/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}",,False,False,False,False
772,type-null,"[{'is_default': True, 'pokemon': {'name': 'type-null', 'url': 'https://pokeapi.co/api/v2/pokemon/772/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}",,False,False,False,False
773,silvally,"[{'is_default': True, 'pokemon': {'name': 'silvally', 'url': 'https://pokeapi.co/api/v2/pokemon/773/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}","{'name': 'type-null', 'url': 'https://pokeapi.co/api/v2/pokemon-species/772/'}",False,False,False,False
774,minior,"[{'is_default': True, 'pokemon': {'name': 'minior-red-meteor', 'url': 'https://pokeapi.co/api/v2/pokemon/774/'}}, {'is_default': False, 'pokemon': {'name': 'minior-orange-meteor', 'url': 'https://pokeapi.co/api/v2/pokemon/10130/'}}, {'is_default': False, 'pokemon': {'name': 'minior-yellow-meteor', 'url': 'https://pokeapi.co/api/v2/pokemon/10131/'}}, {'is_default': False, 'pokemon': {'name': 'minior-green-meteor', 'url': 'https://pokeapi.co/api/v2/pokemon/10132/'}}, {'is_default': False, 'pokemon': {'name': 'minior-blue-meteor', 'url': 'https://pokeapi.co/api/v2/pokemon/10133/'}}, {'is_default': False, 'pokemon': {'name': 'minior-indigo-meteor', 'url': 'https://pokeapi.co/api/v2/pokemon/10134/'}}, {'is_default': False, 'pokemon': {'name': 'minior-violet-meteor', 'url': 'https://pokeapi.co/api/v2/pokemon/10135/'}}, {'is_default': False, 'pokemon': {'name': 'minior-red', 'url': 'https://pokeapi.co/api/v2/pokemon/10136/'}}, {'is_default': False, 'pokemon': {'name': 'minior-orange', 'url': 'https://pokeapi.co/api/v2/pokemon/10137/'}}, {'is_default': False, 'pokemon': {'name': 'minior-yellow', 'url': 'https://pokeapi.co/api/v2/pokemon/10138/'}}, {'is_default': False, 'pokemon': {'name': 'minior-green', 'url': 'https://pokeapi.co/api/v2/pokemon/10139/'}}, {'is_default': False, 'pokemon': {'name': 'minior-blue', 'url': 'https://pokeapi.co/api/v2/pokemon/10140/'}}, {'is_default': False, 'pokemon': {'name': 'minior-indigo', 'url': 'https://pokeapi.co/api/v2/pokemon/10141/'}}, {'is_default': False, 'pokemon': {'name': 'minior-violet', 'url': 'https://pokeapi.co/api/v2/pokemon/10142/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}",,False,False,False,False
775,komala,"[{'is_default': True, 'pokemon': {'name': 'komala', 'url': 'https://pokeapi.co/api/v2/pokemon/775/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}",,False,False,False,False
776,turtonator,"[{'is_default': True, 'pokemon': {'name': 'turtonator', 'url': 'https://pokeapi.co/api/v2/pokemon/776/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}",,False,False,False,False
777,togedemaru,"[{'is_default': True, 'pokemon': {'name': 'togedemaru', 'url': 'https://pokeapi.co/api/v2/pokemon/777/'}}, {'is_default': False, 'pokemon': {'name': 'togedemaru-totem', 'url': 'https://pokeapi.co/api/v2/pokemon/10154/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}",,False,False,False,False
778,mimikyu,"[{'is_default': True, 'pokemon': {'name': 'mimikyu-disguised', 'url': 'https://pokeapi.co/api/v2/pokemon/778/'}}, {'is_default': False, 'pokemon': {'name': 'mimikyu-busted', 'url': 'https://pokeapi.co/api/v2/pokemon/10143/'}}, {'is_default': False, 'pokemon': {'name': 'mimikyu-totem-disguised', 'url': 'https://pokeapi.co/api/v2/pokemon/10144/'}}, {'is_default': False, 'pokemon': {'name': 'mimikyu-totem-busted', 'url': 'https://pokeapi.co/api/v2/pokemon/10145/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}",,False,False,False,False
779,bruxish,"[{'is_default': True, 'pokemon': {'name': 'bruxish', 'url': 'https://pokeapi.co/api/v2/pokemon/779/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}",,False,False,False,False
780,drampa,"[{'is_default': True, 'pokemon': {'name': 'drampa', 'url': 'https://pokeapi.co/api/v2/pokemon/780/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}",,False,False,False,False
781,dhelmise,"[{'is_default': True, 'pokemon': {'name': 'dhelmise', 'url': 'https://pokeapi.co/api/v2/pokemon/781/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}",,False,False,False,False
782,jangmo-o,"[{'is_default': True, 'pokemon': {'name': 'jangmo-o', 'url': 'https://pokeapi.co/api/v2/pokemon/782/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}",,False,False,False,False
783,hakamo-o,"[{'is_default': True, 'pokemon': {'name': 'hakamo-o', 'url': 'https://pokeapi.co/api/v2/pokemon/783/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}","{'name': 'jangmo-o', 'url': 'https://pokeapi.co/api/v2/pokemon-species/782/'}",False,False,False,False
784,kommo-o,"[{'is_default': True, 'pokemon': {'name': 'kommo-o', 'url': 'https://pokeapi.co/api/v2/pokemon/784/'}}, {'is_default': False, 'pokemon': {'name': 'kommo-o-totem', 'url': 'https://pokeapi.co/api/v2/pokemon/10146/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}","{'name': 'hakamo-o', 'url': 'https://pokeapi.co/api/v2/pokemon-species/783/'}",False,False,False,False
785,tapu-koko,"[{'is_default': True, 'pokemon': {'name': 'tapu-koko', 'url': 'https://pokeapi.co/api/v2/pokemon/785/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}",,False,False,True,False
786,tapu-lele,"[{'is_default': True, 'pokemon': {'name': 'tapu-lele', 'url': 'https://pokeapi.co/api/v2/pokemon/786/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}",,False,False,True,False
787,tapu-bulu,"[{'is_default': True, 'pokemon': {'name': 'tapu-bulu', 'url': 'https://pokeapi.co/api/v2/pokemon/787/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}",,False,False,True,False
788,tapu-fini,"[{'is_default': True, 'pokemon': {'name': 'tapu-fini', 'url': 'https://pokeapi.co/api/v2/pokemon/788/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}",,False,False,True,False
789,cosmog,"[{'is_default': True, 'pokemon': {'name': 'cosmog', 'url': 'https://pokeapi.co/api/v2/pokemon/789/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}",,False,False,True,False
790,cosmoem,"[{'is_default': True, 'pokemon': {'name': 'cosmoem', 'url': 'https://pokeapi.co/api/v2/pokemon/790/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}","{'name': 'cosmog', 'url': 'https://pokeapi.co/api/v2/pokemon-species/789/'}",False,False,True,False
791,solgaleo,"[{'is_default': True, 'pokemon': {'name': 'solgaleo', 'url': 'https://pokeapi.co/api/v2/pokemon/791/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}","{'name': 'cosmoem', 'url': 'https://pokeapi.co/api/v2/pokemon-species/790/'}",False,False,True,False
792,lunala,"[{'is_default': True, 'pokemon': {'name': 'lunala', 'url': 'https://pokeapi.co/api/v2/pokemon/792/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}","{'name': 'cosmoem', 'url': 'https://pokeapi.co/api/v2/pokemon-species/790/'}",False,False,True,False
793,nihilego,"[{'is_default': True, 'pokemon': {'name': 'nihilego', 'url': 'https://pokeapi.co/api/v2/pokemon/793/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}",,False,False,False,False
794,buzzwole,"[{'is_default': True, 'pokemon': {'name': 'buzzwole', 'url': 'https://pokeapi.co/api/v2/pokemon/794/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}",,False,False,False,False
795,pheromosa,"[{'is_default': True, 'pokemon': {'name': 'pheromosa', 'url': 'https://pokeapi.co/api/v2/pokemon/795/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}",,False,False,False,False
796,xurkitree,"[{'is_default': True, 'pokemon': {'name': 'xurkitree', 'url': 'https://pokeapi.co/api/v2/pokemon/796/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}",,False,False,False,False
797,celesteela,"[{'is_default': True, 'pokemon': {'name': 'celesteela', 'url': 'https://pokeapi.co/api/v2/pokemon/797/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}",,False,False,False,False
798,kartana,"[{'is_default': True, 'pokemon': {'name': 'kartana', 'url': 'https://pokeapi.co/api/v2/pokemon/798/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}",,False,False,False,False
799,guzzlord,"[{'is_default': True, 'pokemon': {'name': 'guzzlord', 'url': 'https://pokeapi.co/api/v2/pokemon/799/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}",,False,False,False,False
800,necrozma,"[{'is_default': True, 'pokemon': {'name': 'necrozma', 'url': 'https://pokeapi.co/api/v2/pokemon/800/'}}, {'is_default': False, 'pokemon': {'name': 'necrozma-dusk', 'url': 'https://pokeapi.co/api/v2/pokemon/10155/'}}, {'is_default': False, 'pokemon': {'name': 'necrozma-dawn', 'url': 'https://pokeapi.co/api/v2/pokemon/10156/'}}, {'is_default': False, 'pokemon': {'name': 'necrozma-ultra', 'url': 'https://pokeapi.co/api/v2/pokemon/10157/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}",,False,False,True,False
801,magearna,"[{'is_default': True, 'pokemon': {'name': 'magearna', 'url': 'https://pokeapi.co/api/v2/pokemon/801/'}}, {'is_default': False, 'pokemon': {'name': 'magearna-original', 'url': 'https://pokeapi.co/api/v2/pokemon/10147/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}",,False,False,False,True
802,marshadow,"[{'is_default': True, 'pokemon': {'name': 'marshadow', 'url': 'https://pokeapi.co/api/v2/pokemon/802/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}",,False,False,False,True
803,poipole,"[{'is_default': True, 'pokemon': {'name': 'poipole', 'url': 'https://pokeapi.co/api/v2/pokemon/803/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}",,False,False,False,False
804,naganadel,"[{'is_default': True, 'pokemon': {'name': 'naganadel', 'url': 'https://pokeapi.co/api/v2/pokemon/804/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}","{'name': 'poipole', 'url': 'https://pokeapi.co/api/v2/pokemon-species/803/'}",False,False,False,False
805,stakataka,"[{'is_default': True, 'pokemon': {'name': 'stakataka', 'url': 'https://pokeapi.co/api/v2/pokemon/805/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}",,False,False,False,False
806,blacephalon,"[{'is_default': True, 'pokemon': {'name': 'blacephalon', 'url': 'https://pokeapi.co/api/v2/pokemon/806/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}",,False,False,False,False
807,zeraora,"[{'is_default': True, 'pokemon': {'name': 'zeraora', 'url': 'https://pokeapi.co/api/v2/pokemon/807/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}",,False,False,False,True
808,meltan,"[{'is_default': True, 'pokemon': {'name': 'meltan', 'url': 'https://pokeapi.co/api/v2/pokemon/808/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}",,False,False,False,True
809,melmetal,"[{'is_default': True, 'pokemon': {'name': 'melmetal', 'url': 'https://pokeapi.co/api/v2/pokemon/809/'}}, {'is_default': False, 'pokemon': {'name': 'melmetal-gmax', 'url': 'https://pokeapi.co/api/v2/pokemon/10208/'}}]","{'name': 'generation-vii', 'url': 'https://pokeapi.co/api/v2/generation/7/'}",,False,False,False,True
810,grookey,"[{'is_default': True, 'pokemon': {'name': 'grookey', 'url': 'https://pokeapi.co/api/v2/pokemon/810/'}}]","{'name': 'generation-viii', 'url': 'https://pokeapi.co/api/v2/generation/8/'}",,False,False,False,False
811,thwackey,"[{'is_default': True, 'pokemon': {'name': 'thwackey', 'url': 'https://pokeapi.co/api/v2/pokemon/811/'}}]","{'name': 'generation-viii', 'url': 'https://pokeapi.co/api/v2/generation/8/'}","{'name': 'grookey', 'url': 'https://pokeapi.co/api/v2/pokemon-species/810/'}",False,False,False,False
812,rillaboom,"[{'is_default': True, 'pokemon': {'name': 'rillaboom', 'url': 'https://pokeapi.co/api/v2/pokemon/812/'}}, {'is_default': False, 'pokemon': {'name': 'rillaboom-gmax', 'url': 'https://pokeapi.co/api/v2/pokemon/10209/'}}]","{'name': 'generation-viii', 'url': 'https://pokeapi.co/api/v2/generation/8/'}","{'name': 'thwackey', 'url': 'https://pokeapi.co/api/v2/pokemon-species/811/'}",False,False,False,False
813,scorbunny,"[{'is_default': True, 'pokemon': {'name': 'scorbunny', 'url': 'https://pokeapi.co/api/v2/pokemon/813/'}}]","{'name': 'generation-viii', 'url': 'https://pokeapi.co/api/v2/generation/8/'}",,False,False,False,False
814,raboot,"[{'is_default': True, 'pokemon': {'name': 'raboot', 'url': 'https://pokeapi.co/api/v2/pokemon/814/'}}]","{'name': 'generation-viii', 'url': 'https://pokeapi.co/api/v2/generation/8/'}","{'name': 'scorbunny', 'url': 'https://pokeapi.co/api/v2/pokemon-species/813/'}",False,False,False,False
815,cinderace,"[{'is_default': True, 'pokemon': {'name': 'cinderace', 'url': 'https://pokeapi.co/api/v2/pokemon/815/'}}, {'is_default': False, 'pokemon': {'name': 'cinderace-gmax', 'url': 'https://pokeapi.co/api/v2/pokemon/10210/'}}]","{'name': 'generation-viii', 'url': 'https://pokeapi.co/api/v2/generation/8/'}","{'name': 'raboot', 'url': 'https://pokeapi.co/api/v2/pokemon-species/814/'}",False,False,False,False
816,sobble,"[{'is_default': True, 'pokemon': {'name': 'sobble', 'url': 'https://pokeapi.co/api/v2/pokemon/816/'}}]","{'name': 'generation-viii', 'url': 'https://pokeapi.co/api/v2/generation/8/'}",,False,False,False,False
817,drizzile,"[{'is_default': True, 'pokemon': {'name': 'drizzile', 'url': 'https://pokeapi.co/api/v2/pokemon/817/'}}]","{'name': 'generation-viii', 'url': 'https://pokeapi.co/api/v2/generation/8/'}","{'name': 'sobble', 'url': 'https://pokeapi.co/api/v2/pokemon-species/816/'}",False,False,False,False
818,inteleon,"[{'is_default': True, 'pokemon': {'name': 'inteleon', 'url': 'https://pokeapi.co/api/v2/pokemon/818/'}}, {'is_default': False, 'pokemon': {'name': 'inteleon-gmax', 'url': 'https://pokeapi.co/api/v2/pokemon/10211/'}}]","{'name': 'generation-viii', 'url': 'https://pokeapi.co/api/v2/generation/8/'}","{'name': 'drizzile', 'url': 'https://pokeapi.co/api/v2/pokemon-species/817/'}",False,False,False,False
819,skwovet,"[{'is_default': True, 'pokemon': {'name': 'skwovet', 'url': 'https://pokeapi.co/api/v2/pokemon/819/'}}]","{'name': 'generation-viii', 'url': 'https://pokeapi.co/api/v2/generation/8/'}",,False,False,False,False
