,Pokemon,Nature,HP/Atk/Def/SpA/SpD/Spe,Use_Percentage (%)
5431,Lycanroc-Dusk,Adamant,76/252/100/0/0/76,0.599%
5432,Lycanroc-Dusk,Adamant,0/252/0/0/4/252,0.547%
5433,Lycanroc-Dusk,Jolly,0/252/4/0/0/252,0.505%
5434,Lycanroc-Dusk,Jolly,0/252/0/0/0/252,0.482%
5435,Lycanroc-Dusk,Adamant,0/0/252/0/252/0,0.235%
5436,Lycanroc-Dusk,Hardy,4/252/0/0/0/252,0.159%
5437,Lycanroc-Dusk,Adamant,0/252/0/0/0/252,0.073%
5438,Lycanroc-Dusk,Jolly,4/248/0/0/0/252,0.056%
5439,Lycanroc-Dusk,Jolly,252/0/0/0/4/252,0.030%
5440,Lycanroc-Dusk,Adamant,86/252/84/0/85/0,0.013%
5441,Lycanroc-Dusk,Hardy,1/1/0/1/1/1,0.009%
5442,Lycanroc-Dusk,Hardy,252/150/0/0/0/106,0.006%
5443,Lycanroc-Dusk,Adamant,114/252/44/0/48/46,0.006%
5444,Lycanroc-Dusk,Timid,4/252/0/0/0/252,0.004%
5445,Lycanroc-Dusk,Serious,0/252/0/0/0/252,0.003%
5446,Unfezant,Adamant,196/252/0/0/4/52,52.507%
5447,Unfezant,Jolly,0/252/0/0/4/252,26.311%
5448,Unfezant,Jolly,252/4/0/0/0/252,8.108%
5449,Unfezant,Jolly,252/0/0/0/4/252,5.256%
5450,Unfezant,Timid,252/4/0/0/0/252,4.390%
5451,Unfezant,Jolly,0/252/0/0/0/252,0.765%
5452,Unfezant,Hardy,4/0/0/0/252/252,0.399%
5453,Unfezant,Naive,0/0/0/252/0/252,0.364%
5454,Unfezant,Jolly,132/124/0/0/0/252,0.360%
5455,Unfezant,Timid,248/0/0/0/8/252,0.348%
5456,Unfezant,Jolly,4/252/0/0/0/252,0.345%
5457,Unfezant,Jolly,104/152/0/0/0/252,0.199%
5458,Unfezant,Timid,252/0/0/0/4/252,0.197%
5459,Unfezant,Jolly,0/252/4/0/0/252,0.124%
5460,Unfezant,Jolly,0/0/4/0/252/252,0.093%
5461,Unfezant,Jolly,60/0/0/0/196/252,0.064%
5462,Unfezant,Timid,8/0/0/248/0/252,0.059%
5463,Unfezant,Jolly,252/0/4/0/0/252,0.045%
5464,Unfezant,Timid,252/0/4/0/0/252,0.025%
5465,Unfezant,Hardy,0/4/0/252/0/252,0.012%
5466,Perrserker,Brave,252/252/0/0/4/0,23.694%
5467,Perrserker,Adamant,252/252/4/0/0/0,18.021%
5468,Perrserker,Adamant,252/252/0/0/4/0,14.278%
5469,Perrserker,Brave,248/252/0/0/8/0,9.186%
5470,Perrserker,Brave,248/252/0/0/4/0,7.568%
5471,Perrserker,Adamant,196/252/0/0/60/0,7.164%
5472,Perrserker,Adamant,4/252/0/0/0/252,5.849%
5473,Perrserker,Adamant,248/252/0/0/8/0,3.690%
5474,Perrserker,Brave,252/0/100/0/156/0,2.943%
5475,Perrserker,Adamant,172/252/60/0/20/0,1.429%
5476,Perrserker,Impish,252/0/252/0/0/0,1.156%
5477,Perrserker,Impish,252/4/252/0/0/0,1.106%
5478,Perrserker,Brave,196/252/0/0/60/0,0.911%
5479,Perrserker,Brave,0/252/0/4/0/252,0.702%
5480,Perrserker,Jolly,60/248/0/0/0/200,0.303%
5481,Perrserker,Adamant,0/252/0/0/4/252,0.286%
5482,Perrserker,Brave,252/0/124/128/4/0,0.194%
5483,Perrserker,Brave,252/252/4/0/0/0,0.181%
5484,Perrserker,Adamant,248/220/36/0/0/0,0.128%
5485,Perrserker,Impish,248/8/252/0/0/0,0.122%
5486,Slowbro-Galar,Quiet,252/0/0/252/4/0,50.713%
5487,Slowbro-Galar,Quiet,252/0/4/252/0/0,12.408%
5488,Slowbro-Galar,Modest,252/0/4/252/0/0,5.746%
5489,Slowbro-Galar,Quiet,164/0/0/236/108/0,3.214%
5490,Slowbro-Galar,Modest,252/0/0/252/4/0,2.875%
5491,Slowbro-Galar,Relaxed,252/0/252/4/0/0,2.789%
5492,Slowbro-Galar,Sassy,252/0/0/4/252/0,2.125%
5493,Slowbro-Galar,Quiet,252/0/0/188/68/0,1.790%
5494,Slowbro-Galar,Quiet,252/0/0/236/20/0,1.434%
5495,Slowbro-Galar,Modest,252/0/0/180/76/0,1.203%
5496,Slowbro-Galar,Relaxed,252/0/124/52/76/0,1.112%
5497,Slowbro-Galar,Brave,252/76/20/0/160/0,0.880%
5498,Slowbro-Galar,Bold,252/0/196/0/60/0,0.732%
5499,Slowbro-Galar,Relaxed,252/0/4/0/252/0,0.712%
5500,Slowbro-Galar,Quiet,252/4/0/252/0/0,0.676%
5501,Slowbro-Galar,Quiet,236/0/4/252/12/0,0.574%
5502,Slowbro-Galar,Quiet,252/0/0/252/0/0,0.547%
5503,Slowbro-Galar,Quiet,244/0/0/252/12/0,0.546%
5504,Slowbro-Galar,Sassy,252/0/100/0/156/0,0.503%
5505,Slowbro-Galar,Modest,216/0/0/252/4/36,0.470%
5506,Bouffalant,Brave,252/252/0/0/4/0,61.536%
5507,Bouffalant,Adamant,200/252/0/0/4/52,10.363%
5508,Bouffalant,Adamant,252/252/0/0/4/0,7.980%
5509,Bouffalant,Jolly,212/68/0/0/0/228,2.850%
5510,Bouffalant,Brave,236/196/76/0/0/0,2.743%
5511,Bouffalant,Brave,236/76/0/0/196/0,2.483%
5512,Bouffalant,Brave,252/236/0/0/20/0,1.918%
5513,Bouffalant,Adamant,252/252/0/0/0/0,1.616%
5514,Bouffalant,Brave,236/152/60/0/60/0,1.329%
5515,Bouffalant,Brave,236/236/36/0/0/0,1.290%
5516,Bouffalant,Adamant,236/236/36/0/0/0,0.632%
5517,Bouffalant,Adamant,252/252/4/0/0/0,0.602%
5518,Bouffalant,Adamant,252/252/0/0/0/4,0.585%
5519,Bouffalant,Sassy,252/4/0/0/252/0,0.493%
5520,Bouffalant,Adamant,4/252/0/0/0/252,0.385%
5521,Bouffalant,Brave,116/252/140/0/0/0,0.366%
5522,Bouffalant,Jolly,252/252/0/0/4/0,0.318%
5523,Bouffalant,Brave,252/252/4/0/0/0,0.313%
5524,Bouffalant,Adamant,236/196/0/0/76/0,0.251%
5525,Bouffalant,Adamant,248/252/4/0/4/0,0.231%
5526,Rotom-Frost,Modest,0/0/0/252/4/252,46.307%
5527,Rotom-Frost,Timid,0/0/0/252/28/228,20.921%
5528,Rotom-Frost,Modest,252/0/0/220/0/36,17.449%
5529,Rotom-Frost,Modest,252/0/0/252/0/4,13.098%
5530,Rotom-Frost,Timid,0/0/0/252/4/252,1.394%
5531,Rotom-Frost,Timid,4/0/0/252/0/252,0.421%
5532,Rotom-Frost,Calm,252/0/0/4/252/0,0.244%
5533,Rotom-Frost,Modest,28/0/0/252/0/228,0.072%
5534,Rotom-Frost,Modest,132/0/0/252/0/124,0.054%
5535,Rotom-Frost,Timid,0/0/0/252/0/252,0.013%
5536,Rotom-Frost,Modest,4/0/0/252/0/252,0.006%
5537,Rotom-Frost,Modest,252/0/68/188/0/0,0.005%
5538,Rotom-Frost,Relaxed,252/0/0/252/4/0,0.005%
5539,Rotom-Frost,Modest,140/0/0/252/0/116,0.004%
5540,Rotom-Frost,Bold,252/0/0/252/4/0,0.004%
5541,Rotom-Frost,Timid,156/0/20/108/4/220,0.001%
5542,Rotom-Frost,Timid,252/0/44/0/0/212,0.001%
5543,Rotom-Frost,Hasty,4/0/0/252/0/252,0.001%
5544,Rotom-Frost,Timid,252/0/0/0/4/252,0.001%
5545,Rotom-Frost,Timid,244/0/4/4/4/252,0.000%
5546,Roserade,Timid,4/0/0/252/0/252,56.972%
5547,Roserade,Timid,0/0/0/252/4/252,32.999%
5548,Roserade,Modest,0/0/0/252/4/252,2.805%
5549,Roserade,Timid,252/0/4/0/0/252,1.914%
5550,Roserade,Timid,0/0/4/252/0/252,1.626%
5551,Roserade,Timid,0/0/0/252/0/252,1.621%
5552,Roserade,Modest,4/0/0/252/0/252,0.762%
5553,Roserade,Modest,0/0/4/252/252/0,0.384%
5554,Roserade,Timid,252/0/0/44/52/156,0.216%
5555,Roserade,Modest,252/0/0/252/0/0,0.145%
5556,Roserade,Modest,252/0/4/124/124/0,0.109%
5557,Roserade,Hardy,28/0/76/188/60/156,0.105%
5558,Roserade,Modest,0/0/148/148/148/60,0.079%
5559,Roserade,Hardy,64/64/140/84/148/8,0.053%
5560,Roserade,Jolly,0/0/0/252/80/176,0.039%
5561,Roserade,Timid,252/0/0/252/0/4,0.037%
5562,Roserade,Timid,0/0/252/0/252/4,0.027%
5563,Roserade,Quiet,204/0/52/252/0/0,0.026%
5564,Roserade,Calm,0/0/0/252/252/0,0.020%
5565,Roserade,Serious,0/252/0/0/0/252,0.013%
5566,Tangrowth,Sassy,252/0/0/4/252/0,29.722%
5567,Tangrowth,Sassy,252/0/4/0/252/0,15.274%
5568,Tangrowth,Sassy,252/0/252/0/4/0,10.909%
5569,Tangrowth,Relaxed,188/68/0/0/252/0,8.149%
5570,Tangrowth,Modest,252/0/0/252/4/0,6.936%
5571,Tangrowth,Calm,252/0/4/4/140/108,6.901%
5572,Tangrowth,Relaxed,252/0/252/4/0/0,3.956%
5573,Tangrowth,Careful,252/0/0/4/252/0,3.574%
5574,Tangrowth,Bold,252/0/252/4/0/0,2.243%
5575,Tangrowth,Sassy,132/12/140/12/212/0,1.979%
5576,Tangrowth,Hardy,252/4/252/0/0/0,1.681%
5577,Tangrowth,Bold,252/0/28/12/212/4,1.518%
5578,Tangrowth,Quiet,252/0/0/4/252/0,1.416%
5579,Tangrowth,Calm,252/0/0/4/252/0,0.682%
5580,Tangrowth,Relaxed,204/52/252/0/0/0,0.677%
5581,Tangrowth,Bold,252/0/252/0/4/0,0.642%
5582,Tangrowth,Adamant,252/252/0/0/4/0,0.598%
5583,Tangrowth,Naive,252/4/0/0/0/252,0.503%
5584,Tangrowth,Timid,248/0/0/0/8/252,0.215%
5585,Tangrowth,Careful,252/4/0/0/252/0,0.189%
5586,Sandaconda,Careful,252/4/0/0/252/0,27.587%
5587,Sandaconda,Careful,252/0/4/0/252/0,25.509%
5588,Sandaconda,Adamant,252/252/0/0/4/0,21.159%
5589,Sandaconda,Adamant,120/136/0/0/252/0,5.633%
5590,Sandaconda,Adamant,252/212/44/0/0/0,4.705%
5591,Sandaconda,Sassy,244/8/4/0/252/0,2.002%
5592,Sandaconda,Careful,252/0/148/0/108/0,1.909%
5593,Sandaconda,Adamant,252/204/52/0/0/0,1.462%
5594,Sandaconda,Brave,252/116/0/0/140/0,1.429%
5595,Sandaconda,Jolly,4/252/0/0/0/252,1.054%
5596,Sandaconda,Brave,252/252/0/0/4/0,1.052%
5597,Sandaconda,Impish,252/0/252/0/4/0,0.856%
5598,Sandaconda,Impish,252/0/4/0/252/0,0.789%
5599,Sandaconda,Relaxed,252/0/252/0/4/0,0.729%
5600,Sandaconda,Adamant,252/252/4/0/0/0,0.640%
5601,Sandaconda,Impish,252/0/164/0/0/88,0.552%
5602,Sandaconda,Impish,252/4/252/0/0/0,0.472%
5603,Sandaconda,Adamant,252/100/0/0/156/0,0.434%
5604,Sandaconda,Jolly,252/0/52/0/200/4,0.409%
5605,Sandaconda,Relaxed,252/0/4/0/252/0,0.375%
5606,Polteageist,Bold,252/0/252/0/4/0,24.932%
5607,Polteageist,Modest,0/0/0/252/4/252,22.895%
5608,Polteageist,Timid,4/0/0/252/0/252,22.686%
5609,Polteageist,Timid,4/0/140/108/0/252,11.893%
5610,Polteageist,Bold,0/0/132/124/0/252,4.074%
5611,Polteageist,Modest,0/0/60/252/0/196,2.581%
5612,Polteageist,Timid,0/0/4/252/0/252,2.040%
5613,Polteageist,Modest,112/0/252/0/0/144,1.336%
5614,Polteageist,Modest,252/0/0/252/4/0,1.205%
5615,Polteageist,Sassy,252/4/0/0/252/0,0.936%
5616,Polteageist,Timid,0/0/0/252/4/252,0.836%
5617,Polteageist,Modest,4/0/0/252/0/252,0.468%
5618,Polteageist,Modest,0/0/156/252/96/0,0.453%
5619,Polteageist,Timid,252/0/4/0/0/252,0.447%
5620,Polteageist,Calm,252/0/4/0/252/0,0.388%
5621,Polteageist,Modest,0/0/0/252/0/252,0.347%
5622,Polteageist,Calm,252/0/0/4/252/0,0.332%
5623,Polteageist,Modest,60/0/92/252/4/100,0.253%
5624,Polteageist,Quiet,252/0/4/252/0/0,0.232%
5625,Polteageist,Timid,0/0/0/252/0/252,0.216%
5626,Tangela,Bold,220/0/244/0/44/0,69.610%
5627,Tangela,Bold,252/0/84/12/156/0,17.894%
5628,Tangela,Sassy,252/0/84/0/171/0,3.260%
5629,Tangela,Calm,252/0/0/0/252/4,2.722%
5630,Tangela,Calm,252/0/4/0/252/0,1.651%
5631,Tangela,Calm,128/0/124/0/252/0,1.289%
5632,Tangela,Bold,252/0/76/0/176/0,1.249%
5633,Tangela,Calm,252/0/92/0/164/0,1.088%
5634,Tangela,Bold,252/0/84/16/156/0,0.597%
5635,Tangela,Timid,252/0/4/0/0/252,0.196%
5636,Tangela,Calm,92/0/164/0/252/0,0.147%
5637,Tangela,Hardy,252/252/0/0/0/4,0.075%
5638,Tangela,Calm,40/0/4/0/252/212,0.061%
5639,Tangela,Quiet,4/0/252/252/0/0,0.035%
5640,Tangela,Naughty,0/252/0/4/0/252,0.028%
5641,Tangela,Impish,252/0/116/0/136/0,0.018%
5642,Tangela,Naive,252/4/0/0/0/252,0.017%
5643,Tangela,Bold,4/0/252/0/252/0,0.014%
5644,Tangela,Bold,252/0/252/0/0/4,0.014%
5645,Tangela,Calm,252/0/36/120/100/0,0.009%
5646,Morpeko,Jolly,4/252/0/0/0/252,81.496%
5647,Morpeko,Adamant,4/252/0/0/0/252,5.444%
5648,Morpeko,Adamant,0/252/0/0/0/252,3.865%
5649,Morpeko,Jolly,0/252/0/0/4/252,3.057%
5650,Morpeko,Jolly,0/252/0/0/0/252,2.124%
5651,Morpeko,Adamant,0/252/0/0/4/252,1.516%
5652,Morpeko,Hasty,0/252/0/4/0/252,1.415%
5653,Morpeko,Jolly,252/12/0/0/0/244,0.643%
5654,Morpeko,Jolly,12/240/0/0/4/252,0.205%
5655,Morpeko,Jolly,0/252/4/0/0/252,0.103%
5656,Morpeko,Adamant,0/252/0/4/0/252,0.084%
5657,Morpeko,Adamant,0/252/20/0/0/236,0.021%
5658,Morpeko,Hardy,4/252/0/0/0/252,0.009%
5659,Morpeko,Jolly,4/0/252/0/0/252,0.005%
5660,Morpeko,Jolly,252/4/0/0/0/252,0.005%
5661,Morpeko,Jolly,4/244/4/0/4/252,0.004%
5662,Morpeko,Timid,252/0/0/0/4/252,0.002%
5663,Morpeko,Adamant,252/252/0/0/4/0,0.002%
5664,Morpeko,Naughty,92/100/36/24/0/252,0.000%
5665,Morpeko,Hardy,164/0/108/0/112/120,0.000%
5666,Eldegoss,Bold,252/0/76/0/176/0,80.219%
5667,Eldegoss,Relaxed,252/0/0/4/252/0,5.373%
5668,Eldegoss,Calm,0/0/252/4/252/0,3.543%
5669,Eldegoss,Bold,252/0/100/0/156/0,2.984%
5670,Eldegoss,Bold,140/0/140/0/0/228,1.889%
5671,Eldegoss,Bold,252/0/4/0/252/0,1.171%
5672,Eldegoss,Bold,252/0/156/0/100/0,0.985%
5673,Eldegoss,Calm,252/0/0/4/252/0,0.951%
5674,Eldegoss,Serious,252/0/124/0/0/128,0.588%
5675,Eldegoss,Bold,252/0/252/4/0/0,0.581%
5676,Eldegoss,Bold,252/0/252/0/4/0,0.520%
5677,Eldegoss,Hardy,252/0/0/0/252/0,0.436%
5678,Eldegoss,Calm,252/0/4/0/252/0,0.137%
5679,Eldegoss,Relaxed,252/0/100/0/156/0,0.107%
5680,Eldegoss,Modest,252/0/0/252/4/0,0.107%
5681,Eldegoss,Calm,252/0/252/0/0/4,0.086%
5682,Eldegoss,Relaxed,252/0/196/0/60/0,0.076%
5683,Eldegoss,Bold,4/0/252/0/252/0,0.056%
5684,Eldegoss,Relaxed,248/0/252/0/0/8,0.051%
5685,Eldegoss,Bold,252/0/140/0/0/116,0.044%
5686,Aromatisse,Relaxed,244/0/252/12/0/0,34.474%
5687,Aromatisse,Relaxed,252/0/172/0/84/0,17.317%
5688,Aromatisse,Sassy,252/0/236/0/16/0,11.032%
5689,Aromatisse,Relaxed,244/0/252/0/12/0,10.473%
5690,Aromatisse,Quiet,252/0/0/252/4/0,9.942%
5691,Aromatisse,Sassy,244/0/0/12/252/0,3.481%
5692,Aromatisse,Sassy,252/0/0/4/252/0,3.104%
5693,Aromatisse,Relaxed,244/0/52/12/196/0,2.587%
5694,Aromatisse,Relaxed,252/0/164/0/92/0,2.004%
5695,Aromatisse,Relaxed,252/0/252/0/4/0,1.731%
5696,Aromatisse,Quiet,252/0/172/0/84/0,1.128%
5697,Aromatisse,Bold,252/0/252/4/0/0,0.553%
5698,Aromatisse,Sassy,252/0/4/0/252/0,0.358%
5699,Aromatisse,Relaxed,252/0/196/0/60/0,0.318%
5700,Aromatisse,Sassy,252/0/188/0/68/0,0.281%
5701,Aromatisse,Serious,252/0/124/0/132/0,0.244%
5702,Aromatisse,Modest,252/0/0/252/4/0,0.212%
5703,Aromatisse,Relaxed,252/0/100/0/156/0,0.191%
5704,Aromatisse,Quiet,252/0/4/252/0/0,0.090%
5705,Aromatisse,Modest,0/0/252/0/252/0,0.073%
5706,Miltank,Adamant,252/252/0/0/4/0,59.451%
5707,Miltank,Jolly,0/252/0/0/4/252,8.067%
5708,Miltank,Adamant,4/252/0/0/0/252,6.486%
5709,Miltank,Impish,252/0/252/0/0/4,5.382%
5710,Miltank,Jolly,252/4/0/0/0/252,3.219%
5711,Miltank,Adamant,252/132/124/0/0/0,2.854%
5712,Miltank,Careful,252/252/0/0/4/0,1.720%
5713,Miltank,Adamant,252/252/0/0/0/4,1.608%
5714,Miltank,Careful,236/4/36/0/228/0,1.605%
5715,Miltank,Adamant,0/252/0/0/4/252,1.518%
5716,Miltank,Careful,252/0/36/0/216/0,1.493%
5717,Miltank,Adamant,44/252/0/0/48/0,1.174%
5718,Miltank,Adamant,76/252/36/0/116/28,1.020%
5719,Miltank,Jolly,0/172/0/0/84/252,0.858%
5720,Miltank,Jolly,4/252/4/0/4/244,0.516%
5721,Miltank,Jolly,172/0/0/0/84/252,0.468%
5722,Miltank,Impish,4/0/252/0/0/252,0.464%
5723,Miltank,Jolly,4/252/0/0/0/252,0.277%
5724,Miltank,Bold,252/0/252/0/4/0,0.256%
5725,Miltank,Impish,0/4/252/0/252/0,0.219%
5726,Gourgeist-Super,Relaxed,244/36/60/0/164/0,69.529%
5727,Gourgeist-Super,Impish,252/4/4/0/180/68,12.151%
5728,Gourgeist-Super,Relaxed,252/0/116/0/140/0,5.505%
5729,Gourgeist-Super,Adamant,244/76/0/0/188/0,5.236%
5730,Gourgeist-Super,Adamant,252/72/4/0/180/0,2.222%
5731,Gourgeist-Super,Sassy,244/0/12/0/252/0,1.269%
5732,Gourgeist-Super,Sassy,252/4/0/0/252/0,1.125%
5733,Gourgeist-Super,Sassy,252/0/76/0/180/0,0.490%
5734,Gourgeist-Super,Sassy,244/30/0/0/236/0,0.287%
5735,Gourgeist-Super,Sassy,252/0/4/0/252/0,0.265%
5736,Gourgeist-Super,Brave,252/252/0/0/4/0,0.253%
5737,Gourgeist-Super,Relaxed,244/12/252/0/0/0,0.252%
5738,Gourgeist-Super,Brave,244/244/20/0/0/0,0.239%
5739,Gourgeist-Super,Sassy,4/252/0/0/252/0,0.207%
5740,Gourgeist-Super,Careful,252/0/4/0/252/0,0.195%
5741,Gourgeist-Super,Brave,204/52/0/0/252/0,0.173%
5742,Gourgeist-Super,Relaxed,252/4/252/0/0/0,0.117%
5743,Gourgeist-Super,Impish,252/4/4/0/244/4,0.089%
5744,Gourgeist-Super,Careful,252/12/0/0/244/0,0.078%
5745,Gourgeist-Super,Relaxed,252/4/4/0/244/0,0.077%
5746,Crawdaunt,Adamant,244/252/0/0/12/0,28.801%
5747,Crawdaunt,Brave,108/252/148/0/0/0,17.132%
5748,Crawdaunt,Brave,252/252/4/0/0/0,13.307%
5749,Crawdaunt,Adamant,4/252/0/0/0/252,11.487%
5750,Crawdaunt,Adamant,252/236/4/0/4/12,10.271%
5751,Crawdaunt,Adamant,0/252/0/0/4/252,4.717%
5752,Crawdaunt,Adamant,252/252/0/0/4/0,4.263%
5753,Crawdaunt,Adamant,252/252/4/0/0/0,3.546%
5754,Crawdaunt,Adamant,236/252/20/0/0/0,2.656%
5755,Crawdaunt,Brave,252/252/0/0/4/0,2.484%
5756,Crawdaunt,Adamant,0/252/0/0/0/252,0.333%
5757,Crawdaunt,Brave,116/252/140/0/0/0,0.224%
5758,Crawdaunt,Brave,252/252/0/0/0/0,0.142%
5759,Crawdaunt,Adamant,252/252/0/0/0/4,0.137%
5760,Crawdaunt,Jolly,0/252/0/0/0/252,0.117%
5761,Crawdaunt,Adamant,148/252/0/0/108/0,0.107%
5762,Crawdaunt,Adamant,0/252/4/0/0/252,0.102%
5763,Crawdaunt,Jolly,4/252/0/0/0/252,0.048%
5764,Crawdaunt,Adamant,116/252/0/0/0/140,0.045%
5765,Crawdaunt,Adamant,160/248/0/0/0/100,0.023%
5766,Heracross,Jolly,4/252/0/0/0/252,30.570%
5767,Heracross,Adamant,4/252/0/0/0/252,27.072%
5768,Heracross,Jolly,0/252/0/0/4/252,12.056%
5769,Heracross,Jolly,0/252/4/0/0/252,8.381%
5770,Heracross,Adamant,148/76/148/0/0/136,4.306%
5771,Heracross,Adamant,252/252/0/0/4/0,2.921%
5772,Heracross,Adamant,4/252/76/0/76/100,2.689%
5773,Heracross,Brave,252/252/4/0/0/0,2.142%
5774,Heracross,Adamant,28/252/4/0/20/204,1.776%
5775,Heracross,Adamant,0/252/0/0/4/252,1.332%
5776,Heracross,Adamant,96/160/0/0/0/252,1.187%
5777,Heracross,Adamant,252/252/0/0/0/0,1.106%
5778,Heracross,Hardy,4/252/0/0/0/252,0.767%
5779,Heracross,Jolly,12/244/0/0/0/252,0.529%
5780,Heracross,Jolly,12/252/36/0/12/196,0.377%
5781,Heracross,Adamant,28/204/4/0/92/180,0.358%
5782,Heracross,Adamant,4/248/0/0/0/252,0.348%
5783,Heracross,Hardy,156/252/12/0/0/84,0.324%
5784,Heracross,Adamant,252/252/4/0/0/0,0.320%
5785,Heracross,Brave,252/252/0/0/0/0,0.291%
5786,Magneton,Modest,252/0/4/76/116/60,35.536%
5787,Magneton,Quiet,252/0/4/252/0/0,32.027%
5788,Magneton,Modest,248/0/0/220/8/0,12.433%
5789,Magneton,Modest,252/0/0/252/4/0,8.889%
5790,Magneton,Calm,150/0/108/200/50/0,7.559%
5791,Magneton,Modest,180/0/0/252/0/76,1.029%
5792,Magneton,Timid,0/0/0/252/0/252,0.481%
5793,Magneton,Modest,252/0/4/252/0/0,0.350%
5794,Magneton,Modest,248/0/0/252/8/0,0.333%
5795,Magneton,Modest,252/0/92/0/160/0,0.262%
5796,Magneton,Calm,252/0/0/4/252/0,0.227%
5797,Magneton,Modest,0/0/124/252/126/4,0.163%
5798,Magneton,Quiet,180/0/0/252/76/0,0.147%
5799,Magneton,Modest,252/0/4/76/164/12,0.137%
5800,Magneton,Modest,252/0/0/236/0/20,0.116%
5801,Magneton,Modest,0/0/164/252/92/0,0.082%
5802,Magneton,Bold,252/0/148/4/104/0,0.072%
5803,Magneton,Timid,4/0/0/252/0/252,0.061%
5804,Magneton,Modest,84/0/4/172/100/148,0.027%
5805,Magneton,Modest,124/0/108/68/92/116,0.013%
5806,Stoutland,Adamant,4/252/0/0/0/252,22.334%
5807,Stoutland,Jolly,252/0/4/0/0/252,12.415%
5808,Stoutland,Jolly,4/252/0/0/0/252,10.676%
5809,Stoutland,Jolly,244/12/0/0/0/252,9.250%
5810,Stoutland,Jolly,252/0/0/0/4/252,5.630%
5811,Stoutland,Jolly,0/252/0/0/4/252,4.954%
5812,Stoutland,Adamant,252/252/4/0/0/0,3.540%
5813,Stoutland,Jolly,20/252/0/0/0/236,2.625%
5814,Stoutland,Impish,20/4/124/0/108/252,2.564%
5815,Stoutland,Adamant,164/252/0/0/0/92,2.372%
5816,Stoutland,Jolly,244/0/0/0/12/252,2.147%
5817,Stoutland,Hardy,188/252/0/0/0/68,1.771%
5818,Stoutland,Sassy,252/4/0/0/252/0,1.618%
5819,Stoutland,Timid,236/0/0/0/20/252,1.522%
5820,Stoutland,Jolly,4/4/244/0/4/252,1.514%
5821,Stoutland,Adamant,252/252/0/0/0/4,1.068%
5822,Stoutland,Adamant,252/100/0/0/0/156,1.004%
5823,Stoutland,Timid,252/0/0/0/4/252,0.971%
5824,Stoutland,Bold,252/0/52/4/140/60,0.856%
5825,Stoutland,Sassy,244/12/0/0/252/0,0.702%
5826,Noivern,Timid,4/0/0/252/0/252,29.802%
5827,Noivern,Timid,12/0/4/252/4/236,26.177%
5828,Noivern,Timid,0/0/0/252/4/252,25.591%
5829,Noivern,Timid,0/0/0/252/28/228,4.908%
5830,Noivern,Timid,252/0/4/12/4/236,2.570%
5831,Noivern,Modest,4/0/0/252/0/252,2.274%
5832,Noivern,Timid,252/0/0/4/0/252,2.218%
5833,Noivern,Hardy,4/0/0/252/0/252,1.385%
5834,Noivern,Timid,0/0/0/252/0/252,0.826%
5835,Noivern,Modest,0/0/100/252/100/56,0.570%
5836,Noivern,Timid,4/0/4/244/4/252,0.544%
5837,Noivern,Modest,0/0/0/252/4/252,0.506%
5838,Noivern,Timid,252/0/4/0/0/252,0.449%
5839,Noivern,Modest,0/0/44/252/0/212,0.436%
5840,Noivern,Timid,4/0/252/0/0/252,0.405%
5841,Noivern,Timid,252/0/0/0/4/252,0.303%
5842,Noivern,Serious,4/0/0/252/0/252,0.289%
5843,Noivern,Timid,244/0/0/12/0/252,0.133%
5844,Noivern,Timid,6/0/0/252/0/252,0.110%
5845,Noivern,Timid,28/0/0/252/0/228,0.072%
5846,Claydol,Bold,252/0/252/0/4/0,48.883%
5847,Claydol,Bold,252/104/0/0/148/0,19.573%
5848,Claydol,Sassy,252/0/180/0/76/0,10.930%
5849,Claydol,Careful,252/28/36/0/188/0,7.450%
5850,Claydol,Timid,252/0/0/4/0/252,3.454%
5851,Claydol,Hardy,252/0/0/0/0/0,2.485%
5852,Claydol,Careful,252/4/0/0/252/0,2.042%
5853,Claydol,Sassy,252/0/84/0/172/0,1.165%
5854,Claydol,Relaxed,252/0/252/0/4/0,0.891%
5855,Claydol,Quiet,252/0/0/252/4/0,0.755%
5856,Claydol,Brave,252/252/0/0/4/0,0.605%
5857,Claydol,Sassy,252/0/252/0/4/0,0.323%
5858,Claydol,Quiet,0/0/252/4/252/0,0.182%
5859,Claydol,Modest,0/0/252/128/128/0,0.156%
5860,Claydol,Calm,252/0/4/0/252/0,0.155%
5861,Claydol,Calm,252/0/52/116/88/0,0.141%
5862,Claydol,Bold,252/0/116/4/132/4,0.120%
5863,Claydol,Sassy,252/0/0/4/252/0,0.090%
5864,Claydol,Quiet,252/0/0/136/120/0,0.087%
5865,Claydol,Bold,4/0/252/0/252/0,0.072%
5866,Jolteon,Timid,4/0/0/252/0/252,37.060%
5867,Jolteon,Modest,4/0/0/252/0/252,20.599%
5868,Jolteon,Modest,68/0/44/244/4/148,11.787%
5869,Jolteon,Timid,0/0/0/252/4/252,11.107%
5870,Jolteon,Modest,40/0/0/252/4/212,10.001%
5871,Jolteon,Modest,20/0/4/252/4/228,6.950%
5872,Jolteon,Modest,252/0/0/252/0/4,0.914%
5873,Jolteon,Modest,0/0/0/252/0/252,0.218%
5874,Jolteon,Timid,0/0/0/252/0/252,0.212%
5875,Jolteon,Timid,28/0/0/252/0/228,0.187%
5876,Jolteon,Serious,4/0/0/252/0/252,0.151%
