,Move,Pokemon
63566,Stomping Tantrum,grapploct
63567,Stomping Tantrum,grimmsnarl
63568,Stomping Tantrum,obstagoon
63569,Stomping Tantrum,cursola
63570,Stomping Tantrum,mr-rime
63571,Stomping Tantrum,stonjourner
63572,Stomping Tantrum,morpeko-full-belly
63573,Stomping Tantrum,cufant
63574,Stomping Tantrum,copperajah
63575,Stomping Tantrum,dracozolt
63576,Stomping Tantrum,arctozolt
63577,Stomping Tantrum,dracovish
63578,Stomping Tantrum,duraludon
63579,Stomping Tantrum,zarude
63580,Stomping Tantrum,glastrier
63581,Stomping Tantrum,spectrier
63582,Stomping Tantrum,deoxys-attack
63583,Stomping Tantrum,deoxys-defense
63584,Stomping Tantrum,deoxys-speed
63585,Stomping Tantrum,venusaur-mega
63586,Stomping Tantrum,tyranitar-mega
63587,Stomping Tantrum,aggron-mega
63588,Stomping Tantrum,garchomp-mega
63589,Stomping Tantrum,abomasnow-mega
63590,Stomping Tantrum,swampert-mega
63591,Stomping Tantrum,audino-mega
63592,Stomping Tantrum,steelix-mega
63593,Stomping Tantrum,metagross-mega
63594,Stomping Tantrum,groudon-primal
63595,Stomping Tantrum,camerupt-mega
63596,Stomping Tantrum,raticate-alola
63597,Stomping Tantrum,raticate-totem-alola
63598,Stomping Tantrum,diglett-alola
63599,Stomping Tantrum,dugtrio-alola
63600,Stomping Tantrum,graveler-alola
63601,Stomping Tantrum,golem-alola
63602,Stomping Tantrum,exeggutor-alola
63603,Stomping Tantrum,marowak-alola
63604,Stomping Tantrum,zygarde-10-power-construct
63605,Stomping Tantrum,zygarde-50-power-construct
63606,Stomping Tantrum,zygarde-complete
63607,Stomping Tantrum,gumshoos-totem
63608,Stomping Tantrum,lycanroc-midnight
63609,Stomping Tantrum,kommo-o-totem
63610,Stomping Tantrum,marowak-totem
63611,Stomping Tantrum,rockruff-own-tempo
63612,Stomping Tantrum,lycanroc-dusk
63613,Stomping Tantrum,mr-mime-galar
63614,Stomping Tantrum,zapdos-galar
63615,Stomping Tantrum,corsola-galar
63616,Stomping Tantrum,linoone-galar
63617,Stomping Tantrum,stunfisk-galar
63618,Stomping Tantrum,zygarde-10
63619,Stomping Tantrum,morpeko-hangry
63620,Stomping Tantrum,zarude-dada
63621,Stomping Tantrum,calyrex-ice
63622,Stomping Tantrum,calyrex-shadow
63623,Stone Edge,sandslash
63624,Stone Edge,nidoqueen
63625,Stone Edge,nidoking
63626,Stone Edge,dugtrio
63627,Stone Edge,primeape
63628,Stone Edge,machamp
63629,Stone Edge,geodude
63630,Stone Edge,graveler
63631,Stone Edge,golem
63632,Stone Edge,onix
63633,Stone Edge,marowak
63634,Stone Edge,hitmonlee
63635,Stone Edge,hitmonchan
63636,Stone Edge,rhyhorn
63637,Stone Edge,rhydon
63638,Stone Edge,pinsir
63639,Stone Edge,tauros
63640,Stone Edge,gyarados
63641,Stone Edge,omastar
63642,Stone Edge,kabuto
63643,Stone Edge,kabutops
63644,Stone Edge,aerodactyl
63645,Stone Edge,dragonite
63646,Stone Edge,mewtwo
63647,Stone Edge,mew
63648,Stone Edge,sudowoodo
63649,Stone Edge,quagsire
63650,Stone Edge,gligar
63651,Stone Edge,steelix
63652,Stone Edge,granbull
63653,Stone Edge,shuckle
63654,Stone Edge,heracross
63655,Stone Edge,ursaring
63656,Stone Edge,magcargo
63657,Stone Edge,piloswine
63658,Stone Edge,corsola
63659,Stone Edge,donphan
63660,Stone Edge,hitmontop
63661,Stone Edge,entei
63662,Stone Edge,larvitar
63663,Stone Edge,pupitar
63664,Stone Edge,tyranitar
63665,Stone Edge,blaziken
63666,Stone Edge,swampert
63667,Stone Edge,breloom
63668,Stone Edge,hariyama
63669,Stone Edge,nosepass
63670,Stone Edge,mawile
63671,Stone Edge,lairon
63672,Stone Edge,aggron
63673,Stone Edge,camerupt
63674,Stone Edge,torkoal
63675,Stone Edge,flygon
63676,Stone Edge,lunatone
63677,Stone Edge,solrock
63678,Stone Edge,whiscash
63679,Stone Edge,claydol
63680,Stone Edge,cradily
63681,Stone Edge,armaldo
63682,Stone Edge,absol
63683,Stone Edge,relicanth
63684,Stone Edge,salamence
63685,Stone Edge,regirock
63686,Stone Edge,groudon
63687,Stone Edge,rayquaza
63688,Stone Edge,torterra
63689,Stone Edge,infernape
63690,Stone Edge,cranidos
63691,Stone Edge,rampardos
63692,Stone Edge,shieldon
63693,Stone Edge,bastiodon
63694,Stone Edge,gastrodon
63695,Stone Edge,gible
63696,Stone Edge,gabite
63697,Stone Edge,garchomp
63698,Stone Edge,lucario
63699,Stone Edge,hippowdon
63700,Stone Edge,toxicroak
63701,Stone Edge,rhyperior
63702,Stone Edge,gliscor
63703,Stone Edge,mamoswine
63704,Stone Edge,gallade
63705,Stone Edge,probopass
63706,Stone Edge,dialga
63707,Stone Edge,palkia
63708,Stone Edge,heatran
63709,Stone Edge,regigigas
63710,Stone Edge,giratina-altered
63711,Stone Edge,arceus
63712,Stone Edge,pignite
63713,Stone Edge,emboar
63714,Stone Edge,roggenrola
63715,Stone Edge,boldore
63716,Stone Edge,gigalith
63717,Stone Edge,timburr
63718,Stone Edge,gurdurr
63719,Stone Edge,conkeldurr
63720,Stone Edge,throh
63721,Stone Edge,sawk
63722,Stone Edge,sandile
63723,Stone Edge,krokorok
63724,Stone Edge,krookodile
63725,Stone Edge,darmanitan-standard
63726,Stone Edge,dwebble
63727,Stone Edge,crustle
63728,Stone Edge,scraggy
63729,Stone Edge,scrafty
63730,Stone Edge,tirtouga
63731,Stone Edge,carracosta
63732,Stone Edge,archen
63733,Stone Edge,archeops
63734,Stone Edge,beartic
63735,Stone Edge,stunfisk
63736,Stone Edge,mienfoo
63737,Stone Edge,mienshao
63738,Stone Edge,golurk
63739,Stone Edge,bisharp
63740,Stone Edge,bouffalant
63741,Stone Edge,durant
63742,Stone Edge,hydreigon
63743,Stone Edge,cobalion
63744,Stone Edge,terrakion
63745,Stone Edge,virizion
63746,Stone Edge,reshiram
63747,Stone Edge,zekrom
63748,Stone Edge,landorus-incarnate
63749,Stone Edge,kyurem
63750,Stone Edge,keldeo-ordinary
63751,Stone Edge,meloetta-aria
63752,Stone Edge,chespin
63753,Stone Edge,quilladin
63754,Stone Edge,chesnaught
63755,Stone Edge,bunnelby
63756,Stone Edge,diggersby
63757,Stone Edge,pancham
63758,Stone Edge,pangoro
63759,Stone Edge,binacle
63760,Stone Edge,barbaracle
63761,Stone Edge,tyrunt
63762,Stone Edge,tyrantrum
63763,Stone Edge,amaura
63764,Stone Edge,aurorus
63765,Stone Edge,hawlucha
63766,Stone Edge,carbink
63767,Stone Edge,bergmite
63768,Stone Edge,avalugg
63769,Stone Edge,zygarde-50
63770,Stone Edge,diancie
63771,Stone Edge,volcanion
63772,Stone Edge,crabrawler
63773,Stone Edge,crabominable
63774,Stone Edge,rockruff
63775,Stone Edge,lycanroc-midday
63776,Stone Edge,sandygast
63777,Stone Edge,palossand
63778,Stone Edge,minior-red-meteor
63779,Stone Edge,turtonator
63780,Stone Edge,tapu-bulu
63781,Stone Edge,solgaleo
63782,Stone Edge,buzzwole
63783,Stone Edge,celesteela
63784,Stone Edge,guzzlord
63785,Stone Edge,necrozma
63786,Stone Edge,marshadow
63787,Stone Edge,stakataka
63788,Stone Edge,drednaw
63789,Stone Edge,rolycoly
63790,Stone Edge,carkol
63791,Stone Edge,coalossal
63792,Stone Edge,sandaconda
63793,Stone Edge,cursola
63794,Stone Edge,runerigus
63795,Stone Edge,stonjourner
63796,Stone Edge,copperajah
63797,Stone Edge,dracozolt
63798,Stone Edge,arctozolt
63799,Stone Edge,dracovish
63800,Stone Edge,arctovish
63801,Stone Edge,duraludon
63802,Stone Edge,urshifu-single-strike
63803,Stone Edge,giratina-origin
63804,Stone Edge,darmanitan-zen
63805,Stone Edge,meloetta-pirouette
63806,Stone Edge,landorus-therian
63807,Stone Edge,kyurem-black
63808,Stone Edge,kyurem-white
63809,Stone Edge,keldeo-resolute
63810,Stone Edge,pinsir-mega
63811,Stone Edge,gyarados-mega
63812,Stone Edge,aerodactyl-mega
63813,Stone Edge,mewtwo-mega-x
63814,Stone Edge,mewtwo-mega-y
63815,Stone Edge,heracross-mega
63816,Stone Edge,tyranitar-mega
63817,Stone Edge,blaziken-mega
63818,Stone Edge,mawile-mega
63819,Stone Edge,aggron-mega
63820,Stone Edge,absol-mega
63821,Stone Edge,garchomp-mega
63822,Stone Edge,lucario-mega
63823,Stone Edge,swampert-mega
63824,Stone Edge,gallade-mega
63825,Stone Edge,steelix-mega
63826,Stone Edge,diancie-mega
63827,Stone Edge,groudon-primal
63828,Stone Edge,rayquaza-mega
63829,Stone Edge,camerupt-mega
63830,Stone Edge,salamence-mega
63831,Stone Edge,dugtrio-alola
63832,Stone Edge,geodude-alola
63833,Stone Edge,graveler-alola
63834,Stone Edge,golem-alola
63835,Stone Edge,grimer-alola
63836,Stone Edge,muk-alola
63837,Stone Edge,marowak-alola
63838,Stone Edge,zygarde-10-power-construct
63839,Stone Edge,zygarde-50-power-construct
63840,Stone Edge,zygarde-complete
63841,Stone Edge,lycanroc-midnight
63842,Stone Edge,minior-orange-meteor
63843,Stone Edge,minior-yellow-meteor
63844,Stone Edge,minior-green-meteor
63845,Stone Edge,minior-blue-meteor
63846,Stone Edge,minior-indigo-meteor
63847,Stone Edge,minior-violet-meteor
63848,Stone Edge,minior-red
63849,Stone Edge,minior-orange
63850,Stone Edge,minior-yellow
63851,Stone Edge,minior-green
63852,Stone Edge,minior-blue
63853,Stone Edge,minior-indigo
63854,Stone Edge,minior-violet
63855,Stone Edge,marowak-totem
63856,Stone Edge,rockruff-own-tempo
63857,Stone Edge,lycanroc-dusk
63858,Stone Edge,necrozma-dusk
63859,Stone Edge,necrozma-dawn
63860,Stone Edge,necrozma-ultra
63861,Stone Edge,corsola-galar
63862,Stone Edge,darmanitan-galar-standard
63863,Stone Edge,darmanitan-galar-zen
63864,Stone Edge,stunfisk-galar
63865,Stone Edge,zygarde-10
63866,Stone Edge,urshifu-rapid-strike
63867,Stored Power,clefairy
63868,Stored Power,clefable
63869,Stored Power,ninetales
63870,Stored Power,alakazam
63871,Stored Power,slowpoke
63872,Stored Power,slowbro
63873,Stored Power,chansey
63874,Stored Power,mr-mime
63875,Stored Power,jynx
63876,Stored Power,eevee
63877,Stored Power,vaporeon
63878,Stored Power,jolteon
63879,Stored Power,flareon
63880,Stored Power,mewtwo
63881,Stored Power,mew
63882,Stored Power,hoothoot
63883,Stored Power,noctowl
63884,Stored Power,cleffa
63885,Stored Power,togepi
63886,Stored Power,togetic
63887,Stored Power,natu
63888,Stored Power,xatu
63889,Stored Power,espeon
63890,Stored Power,umbreon
63891,Stored Power,slowking
63892,Stored Power,dunsparce
63893,Stored Power,smoochum
63894,Stored Power,blissey
63895,Stored Power,ralts
63896,Stored Power,kirlia
63897,Stored Power,gardevoir
63898,Stored Power,lunatone
63899,Stored Power,solrock
63900,Stored Power,claydol
63901,Stored Power,chimecho
63902,Stored Power,latias
63903,Stored Power,latios
63904,Stored Power,jirachi
63905,Stored Power,chingling
63906,Stored Power,mime-jr
63907,Stored Power,happiny
63908,Stored Power,togekiss
63909,Stored Power,leafeon
63910,Stored Power,glaceon
63911,Stored Power,gallade
63912,Stored Power,rotom
63913,Stored Power,uxie
63914,Stored Power,mesprit
63915,Stored Power,azelf
63916,Stored Power,cresselia
63917,Stored Power,victini
63918,Stored Power,munna
63919,Stored Power,musharna
63920,Stored Power,woobat
63921,Stored Power,swoobat
63922,Stored Power,sigilyph
63923,Stored Power,gothita
63924,Stored Power,gothorita
63925,Stored Power,gothitelle
63926,Stored Power,solosis
63927,Stored Power,duosion
63928,Stored Power,reuniclus
63929,Stored Power,elgyem
63930,Stored Power,beheeyem
63931,Stored Power,inkay
63932,Stored Power,malamar
63933,Stored Power,sylveon
63934,Stored Power,klefki
63935,Stored Power,diancie
63936,Stored Power,primarina
63937,Stored Power,comfey
63938,Stored Power,oranguru
63939,Stored Power,tapu-koko
63940,Stored Power,tapu-lele
63941,Stored Power,tapu-bulu
63942,Stored Power,tapu-fini
63943,Stored Power,necrozma
63944,Stored Power,magearna
63945,Stored Power,blacephalon
63946,Stored Power,dottler
63947,Stored Power,orbeetle
63948,Stored Power,toxtricity-amped
63949,Stored Power,sinistea
63950,Stored Power,polteageist
63951,Stored Power,hatenna
63952,Stored Power,hattrem
63953,Stored Power,hatterene
63954,Stored Power,mr-rime
63955,Stored Power,milcery
63956,Stored Power,alcremie
63957,Stored Power,indeedee-male
63958,Stored Power,calyrex
63959,Stored Power,rotom-heat
63960,Stored Power,rotom-wash
63961,Stored Power,rotom-frost
63962,Stored Power,rotom-fan
63963,Stored Power,rotom-mow
63964,Stored Power,meowstic-female
63965,Stored Power,gardevoir-mega
63966,Stored Power,latias-mega
63967,Stored Power,latios-mega
63968,Stored Power,gallade-mega
63969,Stored Power,raichu-alola
63970,Stored Power,ninetales-alola
63971,Stored Power,magearna-original
63972,Stored Power,necrozma-dusk
63973,Stored Power,necrozma-dawn
63974,Stored Power,necrozma-ultra
63975,Stored Power,ponyta-galar
63976,Stored Power,rapidash-galar
63977,Stored Power,slowpoke-galar
63978,Stored Power,slowbro-galar
63979,Stored Power,mr-mime-galar
63980,Stored Power,articuno-galar
63981,Stored Power,slowking-galar
63982,Stored Power,toxtricity-low-key
63983,Stored Power,indeedee-female
63984,Stored Power,calyrex-ice
63985,Stored Power,calyrex-shadow
63986,Storm Throw,pinsir
63987,Storm Throw,throh
63988,Storm Throw,pancham
63989,Storm Throw,pinsir-mega
63990,Strange Steam,weezing-galar
63991,Strength,bulbasaur
63992,Strength,ivysaur
63993,Strength,venusaur
63994,Strength,charmander
63995,Strength,charmeleon
63996,Strength,charizard
63997,Strength,squirtle
63998,Strength,wartortle
63999,Strength,blastoise
64000,Strength,raticate
64001,Strength,ekans
64002,Strength,arbok
64003,Strength,pikachu
64004,Strength,raichu
64005,Strength,sandshrew
64006,Strength,sandslash
64007,Strength,nidoran-f
64008,Strength,nidorina
64009,Strength,nidoqueen
64010,Strength,nidoran-m
64011,Strength,nidorino
64012,Strength,nidoking
64013,Strength,clefairy
64014,Strength,clefable
64015,Strength,jigglypuff
64016,Strength,wigglytuff
64017,Strength,psyduck
64018,Strength,golduck
64019,Strength,mankey
64020,Strength,primeape
64021,Strength,growlithe
64022,Strength,arcanine
64023,Strength,poliwhirl
64024,Strength,poliwrath
64025,Strength,machop
64026,Strength,machoke
64027,Strength,machamp
64028,Strength,geodude
64029,Strength,graveler
64030,Strength,golem
64031,Strength,ponyta
64032,Strength,rapidash
64033,Strength,slowpoke
64034,Strength,slowbro
64035,Strength,seel
64036,Strength,dewgong
64037,Strength,grimer
64038,Strength,muk
64039,Strength,gengar
64040,Strength,onix
64041,Strength,krabby
64042,Strength,kingler
64043,Strength,exeggcute
64044,Strength,exeggutor
64045,Strength,cubone
64046,Strength,marowak
64047,Strength,hitmonlee
64048,Strength,hitmonchan
64049,Strength,lickitung
64050,Strength,rhyhorn
64051,Strength,rhydon
64052,Strength,chansey
64053,Strength,kangaskhan
64054,Strength,electabuzz
64055,Strength,magmar
64056,Strength,pinsir
64057,Strength,tauros
64058,Strength,gyarados
64059,Strength,lapras
64060,Strength,vaporeon
64061,Strength,jolteon
64062,Strength,flareon
64063,Strength,aerodactyl
64064,Strength,snorlax
64065,Strength,dragonite
64066,Strength,mewtwo
64067,Strength,mew
64068,Strength,bayleef
64069,Strength,meganium
64070,Strength,quilava
64071,Strength,typhlosion
64072,Strength,croconaw
64073,Strength,feraligatr
64074,Strength,furret
64075,Strength,ledian
64076,Strength,flaaffy
64077,Strength,ampharos
64078,Strength,marill
64079,Strength,azumarill
64080,Strength,sudowoodo
64081,Strength,politoed
64082,Strength,aipom
64083,Strength,quagsire
64084,Strength,slowking
64085,Strength,girafarig
64086,Strength,pineco
64087,Strength,forretress
64088,Strength,dunsparce
64089,Strength,gligar
64090,Strength,steelix
64091,Strength,snubbull
64092,Strength,granbull
64093,Strength,scizor
64094,Strength,shuckle
64095,Strength,heracross
64096,Strength,sneasel
64097,Strength,teddiursa
64098,Strength,ursaring
64099,Strength,magcargo
64100,Strength,swinub
64101,Strength,piloswine
64102,Strength,corsola
64103,Strength,houndoom
64104,Strength,phanpy
64105,Strength,donphan
64106,Strength,tyrogue
64107,Strength,hitmontop
64108,Strength,miltank
64109,Strength,blissey
64110,Strength,raikou
64111,Strength,entei
64112,Strength,tyranitar
64113,Strength,lugia
64114,Strength,ho-oh
64115,Strength,treecko
64116,Strength,grovyle
64117,Strength,sceptile
64118,Strength,torchic
64119,Strength,combusken
64120,Strength,blaziken
64121,Strength,mudkip
64122,Strength,marshtomp
64123,Strength,swampert
64124,Strength,mightyena
64125,Strength,linoone
64126,Strength,lombre
64127,Strength,ludicolo
64128,Strength,nuzleaf
64129,Strength,shiftry
64130,Strength,breloom
64131,Strength,slakoth
64132,Strength,vigoroth
64133,Strength,slaking
64134,Strength,loudred
64135,Strength,exploud
64136,Strength,makuhita
64137,Strength,hariyama
64138,Strength,nosepass
64139,Strength,delcatty
64140,Strength,mawile
64141,Strength,aron
64142,Strength,lairon
64143,Strength,aggron
64144,Strength,meditite
64145,Strength,medicham
64146,Strength,electrike
64147,Strength,manectric
64148,Strength,gulpin
64149,Strength,swalot
64150,Strength,sharpedo
64151,Strength,wailmer
64152,Strength,wailord
64153,Strength,numel
64154,Strength,camerupt
64155,Strength,torkoal
64156,Strength,spinda
64157,Strength,trapinch
64158,Strength,vibrava
64159,Strength,flygon
64160,Strength,cacturne
64161,Strength,zangoose
64162,Strength,seviper
64163,Strength,whiscash
64164,Strength,corphish
64165,Strength,crawdaunt
64166,Strength,claydol
64167,Strength,cradily
64168,Strength,armaldo
64169,Strength,kecleon
64170,Strength,dusclops
64171,Strength,tropius
64172,Strength,absol
64173,Strength,spheal
64174,Strength,sealeo
64175,Strength,walrein
64176,Strength,bagon
64177,Strength,shelgon
64178,Strength,salamence
64179,Strength,metang
64180,Strength,metagross
64181,Strength,regirock
64182,Strength,regice
64183,Strength,registeel
64184,Strength,kyogre
64185,Strength,groudon
64186,Strength,rayquaza
64187,Strength,deoxys-normal
64188,Strength,turtwig
64189,Strength,grotle
64190,Strength,torterra
64191,Strength,chimchar
64192,Strength,monferno
64193,Strength,infernape
64194,Strength,prinplup
64195,Strength,empoleon
64196,Strength,bibarel
64197,Strength,kricketune
64198,Strength,shinx
64199,Strength,luxio
64200,Strength,luxray
64201,Strength,cranidos
64202,Strength,rampardos
64203,Strength,shieldon
64204,Strength,bastiodon
64205,Strength,buizel
64206,Strength,floatzel
64207,Strength,gastrodon
64208,Strength,ambipom
64209,Strength,lopunny
64210,Strength,skuntank
64211,Strength,bronzong
64212,Strength,gible
64213,Strength,gabite
64214,Strength,garchomp
64215,Strength,munchlax
64216,Strength,riolu
64217,Strength,lucario
64218,Strength,hippopotas
64219,Strength,hippowdon
64220,Strength,skorupi
64221,Strength,drapion
64222,Strength,croagunk
64223,Strength,toxicroak
64224,Strength,abomasnow
64225,Strength,weavile
64226,Strength,lickilicky
64227,Strength,rhyperior
64228,Strength,tangrowth
64229,Strength,electivire
64230,Strength,magmortar
64231,Strength,leafeon
64232,Strength,glaceon
64233,Strength,gliscor
64234,Strength,mamoswine
64235,Strength,gallade
64236,Strength,probopass
64237,Strength,dusknoir
64238,Strength,dialga
64239,Strength,palkia
64240,Strength,heatran
64241,Strength,regigigas
64242,Strength,giratina-altered
64243,Strength,darkrai
64244,Strength,arceus
64245,Strength,serperior
64246,Strength,tepig
64247,Strength,pignite
64248,Strength,emboar
64249,Strength,samurott
64250,Strength,watchog
64251,Strength,herdier
64252,Strength,stoutland
64253,Strength,roggenrola
64254,Strength,boldore
64255,Strength,gigalith
64256,Strength,drilbur
64257,Strength,excadrill
64258,Strength,timburr
64259,Strength,gurdurr
64260,Strength,conkeldurr
64261,Strength,seismitoad
64262,Strength,throh
64263,Strength,sawk
64264,Strength,scolipede
64265,Strength,krokorok
64266,Strength,krookodile
64267,Strength,darumaka
64268,Strength,darmanitan-standard
64269,Strength,dwebble
64270,Strength,crustle
64271,Strength,scraggy
64272,Strength,scrafty
64273,Strength,tirtouga
64274,Strength,carracosta
64275,Strength,reuniclus
64276,Strength,ferrothorn
64277,Strength,eelektross
64278,Strength,axew
64279,Strength,fraxure
64280,Strength,haxorus
64281,Strength,cubchoo
64282,Strength,beartic
64283,Strength,mienfoo
64284,Strength,mienshao
64285,Strength,druddigon
64286,Strength,golett
64287,Strength,golurk
64288,Strength,bouffalant
64289,Strength,rufflet
64290,Strength,braviary
64291,Strength,durant
64292,Strength,deino
64293,Strength,zweilous
64294,Strength,hydreigon
64295,Strength,cobalion
64296,Strength,terrakion
64297,Strength,virizion
64298,Strength,tornadus-incarnate
64299,Strength,thundurus-incarnate
64300,Strength,reshiram
64301,Strength,zekrom
64302,Strength,landorus-incarnate
64303,Strength,kyurem
64304,Strength,keldeo-ordinary
64305,Strength,meloetta-aria
64306,Strength,chespin
64307,Strength,quilladin
64308,Strength,chesnaught
64309,Strength,froakie
64310,Strength,frogadier
64311,Strength,greninja
64312,Strength,bunnelby
64313,Strength,diggersby
64314,Strength,litleo
64315,Strength,pyroar
64316,Strength,skiddo
64317,Strength,gogoat
64318,Strength,pancham
64319,Strength,pangoro
64320,Strength,binacle
64321,Strength,barbaracle
64322,Strength,tyrunt
64323,Strength,tyrantrum
64324,Strength,hawlucha
64325,Strength,goodra
64326,Strength,phantump
64327,Strength,trevenant
64328,Strength,bergmite
64329,Strength,avalugg
64330,Strength,zygarde-50
64331,Strength,volcanion
64332,Strength,mudbray
64333,Strength,mudsdale
64334,Strength,stufful
64335,Strength,bewear
64336,Strength,grookey
64337,Strength,cufant
64338,Strength,copperajah
64339,Strength,deoxys-attack
64340,Strength,deoxys-defense
64341,Strength,deoxys-speed
64342,Strength,giratina-origin
64343,Strength,darmanitan-zen
64344,Strength,meloetta-pirouette
64345,Strength,tornadus-therian
64346,Strength,thundurus-therian
64347,Strength,landorus-therian
64348,Strength,kyurem-black
64349,Strength,kyurem-white
64350,Strength,keldeo-resolute
64351,Strength,venusaur-mega
64352,Strength,charizard-mega-x
64353,Strength,charizard-mega-y
64354,Strength,blastoise-mega
64355,Strength,gengar-mega
64356,Strength,kangaskhan-mega
64357,Strength,pinsir-mega
64358,Strength,gyarados-mega
64359,Strength,aerodactyl-mega
64360,Strength,mewtwo-mega-x
64361,Strength,mewtwo-mega-y
64362,Strength,ampharos-mega
64363,Strength,scizor-mega
64364,Strength,heracross-mega
64365,Strength,houndoom-mega
64366,Strength,tyranitar-mega
64367,Strength,blaziken-mega
64368,Strength,mawile-mega
64369,Strength,aggron-mega
64370,Strength,medicham-mega
64371,Strength,manectric-mega
64372,Strength,absol-mega
64373,Strength,garchomp-mega
64374,Strength,lucario-mega
64375,Strength,abomasnow-mega
64376,Strength,swampert-mega
64377,Strength,sceptile-mega
64378,Strength,gallade-mega
64379,Strength,sharpedo-mega
64380,Strength,slowbro-mega
64381,Strength,steelix-mega
64382,Strength,metagross-mega
64383,Strength,kyogre-primal
64384,Strength,groudon-primal
64385,Strength,rayquaza-mega
64386,Strength,pikachu-rock-star
64387,Strength,pikachu-belle
64388,Strength,pikachu-pop-star
64389,Strength,pikachu-phd
64390,Strength,pikachu-libre
64391,Strength,pikachu-cosplay
64392,Strength,camerupt-mega
64393,Strength,lopunny-mega
64394,Strength,salamence-mega
64395,Strength Sap,oddish
64396,Strength Sap,bellsprout
64397,Strength Sap,hoppip
64398,Strength Sap,drifblim
64399,Strength Sap,frillish
64400,Strength Sap,morelull
64401,Strength Sap,shiinotic
64402,Strength Sap,polteageist
64403,Strength Sap,cursola
64404,Strength Sap,corsola-galar
64405,String Shot,bulbasaur
64406,String Shot,ivysaur
64407,String Shot,venusaur
64408,String Shot,caterpie
64409,String Shot,metapod
64410,String Shot,butterfree
64411,String Shot,weedle
64412,String Shot,kakuna
64413,String Shot,beedrill
64414,String Shot,paras
64415,String Shot,parasect
64416,String Shot,venonat
64417,String Shot,venomoth
64418,String Shot,pinsir
64419,String Shot,mew
64420,String Shot,ledyba
64421,String Shot,ledian
64422,String Shot,spinarak
64423,String Shot,ariados
64424,String Shot,yanma
64425,String Shot,pineco
64426,String Shot,forretress
64427,String Shot,shuckle
64428,String Shot,remoraid
64429,String Shot,octillery
64430,String Shot,mantine
64431,String Shot,wurmple
64432,String Shot,silcoon
64433,String Shot,beautifly
64434,String Shot,cascoon
64435,String Shot,dustox
64436,String Shot,surskit
64437,String Shot,masquerain
64438,String Shot,nincada
64439,String Shot,ninjask
64440,String Shot,shedinja
64441,String Shot,volbeat
64442,String Shot,illumise
64443,String Shot,lileep
64444,String Shot,cradily
64445,String Shot,anorith
64446,String Shot,armaldo
64447,String Shot,kricketot
64448,String Shot,kricketune
64449,String Shot,burmy
64450,String Shot,wormadam-plant
64451,String Shot,mothim
64452,String Shot,combee
64453,String Shot,vespiquen
64454,String Shot,shellos
64455,String Shot,gastrodon
64456,String Shot,yanmega
64457,String Shot,sewaddle
64458,String Shot,swadloon
64459,String Shot,leavanny
64460,String Shot,joltik
64461,String Shot,galvantula
64462,String Shot,larvesta
64463,String Shot,volcarona
64464,String Shot,scatterbug
64465,String Shot,swirlix
64466,String Shot,slurpuff
64467,String Shot,grubbin
64468,String Shot,charjabug
64469,String Shot,vikavolt
64470,String Shot,wormadam-sandy
64471,String Shot,wormadam-trash
64472,String Shot,vikavolt-totem
64473,Struggle,
64474,Struggle Bug,butterfree
64475,Struggle Bug,beedrill
64476,Struggle Bug,paras
64477,Struggle Bug,parasect
64478,Struggle Bug,venonat
64479,Struggle Bug,venomoth
64480,Struggle Bug,scyther
64481,Struggle Bug,pinsir
64482,Struggle Bug,mew
64483,Struggle Bug,ledyba
64484,Struggle Bug,ledian
64485,Struggle Bug,spinarak
64486,Struggle Bug,ariados
64487,Struggle Bug,pineco
64488,Struggle Bug,forretress
64489,Struggle Bug,gligar
64490,Struggle Bug,scizor
64491,Struggle Bug,shuckle
64492,Struggle Bug,heracross
64493,Struggle Bug,beautifly
64494,Struggle Bug,dustox
64495,Struggle Bug,surskit
64496,Struggle Bug,masquerain
64497,Struggle Bug,nincada
64498,Struggle Bug,ninjask
64499,Struggle Bug,shedinja
64500,Struggle Bug,volbeat
64501,Struggle Bug,illumise
64502,Struggle Bug,trapinch
64503,Struggle Bug,vibrava
64504,Struggle Bug,flygon
64505,Struggle Bug,anorith
64506,Struggle Bug,armaldo
64507,Struggle Bug,kricketot
64508,Struggle Bug,kricketune
64509,Struggle Bug,wormadam-plant
64510,Struggle Bug,mothim
64511,Struggle Bug,combee
64512,Struggle Bug,vespiquen
64513,Struggle Bug,skorupi
64514,Struggle Bug,drapion
64515,Struggle Bug,yanmega
64516,Struggle Bug,gliscor
64517,Struggle Bug,sewaddle
64518,Struggle Bug,swadloon
64519,Struggle Bug,leavanny
64520,Struggle Bug,venipede
64521,Struggle Bug,whirlipede
64522,Struggle Bug,scolipede
64523,Struggle Bug,dwebble
64524,Struggle Bug,crustle
64525,Struggle Bug,karrablast
64526,Struggle Bug,escavalier
64527,Struggle Bug,joltik
64528,Struggle Bug,galvantula
64529,Struggle Bug,shelmet
64530,Struggle Bug,accelgor
64531,Struggle Bug,durant
64532,Struggle Bug,larvesta
64533,Struggle Bug,volcarona
64534,Struggle Bug,genesect
64535,Struggle Bug,vivillon
64536,Struggle Bug,cutiefly
64537,Struggle Bug,ribombee
64538,Struggle Bug,wimpod
64539,Struggle Bug,golisopod
64540,Struggle Bug,blipbug
64541,Struggle Bug,dottler
64542,Struggle Bug,orbeetle
64543,Struggle Bug,sizzlipede
64544,Struggle Bug,snom
