,UsePercentage,Pokemon,Teammate
1957,40.272,Inteleon,Shedinja
1958,23.808,Calyrex Ice Rider,Dusclops
1959,20.429,Palkia,Dusclops
1960,51.141,Glastrier,Dusclops
1961,33.559,Escavalier,Dusclops
1962,19.182,Kingler,Dusclops
1963,10.264,Kangaskhan,Dusclops
1964,11.230,Greedent,Dusclops
1965,70.860,Lurantis,Dusclops
1966,93.029,Wishiwashi Solo Form,Dusclops
1967,21.777,Conkeldurr,Dusclops
1968,19.433,Black Kyurem,Dusclops
1969,24.970,Mow Rotom,Dusclops
1970,40.243,Drampa,Dusclops
1971,31.726,Lilligant,Dusclops
1972,81.503,Haxorus,Dusclops
1973,17.873,Runerigus,Dusclops
1974,37.538,Copperajah,Dusclops
1975,24.467,Arctozolt,Dusclops
1976,20.992,Lycanroc Dusk Form,Dusclops
1977,49.422,Roserade,Dusclops
1978,17.712,Stoutland,Dusclops
1979,46.367,Vileplume,Dusclops
1980,11.182,Flygon,Dusclops
1981,25.540,Exploud,Dusclops
1982,61.749,Wigglytuff,Dusclops
1983,95.465,Arctovish,Dusclops
1984,22.141,Maractus,Dusclops
1985,25.014,Tentacruel,Dusclops
1986,35.400,Dragalge,Dusclops
1987,13.022,Alolan Sandslash,Dusclops
1988,14.915,Poliwrath,Dusclops
1989,85.723,Fan Rotom,Dusclops
1990,78.722,Steelix,Dusclops
1991,94.336,Corsola,Dusclops
1992,10.823,Calyrex Ice Rider,Urshifu Single Strike Style
1993,20.382,Dialga,Urshifu Single Strike Style
1994,13.440,Tapu Lele,Urshifu Single Strike Style
1995,18.284,Celesteela,Urshifu Single Strike Style
1996,29.654,Talonflame,Urshifu Single Strike Style
1997,4.926,Azumarill,Urshifu Single Strike Style
1998,20.576,Kingler,Urshifu Single Strike Style
1999,17.058,Nihilego,Urshifu Single Strike Style
2000,51.893,Krookodile,Urshifu Single Strike Style
2001,17.648,Latias,Urshifu Single Strike Style
2002,23.097,Articuno,Urshifu Single Strike Style
2003,15.482,Heatran,Urshifu Single Strike Style
2004,24.324,Rhyperior,Urshifu Single Strike Style
2005,18.800,Accelgor,Urshifu Single Strike Style
2006,2.647,Garbodor,Urshifu Single Strike Style
2007,19.939,Palossand,Urshifu Single Strike Style
2008,14.794,Clawitzer,Urshifu Single Strike Style
2009,18.745,Beartic,Urshifu Single Strike Style
2010,23.745,Hippowdon,Urshifu Single Strike Style
2011,18.718,Ninetales,Urshifu Single Strike Style
2012,37.403,Emolga,Urshifu Single Strike Style
2013,14.913,Toxtricity Low Key Form,Urshifu Single Strike Style
2014,26.690,Magnezone,Urshifu Single Strike Style
2015,28.623,Gourgeist Small Size,Urshifu Single Strike Style
2016,22.145,Galarian Slowbro,Urshifu Single Strike Style
2017,68.931,Frost Rotom,Urshifu Single Strike Style
2018,44.500,Aromatisse,Urshifu Single Strike Style
2019,49.133,Flygon,Urshifu Single Strike Style
2020,24.855,Drapion,Urshifu Single Strike Style
2021,32.772,Exploud,Urshifu Single Strike Style
2022,38.357,Gardevoir,Urshifu Single Strike Style
2023,73.510,Seaking,Urshifu Single Strike Style
2024,9.687,Galvantula,Urshifu Single Strike Style
2025,55.020,Steelix,Urshifu Single Strike Style
2026,14.487,Tornadus Incarnate Forme,Raichu
2027,16.094,Kartana,Raichu
2028,44.550,Glastrier,Raichu
2029,29.048,Escavalier,Raichu
2030,24.493,Krookodile,Raichu
2031,39.282,Mudsdale,Raichu
2032,46.341,Articuno,Raichu
2033,24.980,Leafeon,Raichu
2034,31.455,Abomasnow,Raichu
2035,2.647,Garbodor,Raichu
2036,18.286,Gengar,Raichu
2037,73.574,Sigilyph,Raichu
2038,23.880,Poliwrath,Raichu
2039,11.706,Tornadus Incarnate Forme,Tapu Lele
2040,12.547,Kartana,Tapu Lele
2041,18.301,Celesteela,Tapu Lele
2042,33.205,Pheromosa,Tapu Lele
2043,14.137,Hitmontop,Tapu Lele
2044,12.260,Obstagoon,Tapu Lele
2045,30.329,Scrafty,Tapu Lele
2046,22.659,Duraludon,Tapu Lele
2047,13.824,Zapdos,Ferrothorn
2048,30.174,Entei,Ferrothorn
2049,37.437,Gothitelle,Ferrothorn
2050,15.219,Dawn Wings Necrozma,Ferrothorn
2051,24.289,Lugia,Ferrothorn
2052,22.260,Hydreigon,Ferrothorn
2053,62.252,Weavile,Ferrothorn
2054,30.785,Darmanitan Galarian Standard Mode,Ferrothorn
2055,58.824,Alolan Persian,Ferrothorn
2056,35.327,Salamence,Ferrothorn
2057,25.848,Ludicolo,Ferrothorn
2058,62.640,Slowbro,Ferrothorn
2059,5.084,Giratina Origin Forme,Ferrothorn
2060,49.082,Moltres,Ferrothorn
2061,24.547,Krookodile,Ferrothorn
2062,3.228,Drifblim,Ferrothorn
2063,22.787,Cherrim,Ferrothorn
2064,37.244,Darmanitan Standard Mode,Ferrothorn
2065,4.348,Wishiwashi Solo Form,Ferrothorn
2066,18.601,Terrakion,Ferrothorn
2067,80.790,Garbodor,Ferrothorn
2068,11.327,Tyrantrum,Ferrothorn
2069,1.081,Qwilfish,Ferrothorn
2070,19.135,Reuniclus,Ferrothorn
2071,8.883,Blastoise,Ditto
2072,20.352,White Kyurem,Ditto
2073,14.438,Gothitelle,Ditto
2074,23.476,Lugia,Ditto
2075,16.699,Talonflame,Ditto
2076,80.406,Toxapex,Ditto
2077,19.182,Kingler,Ditto
2078,11.294,Tyrantrum,Ditto
2079,26.379,Drapion,Ditto
2080,23.041,Lickilicky,Ditto
2081,26.585,Venusaur,Torkoal
2082,25.931,Mamoswine,Torkoal
2083,2.425,Dawn Wings Necrozma,Torkoal
2084,15.311,Zekrom,Torkoal
2085,14.514,Stakataka,Torkoal
2086,10.595,Oranguru,Torkoal
2087,41.618,Krookodile,Torkoal
2088,2.580,Trevenant,Torkoal
2089,65.014,Registeel,Torkoal
2090,39.126,Leafeon,Torkoal
2091,1.224,Mr. Rime,Torkoal
2092,36.428,Silvally,Torkoal
2093,75.221,Lilligant,Torkoal
2094,15.959,Runerigus,Torkoal
2095,22.724,Braviary,Torkoal
2096,19.727,Copperajah,Torkoal
2097,25.889,Slurpuff,Torkoal
2098,16.243,Alakazam,Torkoal
2099,46.205,Thievul,Torkoal
2100,19.230,Cofagrigus,Torkoal
2101,16.421,Sharpedo,Torkoal
2102,13.894,Ninetales,Torkoal
2103,42.951,Malamar,Torkoal
2104,10.412,Shiinotic,Torkoal
2105,34.196,Lycanroc Dusk Form,Torkoal
2106,60.141,Galarian Slowbro,Torkoal
2107,20.756,Tangrowth,Torkoal
2108,8.441,Morpeko Full Belly Mode,Torkoal
2109,52.049,Aromatisse,Torkoal
2110,71.246,Vileplume,Torkoal
2111,20.000,Cursola,Torkoal
2112,11.260,Flygon,Torkoal
2113,17.705,Wigglytuff,Torkoal
2114,60.137,Gardevoir,Torkoal
2115,31.024,Galarian Corsola,Torkoal
2116,1.847,Arctovish,Torkoal
2117,50.218,Maractus,Torkoal
2118,16.639,Marowak,Torkoal
2119,13.624,Dragalge,Torkoal
2120,24.082,Flareon,Torkoal
2121,16.813,Lickilicky,Torkoal
2122,87.733,Corsola,Torkoal
2123,20.347,Ferrothorn,Zapdos
2124,10.281,Shedinja,Zapdos
2125,15.985,Solgaleo,Zapdos
2126,30.989,Seismitoad,Zapdos
2127,29.788,Araquanid,Zapdos
2128,42.417,Mienshao,Zapdos
2129,21.437,Dusk Mane Necrozma,Zapdos
2130,62.063,Weavile,Zapdos
2131,30.754,Darmanitan Galarian Standard Mode,Zapdos
2132,63.684,Alolan Persian,Zapdos
2133,37.238,Inteleon,Zapdos
2134,14.029,Ludicolo,Zapdos
2135,29.685,Centiskorch,Zapdos
2136,55.691,Lucario,Zapdos
2137,35.551,Froslass,Zapdos
2138,50.734,Mandibuzz,Zapdos
2139,34.953,Alolan Exeggutor,Zapdos
2140,18.606,Heatran,Zapdos
2141,16.764,Rhyperior,Zapdos
2142,49.456,Diggersby,Zapdos
2143,18.381,Giratina Altered Forme,Zapdos
2144,4.712,Tauros,Zapdos
2145,5.838,Dugtrio,Zapdos
2146,18.879,Urshifu Single Strike Style,Dialga
2147,25.984,Sableye,Dialga
2148,19.774,Urshifu Rapid Strike Style,Dialga
2149,11.659,Seismitoad,Dialga
2150,36.613,Togekiss,Dialga
2151,40.852,Indeedee Male,Dialga
2152,36.501,Chansey,Dialga
2153,10.448,Tapu Koko,Dialga
2154,37.175,Liepard,Dialga
2155,14.180,Dracovish,Dialga
2156,54.147,Shuckle,Dialga
2157,4.654,Alolan Persian,Dialga
2158,18.724,Talonflame,Dialga
2159,21.303,Wash Rotom,Dialga
2160,76.387,Azumarill,Dialga
2161,36.643,Galarian Articuno,Dialga
2162,73.764,Giratina Origin Forme,Dialga
2163,22.349,Raikou,Dialga
2164,37.374,Oranguru,Dialga
2165,35.551,Froslass,Dialga
2166,24.095,Latias,Dialga
2167,22.887,Alolan Exeggutor,Dialga
2168,12.425,Cradily,Dialga
2169,20.325,Scrafty,Dialga
2170,9.398,Cresselia,Dialga
2171,4.712,Tauros,Dialga
2172,2.647,Garbodor,Dialga
2173,61.070,Luxray,Dialga
2174,53.761,Shedinja,Kingdra
2175,10.494,Weezing,Kingdra
2176,36.024,Dhelmise,Kingdra
2177,8.319,Flapple,Kingdra
2178,15.538,Perrserker,Kingdra
2179,16.415,Orbeetle,Kingdra
2180,23.667,Noctowl,Kingdra
2181,8.428,Kingdra,Weezing
2182,84.614,Regigigas,Weezing
2183,14.483,Regidrago,Weezing
2184,18.297,Volcarona,Weezing
2185,25.688,Pikachu,Weezing
2186,26.145,Appletun,Weezing
2187,39.005,Accelgor,Weezing
2188,48.739,Palossand,Weezing
2189,20.379,Ribombee,Weezing
2190,0.130,Mime Jr.,Weezing
2191,37.434,Weezing,Regigigas
2192,25.039,Volcarona,Regigigas
2193,25.660,Galarian Weezing,Regigigas
2194,39.005,Accelgor,Regigigas
2195,48.739,Palossand,Regigigas
2196,16.969,Hawlucha,Regigigas
2197,34.043,Entei,Gothitelle
2198,57.156,Shiftry,Gothitelle
2199,37.046,Grapploct,Gothitelle
2200,16.377,Beartic,Gothitelle
2201,54.641,Sandaconda,Gothitelle
2202,18.654,Jolteon,Gothitelle
2203,17.598,Cursola,Gothitelle
2204,17.740,Tapu Fini,Dawn Wings Necrozma
2205,32.791,Urshifu Rapid Strike Style,Coalossal
2206,30.836,Rayquaza,Coalossal
2207,27.514,Blacephalon,Coalossal
2208,16.881,Clawitzer,Coalossal
2209,86.009,Qwilfish,Coalossal
2210,22.199,Golduck,Coalossal
2211,35.536,Magneton,Coalossal
2212,19.693,Mimikyu,Solgaleo
2213,24.922,Eternatus,Solgaleo
2214,36.327,Spectrier,Solgaleo
2215,48.233,Arcanine,Solgaleo
2216,69.495,Alcremie,Solgaleo
2217,16.630,Tsareena,Solgaleo
2218,10.392,Hitmontop,Solgaleo
2219,24.938,Volcarona,Solgaleo
2220,13.056,Salamence,Solgaleo
2221,13.676,Slowking,Solgaleo
2222,15.035,Alolan Ninetales,Solgaleo
2223,80.742,Toxapex,Solgaleo
2224,59.962,Raikou,Solgaleo
2225,20.638,Gyarados,Solgaleo
2226,8.352,Tapu Bulu,Solgaleo
2227,4.903,Drifblim,Solgaleo
2228,55.521,Lucario,Solgaleo
2229,19.859,Altaria,Solgaleo
2230,16.521,Riolu,Solgaleo
2231,73.735,Lurantis,Solgaleo
2232,46.341,Articuno,Solgaleo
2233,43.480,Abomasnow,Solgaleo
2234,22.890,Corviknight,Solgaleo
2235,31.920,Conkeldurr,Solgaleo
2236,24.914,Terrakion,Solgaleo
2237,63.465,Dugtrio,Solgaleo
2238,77.470,Manectric,Solgaleo
2239,0.400,Tyrantrum,Solgaleo
2240,28.172,Blaziken,Solgaleo
2241,10.661,Mimikyu,Seismitoad
2242,31.303,Pincurchin,Seismitoad
2243,11.642,Registeel,Seismitoad
2244,19.632,Hawlucha,Seismitoad
2245,42.787,Gothitelle,Entei
2246,57.156,Shiftry,Entei
2247,15.432,Riolu,Entei
2248,17.788,Bisharp,Entei
2249,43.871,Kommo-o,Entei
2250,12.383,Seismitoad,Mimikyu
2251,18.695,Dusk Mane Necrozma,Mimikyu
2252,13.186,Alcremie,Mimikyu
2253,25.920,Aegislash Shield Forme,Mimikyu
2254,32.646,Porygon-Z,Mimikyu
2255,6.577,Lurantis,Mimikyu
2256,12.748,Cradily,Mimikyu
2257,8.092,Luxray,Mimikyu
2258,14.717,Dhelmise,Mimikyu
2259,62.153,Turtonator,Mimikyu
2260,12.066,Ninetales,Mimikyu
2261,22.332,Sirfetch'd,Mimikyu
2262,26.442,Drapion,Mimikyu
2263,20.822,Flareon,Mimikyu
2264,4.065,Bewear,Mimikyu
2265,27.648,Lickilicky,Mimikyu
2266,99.946,Mime Jr.,Mimikyu
2267,8.865,Heat Rotom,Meowstic Male
2268,10.690,Hatterene,Meowstic Male
2269,75.315,Swoobat,Meowstic Male
2270,13.720,Ninetales,Meowstic Male
2271,32.225,Emolga,Meowstic Male
2272,39.786,Shiinotic,Meowstic Male
2273,49.318,Flygon,Meowstic Male
2274,10.645,Lycanroc Midnight Form,Meowstic Male
2275,21.447,Eternatus,Arcanine
2276,64.819,Alcremie,Arcanine
2277,21.039,Slowbro,Arcanine
2278,23.890,Togedemaru,Arcanine
2279,17.789,Excadrill,Arcanine
2280,23.068,Grapploct,Arcanine
2281,19.088,Togetic,Arcanine
2282,48.701,Flapple,Arcanine
2283,22.528,Sylveon,Arcanine
2284,37.506,Emolga,Arcanine
2285,23.166,Golisopod,Arcanine
2286,62.752,Bouffalant,Arcanine
2287,87.995,Gourgeist Super Size,Arcanine
2288,21.986,Heracross,Arcanine
2289,21.343,Noivern,Arcanine
2290,18.177,Jolteon,Arcanine
2291,39.835,Wigglytuff,Arcanine
2292,90.553,Druddigon,Arcanine
2293,30.699,Poliwrath,Arcanine
2294,64.104,Golurk,Arcanine
2295,19.139,Hitmonlee,Arcanine
2296,36.566,Scolipede,Arcanine
2297,56.404,Sandslash,Arcanine
2298,57.000,Steelix,Arcanine
2299,99.986,Gourgeist Large Size,Arcanine
2300,19.432,Eternatus,Alcremie
2301,44.917,Arcanine,Alcremie
2302,32.360,Porygon-Z,Alcremie
2303,9.790,Regigigas,Comfey
2304,21.794,Zygarde Complete Forme,Comfey
2305,11.970,Zamazenta Crowned Shield,Comfey
2306,55.551,Zekrom,Comfey
2307,19.654,Talonflame,Comfey
2308,22.413,Giratina Altered Forme,Comfey
2309,11.294,Tyrantrum,Comfey
2310,11.256,Cloyster,Comfey
2311,31.337,Blaziken,Comfey
2312,18.685,Lilligant,Comfey
2313,6.718,Eiscue Ice Face,Comfey
2314,35.590,Gallade,Comfey
2315,25.175,Bouffalant,Comfey
2316,30.489,Sandaconda,Comfey
2317,59.271,Miltank,Comfey
2318,13.127,Dedenne,Comfey
2319,20.497,Dusknoir,Comfey
2320,29.231,Marowak,Comfey
2321,9.817,Bewear,Comfey
2322,15.036,Golurk,Comfey
2323,30.709,Hitmonlee,Comfey
2324,14.246,Cinderace,Indeedee Male
2325,46.718,Hatterene,Indeedee Male
2326,66.874,Slowking,Indeedee Male
2327,23.883,Moltres,Indeedee Male
2328,18.621,Terrakion,Indeedee Male
2329,19.289,Crobat,Indeedee Male
2330,22.245,Grapploct,Indeedee Male
2331,1.510,Qwilfish,Indeedee Male
2332,16.533,Sylveon,Indeedee Male
2333,59.442,Slurpuff,Indeedee Male
2334,19.391,Alakazam,Indeedee Male
2335,54.657,Thievul,Indeedee Male
2336,31.021,Starmie,Indeedee Male
2337,10.340,Turtonator,Indeedee Male
2338,24.782,Toxtricity Low Key Form,Indeedee Male
2339,68.889,Frost Rotom,Indeedee Male
2340,23.253,Tangela,Indeedee Male
2341,8.742,Miltank,Indeedee Male
2342,21.100,Crawdaunt,Indeedee Male
2343,16.719,Exploud,Indeedee Male
2344,15.634,Wigglytuff,Indeedee Male
2345,78.717,Vanilluxe,Indeedee Male
2346,4.777,Sigilyph,Indeedee Male
2347,31.025,Decidueye,Indeedee Male
2348,21.009,Passimian,Indeedee Male
2349,16.963,Alolan Sandslash,Indeedee Male
2350,28.575,Hitmonlee,Indeedee Male
2351,17.110,Dunsparce,Indeedee Male
2352,79.309,Coalossal,Urshifu Rapid Strike Style
2353,31.796,Indeedee Male,Urshifu Rapid Strike Style
2354,31.994,Rayquaza,Urshifu Rapid Strike Style
2355,10.251,Zamazenta Crowned Shield,Urshifu Rapid Strike Style
2356,33.814,Galarian Articuno,Urshifu Rapid Strike Style
2357,27.037,Nihilego,Urshifu Rapid Strike Style
2358,22.241,Grapploct,Urshifu Rapid Strike Style
2359,81.445,Haxorus,Urshifu Rapid Strike Style
2360,20.610,Braviary,Urshifu Rapid Strike Style
2361,23.368,Alolan Raichu,Urshifu Rapid Strike Style
2362,23.322,Slurpuff,Urshifu Rapid Strike Style
2363,14.638,Ninetales,Urshifu Rapid Strike Style
2364,27.262,Magnezone,Urshifu Rapid Strike Style
2365,31.253,Gallade,Urshifu Rapid Strike Style
2366,9.896,Galarian Slowbro,Urshifu Rapid Strike Style
2367,35.596,Magneton,Urshifu Rapid Strike Style
2368,19.882,Exploud,Urshifu Rapid Strike Style
2369,21.838,Gardevoir,Urshifu Rapid Strike Style
2370,5.489,Seaking,Urshifu Rapid Strike Style
2371,26.841,Dragalge,Urshifu Rapid Strike Style
2372,13.795,Scolipede,Urshifu Rapid Strike Style
2373,25.633,Coalossal,Rayquaza
2374,4.130,Electivire,Rayquaza
2375,17.950,Xurkitree,Rayquaza
2376,21.816,Gengar,Rayquaza
2377,8.792,Coalossal,Dragapult
2378,14.744,Scizor,Dragapult
2379,8.042,Kabutops,Dragapult
2380,3.334,Swoobat,Dragapult
2381,16.057,Conkeldurr,Dragapult
2382,16.820,Cobalion,Dragapult
2383,23.979,Virizion,Dragapult
2384,22.262,Alolan Raichu,Dragapult
2385,18.295,Copperajah,Dragapult
2386,22.018,Sylveon,Dragapult
2387,22.884,Hippowdon,Dragapult
2388,3.982,Torracat,Dragapult
2389,17.269,Toxtricity Low Key Form,Dragapult
2390,13.098,Vaporeon,Dragapult
2391,27.983,Magnezone,Dragapult
2392,70.037,Gourgeist Small Size,Dragapult
2393,24.220,Golisopod,Dragapult
2394,29.382,Lycanroc Dusk Form,Dragapult
2395,65.287,Tangela,Dragapult
2396,7.710,Miltank,Dragapult
2397,18.860,Gourgeist Super Size,Dragapult
2398,35.537,Magneton,Dragapult
2399,19.037,Dedenne,Dragapult
2400,25.914,Reuniclus,Dragapult
2401,44.840,Exploud,Dragapult
2402,17.531,Lycanroc Midday Form,Dragapult
2403,38.576,Beheeyem,Dragapult
2404,45.061,Dunsparce,Dragapult
2405,99.789,Mime Jr.,Dragapult
2406,99.986,Gourgeist Large Size,Dragapult
2407,30.375,Umbreon,Lunala
2408,20.943,Celesteela,Lunala
2409,41.225,Araquanid,Lunala
2410,14.068,Stakataka,Lunala
2411,74.647,Sneasel,Lunala
2412,32.360,Porygon-Z,Lunala
2413,16.046,Obstagoon,Lunala
2414,15.812,Blacephalon,Lunala
2415,1.635,Wishiwashi Solo Form,Lunala
2416,4.475,Machamp,Lunala
2417,36.192,Silvally,Lunala
2418,1.448,Mime Galarian Mr. Mime,Lunala
2419,18.694,Umbreon,Ho-oh
2420,22.680,Celesteela,Ho-oh
2421,22.162,Liepard,Ho-oh
2422,29.007,Shuckle,Ho-oh
2423,76.486,Sneasel,Ho-oh
2424,10.004,Wash Rotom,Ho-oh
2425,72.131,Azumarill,Ho-oh
2426,24.568,Krookodile,Ho-oh
2427,41.131,Obstagoon,Ho-oh
2428,20.531,Scrafty,Ho-oh
2429,8.765,Aerodactyl,Ho-oh
2430,5.082,Swoobat,Ho-oh
2431,19.942,Indeedee Male,Cinderace
2432,64.137,Klinklang,Cinderace
2433,49.538,Togedemaru,Cinderace
2434,24.171,Mandibuzz,Cinderace
2435,24.141,Dragonite,Cinderace
2436,32.433,Corviknight,Cinderace
2437,24.611,Braviary,Cinderace
2438,19.444,Alolan Raichu,Cinderace
2439,19.934,Beartic,Cinderace
2440,18.028,Alakazam,Cinderace
2441,51.093,Thievul,Cinderace
2442,46.001,Arctozolt,Cinderace
2443,28.219,Starmie,Cinderace
2444,26.630,Sirfetch'd,Cinderace
2445,37.451,Emolga,Cinderace
2446,52.140,Toxtricity Low Key Form,Cinderace
2447,27.690,Vaporeon,Cinderace
2448,11.974,Gallade,Cinderace
2449,64.492,Lopunny,Cinderace
2450,59.823,Gourgeist Small Size,Cinderace
2451,17.394,Malamar,Cinderace
2452,15.403,Golisopod,Cinderace
2453,29.303,Golduck,Cinderace
2454,35.203,Shiinotic,Cinderace
2455,26.155,Lycanroc Dusk Form,Cinderace
2456,16.672,Roserade,Cinderace
2457,42.574,Polteageist,Cinderace
2458,71.992,Morpeko Full Belly Mode,Cinderace
2459,83.549,Eldegoss,Cinderace
2460,44.647,Crawdaunt,Cinderace
2461,16.909,Crustle,Cinderace
2462,23.275,Dusknoir,Cinderace
2463,22.680,Drapion,Cinderace
2464,46.120,Exploud,Cinderace
2465,16.675,Gardevoir,Cinderace
2466,82.326,Vanilluxe,Cinderace
2467,78.439,Sigilyph,Cinderace
2468,39.463,Decidueye,Cinderace
2469,13.472,Galvantula,Cinderace
2470,92.000,Arctovish,Cinderace
2471,27.746,Maractus,Cinderace
2472,15.189,Orbeetle,Cinderace
2473,62.165,Ninjask,Cinderace
2474,35.158,Beheeyem,Cinderace
2475,28.558,Marowak,Cinderace
2476,16.509,Dragalge,Cinderace
2477,10.974,Scyther,Cinderace
2478,14.823,Alolan Sandslash,Cinderace
2479,61.942,Lycanroc Midnight Form,Cinderace
2480,56.046,Scolipede,Cinderace
2481,11.419,Indeedee Male,Hatterene
2482,66.711,Slowking,Hatterene
2483,23.883,Moltres,Hatterene
2484,5.823,Greedent,Hatterene
2485,75.128,Swoobat,Hatterene
2486,35.102,Zoroark,Hatterene
2487,29.503,Clawitzer,Hatterene
2488,81.414,Haxorus,Hatterene
2489,18.134,Dhelmise,Hatterene
2490,48.346,Runerigus,Hatterene
2491,25.079,Braviary,Hatterene
2492,17.936,Virizion,Hatterene
2493,21.085,Copperajah,Hatterene
2494,21.802,Slurpuff,Hatterene
2495,20.075,Alakazam,Hatterene
2496,53.112,Mr. Mime,Hatterene
2497,12.126,Gallade,Hatterene
2498,14.082,Malamar,Hatterene
2499,47.176,Shiinotic,Hatterene
2500,15.353,Perrserker,Hatterene
2501,57.059,Tangrowth,Hatterene
2502,4.105,Eldegoss,Hatterene
2503,31.067,Crawdaunt,Hatterene
2504,21.934,Vileplume,Hatterene
2505,16.236,Cursola,Hatterene
2506,23.583,Dusknoir,Hatterene
2507,13.484,Dragalge,Hatterene
2508,6.224,Bewear,Hatterene
2509,17.196,Golurk,Hatterene
2510,20.557,Lickilicky,Hatterene
2511,24.434,Comfey,Zekrom
2512,21.089,Blacephalon,Zekrom
2513,8.177,Luxray,Zekrom
2514,17.931,Blaziken,Zekrom
2515,18.640,Comfey,Zygarde Complete Forme
2516,55.528,Zamazenta Crowned Shield,Zygarde Complete Forme
2517,27.036,Galarian Zapdos,Zygarde Complete Forme
2518,22.776,Ludicolo,Zygarde Complete Forme
2519,21.484,Butterfree,Zygarde Complete Forme
2520,18.226,Bisharp,Zygarde Complete Forme
2521,50.875,Glaceon,Zygarde Complete Forme
2522,46.162,Zygarde Complete Forme,Zamazenta Crowned Shield
2523,10.893,Hitmontop,Zamazenta Crowned Shield
2524,27.473,Galarian Zapdos,Zamazenta Crowned Shield
2525,20.575,Ludicolo,Zamazenta Crowned Shield
2526,31.582,Centiskorch,Zamazenta Crowned Shield
2527,24.020,Darmanitan Standard Mode,Zamazenta Crowned Shield
2528,30.082,Appletun,Zamazenta Crowned Shield
2529,97.288,Mr. Rime,Zamazenta Crowned Shield
2530,50.929,Glaceon,Zamazenta Crowned Shield
2531,29.493,Zygarde Complete Forme,Tapu Fini
2532,60.816,Dawn Wings Necrozma,Tapu Fini
2533,17.028,Metagross,Tapu Fini
2534,20.850,Zamazenta Crowned Shield,Tapu Fini
2535,28.270,Galarian Zapdos,Tapu Fini
2536,3.228,Drifblim,Tapu Fini
2537,24.962,Cherrim,Tapu Fini
2538,8.765,Aerodactyl,Tapu Fini
2539,20.905,Rhyperior,Tapu Fini
2540,39.323,Drampa,Tapu Fini
2541,14.193,Zygarde Complete Forme,Metagross
2542,17.559,Zamazenta Crowned Shield,Metagross
2543,29.856,Galarian Zapdos,Metagross
2544,16.468,Pelipper,Metagross
2545,75.128,Swoobat,Metagross
2546,21.074,Black Kyurem,Metagross
2547,13.992,Zygarde Complete Forme,Galarian Zapdos
2548,17.371,Metagross,Galarian Zapdos
2549,17.103,Zamazenta Crowned Shield,Galarian Zapdos
2550,25.734,Xurkitree,Galarian Zapdos
2551,60.498,Luxray,Galarian Zapdos
2552,58.583,Dugtrio,Galarian Zapdos
2553,12.706,Manectric,Galarian Zapdos
2554,9.048,Barraskewda,Pelipper
2555,10.082,Flapple,Pelipper
2556,18.428,Poliwrath,Pelipper
2557,20.321,Celesteela,Sneasel
2558,29.349,Eiscue Ice Face,Sneasel
2559,19.157,Celesteela,Umbreon
2560,70.075,Sneasel,Umbreon
2561,47.877,Garchomp,Umbreon
2562,8.031,Tapu Bulu,Umbreon
2563,20.417,Leafeon,Umbreon
2564,3.334,Swoobat,Umbreon
2565,36.281,Glaceon,Umbreon
2566,77.470,Manectric,Umbreon
2567,39.473,Espeon,Umbreon
2568,47.431,Vaporeon,Umbreon
2569,51.960,Flygon,Umbreon
2570,64.554,Flareon,Umbreon
2571,29.633,Araquanid,Mienshao
2572,17.445,Giratina Altered Forme,Mienshao
2573,21.036,Blissey,Mienshao
2574,25.798,Maractus,Mienshao
2575,51.544,Arcanine,Eternatus
2576,39.057,Chansey,Eternatus
2577,67.395,Alcremie,Eternatus
2578,41.156,Galarian Articuno,Eternatus
2579,20.930,Slowbro,Eternatus
2580,11.386,Toxapex,Eternatus
2581,24.205,Togedemaru,Eternatus
2582,32.175,Tapu Bulu,Eternatus
2583,38.923,Mudsdale,Eternatus
2584,28.855,Klefki,Eternatus
2585,26.184,Heatran,Eternatus
2586,33.870,Diggersby,Eternatus
2587,38.761,Boltund,Eternatus
2588,39.111,Accelgor,Eternatus
2589,46.085,Mow Rotom,Eternatus
2590,8.445,Manectric,Eternatus
2591,48.739,Palossand,Eternatus
2592,15.061,Arcanine,White Kyurem
2593,24.757,Hydreigon,White Kyurem
2594,58.079,Scizor,White Kyurem
2595,24.664,Alolan Ninetales,White Kyurem
2596,63.530,Slowbro,White Kyurem
2597,80.389,Toxapex,White Kyurem
2598,31.307,Pincurchin,White Kyurem
2599,7.399,Exeggutor,White Kyurem
2600,28.529,Latias,White Kyurem
2601,39.412,Leafeon,White Kyurem
2602,34.871,Vikavolt,White Kyurem
2603,14.164,Cinccino,White Kyurem
2604,32.192,Mienshao,Araquanid
2605,14.885,Snorlax,Araquanid
2606,32.615,Oranguru,Araquanid
2607,4.262,Drednaw,Araquanid
2608,25.076,Black Kyurem,Araquanid
2609,50.875,Glaceon,Araquanid
2610,62.893,Chansey,Shuckle
2611,50.311,Liepard,Shuckle
2612,71.955,Azumarill,Shuckle
2613,39.035,Runerigus,Shuckle
2614,57.922,Mr. Mime,Shuckle
2615,20.848,Ninjask,Shuckle
2616,99.827,Mime Jr.,Shuckle
2617,44.245,Chansey,Liepard
2618,65.449,Shuckle,Liepard
2619,71.955,Azumarill,Liepard
2620,33.918,Pincurchin,Liepard
2621,76.641,Clefable,Liepard
2622,39.074,Runerigus,Liepard
2623,27.646,Mr. Mime,Liepard
2624,50.312,Liepard,Chansey
2625,93.034,Shuckle,Chansey
2626,71.959,Azumarill,Chansey
