,Nature,UsePercentage,Pokemon,Hp,Atk,Def,SpA,SpD,Spe
5245,Calm,0.272,Vaporeon,204,0,252,0,52,0
5246,Relaxed,50.262,Mr. Mime,252,0,252,0,4,0
5247,Calm,24.599,Mr. Mime,164,0,244,0,96,0
5248,Timid,5.742,Mr. Mime,252,0,0,0,4,252
5249,Sassy,4.951,Mr. Mime,252,0,0,0,252,0
5250,Bold,3.095,Mr. Mime,252,0,252,0,4,0
5251,Serious,2.624,Mr. Mime,252,0,140,0,114,0
5252,Modest,1.872,Mr. Mime,252,0,0,252,0,4
5253,Bold,1.513,Mr. Mime,252,0,252,4,0,0
5254,Hasty,0.867,Mr. Mime,0,4,0,252,0,252
5255,Bold,0.795,Mr. Mime,252,0,252,0,0,0
5256,Sassy,0.767,Mr. Mime,4,0,0,252,252,0
5257,Timid,0.722,Mr. Mime,0,0,0,252,4,252
5258,Timid,0.656,Mr. Mime,4,0,0,252,0,252
5259,Sassy,0.507,Mr. Mime,252,0,4,0,252,0
5260,Timid,0.250,Mr. Mime,252,0,0,4,0,252
5261,Quiet,0.226,Mr. Mime,252,0,252,4,0,0
5262,Bold,0.144,Mr. Mime,4,0,252,0,0,252
5263,Bold,0.138,Mr. Mime,4,0,252,0,252,0
5264,Calm,0.118,Mr. Mime,252,0,4,0,252,0
5265,Careful,0.055,Mr. Mime,252,4,0,0,252,0
5266,Modest,12.409,Magnezone,252,0,4,252,0,0
5267,Quiet,8.436,Magnezone,252,0,0,252,4,0
5268,Modest,6.701,Magnezone,0,0,4,252,0,252
5269,Modest,5.929,Magnezone,0,0,0,252,4,252
5270,Modest,3.833,Magnezone,252,0,0,252,4,0
5271,Modest,3.640,Magnezone,4,0,0,252,0,252
5272,Modest,3.449,Magnezone,252,0,4,220,4,28
5273,Quiet,3.015,Magnezone,252,0,180,0,76,0
5274,Modest,2.619,Magnezone,252,0,4,180,4,68
5275,Quiet,2.598,Magnezone,252,0,4,252,0,0
5276,Modest,2.458,Magnezone,252,0,68,108,76,4
5277,Modest,2.148,Magnezone,180,0,4,108,196,20
5278,Modest,1.739,Magnezone,148,0,4,252,4,100
5279,Modest,1.734,Magnezone,212,0,44,108,76,68
5280,Modest,1.584,Magnezone,244,0,4,76,156,28
5281,Bold,1.468,Magnezone,252,0,36,4,100,116
5282,Timid,1.381,Magnezone,4,0,0,252,0,252
5283,Modest,1.366,Magnezone,252,0,0,252,0,4
5284,Modest,1.185,Magnezone,108,0,4,252,4,140
5285,Modest,1.104,Magnezone,252,4,0,252,0,0
5286,Adamant,17.859,Gallade,252,252,4,0,0,0
5287,Adamant,15.676,Gallade,252,252,0,0,0,4
5288,Jolly,11.454,Gallade,0,252,0,0,4,252
5289,Adamant,7.469,Gallade,0,252,0,0,4,252
5290,Jolly,7.436,Gallade,0,252,4,0,0,252
5291,Impish,4.564,Gallade,200,58,148,0,100,0
5292,Brave,4.444,Gallade,252,252,4,0,0,0
5293,Jolly,4.298,Gallade,4,252,0,0,0,252
5294,Brave,4.026,Gallade,252,252,0,0,4,0
5295,Jolly,3.848,Gallade,0,252,0,0,0,252
5296,Brave,2.903,Gallade,132,252,116,0,4,0
5297,Impish,1.937,Gallade,252,0,252,0,4,0
5298,Adamant,1.758,Gallade,124,248,36,0,0,100
5299,Adamant,1.597,Gallade,4,252,252,0,0,0
5300,Adamant,1.453,Gallade,0,252,0,0,92,163
5301,Adamant,1.209,Gallade,148,108,0,0,252,0
5302,Relaxed,1.010,Gallade,252,0,252,0,0,0
5303,Jolly,0.931,Gallade,252,0,252,0,0,6
5304,Jolly,0.788,Gallade,0,0,212,0,40,252
5305,Jolly,0.717,Gallade,0,252,196,0,0,56
5306,Jolly,32.432,Lopunny,252,4,0,0,0,252
5307,Timid,16.047,Lopunny,252,0,0,0,4,252
5308,Timid,15.133,Lopunny,252,4,0,0,0,252
5309,Careful,8.355,Lopunny,244,0,156,0,108,0
5310,Jolly,7.574,Lopunny,252,0,0,0,4,252
5311,Jolly,6.406,Lopunny,0,252,0,0,4,252
5312,Jolly,5.999,Lopunny,4,252,0,0,0,252
5313,Timid,4.017,Lopunny,4,0,0,252,0,252
5314,Jolly,1.809,Lopunny,0,0,132,0,124,252
5315,Jolly,0.886,Lopunny,252,0,4,0,0,252
5316,Adamant,0.792,Lopunny,252,252,0,0,0,4
5317,Jolly,0.136,Lopunny,4,4,244,0,4,252
5318,Jolly,0.095,Lopunny,126,130,0,0,0,252
5319,Jolly,0.084,Lopunny,252,0,0,0,0,252
5320,Adamant,0.080,Lopunny,4,252,0,0,0,252
5321,Serious,0.052,Lopunny,6,0,124,0,125,252
5322,Adamant,0.030,Lopunny,0,252,0,0,0,248
5323,Jolly,0.028,Lopunny,0,252,0,0,0,252
5324,Hardy,0.018,Lopunny,4,252,0,0,0,252
5325,Impish,0.010,Lopunny,252,0,4,0,0,252
5326,Jolly,48.384,Gourgeist Small Size,4,252,0,0,0,252
5327,Jolly,17.865,Gourgeist Small Size,252,0,0,0,4,252
5328,Timid,7.077,Gourgeist Small Size,244,0,0,0,12,252
5329,Timid,6.605,Gourgeist Small Size,252,0,4,0,0,252
5330,Impish,5.266,Gourgeist Small Size,252,0,0,0,4,252
5331,Jolly,4.519,Gourgeist Small Size,0,0,4,0,252,252
5332,Timid,3.830,Gourgeist Small Size,252,0,0,0,4,252
5333,Jolly,2.845,Gourgeist Small Size,252,0,0,0,12,244
5334,Adamant,2.127,Gourgeist Small Size,252,248,0,0,0,8
5335,Jolly,0.902,Gourgeist Small Size,252,4,0,0,0,252
5336,Sassy,0.454,Gourgeist Small Size,252,0,4,0,252,0
5337,Jolly,0.121,Gourgeist Small Size,0,252,0,0,4,252
5338,Jolly,0.003,Gourgeist Small Size,252,0,0,0,0,252
5339,Jolly,0.003,Gourgeist Small Size,228,0,28,0,0,252
5340,Hardy,0.000,Gourgeist Small Size,252,0,0,0,0,252
5341,Jolly,0.000,Gourgeist Small Size,252,0,100,0,36,116
5342,Relaxed,0.000,Gourgeist Small Size,252,4,252,0,0,0
5343,Sassy,0.000,Gourgeist Small Size,252,4,68,0,184,0
5344,Calm,0.000,Gourgeist Small Size,252,0,0,0,4,252
5345,Hardy,0.000,Gourgeist Small Size,0,0,0,0,0,100
5346,Brave,54.137,Malamar,252,252,0,0,4,0
5347,Adamant,8.678,Malamar,228,60,220,0,0,0
5348,Brave,7.846,Malamar,252,60,0,0,196,0
5349,Jolly,7.370,Malamar,4,252,0,0,0,252
5350,Adamant,3.085,Malamar,4,180,0,0,164,0
5351,Sassy,2.570,Malamar,252,0,0,0,252,0
5352,Adamant,2.263,Malamar,236,36,4,0,116,116
5353,Brave,1.894,Malamar,248,252,0,0,8,0
5354,Careful,0.980,Malamar,252,0,76,0,180,0
5355,Brave,0.802,Malamar,252,152,0,0,100,0
5356,Relaxed,0.792,Malamar,252,4,252,0,0,0
5357,Impish,0.762,Malamar,252,4,252,0,0,0
5358,Jolly,0.745,Malamar,252,108,0,0,148,0
5359,Careful,0.744,Malamar,252,4,0,0,252,0
5360,Brave,0.595,Malamar,228,60,220,0,0,0
5361,Adamant,0.594,Malamar,108,252,0,0,0,148
5362,Adamant,0.571,Malamar,248,252,0,0,8,0
5363,Jolly,0.511,Malamar,200,0,84,0,100,124
5364,Adamant,0.459,Malamar,252,100,0,0,156,0
5365,Adamant,0.432,Malamar,252,252,0,0,4,0
5366,Brave,24.219,Golisopod,60,252,0,0,196,0
5367,Brave,14.226,Golisopod,252,252,0,0,4,0
5368,Adamant,12.528,Golisopod,252,252,0,0,4,0
5369,Adamant,8.731,Golisopod,252,252,0,0,0,0
5370,Adamant,7.882,Golisopod,252,252,0,0,0,4
5371,Brave,6.608,Golisopod,252,252,0,4,0,0
5372,Hardy,5.665,Golisopod,252,252,4,0,0,0
5373,Relaxed,4.121,Golisopod,0,252,4,0,252,0
5374,Adamant,2.789,Golisopod,236,252,0,0,0,20
5375,Adamant,2.733,Golisopod,244,252,4,0,8,0
5376,Brave,2.178,Golisopod,252,252,4,0,0,0
5377,Adamant,2.098,Golisopod,252,252,4,0,0,0
5378,Adamant,1.970,Golisopod,252,180,0,0,76,0
5379,Adamant,1.288,Golisopod,60,252,0,0,196,0
5380,Careful,1.199,Golisopod,148,128,124,0,104,0
5381,Brave,0.553,Golisopod,164,0,252,0,92,0
5382,Adamant,0.342,Golisopod,84,252,0,0,0,172
5383,Impish,0.138,Golisopod,248,8,252,0,0,0
5384,Hardy,0.123,Golisopod,252,252,0,0,4,0
5385,Serious,0.103,Golisopod,84,252,92,0,0,0
5386,Timid,38.031,Golduck,4,0,0,252,0,252
5387,Timid,25.337,Golduck,252,0,0,0,4,252
5388,Timid,12.581,Golduck,0,0,0,252,4,252
5389,Timid,7.789,Golduck,0,0,4,252,0,252
5390,Jolly,1.561,Golduck,0,252,0,0,4,252
5391,Modest,1.556,Golduck,0,0,0,252,0,252
5392,Timid,1.239,Golduck,58,0,0,252,0,200
5393,Modest,1.209,Golduck,4,0,0,252,0,252
5394,Timid,0.832,Golduck,0,0,0,252,0,252
5395,Bold,0.813,Golduck,252,0,4,0,252,0
5396,Calm,0.785,Golduck,252,0,60,4,156,36
5397,Modest,0.697,Golduck,12,0,0,252,0,244
5398,Timid,0.598,Golduck,252,0,92,4,68,92
5399,Modest,0.582,Golduck,252,0,0,252,0,4
5400,Timid,0.545,Golduck,252,0,44,0,0,212
5401,Modest,0.544,Golduck,196,0,0,196,0,116
5402,Modest,0.537,Golduck,0,0,0,252,4,252
5403,Bold,0.470,Golduck,196,0,252,0,4,52
5404,Hasty,0.446,Golduck,0,4,0,252,0,252
5405,Calm,0.390,Golduck,252,0,0,0,252,4
5406,Sassy,34.926,Shiinotic,252,0,148,0,108,0
5407,Sassy,34.084,Shiinotic,252,0,76,0,180,0
5408,Quiet,6.564,Shiinotic,252,0,0,252,4,0
5409,Bold,4.409,Shiinotic,0,0,252,4,252,0
5410,Relaxed,3.951,Shiinotic,252,0,4,252,0,0
5411,Calm,3.872,Shiinotic,252,0,0,4,252,0
5412,Calm,3.050,Shiinotic,252,0,4,0,252,0
5413,Calm,1.246,Shiinotic,252,0,0,128,128,0
5414,Quiet,1.210,Shiinotic,180,0,124,0,200,0
5415,Sassy,1.020,Shiinotic,252,0,0,0,252,4
5416,Bold,0.787,Shiinotic,116,0,220,16,156,0
5417,Calm,0.700,Shiinotic,252,0,180,0,76,0
5418,Sassy,0.512,Shiinotic,252,0,4,0,252,0
5419,Sassy,0.509,Shiinotic,4,0,252,0,252,0
5420,Relaxed,0.402,Shiinotic,252,0,252,4,0,0
5421,Modest,0.398,Shiinotic,252,0,0,252,4,0
5422,Sassy,0.395,Shiinotic,252,0,0,4,252,0
5423,Modest,0.350,Shiinotic,252,0,4,252,0,0
5424,Calm,0.348,Shiinotic,252,0,204,0,48,0
5425,Quiet,0.278,Shiinotic,252,0,4,252,0,0
5426,Jolly,69.177,Lycanroc Dusk Form,0,252,0,0,4,252
5427,Jolly,24.714,Lycanroc Dusk Form,4,252,0,0,0,252
5428,Adamant,2.163,Lycanroc Dusk Form,4,252,0,0,0,252
5429,Adamant,0.612,Lycanroc Dusk Form,0,252,4,0,0,252
5430,Jolly,0.599,Lycanroc Dusk Form,0,252,12,0,0,240
5431,Adamant,0.599,Lycanroc Dusk Form,76,252,100,0,0,76
5432,Adamant,0.547,Lycanroc Dusk Form,0,252,0,0,4,252
5433,Jolly,0.505,Lycanroc Dusk Form,0,252,4,0,0,252
5434,Jolly,0.482,Lycanroc Dusk Form,0,252,0,0,0,252
5435,Adamant,0.235,Lycanroc Dusk Form,0,0,252,0,252,0
5436,Hardy,0.159,Lycanroc Dusk Form,4,252,0,0,0,252
5437,Adamant,0.073,Lycanroc Dusk Form,0,252,0,0,0,252
5438,Jolly,0.056,Lycanroc Dusk Form,4,248,0,0,0,252
5439,Jolly,0.030,Lycanroc Dusk Form,252,0,0,0,4,252
5440,Adamant,0.013,Lycanroc Dusk Form,86,252,84,0,85,0
5441,Hardy,0.009,Lycanroc Dusk Form,1,1,0,1,1,1
5442,Hardy,0.006,Lycanroc Dusk Form,252,150,0,0,0,106
5443,Adamant,0.006,Lycanroc Dusk Form,114,252,44,0,48,46
5444,Timid,0.004,Lycanroc Dusk Form,4,252,0,0,0,252
5445,Serious,0.003,Lycanroc Dusk Form,0,252,0,0,0,252
5446,Adamant,52.507,Unfezant,196,252,0,0,4,52
5447,Jolly,26.311,Unfezant,0,252,0,0,4,252
5448,Jolly,8.108,Unfezant,252,4,0,0,0,252
5449,Jolly,5.256,Unfezant,252,0,0,0,4,252
5450,Timid,4.390,Unfezant,252,4,0,0,0,252
5451,Jolly,0.765,Unfezant,0,252,0,0,0,252
5452,Hardy,0.399,Unfezant,4,0,0,0,252,252
5453,Naive,0.364,Unfezant,0,0,0,252,0,252
5454,Jolly,0.360,Unfezant,132,124,0,0,0,252
5455,Timid,0.348,Unfezant,248,0,0,0,8,252
5456,Jolly,0.345,Unfezant,4,252,0,0,0,252
5457,Jolly,0.199,Unfezant,104,152,0,0,0,252
5458,Timid,0.197,Unfezant,252,0,0,0,4,252
5459,Jolly,0.124,Unfezant,0,252,4,0,0,252
5460,Jolly,0.093,Unfezant,0,0,4,0,252,252
5461,Jolly,0.064,Unfezant,60,0,0,0,196,252
5462,Timid,0.059,Unfezant,8,0,0,248,0,252
5463,Jolly,0.045,Unfezant,252,0,4,0,0,252
5464,Timid,0.025,Unfezant,252,0,4,0,0,252
5465,Hardy,0.012,Unfezant,0,4,0,252,0,252
5466,Brave,23.694,Perrserker,252,252,0,0,4,0
5467,Adamant,18.021,Perrserker,252,252,4,0,0,0
5468,Adamant,14.278,Perrserker,252,252,0,0,4,0
5469,Brave,9.186,Perrserker,248,252,0,0,8,0
5470,Brave,7.568,Perrserker,248,252,0,0,4,0
5471,Adamant,7.164,Perrserker,196,252,0,0,60,0
5472,Adamant,5.849,Perrserker,4,252,0,0,0,252
5473,Adamant,3.690,Perrserker,248,252,0,0,8,0
5474,Brave,2.943,Perrserker,252,0,100,0,156,0
5475,Adamant,1.429,Perrserker,172,252,60,0,20,0
5476,Impish,1.156,Perrserker,252,0,252,0,0,0
5477,Impish,1.106,Perrserker,252,4,252,0,0,0
5478,Brave,0.911,Perrserker,196,252,0,0,60,0
5479,Brave,0.702,Perrserker,0,252,0,4,0,252
5480,Jolly,0.303,Perrserker,60,248,0,0,0,200
5481,Adamant,0.286,Perrserker,0,252,0,0,4,252
5482,Brave,0.194,Perrserker,252,0,124,128,4,0
5483,Brave,0.181,Perrserker,252,252,4,0,0,0
5484,Adamant,0.128,Perrserker,248,220,36,0,0,0
5485,Impish,0.122,Perrserker,248,8,252,0,0,0
5486,Quiet,50.713,Galarian Slowbro,252,0,0,252,4,0
5487,Quiet,12.408,Galarian Slowbro,252,0,4,252,0,0
5488,Modest,5.746,Galarian Slowbro,252,0,4,252,0,0
5489,Quiet,3.214,Galarian Slowbro,164,0,0,236,108,0
5490,Modest,2.875,Galarian Slowbro,252,0,0,252,4,0
5491,Relaxed,2.789,Galarian Slowbro,252,0,252,4,0,0
5492,Sassy,2.125,Galarian Slowbro,252,0,0,4,252,0
5493,Quiet,1.790,Galarian Slowbro,252,0,0,188,68,0
5494,Quiet,1.434,Galarian Slowbro,252,0,0,236,20,0
5495,Modest,1.203,Galarian Slowbro,252,0,0,180,76,0
5496,Relaxed,1.112,Galarian Slowbro,252,0,124,52,76,0
5497,Brave,0.880,Galarian Slowbro,252,76,20,0,160,0
5498,Bold,0.732,Galarian Slowbro,252,0,196,0,60,0
5499,Relaxed,0.712,Galarian Slowbro,252,0,4,0,252,0
5500,Quiet,0.676,Galarian Slowbro,252,4,0,252,0,0
5501,Quiet,0.574,Galarian Slowbro,236,0,4,252,12,0
5502,Quiet,0.547,Galarian Slowbro,252,0,0,252,0,0
5503,Quiet,0.546,Galarian Slowbro,244,0,0,252,12,0
5504,Sassy,0.503,Galarian Slowbro,252,0,100,0,156,0
5505,Modest,0.470,Galarian Slowbro,216,0,0,252,4,36
5506,Brave,61.536,Bouffalant,252,252,0,0,4,0
5507,Adamant,10.363,Bouffalant,200,252,0,0,4,52
5508,Adamant,7.980,Bouffalant,252,252,0,0,4,0
5509,Jolly,2.850,Bouffalant,212,68,0,0,0,228
5510,Brave,2.743,Bouffalant,236,196,76,0,0,0
5511,Brave,2.483,Bouffalant,236,76,0,0,196,0
5512,Brave,1.918,Bouffalant,252,236,0,0,20,0
5513,Adamant,1.616,Bouffalant,252,252,0,0,0,0
5514,Brave,1.329,Bouffalant,236,152,60,0,60,0
5515,Brave,1.290,Bouffalant,236,236,36,0,0,0
5516,Adamant,0.632,Bouffalant,236,236,36,0,0,0
5517,Adamant,0.602,Bouffalant,252,252,4,0,0,0
5518,Adamant,0.585,Bouffalant,252,252,0,0,0,4
5519,Sassy,0.493,Bouffalant,252,4,0,0,252,0
5520,Adamant,0.385,Bouffalant,4,252,0,0,0,252
5521,Brave,0.366,Bouffalant,116,252,140,0,0,0
5522,Jolly,0.318,Bouffalant,252,252,0,0,4,0
5523,Brave,0.313,Bouffalant,252,252,4,0,0,0
5524,Adamant,0.251,Bouffalant,236,196,0,0,76,0
5525,Adamant,0.231,Bouffalant,248,252,4,0,4,0
5526,Modest,46.307,Frost Rotom,0,0,0,252,4,252
5527,Timid,20.921,Frost Rotom,0,0,0,252,28,228
5528,Modest,17.449,Frost Rotom,252,0,0,220,0,36
5529,Modest,13.098,Frost Rotom,252,0,0,252,0,4
5530,Timid,1.394,Frost Rotom,0,0,0,252,4,252
5531,Timid,0.421,Frost Rotom,4,0,0,252,0,252
5532,Calm,0.244,Frost Rotom,252,0,0,4,252,0
5533,Modest,0.072,Frost Rotom,28,0,0,252,0,228
5534,Modest,0.054,Frost Rotom,132,0,0,252,0,124
5535,Timid,0.013,Frost Rotom,0,0,0,252,0,252
5536,Modest,0.006,Frost Rotom,4,0,0,252,0,252
5537,Modest,0.005,Frost Rotom,252,0,68,188,0,0
5538,Relaxed,0.005,Frost Rotom,252,0,0,252,4,0
5539,Modest,0.004,Frost Rotom,140,0,0,252,0,116
5540,Bold,0.004,Frost Rotom,252,0,0,252,4,0
5541,Timid,0.001,Frost Rotom,156,0,20,108,4,220
5542,Timid,0.001,Frost Rotom,252,0,44,0,0,212
5543,Hasty,0.001,Frost Rotom,4,0,0,252,0,252
5544,Timid,0.001,Frost Rotom,252,0,0,0,4,252
5545,Timid,0.000,Frost Rotom,244,0,4,4,4,252
5546,Timid,56.972,Roserade,4,0,0,252,0,252
5547,Timid,32.999,Roserade,0,0,0,252,4,252
5548,Modest,2.805,Roserade,0,0,0,252,4,252
5549,Timid,1.914,Roserade,252,0,4,0,0,252
5550,Timid,1.626,Roserade,0,0,4,252,0,252
5551,Timid,1.621,Roserade,0,0,0,252,0,252
5552,Modest,0.762,Roserade,4,0,0,252,0,252
5553,Modest,0.384,Roserade,0,0,4,252,252,0
5554,Timid,0.216,Roserade,252,0,0,44,52,156
5555,Modest,0.145,Roserade,252,0,0,252,0,0
5556,Modest,0.109,Roserade,252,0,4,124,124,0
5557,Hardy,0.105,Roserade,28,0,76,188,60,156
5558,Modest,0.079,Roserade,0,0,148,148,148,60
5559,Hardy,0.053,Roserade,64,64,140,84,148,8
5560,Jolly,0.039,Roserade,0,0,0,252,80,176
5561,Timid,0.037,Roserade,252,0,0,252,0,4
5562,Timid,0.027,Roserade,0,0,252,0,252,4
5563,Quiet,0.026,Roserade,204,0,52,252,0,0
5564,Calm,0.020,Roserade,0,0,0,252,252,0
5565,Serious,0.013,Roserade,0,252,0,0,0,252
5566,Sassy,29.722,Tangrowth,252,0,0,4,252,0
5567,Sassy,15.274,Tangrowth,252,0,4,0,252,0
5568,Sassy,10.909,Tangrowth,252,0,252,0,4,0
5569,Relaxed,8.149,Tangrowth,188,68,0,0,252,0
5570,Modest,6.936,Tangrowth,252,0,0,252,4,0
5571,Calm,6.901,Tangrowth,252,0,4,4,140,108
5572,Relaxed,3.956,Tangrowth,252,0,252,4,0,0
5573,Careful,3.574,Tangrowth,252,0,0,4,252,0
5574,Bold,2.243,Tangrowth,252,0,252,4,0,0
5575,Sassy,1.979,Tangrowth,132,12,140,12,212,0
5576,Hardy,1.681,Tangrowth,252,4,252,0,0,0
5577,Bold,1.518,Tangrowth,252,0,28,12,212,4
5578,Quiet,1.416,Tangrowth,252,0,0,4,252,0
5579,Calm,0.682,Tangrowth,252,0,0,4,252,0
5580,Relaxed,0.677,Tangrowth,204,52,252,0,0,0
5581,Bold,0.642,Tangrowth,252,0,252,0,4,0
5582,Adamant,0.598,Tangrowth,252,252,0,0,4,0
5583,Naive,0.503,Tangrowth,252,4,0,0,0,252
5584,Timid,0.215,Tangrowth,248,0,0,0,8,252
5585,Careful,0.189,Tangrowth,252,4,0,0,252,0
5586,Careful,27.587,Sandaconda,252,4,0,0,252,0
5587,Careful,25.509,Sandaconda,252,0,4,0,252,0
5588,Adamant,21.159,Sandaconda,252,252,0,0,4,0
5589,Adamant,5.633,Sandaconda,120,136,0,0,252,0
5590,Adamant,4.705,Sandaconda,252,212,44,0,0,0
5591,Sassy,2.002,Sandaconda,244,8,4,0,252,0
5592,Careful,1.909,Sandaconda,252,0,148,0,108,0
5593,Adamant,1.462,Sandaconda,252,204,52,0,0,0
5594,Brave,1.429,Sandaconda,252,116,0,0,140,0
5595,Jolly,1.054,Sandaconda,4,252,0,0,0,252
5596,Brave,1.052,Sandaconda,252,252,0,0,4,0
5597,Impish,0.856,Sandaconda,252,0,252,0,4,0
5598,Impish,0.789,Sandaconda,252,0,4,0,252,0
5599,Relaxed,0.729,Sandaconda,252,0,252,0,4,0
5600,Adamant,0.640,Sandaconda,252,252,4,0,0,0
5601,Impish,0.552,Sandaconda,252,0,164,0,0,88
5602,Impish,0.472,Sandaconda,252,4,252,0,0,0
5603,Adamant,0.434,Sandaconda,252,100,0,0,156,0
5604,Jolly,0.409,Sandaconda,252,0,52,0,200,4
5605,Relaxed,0.375,Sandaconda,252,0,4,0,252,0
5606,Bold,24.932,Polteageist,252,0,252,0,4,0
5607,Modest,22.895,Polteageist,0,0,0,252,4,252
5608,Timid,22.686,Polteageist,4,0,0,252,0,252
5609,Timid,11.893,Polteageist,4,0,140,108,0,252
5610,Bold,4.074,Polteageist,0,0,132,124,0,252
5611,Modest,2.581,Polteageist,0,0,60,252,0,196
5612,Timid,2.040,Polteageist,0,0,4,252,0,252
5613,Modest,1.336,Polteageist,112,0,252,0,0,144
5614,Modest,1.205,Polteageist,252,0,0,252,4,0
5615,Sassy,0.936,Polteageist,252,4,0,0,252,0
5616,Timid,0.836,Polteageist,0,0,0,252,4,252
5617,Modest,0.468,Polteageist,4,0,0,252,0,252
5618,Modest,0.453,Polteageist,0,0,156,252,96,0
5619,Timid,0.447,Polteageist,252,0,4,0,0,252
5620,Calm,0.388,Polteageist,252,0,4,0,252,0
5621,Modest,0.347,Polteageist,0,0,0,252,0,252
5622,Calm,0.332,Polteageist,252,0,0,4,252,0
5623,Modest,0.253,Polteageist,60,0,92,252,4,100
5624,Quiet,0.232,Polteageist,252,0,4,252,0,0
5625,Timid,0.216,Polteageist,0,0,0,252,0,252
5626,Bold,69.610,Tangela,220,0,244,0,44,0
5627,Bold,17.894,Tangela,252,0,84,12,156,0
5628,Sassy,3.260,Tangela,252,0,84,0,171,0
5629,Calm,2.722,Tangela,252,0,0,0,252,4
5630,Calm,1.651,Tangela,252,0,4,0,252,0
5631,Calm,1.289,Tangela,128,0,124,0,252,0
5632,Bold,1.249,Tangela,252,0,76,0,176,0
5633,Calm,1.088,Tangela,252,0,92,0,164,0
5634,Bold,0.597,Tangela,252,0,84,16,156,0
5635,Timid,0.196,Tangela,252,0,4,0,0,252
5636,Calm,0.147,Tangela,92,0,164,0,252,0
5637,Hardy,0.075,Tangela,252,252,0,0,0,4
5638,Calm,0.061,Tangela,40,0,4,0,252,212
5639,Quiet,0.035,Tangela,4,0,252,252,0,0
5640,Naughty,0.028,Tangela,0,252,0,4,0,252
5641,Impish,0.018,Tangela,252,0,116,0,136,0
5642,Naive,0.017,Tangela,252,4,0,0,0,252
5643,Bold,0.014,Tangela,4,0,252,0,252,0
5644,Bold,0.014,Tangela,252,0,252,0,0,4
5645,Calm,0.009,Tangela,252,0,36,120,100,0
5646,Jolly,81.496,Morpeko Full Belly Mode,4,252,0,0,0,252
5647,Adamant,5.444,Morpeko Full Belly Mode,4,252,0,0,0,252
5648,Adamant,3.865,Morpeko Full Belly Mode,0,252,0,0,0,252
5649,Jolly,3.057,Morpeko Full Belly Mode,0,252,0,0,4,252
5650,Jolly,2.124,Morpeko Full Belly Mode,0,252,0,0,0,252
5651,Adamant,1.516,Morpeko Full Belly Mode,0,252,0,0,4,252
5652,Hasty,1.415,Morpeko Full Belly Mode,0,252,0,4,0,252
5653,Jolly,0.643,Morpeko Full Belly Mode,252,12,0,0,0,244
5654,Jolly,0.205,Morpeko Full Belly Mode,12,240,0,0,4,252
5655,Jolly,0.103,Morpeko Full Belly Mode,0,252,4,0,0,252
5656,Adamant,0.084,Morpeko Full Belly Mode,0,252,0,4,0,252
5657,Adamant,0.021,Morpeko Full Belly Mode,0,252,20,0,0,236
5658,Hardy,0.009,Morpeko Full Belly Mode,4,252,0,0,0,252
5659,Jolly,0.005,Morpeko Full Belly Mode,4,0,252,0,0,252
5660,Jolly,0.005,Morpeko Full Belly Mode,252,4,0,0,0,252
5661,Jolly,0.004,Morpeko Full Belly Mode,4,244,4,0,4,252
5662,Timid,0.002,Morpeko Full Belly Mode,252,0,0,0,4,252
5663,Adamant,0.002,Morpeko Full Belly Mode,252,252,0,0,4,0
5664,Naughty,0.000,Morpeko Full Belly Mode,92,100,36,24,0,252
5665,Hardy,0.000,Morpeko Full Belly Mode,164,0,108,0,112,120
5666,Bold,80.219,Eldegoss,252,0,76,0,176,0
5667,Relaxed,5.373,Eldegoss,252,0,0,4,252,0
5668,Calm,3.543,Eldegoss,0,0,252,4,252,0
5669,Bold,2.984,Eldegoss,252,0,100,0,156,0
5670,Bold,1.889,Eldegoss,140,0,140,0,0,228
5671,Bold,1.171,Eldegoss,252,0,4,0,252,0
5672,Bold,0.985,Eldegoss,252,0,156,0,100,0
5673,Calm,0.951,Eldegoss,252,0,0,4,252,0
5674,Serious,0.588,Eldegoss,252,0,124,0,0,128
5675,Bold,0.581,Eldegoss,252,0,252,4,0,0
5676,Bold,0.520,Eldegoss,252,0,252,0,4,0
5677,Hardy,0.436,Eldegoss,252,0,0,0,252,0
5678,Calm,0.137,Eldegoss,252,0,4,0,252,0
5679,Relaxed,0.107,Eldegoss,252,0,100,0,156,0
5680,Modest,0.107,Eldegoss,252,0,0,252,4,0
5681,Calm,0.086,Eldegoss,252,0,252,0,0,4
5682,Relaxed,0.076,Eldegoss,252,0,196,0,60,0
5683,Bold,0.056,Eldegoss,4,0,252,0,252,0
5684,Relaxed,0.051,Eldegoss,248,0,252,0,0,8
5685,Bold,0.044,Eldegoss,252,0,140,0,0,116
5686,Relaxed,34.474,Aromatisse,244,0,252,12,0,0
5687,Relaxed,17.317,Aromatisse,252,0,172,0,84,0
5688,Sassy,11.032,Aromatisse,252,0,236,0,16,0
5689,Relaxed,10.473,Aromatisse,244,0,252,0,12,0
5690,Quiet,9.942,Aromatisse,252,0,0,252,4,0
5691,Sassy,3.481,Aromatisse,244,0,0,12,252,0
5692,Sassy,3.104,Aromatisse,252,0,0,4,252,0
5693,Relaxed,2.587,Aromatisse,244,0,52,12,196,0
5694,Relaxed,2.004,Aromatisse,252,0,164,0,92,0
5695,Relaxed,1.731,Aromatisse,252,0,252,0,4,0
5696,Quiet,1.128,Aromatisse,252,0,172,0,84,0
